"Status","Year","Responsibility_level","Region_ITL2","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","G6/G7","West Midlands","West Midlands (England)","1770","1700","56580","52580"
"In post","2021","G6/G7","West Wales and The Valleys","Wales","810","780","61520","60830"
"In post","2021","G6/G7","West Yorkshire","Yorkshire and The Humber","1920","1830","55650","52580"
"In post","2021","SCS","Bedfordshire and Hertfordshire","East of England","30","30","[c]","[c]"
"In post","2021","SCS","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","60","60","94980","92090"
"In post","2021","SCS","Cheshire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Derbyshire and Nottinghamshire","East Midlands (England)","80","70","90770","84340"
"In post","2021","SCS","Devon","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Dorset and Somerset","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","East Anglia","East of England","70","60","98590","92370"
"In post","2021","SCS","East Wales","Wales","260","250","87370","79280"
"In post","2021","SCS","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Eastern Scotland","Scotland","220","210","90690","83230"
"In post","2021","SCS","Essex","East of England","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","310","300","96380","90530"
"In post","2021","SCS","Greater Manchester","North West (England)","140","140","86860","81150"
"In post","2021","SCS","Hampshire and Isle of Wight","South East (England)","90","90","87410","83070"
"In post","2021","SCS","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Highlands and Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Inner London - East","London","670","620","98940","94530"
"In post","2021","SCS","Inner London - West","London","3890","3770","89230","79670"
"In post","2021","SCS","Kent","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Lancashire","North West (England)","50","50","[c]","[c]"
"In post","2021","SCS","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Merseyside","North West (England)","90","80","90770","84660"
"In post","2021","SCS","North Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North Yorkshire","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","SCS","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northumberland and Tyne and Wear","North East (England)","90","90","89060","79460"
"In post","2021","SCS","Outer London - South","London","80","70","91460","82690"
"In post","2021","SCS","Outer London - West and North West","London","60","50","111920","101920"
"In post","2021","SCS","Overseas","Overseas","290","290","85970","77460"
"In post","2021","SCS","Shropshire and Staffordshire","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","SCS","South Yorkshire","Yorkshire and The Humber","80","80","80350","76230"
"In post","2021","SCS","Southern Scotland","Scotland","30","30","[c]","[c]"
"In post","2021","SCS","Surrey, East and West Sussex","South East (England)","30","30","[c]","[c]"
"In post","2021","SCS","Tees Valley and Durham","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","West Central Scotland","Scotland","70","70","86420","83230"
"In post","2021","SCS","West Midlands","West Midlands (England)","170","160","96640","88490"
"In post","2021","SCS","West Wales and The Valleys","Wales","40","40","[c]","[c]"
"In post","2021","SCS","West Yorkshire","Yorkshire and The Humber","170","160","86750","78660"
"In post","2021","SEO/HEO","Bedfordshire and Hertfordshire","East of England","1010","970","38640","37660"
"In post","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","2280","2180","38250","37160"
"In post","2021","SEO/HEO","Cheshire","North West (England)","850","820","39430","38310"
"In post","2021","SEO/HEO","Cornwall and Isles of Scilly","South West (England)","210","200","35630","34160"
"In post","2021","SEO/HEO","Cumbria","North West (England)","320","300","34880","33580"
"In post","2021","SEO/HEO","Derbyshire and Nottinghamshire","East Midlands (England)","3230","3070","35500","33520"
"In post","2021","SEO/HEO","Devon","South West (England)","2410","2270","37650","38160"
"In post","2021","SEO/HEO","Dorset and Somerset","South West (England)","1430","1360","36590","34290"
"In post","2021","SEO/HEO","East Anglia","East of England","2930","2800","36080","34260"
"In post","2021","SEO/HEO","East Wales","Wales","5980","5710","36200","36030"
"In post","2021","SEO/HEO","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","570","540","36900","34290"
"In post","2021","SEO/HEO","Eastern Scotland","Scotland","5590","5330","38330","37580"
"In post","2021","SEO/HEO","Essex","East of England","1150","1070","36760","35120"
"In post","2021","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","12120","11610","36010","35810"
"In post","2021","SEO/HEO","Greater Manchester","North West (England)","5220","5010","34740","32540"
"In post","2021","SEO/HEO","Hampshire and Isle of Wight","South East (England)","4640","4470","35660","34510"
"In post","2021","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","660","630","36620","35470"
"In post","2021","SEO/HEO","Highlands and Islands","Scotland","370","350","38080","36810"
"In post","2021","SEO/HEO","Inner London - East","London","4880","4720","39560","39800"
"In post","2021","SEO/HEO","Inner London - West","London","22950","22570","37890","37280"
"In post","2021","SEO/HEO","Kent","South East (England)","1380","1320","36840","35630"
"In post","2021","SEO/HEO","Lancashire","North West (England)","2390","2250","35520","34290"
"In post","2021","SEO/HEO","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","950","890","36630","35000"
"In post","2021","SEO/HEO","Lincolnshire","East Midlands (England)","570","550","36560","35050"
"In post","2021","SEO/HEO","Merseyside","North West (England)","4210","4010","34660","32740"
"In post","2021","SEO/HEO","North Eastern Scotland","Scotland","590","560","46020","39100"
"In post","2021","SEO/HEO","North Yorkshire","Yorkshire and The Humber","1390","1340","35830","35480"
"In post","2021","SEO/HEO","Northern Ireland","Northern Ireland","900","870","34840","32060"
"In post","2021","SEO/HEO","Northumberland and Tyne and Wear","North East (England)","4720","4470","34330","32000"
"In post","2021","SEO/HEO","Outer London - East and North East","London","330","320","39740","38440"
"In post","2021","SEO/HEO","Outer London - South","London","3660","3540","39290","37450"
"In post","2021","SEO/HEO","Outer London - West and North West","London","2100","2010","38140","36800"
"In post","2021","SEO/HEO","Overseas","Overseas","1550","1540","39920","36960"
"In post","2021","SEO/HEO","Shropshire and Staffordshire","West Midlands (England)","1710","1620","37160","36480"
"In post","2021","SEO/HEO","South Yorkshire","Yorkshire and The Humber","2520","2380","35130","34290"
"In post","2021","SEO/HEO","Southern Scotland","Scotland","1370","1300","35430","33930"
"In post","2021","SEO/HEO","Surrey, East and West Sussex","South East (England)","1490","1400","37260","35790"
"In post","2021","SEO/HEO","Tees Valley and Durham","North East (England)","1440","1360","36220","35560"
"In post","2021","SEO/HEO","Unknown","Unknown","760","750","34170","32000"
"In post","2021","SEO/HEO","West Central Scotland","Scotland","4190","3990","37000","35110"
"In post","2021","SEO/HEO","West Midlands","West Midlands (England)","4430","4250","35380","33840"
"In post","2021","SEO/HEO","West Wales and The Valleys","Wales","3140","2980","38220","37410"
"In post","2021","SEO/HEO","West Yorkshire","Yorkshire and The Humber","4470","4250","34850","33180"
"In post","2021","Unknown","Bedfordshire and Hertfordshire","East of England","300","270","28030","24170"
"In post","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","490","460","29860","28200"
"In post","2021","Unknown","Cheshire","North West (England)","200","180","29400","28970"
"In post","2021","Unknown","Cornwall and Isles of Scilly","South West (England)","50","40","29330","28200"
"In post","2021","Unknown","Cumbria","North West (England)","240","230","37820","34830"
"In post","2021","Unknown","Derbyshire and Nottinghamshire","East Midlands (England)","510","460","30010","30210"
"In post","2021","Unknown","Devon","South West (England)","310","290","33880","32100"
"In post","2021","Unknown","Dorset and Somerset","South West (England)","230","200","28340","28200"
"In post","2021","Unknown","East Anglia","East of England","490","450","29500","30210"
"In post","2021","Unknown","East Wales","Wales","490","460","30050","30210"
"In post","2021","Unknown","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","250","230","29930","30210"
"In post","2021","Unknown","Eastern Scotland","Scotland","30","30","[c]","[c]"
"In post","2021","Unknown","Essex","East of England","250","220","27880","24800"
"In post","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","1910","1830","39200","36500"
"In post","2021","Unknown","Greater Manchester","North West (England)","750","710","29800","30210"
"In post","2021","Unknown","Hampshire and Isle of Wight","South East (England)","360","330","32850","31420"
"In post","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","300","280","29210","28200"
"In post","2021","Unknown","Highlands and Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inner London - East","London","700","670","33380","32090"
"In post","2021","Unknown","Inner London - West","London","230","230","37660","35310"
"In post","2021","Unknown","Kent","South East (England)","280","260","30180","30880"
"In post","2021","Unknown","Lancashire","North West (England)","430","400","29630","30210"
"In post","2021","Unknown","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","360","330","29420","30210"
"In post","2021","Unknown","Lincolnshire","East Midlands (England)","130","130","30830","30210"
"In post","2021","Unknown","Merseyside","North West (England)","410","380","29440","28200"
"In post","2021","Unknown","North Yorkshire","Yorkshire and The Humber","190","170","29490","28200"
"In post","2021","Unknown","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northumberland and Tyne and Wear","North East (England)","350","320","29270","28200"
"In post","2021","Unknown","Outer London - East and North East","London","290","270","33080","33950"
"In post","2021","Unknown","Outer London - South","London","180","170","33900","32090"
"In post","2021","Unknown","Outer London - West and North West","London","260","250","32450","29210"
"In post","2021","Unknown","Overseas","Overseas","260","250","[c]","[c]"
"In post","2021","Unknown","Shropshire and Staffordshire","West Midlands (England)","350","320","30820","30880"
"In post","2021","Unknown","South Yorkshire","Yorkshire and The Humber","340","310","29210","28200"
"In post","2021","Unknown","Surrey, East and West Sussex","South East (England)","390","350","29520","30210"
"In post","2021","Unknown","Tees Valley and Durham","North East (England)","370","340","29480","28200"
"In post","2021","Unknown","Unknown","Unknown","1910","1910","37270","33570"
"In post","2021","Unknown","West Central Scotland","Scotland","80","70","38990","41370"
"In post","2021","Unknown","West Midlands","West Midlands (England)","760","690","29200","28200"
"In post","2021","Unknown","West Wales and The Valleys","Wales","620","580","29690","28200"
"In post","2021","Unknown","West Yorkshire","Yorkshire and The Humber","550","510","30170","30210"
"In post","2022","AA/AO","Bedfordshire and Hertfordshire","East of England","1190","1110","24850","23720"
"In post","2022","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","3270","3100","25970","23770"
"In post","2022","AA/AO","Cheshire","North West (England)","1350","1230","23190","21300"
"In post","2022","AA/AO","Cornwall and Isles of Scilly","South West (England)","720","650","21200","21260"
"In post","2022","AA/AO","Cumbria","North West (England)","950","850","22280","21300"
"In post","2022","AA/AO","Derbyshire and Nottinghamshire","East Midlands (England)","3920","3570","22670","21260"
"In post","2022","AA/AO","Devon","South West (England)","3040","2730","22750","21300"
"In post","2022","AA/AO","Dorset and Somerset","South West (England)","1680","1560","22810","21260"
"In post","2022","AA/AO","East Anglia","East of England","4810","4420","23830","21680"
"In post","2022","AA/AO","East Wales","Wales","5360","4870","22040","21260"
"In post","2022","AA/AO","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","2140","1940","24090","22200"
"In post","2022","AA/AO","Eastern Scotland","Scotland","6040","5620","22760","21640"
"In post","2022","AA/AO","Essex","East of England","1420","1290","23860","23520"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","3800","3510","22520","21260"
"In post","2022","AA/AO","Greater Manchester","North West (England)","5510","5000","21810","21260"
"In post","2022","AA/AO","Hampshire and Isle of Wight","South East (England)","4460","3790","22590","21250"
"In post","2022","AA/AO","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","1740","1610","23390","21300"
"In post","2022","AA/AO","Highlands and Islands","Scotland","810","750","23190","22480"
"In post","2022","AA/AO","Inner London - East","London","2650","2430","26480","25110"
"In post","2022","AA/AO","Inner London - West","London","4020","3820","26030","24370"
"In post","2022","AA/AO","Kent","South East (England)","2930","2760","25280","24250"
"In post","2022","AA/AO","Lancashire","North West (England)","6020","5370","22240","21260"
"In post","2022","AA/AO","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","2730","2460","22520","21260"
"In post","2022","AA/AO","Lincolnshire","East Midlands (England)","1310","1230","22530","21260"
"In post","2022","AA/AO","Merseyside","North West (England)","7110","6290","21550","21260"
"In post","2022","AA/AO","North Eastern Scotland","Scotland","530","490","26080","23620"
"In post","2022","AA/AO","North Yorkshire","Yorkshire and The Humber","1310","1220","22780","21260"
"In post","2022","AA/AO","Northern Ireland","Northern Ireland","1640","1530","21300","21250"
"In post","2022","AA/AO","Northumberland, and Tyne and Wear","North East (England)","8680","7360","21360","21260"
"In post","2022","AA/AO","Outer London - East and North East","London","1460","1360","27040","25110"
"In post","2022","AA/AO","Outer London - South","London","1860","1690","24860","25630"
"In post","2022","AA/AO","Outer London - West and North West","London","1890","1710","25990","25110"
"In post","2022","AA/AO","Overseas","Overseas","70","70","22100","21830"
"In post","2022","AA/AO","Shropshire and Staffordshire","West Midlands (England)","3180","2930","23120","21380"
"In post","2022","AA/AO","South Yorkshire","Yorkshire and The Humber","2880","2540","22370","21680"
"In post","2022","AA/AO","Southern Scotland","Scotland","2330","2050","22340","21260"
"In post","2022","AA/AO","Surrey, East and West Sussex","South East (England)","2880","2640","24820","22610"
"In post","2022","AA/AO","Tees Valley and Durham","North East (England)","4530","4020","23370","21680"
"In post","2022","AA/AO","Unknown","Unknown","200","180","22400","21260"
"In post","2022","AA/AO","West Central Scotland","Scotland","7160","6460","22710","21260"
"In post","2022","AA/AO","West Midlands","West Midlands (England)","5420","4830","21490","21250"
"In post","2022","AA/AO","West Wales and The Valleys","Wales","7240","6300","21410","21840"
"In post","2022","AA/AO","West Yorkshire","Yorkshire and The Humber","4960","4450","22510","21260"
"In post","2022","EO","Bedfordshire and Hertfordshire","East of England","1610","1500","29030","29290"
"In post","2022","EO","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","2330","2200","29470","28350"
"In post","2022","EO","Cheshire","North West (England)","1370","1300","29770","28840"
"In post","2022","EO","Cornwall and Isles of Scilly","South West (England)","590","540","27320","27570"
"In post","2022","EO","Cumbria","North West (England)","600","550","26290","26030"
"In post","2022","EO","Derbyshire and Nottinghamshire","East Midlands (England)","3740","3450","27200","27130"
"In post","2022","EO","Devon","South West (England)","2240","2030","27450","27570"
"In post","2022","EO","Dorset and Somerset","South West (England)","1620","1480","27430","27570"
"In post","2022","EO","East Anglia","East of England","3290","3040","27740","27570"
"In post","2022","EO","East Wales","Wales","5140","4810","27080","26820"
"In post","2022","EO","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","1640","1500","27800","27570"
"In post","2022","EO","Eastern Scotland","Scotland","5490","5140","29320","27570"
"In post","2022","EO","Essex","East of England","2050","1870","28750","29290"
"In post","2022","EO","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","5700","5330","26280","26670"
"In post","2022","EO","Greater Manchester","North West (England)","5990","5650","26910","26820"
"In post","2022","EO","Hampshire and Isle of Wight","South East (England)","3600","3380","27200","26820"
"In post","2022","EO","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","1140","1060","27230","27570"
"In post","2022","EO","Highlands and Islands","Scotland","690","650","29190","27570"
"In post","2022","EO","Inner London - East","London","4960","4730","31250","31060"
"In post","2022","EO","Inner London - West","London","7100","6910","29340","28880"
"In post","2022","EO","Kent","South East (England)","3560","3290","28300","27370"
"In post","2022","EO","Lancashire","North West (England)","4430","4040","27630","27570"
"In post","2022","EO","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","1810","1670","27620","27570"
"In post","2022","EO","Lincolnshire","East Midlands (England)","750","700","27720","27570"
"In post","2022","EO","Merseyside","North West (England)","6680","6150","26520","26820"
"In post","2022","EO","North Eastern Scotland","Scotland","630","590","29630","27570"
"In post","2022","EO","North Yorkshire","Yorkshire and The Humber","1040","980","27130","26670"
"In post","2022","EO","Northern Ireland","Northern Ireland","1100","1050","26930","26820"
"In post","2022","EO","Northumberland, and Tyne and Wear","North East (England)","5970","5460","26960","27250"
"In post","2022","EO","Outer London - East and North East","London","1750","1610","31310","31060"
"In post","2022","EO","Outer London - South","London","3390","3200","30240","30330"
"In post","2022","EO","Outer London - West and North West","London","3940","3640","29870","30270"
"In post","2022","EO","Overseas","Overseas","290","280","27700","27130"
"In post","2022","EO","Shropshire and Staffordshire","West Midlands (England)","2530","2350","27850","27570"
"In post","2022","EO","South Yorkshire","Yorkshire and The Humber","2860","2570","27060","27570"
"In post","2022","EO","Southern Scotland","Scotland","1960","1770","27440","27570"
"In post","2022","EO","Surrey, East and West Sussex","South East (England)","2950","2660","28330","27570"
"In post","2022","EO","Tees Valley and Durham","North East (England)","2460","2230","27510","27570"
"In post","2022","EO","Unknown","Unknown","440","410","28290","27570"
"In post","2022","EO","West Central Scotland","Scotland","5600","5200","28370","27570"
"In post","2022","EO","West Midlands","West Midlands (England)","6190","5720","27120","27570"
