"Status","Year","Region_ITL1","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Northern Ireland","Male","White","1620","1570","27920","24890"
"In post","2021","Overseas","Female","Asian","60","60","42680","34770"
"In post","2021","Overseas","Female","Black","40","40","[c]","[c]"
"In post","2021","Overseas","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Female","Mixed","50","50","[c]","[c]"
"In post","2021","Overseas","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Female","Undeclared","60","60","[c]","[c]"
"In post","2021","Overseas","Female","Unknown","290","290","50070","46620"
"In post","2021","Overseas","Female","White","980","980","50170","51500"
"In post","2021","Overseas","Male","Asian","90","90","48870","45910"
"In post","2021","Overseas","Male","Black","30","30","[c]","[c]"
"In post","2021","Overseas","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Male","Mixed","50","50","51740","53000"
"In post","2021","Overseas","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Male","Undeclared","140","140","48960","42030"
"In post","2021","Overseas","Male","Unknown","280","280","53470","53000"
"In post","2021","Overseas","Male","White","1640","1640","50410","49760"
"In post","2021","Scotland","Female","Asian","270","250","29620","26160"
"In post","2021","Scotland","Female","Black","130","120","29020","27570"
"In post","2021","Scotland","Female","Chinese","30","30","[c]","[c]"
"In post","2021","Scotland","Female","Mixed","140","130","34590","29040"
"In post","2021","Scotland","Female","Other ethnicity","50","50","33830","28150"
"In post","2021","Scotland","Female","Undeclared","630","560","30350","27570"
"In post","2021","Scotland","Female","Unknown","5120","4670","29220","25870"
"In post","2021","Scotland","Female","White","19270","17290","31760","27570"
"In post","2021","Scotland","Male","Asian","230","230","34650","27570"
"In post","2021","Scotland","Male","Black","110","110","35610","30790"
"In post","2021","Scotland","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Male","Mixed","120","120","35400","30080"
"In post","2021","Scotland","Male","Other ethnicity","40","40","[c]","[c]"
"In post","2021","Scotland","Male","Undeclared","1000","950","34100","32140"
"In post","2021","Scotland","Male","Unknown","5020","4810","30870","28130"
"In post","2021","Scotland","Male","White","15400","14860","33940","29350"
"In post","2021","South East (England)","Female","Asian","780","700","29500","27570"
"In post","2021","South East (England)","Female","Black","480","450","29860","28130"
"In post","2021","South East (England)","Female","Chinese","60","50","31470","29290"
"In post","2021","South East (England)","Female","Mixed","350","320","29780","27570"
"In post","2021","South East (England)","Female","Other ethnicity","110","100","28300","26670"
"In post","2021","South East (England)","Female","Undeclared","860","760","30750","27570"
"In post","2021","South East (England)","Female","Unknown","1960","1760","29200","26700"
"In post","2021","South East (England)","Female","White","16710","15060","30280","27570"
"In post","2021","South East (England)","Male","Asian","600","570","31190","28400"
"In post","2021","South East (England)","Male","Black","370","360","31140","29290"
"In post","2021","South East (England)","Male","Chinese","40","40","[c]","[c]"
"In post","2021","South East (England)","Male","Mixed","320","310","33180","29920"
"In post","2021","South East (England)","Male","Other ethnicity","100","100","32430","31000"
"In post","2021","South East (England)","Male","Undeclared","1410","1350","34420","32030"
"In post","2021","South East (England)","Male","Unknown","2270","2190","31100","28650"
"In post","2021","South East (England)","Male","White","15340","14720","33080","30380"
"In post","2021","South East (England)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Female","Asian","360","330","33080","27780"
"In post","2021","South West (England)","Female","Black","270","260","31130","28430"
"In post","2021","South West (England)","Female","Chinese","30","30","[c]","[c]"
"In post","2021","South West (England)","Female","Mixed","310","280","31480","27570"
"In post","2021","South West (England)","Female","Other ethnicity","80","70","29880","27130"
"In post","2021","South West (England)","Female","Undeclared","810","730","32890","30180"
"In post","2021","South West (England)","Female","Unknown","1840","1660","30380","26780"
"In post","2021","South West (England)","Female","White","17730","15990","32190","27610"
"In post","2021","South West (England)","Male","Asian","420","410","35370","32650"
"In post","2021","South West (England)","Male","Black","270","260","33900","32780"
"In post","2021","South West (England)","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Male","Mixed","310","290","34740","31810"
"In post","2021","South West (England)","Male","Other ethnicity","100","100","36360","33000"
"In post","2021","South West (England)","Male","Undeclared","1650","1600","38420","37320"
"In post","2021","South West (England)","Male","Unknown","2340","2280","33160","29000"
"In post","2021","South West (England)","Male","White","18670","18150","36600","33300"
"In post","2021","Unknown","Female","Asian","110","90","28840","27570"
"In post","2021","Unknown","Female","Black","40","40","[c]","[c]"
"In post","2021","Unknown","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Female","Unknown","470","470","34080","32000"
"In post","2021","Unknown","Female","White","530","490","33180","27570"
"In post","2021","Unknown","Male","Asian","60","60","31140","27570"
"In post","2021","Unknown","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Male","Undeclared","40","40","[c]","[c]"
"In post","2021","Unknown","Male","Unknown","1970","1960","37720","33570"
"In post","2021","Unknown","Male","White","440","420","34370","27570"
"In post","2021","Wales","Female","Asian","210","190","29870","25560"
"In post","2021","Wales","Female","Black","100","90","27600","25560"
"In post","2021","Wales","Female","Chinese","40","40","[c]","[c]"
"In post","2021","Wales","Female","Mixed","230","210","30100","27570"
"In post","2021","Wales","Female","Other ethnicity","40","40","[c]","[c]"
"In post","2021","Wales","Female","Undeclared","510","450","29890","26780"
"In post","2021","Wales","Female","Unknown","2300","2090","26810","23050"
"In post","2021","Wales","Female","White","17240","15260","29900","27130"
"In post","2021","Wales","Male","Asian","220","210","30430","25560"
"In post","2021","Wales","Male","Black","90","90","29930","27570"
"In post","2021","Wales","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Male","Mixed","150","150","31790","27680"
"In post","2021","Wales","Male","Other ethnicity","60","50","34200","28850"
"In post","2021","Wales","Male","Undeclared","740","710","33490","29550"
"In post","2021","Wales","Male","Unknown","2170","2110","29930","25560"
"In post","2021","Wales","Male","White","11950","11530","33080","27770"
"In post","2021","Wales","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Female","Asian","2270","2030","27450","25560"
"In post","2021","West Midlands (England)","Female","Black","800","730","27730","26380"
"In post","2021","West Midlands (England)","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Female","Mixed","340","310","28420","26670"
"In post","2021","West Midlands (England)","Female","Other ethnicity","80","80","29420","27570"
"In post","2021","West Midlands (England)","Female","Undeclared","620","540","29120","27570"
"In post","2021","West Midlands (England)","Female","Unknown","1920","1770","27870","25560"
"In post","2021","West Midlands (England)","Female","White","11440","10200","30040","27570"
"In post","2021","West Midlands (England)","Male","Asian","1800","1760","28290","26560"
"In post","2021","West Midlands (England)","Male","Black","400","390","29190","27570"
"In post","2021","West Midlands (England)","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Male","Mixed","190","190","29640","27570"
"In post","2021","West Midlands (England)","Male","Other ethnicity","70","70","30950","27570"
"In post","2021","West Midlands (England)","Male","Undeclared","640","610","31380","27570"
"In post","2021","West Midlands (England)","Male","Unknown","1680","1640","29640","25790"
"In post","2021","West Midlands (England)","Male","White","8190","7920","32600","28130"
"In post","2021","Yorkshire and The Humber","Female","Asian","1130","990","27320","25560"
"In post","2021","Yorkshire and The Humber","Female","Black","280","260","29140","27570"
"In post","2021","Yorkshire and The Humber","Female","Chinese","40","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Female","Mixed","300","270","30550","27570"
"In post","2021","Yorkshire and The Humber","Female","Other ethnicity","60","50","31600","27570"
"In post","2021","Yorkshire and The Humber","Female","Undeclared","590","510","30260","27570"
"In post","2021","Yorkshire and The Humber","Female","Unknown","2350","2170","30040","25790"
"In post","2021","Yorkshire and The Humber","Female","White","15320","13560","30820","27570"
"In post","2021","Yorkshire and The Humber","Male","Asian","1180","1140","28750","27570"
"In post","2021","Yorkshire and The Humber","Male","Black","240","230","29380","27570"
"In post","2021","Yorkshire and The Humber","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Male","Mixed","210","200","32350","27570"
"In post","2021","Yorkshire and The Humber","Male","Other ethnicity","60","60","34130","27570"
"In post","2021","Yorkshire and The Humber","Male","Undeclared","810","780","31790","27680"
"In post","2021","Yorkshire and The Humber","Male","Unknown","2500","2450","29820","25560"
"In post","2021","Yorkshire and The Humber","Male","White","11520","11080","32990","29180"
"In post","2022","East Midlands (England)","Female","Asian","1090","950","27990","26590"
"In post","2022","East Midlands (England)","Female","Black","380","350","27800","26590"
"In post","2022","East Midlands (England)","Female","Mixed","250","230","28890","26820"
"In post","2022","East Midlands (England)","Female","Other ethnicity","40","40","[c]","[c]"
"In post","2022","East Midlands (England)","Female","Undeclared","410","370","30900","27570"
"In post","2022","East Midlands (England)","Female","Unknown","1500","1370","28010","26310"
"In post","2022","East Midlands (England)","Female","White","9390","8460","30260","27570"
"In post","2022","East Midlands (England)","Male","Asian","860","820","28890","27130"
"In post","2022","East Midlands (England)","Male","Black","230","230","29310","27380"
"In post","2022","East Midlands (England)","Male","Mixed","170","160","31580","27350"
"In post","2022","East Midlands (England)","Male","Other ethnicity","40","30","[c]","[c]"
"In post","2022","East Midlands (England)","Male","Undeclared","530","500","32060","29080"
"In post","2022","East Midlands (England)","Male","Unknown","1370","1330","29450","26590"
"In post","2022","East Midlands (England)","Male","White","6760","6530","32390","27930"
"In post","2022","East of England","Female","Asian","700","620","30500","27570"
"In post","2022","East of England","Female","Black","410","380","30500","29290"
"In post","2022","East of England","Female","Mixed","250","230","30350","28170"
"In post","2022","East of England","Female","Other ethnicity","70","60","30370","28560"
"In post","2022","East of England","Female","Undeclared","420","370","30710","28550"
"In post","2022","East of England","Female","Unknown","1170","1060","29210","26310"
"In post","2022","East of England","Female","White","9460","8530","30440","27570"
"In post","2022","East of England","Male","Asian","480","460","32730","28140"
"In post","2022","East of England","Male","Black","230","230","31850","29290"
"In post","2022","East of England","Male","Mixed","190","190","33060","29290"
"In post","2022","East of England","Male","Other ethnicity","50","50","36480","31650"
"In post","2022","East of England","Male","Undeclared","640","610","32830","30820"
"In post","2022","East of England","Male","Unknown","1130","1090","30370","27120"
"In post","2022","East of England","Male","White","7730","7460","32750","30140"
"In post","2022","London","Female","Asian","8820","8170","37630","32960"
"In post","2022","London","Female","Black","7070","6770","34930","31060"
"In post","2022","London","Female","Mixed","2160","2060","40810","35490"
"In post","2022","London","Female","Other ethnicity","760","720","39510","34100"
"In post","2022","London","Female","Undeclared","1990","1850","39380","34020"
"In post","2022","London","Female","Unknown","8930","8630","41970","35490"
"In post","2022","London","Female","White","27430","25930","46590","41950"
"In post","2022","London","Male","Asian","5980","5860","39110","34260"
"In post","2022","London","Male","Black","3420","3370","36110","32350"
"In post","2022","London","Male","Mixed","1430","1420","43050","37930"
"In post","2022","London","Male","Other ethnicity","550","540","42540","36650"
"In post","2022","London","Male","Undeclared","2440","2380","45170","40650"
"In post","2022","London","Male","Unknown","7850","7750","44580","38050"
"In post","2022","London","Male","White","25990","25510","48790","43810"
"In post","2022","London","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Female","Asian","300","270","28300","26590"
"In post","2022","North East (England)","Female","Black","90","80","26710","21300"
"In post","2022","North East (England)","Female","Mixed","140","130","29570","27570"
"In post","2022","North East (England)","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Female","Undeclared","410","350","28830","26670"
"In post","2022","North East (England)","Female","Unknown","2490","2200","26570","22600"
"In post","2022","North East (England)","Female","White","15880","13820","28890","26820"
"In post","2022","North East (England)","Male","Asian","290","280","31230","27570"
"In post","2022","North East (England)","Male","Black","80","80","30970","27570"
"In post","2022","North East (England)","Male","Mixed","120","110","29920","27570"
"In post","2022","North East (England)","Male","Other ethnicity","30","30","[c]","[c]"
"In post","2022","North East (England)","Male","Undeclared","650","620","32650","27570"
"In post","2022","North East (England)","Male","Unknown","2110","2050","29690","26820"
"In post","2022","North East (England)","Male","White","10490","10020","31610","27570"
"In post","2022","North West (England)","Female","Asian","1440","1270","28100","26590"
"In post","2022","North West (England)","Female","Black","510","480","28910","26820"
"In post","2022","North West (England)","Female","Mixed","540","500","29270","26820"
"In post","2022","North West (England)","Female","Other ethnicity","90","80","30440","27570"
"In post","2022","North West (England)","Female","Undeclared","990","860","29800","27570"
"In post","2022","North West (England)","Female","Unknown","4520","4170","28240","25000"
"In post","2022","North West (England)","Female","White","28840","25890","29850","27570"
"In post","2022","North West (England)","Male","Asian","1800","1740","29660","27570"
"In post","2022","North West (England)","Male","Black","430","420","30630","27570"
"In post","2022","North West (England)","Male","Mixed","350","340","31690","27570"
"In post","2022","North West (England)","Male","Other ethnicity","90","90","33150","27570"
"In post","2022","North West (England)","Male","Undeclared","1240","1180","33060","28840"
"In post","2022","North West (England)","Male","Unknown","4030","3930","30120","26820"
"In post","2022","North West (England)","Male","White","19440","18750","32270","27570"
"In post","2022","North West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","Undeclared","30","30","[c]","[c]"
"In post","2022","Northern Ireland","Female","Unknown","360","330","27870","24880"
"In post","2022","Northern Ireland","Female","White","1560","1430","30460","26820"
"In post","2022","Northern Ireland","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Male","Undeclared","60","60","31950","27570"
"In post","2022","Northern Ireland","Male","Unknown","450","440","27670","24880"
"In post","2022","Northern Ireland","Male","White","1750","1710","29640","26590"
"In post","2022","Overseas","Female","Asian","70","70","43670","34770"
"In post","2022","Overseas","Female","Black","30","30","[c]","[c]"
"In post","2022","Overseas","Female","Mixed","60","60","46050","40170"
"In post","2022","Overseas","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Female","Undeclared","80","80","46060","44130"
"In post","2022","Overseas","Female","Unknown","270","270","48150","46600"
"In post","2022","Overseas","Female","White","980","980","50160","51500"
"In post","2022","Overseas","Male","Asian","100","100","46280","40490"
"In post","2022","Overseas","Male","Black","40","40","[c]","[c]"
"In post","2022","Overseas","Male","Mixed","60","60","53560","52410"
"In post","2022","Overseas","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Male","Undeclared","160","160","48280","42110"
"In post","2022","Overseas","Male","Unknown","250","250","50560","52430"
"In post","2022","Overseas","Male","White","1550","1540","49980","49370"
"In post","2022","Scotland","Female","Asian","400","360","30350","27230"
"In post","2022","Scotland","Female","Black","170","160","29070","27230"
"In post","2022","Scotland","Female","Mixed","180","170","35440","30040"
"In post","2022","Scotland","Female","Other ethnicity","60","60","32580","28920"
"In post","2022","Scotland","Female","Undeclared","630","560","31960","27570"
"In post","2022","Scotland","Female","Unknown","5470","5040","30700","27080"
"In post","2022","Scotland","Female","White","20780","18840","33090","27570"
"In post","2022","Scotland","Male","Asian","340","330","34970","28950"
"In post","2022","Scotland","Male","Black","140","140","34250","27570"
"In post","2022","Scotland","Male","Mixed","140","140","36060","30860"
"In post","2022","Scotland","Male","Other ethnicity","50","50","[c]","[c]"
"In post","2022","Scotland","Male","Undeclared","950","900","35430","33370"
"In post","2022","Scotland","Male","Unknown","5300","5090","32100","28990"
"In post","2022","Scotland","Male","White","16430","15870","35030","30950"
"In post","2022","South East (England)","Female","Asian","880","790","29920","28350"
"In post","2022","South East (England)","Female","Black","520","490","30280","28480"
"In post","2022","South East (England)","Female","Mixed","410","380","30530","27570"
"In post","2022","South East (England)","Female","Other ethnicity","90","90","30900","27570"
"In post","2022","South East (England)","Female","Undeclared","830","740","32000","28670"
"In post","2022","South East (England)","Female","Unknown","2200","1990","29880","26820"
"In post","2022","South East (England)","Female","White","17190","15520","31180","27570"
"In post","2022","South East (England)","Male","Asian","660","640","31730","28660"
"In post","2022","South East (England)","Male","Black","400","390","31540","29290"
"In post","2022","South East (England)","Male","Mixed","360","350","33580","30450"
"In post","2022","South East (England)","Male","Other ethnicity","90","90","32930","30930"
"In post","2022","South East (England)","Male","Undeclared","1340","1280","35100","32780"
"In post","2022","South East (England)","Male","Unknown","2380","2260","31750","28140"
"In post","2022","South East (England)","Male","White","15280","14660","33880","30810"
"In post","2022","South East (England)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Female","Asian","440","400","33560","28900"
"In post","2022","South West (England)","Female","Black","280","270","32030","28700"
"In post","2022","South West (England)","Female","Mixed","350","320","32630","29230"
"In post","2022","South West (England)","Female","Other ethnicity","60","60","33330","27810"
"In post","2022","South West (England)","Female","Undeclared","760","690","33400","30980"
"In post","2022","South West (England)","Female","Unknown","2010","1840","30420","26740"
"In post","2022","South West (England)","Female","White","18430","16680","32840","29000"
"In post","2022","South West (England)","Male","Asian","460","450","36160","33300"
"In post","2022","South West (England)","Male","Black","300","290","33680","33080"
"In post","2022","South West (England)","Male","Mixed","320","310","35010","32080"
"In post","2022","South West (England)","Male","Other ethnicity","90","90","36230","32980"
"In post","2022","South West (England)","Male","Undeclared","1590","1530","38570","37410"
"In post","2022","South West (England)","Male","Unknown","2380","2320","33630","29230"
"In post","2022","South West (England)","Male","White","19240","18700","36980","33300"
"In post","2022","Unknown","Female","Asian","120","100","29000","27780"
"In post","2022","Unknown","Female","Black","40","40","[c]","[c]"
"In post","2022","Unknown","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Unknown","420","410","33750","30330"
"In post","2022","Unknown","Female","White","410","380","33670","29790"
"In post","2022","Unknown","Male","Asian","50","50","31200","31060"
"In post","2022","Unknown","Male","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Unknown","1800","1790","37840","33570"
"In post","2022","Unknown","Male","White","370","370","35630","30490"
"In post","2022","Wales","Female","Asian","290","270","31090","27570"
"In post","2022","Wales","Female","Black","120","120","29590","27570"
"In post","2022","Wales","Female","Mixed","260","240","30820","27570"
"In post","2022","Wales","Female","Other ethnicity","50","50","30100","27570"
"In post","2022","Wales","Female","Undeclared","500","450","30890","27130"
"In post","2022","Wales","Female","Unknown","2330","2120","27700","23880"
"In post","2022","Wales","Female","White","18170","16230","30850","27570"
"In post","2022","Wales","Male","Asian","300","290","31410","26820"
"In post","2022","Wales","Male","Black","110","110","31630","27570"
"In post","2022","Wales","Male","Mixed","170","170","33010","29430"
"In post","2022","Wales","Male","Other ethnicity","60","60","34160","30120"
"In post","2022","Wales","Male","Undeclared","760","730","34970","31650"
"In post","2022","Wales","Male","Unknown","2190","2130","31240","26820"
"In post","2022","Wales","Male","White","12580","12150","33840","29430"
"In post","2022","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Female","Asian","2720","2460","28310","26820"
"In post","2022","West Midlands (England)","Female","Black","950","880","28520","27570"
"In post","2022","West Midlands (England)","Female","Mixed","430","390","29410","27570"
"In post","2022","West Midlands (England)","Female","Other ethnicity","90","80","29730","26820"
"In post","2022","West Midlands (England)","Female","Undeclared","610","530","29690","27570"
"In post","2022","West Midlands (England)","Female","Unknown","2290","2120","29120","26290"
"In post","2022","West Midlands (England)","Female","White","12070","10860","30860","27570"
"In post","2022","West Midlands (England)","Male","Asian","2140","2090","29540","27570"
