"Status","Year","Sex","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","No function","Scottish Prison Service","120","120","21660","20810"
"New entrant CS","2021","Male","No function","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","UK Hydrographic Office","30","30","[c]","[c]"
"New entrant CS","2021","Male","No function","UK Intellectual Property Office","50","50","24850","23320"
"New entrant CS","2021","Male","No function","United Kingdom Statistics Authority","150","140","28950","29540"
"New entrant CS","2021","Male","No function","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Defence Equipment and Support","410","410","32660","30000"
"New entrant CS","2021","Male","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Department for Transport (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","HM Revenue and Customs (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Ministry of Defence (excl. agencies)","190","190","37050","33300"
"New entrant CS","2021","Male","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Submarine Delivery Agency","120","120","35340","33000"
"New entrant CS","2021","Male","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Forestry and Land Scotland","40","40","[c]","[c]"
"New entrant CS","2021","Male","Property","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Ministry of Defence (excl. agencies)","130","130","31930","33000"
"New entrant CS","2021","Male","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Valuation Office Agency","130","130","26090","24500"
"New entrant CS","2021","Male","Property","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Cabinet Office (excl. agencies)","70","70","27450","20920"
"New entrant CS","2021","Male","Security","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","HM Prison and Probation Service","40","40","[c]","[c]"
"New entrant CS","2021","Male","Security","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Ministry of Defence (excl. agencies)","480","470","26110","23540"
"New entrant CS","2021","Male","Security","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Department for Education (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Department for Work and Pensions (excl. agencies)","7010","6980","26700","27570"
"New entrant CS","2021","Male","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Food Standards Scotland","30","30","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","HM Revenue and Customs (excl. agencies)","200","190","[c]","[c]"
"New entrant CS","2021","Male","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Home Office (incl. agencies)","1180","1170","32100","25630"
"New entrant CS","2021","Male","Unknown","Medicines and Healthcare Products Regulatory Agency","50","50","43090","36700"
"New entrant CS","2021","Male","Unknown","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Ministry of Defence (excl. agencies)","630","620","29580","26350"
"New entrant CS","2021","Male","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Scottish Government (excl. agencies)","300","290","37690","30650"
"New entrant CS","2021","Male","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Social Security Scotland","160","160","27110","20060"
"New entrant CS","2021","Male","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Welsh Government (excl. agencies)","80","70","27750","23600"
"New entrant CS","2021","Male","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","United Kingdom Statistics Authority","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Department for Transport (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Department of Health and Social Care (excl. agencies)","50","30","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","HM Revenue and Customs (excl. agencies)","50","50","33750","33080"
"New entrant CS","2022","Female","Analysis","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Ministry of Justice (excl. agencies)","40","30","[c]","[c]"
"New entrant CS","2022","Female","Analysis","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","UK Statistics Authority","220","220","32290","30710"
"New entrant CS","2022","Female","Analysis","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Cabinet Office (excl. agencies)","120","120","61270","65000"
"New entrant CS","2022","Female","Commercial","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Crown Commercial Service","30","30","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Department for Education (excl. agencies)","50","50","31560","29860"
"New entrant CS","2022","Female","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Department of Health and Social Care (excl. agencies)","60","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Ministry of Defence (excl. agencies)","70","70","29040","26350"
"New entrant CS","2022","Female","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Female","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Female","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Department of Health and Social Care (excl. agencies)","90","60","37620","27270"
"New entrant CS","2022","Female","Communications","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","HM Revenue and Customs (excl. agencies)","410","410","27030","26590"
"New entrant CS","2022","Female","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Serious Fraud Office","[c]","[c]","[c]","[c]"
