"Status","Year","Parent_department","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","Legal","350","320","56190","56560"
"In post","2021","Attorney General's Departments","South East (England)","Operational Delivery","330","310","27580","26970"
"In post","2021","Attorney General's Departments","South East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Legal","190","170","52840","54200"
"In post","2021","Attorney General's Departments","South West (England)","Operational Delivery","130","120","26250","25480"
"In post","2021","Attorney General's Departments","South West (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Legal","190","170","52480","53350"
"In post","2021","Attorney General's Departments","Wales","Operational Delivery","150","140","27630","25480"
"In post","2021","Attorney General's Departments","Wales","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Legal","280","260","53280","53350"
"In post","2021","Attorney General's Departments","West Midlands (England)","Operational Delivery","260","240","25590","25480"
"In post","2021","Attorney General's Departments","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Digital, Data and Technology","60","60","37770","32680"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Finance","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Human Resources","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Legal","480","430","55050","55610"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Operational Delivery","350","310","26160","23470"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Other","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Other","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Unknown","120","110","46980","38500"
"In post","2021","Cabinet Office","London","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Other","30","30","[c]","[c]"
"In post","2021","Cabinet Office","London","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Unknown","6410","6320","49820","42270"
"In post","2021","Cabinet Office","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Unknown","410","390","29410","24570"
"In post","2021","Cabinet Office","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Unknown","440","430","46940","49700"
"In post","2021","Cabinet Office","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Unknown","80","80","48190","49700"
"In post","2021","Cabinet Office","South East (England)","Unknown","220","210","42660","33950"
"In post","2021","Cabinet Office","South West (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Unknown","190","180","53730","49700"
"In post","2021","Cabinet Office","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Unknown","600","590","36190","32000"
"In post","2021","Cabinet Office","Wales","Unknown","70","60","38410","30370"
"In post","2021","Cabinet Office","West Midlands (England)","Unknown","50","50","62730","52530"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Unknown","740","700","36340","33030"
"In post","2021","Chancellor's other departments","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Finance","40","40","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Other","250","240","64530","56030"
"In post","2021","Chancellor's other departments","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Property","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","Other","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Other","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Security","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Unknown","30","30","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Operational Delivery","40","40","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Unknown","160","150","31070","29160"
"In post","2021","Charity Commission","South West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Wales","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Communications","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Digital, Data and Technology","60","60","57200","55860"
"In post","2021","Competition and Markets Authority","London","Economics","90","90","63040","59890"
"In post","2021","Competition and Markets Authority","London","Human Resources","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Intelligence Analysis","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Legal","120","110","70510","72430"
"In post","2021","Competition and Markets Authority","London","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Project Delivery","340","330","61130","56630"
"In post","2021","Competition and Markets Authority","London","Property","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Security","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Project Delivery","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Operational Delivery","150","140","29850","29190"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Operational Delivery","150","140","29890","26410"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Communications","160","150","47520","45100"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Digital, Data and Technology","150","150","46580","42920"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Economics","300","300","46710","39640"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Finance","200","200","52030","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Human Resources","140","140","49120","46050"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Operational Delivery","740","720","43140","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Policy","3610","3530","49840","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Project Delivery","80","80","47810","41550"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Science and Engineering","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Statistics","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Operational Delivery","170","160","29230","26390"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Counter Fraud","70","60","39560","39490"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Operational Delivery","310","290","28850","25190"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Operational Delivery","220","210","27880","24330"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Policy","80","80","51860","53050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Science and Engineering","50","50","36360","36730"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Operational Delivery","160","150","30900","27720"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Science and Engineering","70","60","40650","39430"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Commercial","180","170","43100","40140"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Communications","40","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
