"Status","Year","Function_of_post","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Commercial","Male","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Hertfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Leeds","50","40","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Oxfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Somerset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Westminster","100","90","52420","44290"
"New entrant CS","2022","Commercial","Male","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Worcestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","York","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Birmingham","120","110","26540","26590"
"New entrant CS","2022","Communications","Female","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Buckinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Cardiff and Vale of Glamorgan","40","40","[c]","[c]"
"New entrant CS","2022","Communications","Female","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Dorset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Hertfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Leeds","50","50","30450","26590"
"New entrant CS","2022","Communications","Female","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Manchester","40","40","[c]","[c]"
"New entrant CS","2022","Communications","Female","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Nottingham","110","100","26750","26590"
"New entrant CS","2022","Communications","Female","Oxfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Shropshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Somerset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Tyneside","70","70","27680","26590"
"New entrant CS","2022","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Warwickshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Westminster","240","220","37470","34550"
"New entrant CS","2022","Communications","Female","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","York","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Birmingham","120","120","26430","26590"
"New entrant CS","2022","Communications","Male","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Buckinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Cardiff and Vale of Glamorgan","40","30","[c]","[c]"
"New entrant CS","2022","Communications","Male","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Dorset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Greater Manchester South West","40","40","[c]","[c]"
"New entrant CS","2022","Communications","Male","Hertfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Leeds","60","60","28860","26590"
"New entrant CS","2022","Communications","Male","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Manchester","50","50","27250","26590"
"New entrant CS","2022","Communications","Male","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Nottingham","110","110","26450","26590"
"New entrant CS","2022","Communications","Male","Oxfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Shropshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Somerset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Tyneside","60","60","28350","26590"
"New entrant CS","2022","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Warwickshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Westminster","140","120","36180","34260"
"New entrant CS","2022","Communications","Male","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","York","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Belfast","30","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Birmingham","30","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","East Kent","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Glasgow City","60","50","22780","21260"
"New entrant CS","2022","Counter Fraud","Female","Gloucestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Greater Manchester South West","40","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Hackney and Newham","50","50","32720","30750"
"New entrant CS","2022","Counter Fraud","Female","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Hertfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Leeds","50","50","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Redbridge and Waltham Forest","50","50","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Sandwell","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Shropshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","South Ayrshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Sunderland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Tyneside","60","60","28060","27570"
"New entrant CS","2022","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Wandsworth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Warwickshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","York","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Birmingham","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Croydon","30","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","East Ayrshire and North Ayrshire mainland","30","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","East Kent","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","East Merseyside","[c]","[c]","[c]","[c]"
