"Status","Year","Function_of_post","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Female","York","760","700","33490","29920"
"In post","2022","No function","Male","Aberdeen City and Aberdeenshire","450","440","43710","32170"
"In post","2022","No function","Male","Angus and Dundee City","350","330","23870","21260"
"In post","2022","No function","Male","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","No function","Male","Ards and North Down","30","30","[c]","[c]"
"In post","2022","No function","Male","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","No function","Male","Barking & Dagenham and Havering","210","200","31620","31060"
"In post","2022","No function","Male","Barnet","440","420","41590","32330"
"In post","2022","No function","Male","Barnsley, Doncaster and Rotherham","980","930","28990","27570"
"In post","2022","No function","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","590","570","33880","30810"
"In post","2022","No function","Male","Bedford","270","270","32230","29060"
"In post","2022","No function","Male","Belfast","940","910","30850","26820"
"In post","2022","No function","Male","Berkshire","420","410","34020","29290"
"In post","2022","No function","Male","Bexley and Greenwich","760","740","33450","33490"
"In post","2022","No function","Male","Birmingham","3620","3500","31120","27570"
"In post","2022","No function","Male","Blackburn with Darwen","160","160","26950","27570"
"In post","2022","No function","Male","Blackpool","1300","1260","25350","27570"
"In post","2022","No function","Male","Bournemouth, Christchurch and Poole","190","190","28180","27570"
"In post","2022","No function","Male","Bradford","700","660","26570","26580"
"In post","2022","No function","Male","Breckland and South Norfolk","270","250","29070","27120"
"In post","2022","No function","Male","Brent","140","130","31390","31060"
"In post","2022","No function","Male","Bridgend and Neath Port Talbot","210","200","29370","27570"
"In post","2022","No function","Male","Brighton and Hove","180","170","31960","27570"
"In post","2022","No function","Male","Bristol, City of","1890","1820","34140","29180"
"In post","2022","No function","Male","Bromley","120","110","31720","31060"
"In post","2022","No function","Male","Buckinghamshire","400","390","31790","30700"
"In post","2022","No function","Male","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","No function","Male","Calderdale and Kirklees","320","310","27640","27570"
"In post","2022","No function","Male","Cambridgeshire CC","960","920","32990","31180"
"In post","2022","No function","Male","Camden and City of London","450","440","32160","24310"
"In post","2022","No function","Male","Cardiff and Vale of Glamorgan","2300","2210","30730","26820"
"In post","2022","No function","Male","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","No function","Male","Central Bedfordshire","40","30","[c]","[c]"
"In post","2022","No function","Male","Central Hampshire","870","850","39980","38070"
"In post","2022","No function","Male","Central Valleys","490","480","27840","27570"
"In post","2022","No function","Male","Cheshire East","260","240","31720","27570"
"In post","2022","No function","Male","Cheshire West and Chester","160","150","27440","26470"
"In post","2022","No function","Male","Chorley and West Lancashire","700","650","30910","28550"
"In post","2022","No function","Male","City of Edinburgh","1850","1780","32520","30840"
"In post","2022","No function","Male","Clackmannanshire and Fife","350","330","30930","30450"
"In post","2022","No function","Male","Conwy and Denbighshire","80","70","28520","27570"
"In post","2022","No function","Male","Cornwall and Isles of Scilly","410","390","28690","27570"
"In post","2022","No function","Male","Coventry","550","530","37030","32870"
"In post","2022","No function","Male","Croydon","1160","1130","40030","37610"
"In post","2022","No function","Male","Darlington","270","270","37050","32320"
"In post","2022","No function","Male","Derby","320","310","28270","26120"
"In post","2022","No function","Male","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2022","No function","Male","Devon CC","1300","1220","29450","27570"
"In post","2022","No function","Male","Dorset","690","650","29740","27570"
"In post","2022","No function","Male","Dudley","230","220","26820","27570"
"In post","2022","No function","Male","Dumfries and Galloway","130","120","32420","34600"
"In post","2022","No function","Male","Durham","1810","1690","29200","27470"
"In post","2022","No function","Male","Ealing","150","150","33230","31060"
"In post","2022","No function","Male","East Ayrshire and North Ayrshire mainland","100","100","28000","27570"
"In post","2022","No function","Male","East Cumbria","180","170","30420","27570"
"In post","2022","No function","Male","East Derbyshire","100","100","30650","27570"
"In post","2022","No function","Male","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","340","330","30390","29480"
"In post","2022","No function","Male","East Kent","480","470","30600","29290"
"In post","2022","No function","Male","East Lancashire","160","150","27220","27570"
"In post","2022","No function","Male","East Lothian and Midlothian","40","40","[c]","[c]"
"In post","2022","No function","Male","East Merseyside","260","250","30170","27570"
"In post","2022","No function","Male","East Riding of Yorkshire","810","770","30650","28200"
"In post","2022","No function","Male","East Surrey","490","470","33510","33890"
"In post","2022","No function","Male","East Sussex CC","690","660","27820","27570"
"In post","2022","No function","Male","Enfield","110","100","32080","31060"
"In post","2022","No function","Male","Essex Haven Gateway","160","160","34050","29290"
"In post","2022","No function","Male","Essex Thames Gateway","210","200","27460","25120"
"In post","2022","No function","Male","Falkirk","550","510","29330","27570"
"In post","2022","No function","Male","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","No function","Male","Flintshire and Wrexham","920","890","28030","27120"
"In post","2022","No function","Male","Glasgow City","2680","2560","30000","27570"
"In post","2022","No function","Male","Gloucestershire CC","370","340","30560","27570"
"In post","2022","No function","Male","Greater Manchester North East","420","400","28790","27570"
"In post","2022","No function","Male","Greater Manchester North West","650","620","26640","26350"
"In post","2022","No function","Male","Greater Manchester South East","330","320","25480","24240"
"In post","2022","No function","Male","Greater Manchester South West","1690","1630","29880","26820"
"In post","2022","No function","Male","Gwent Valleys","180","170","26900","27570"
"In post","2022","No function","Male","Gwynedd","220","210","24340","21260"
"In post","2022","No function","Male","Hackney and Newham","1220","1190","39400","37610"
"In post","2022","No function","Male","Haringey and Islington","660","640","33140","31880"
"In post","2022","No function","Male","Harrow and Hillingdon","250","240","33770","31060"
"In post","2022","No function","Male","Hartlepool and Stockton-on-Tees","650","620","28460","27570"
"In post","2022","No function","Male","Heart of Essex","440","430","31970","30120"
"In post","2022","No function","Male","Herefordshire, County of","40","40","[c]","[c]"
"In post","2022","No function","Male","Hertfordshire CC","740","720","34480","30940"
"In post","2022","No function","Male","Hounslow and Richmond upon Thames","810","790","34170","33570"
"In post","2022","No function","Male","Inverclyde, East Renfrewshire, and Renfrewshire","330","310","32230","27570"
"In post","2022","No function","Male","Inverness and Nairn, Moray, and Badenoch and Strathspey","190","170","30240","27570"
"In post","2022","No function","Male","Isle of Anglesey","40","40","[c]","[c]"
"In post","2022","No function","Male","Isle of Wight","440","420","28970","27120"
"In post","2022","No function","Male","Kensington & Chelsea and Hammersmith & Fulham","410","390","33220","31880"
"In post","2022","No function","Male","Kent Thames Gateway","800","770","31590","31650"
"In post","2022","No function","Male","Kingston upon Hull, City of","750","700","28020","27130"
"In post","2022","No function","Male","Lambeth","1260","1240","43730","39840"
"In post","2022","No function","Male","Lancaster and Wyre","290","270","27760","27380"
"In post","2022","No function","Male","Leeds","2920","2830","32600","27570"
"In post","2022","No function","Male","Leicester","920","880","26720","26110"
"In post","2022","No function","Male","Leicestershire CC and Rutland","700","670","31270","27800"
"In post","2022","No function","Male","Lewisham and Southwark","410","380","34080","31060"
"In post","2022","No function","Male","Lincolnshire CC","760","730","29570","27570"
"In post","2022","No function","Male","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","No function","Male","Liverpool","2280","2200","29220","26820"
"In post","2022","No function","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","No function","Male","Luton","110","110","27190","27570"
"In post","2022","No function","Male","Manchester","2270","2200","31790","27570"
"In post","2022","No function","Male","Medway","570","560","32860","30700"
"In post","2022","No function","Male","Merton, Kingston upon Thames and Sutton","240","240","34710","31060"
"In post","2022","No function","Male","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2022","No function","Male","Mid Kent","350","340","31310","29290"
"In post","2022","No function","Male","Mid Lancashire","1860","1750","27060","23170"
"In post","2022","No function","Male","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2022","No function","Male","Milton Keynes","580","570","30040","28140"
"In post","2022","No function","Male","Monmouthshire and Newport","1250","1200","35460","30530"
"In post","2022","No function","Male","Na h-Eileanan Siar","30","30","[c]","[c]"
"In post","2022","No function","Male","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","No function","Male","North and North East Lincolnshire","150","140","27420","27570"
"In post","2022","No function","Male","North and West Norfolk","260","250","29580","28010"
"In post","2022","No function","Male","North Hampshire","180","170","45650","31920"
"In post","2022","No function","Male","North Lanarkshire","500","460","29420","27570"
"In post","2022","No function","Male","North Northamptonshire","100","100","28460","27570"
"In post","2022","No function","Male","North Nottinghamshire","440","420","29780","27570"
"In post","2022","No function","Male","North Yorkshire CC","230","220","34970","28200"
"In post","2022","No function","Male","Northumberland","100","100","32090","27570"
"In post","2022","No function","Male","Norwich and East Norfolk","700","670","28310","26850"
"In post","2022","No function","Male","Nottingham","2220","2150","31400","27570"
"In post","2022","No function","Male","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2022","No function","Male","Overseas","1070","1060","54050","54470"
"In post","2022","No function","Male","Oxfordshire CC","640","610","34480","30700"
"In post","2022","No function","Male","Perth and Kinross, and Stirling","470","450","31870","34020"
"In post","2022","No function","Male","Peterborough","270","250","31470","27570"
"In post","2022","No function","Male","Plymouth","340","320","31240","27570"
"In post","2022","No function","Male","Portsmouth","390","360","28300","26820"
"In post","2022","No function","Male","Powys","50","40","[c]","[c]"
"In post","2022","No function","Male","Redbridge and Waltham Forest","240","230","31820","31060"
"In post","2022","No function","Male","Sandwell","150","150","29120","27570"
"In post","2022","No function","Male","Scottish Borders","40","40","[c]","[c]"
"In post","2022","No function","Male","Sefton","1010","970","33280","27570"
"In post","2022","No function","Male","Sheffield","870","840","35150","30340"
"In post","2022","No function","Male","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","No function","Male","Shropshire","330","310","30760","27570"
"In post","2022","No function","Male","Solihull","70","70","30420","27570"
"In post","2022","No function","Male","Somerset CC","580","560","31660","28960"
"In post","2022","No function","Male","South and West Derbyshire","420","400","36200","31650"
"In post","2022","No function","Male","South Ayrshire","60","60","26520","27570"
"In post","2022","No function","Male","South Hampshire","880","710","26710","23430"
"In post","2022","No function","Male","South Lanarkshire","730","670","26980","23780"
"In post","2022","No function","Male","South Nottinghamshire","350","330","32580","29370"
"In post","2022","No function","Male","South Teesside","270","260","25120","23170"
"In post","2022","No function","Male","South West Wales","290","280","28570","27570"
"In post","2022","No function","Male","Southampton","330","320","38080","30730"
"In post","2022","No function","Male","Southend-on-Sea","150","140","30810","29290"
"In post","2022","No function","Male","Staffordshire CC","1480","1410","30110","27570"
"In post","2022","No function","Male","Stoke-on-Trent","340","310","25720","24800"
"In post","2022","No function","Male","Suffolk CC","1010","980","31090","28860"
"In post","2022","No function","Male","Sunderland","1010","950","27010","26590"
"In post","2022","No function","Male","Swansea","2390","2260","25320","21840"
"In post","2022","No function","Male","Swindon","110","110","28050","27570"
"In post","2022","No function","Male","Telford and Wrekin","310","290","28990","27130"
"In post","2022","No function","Male","Thurrock","30","30","[c]","[c]"
"In post","2022","No function","Male","Torbay","100","100","27000","27190"
"In post","2022","No function","Male","Tower Hamlets","850","840","46920","41060"
"In post","2022","No function","Male","Tyneside","3610","3430","27650","22080"
"In post","2022","No function","Male","Unknown","370","360","32770","29250"
"In post","2022","No function","Male","Wakefield","750","700","31420","31650"
"In post","2022","No function","Male","Walsall","190","180","25480","24800"
"In post","2022","No function","Male","Wandsworth","430","420","33870","33550"
"In post","2022","No function","Male","Warrington","1040","1020","34280","32770"
"In post","2022","No function","Male","Warwickshire CC","200","190","32460","27570"
"In post","2022","No function","Male","West Cumbria","160","150","30950","27570"
"In post","2022","No function","Male","West Essex","60","60","35890","29290"
"In post","2022","No function","Male","West Kent","160","150","37550","38070"
"In post","2022","No function","Male","West Lothian","80","80","28650","27570"
"In post","2022","No function","Male","West Northamptonshire","360","350","28020","26750"
"In post","2022","No function","Male","West Surrey","650","620","33250","30710"
"In post","2022","No function","Male","West Sussex (North East)","140","140","35070","30040"
"In post","2022","No function","Male","West Sussex (South West)","250","240","28430","27570"
"In post","2022","No function","Male","Westminster","12660","12540","48640","44030"
"In post","2022","No function","Male","Wiltshire","1790","1760","39420","38070"
"In post","2022","No function","Male","Wirral","630","590","26410","23810"
"In post","2022","No function","Male","Wolverhampton","320","300","28170","27570"
"In post","2022","No function","Male","Worcestershire CC","900","870","29850","27470"
"In post","2022","No function","Male","York","490","470","35200","31650"
"In post","2022","No function","Unknown","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","2810","2630","36000","33310"
"In post","2022","Project Delivery","Female","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Belfast","40","30","[c]","[c]"
"In post","2022","Project Delivery","Female","Berkshire","40","40","[c]","[c]"
"In post","2022","Project Delivery","Female","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Birmingham","180","170","39890","38760"
"In post","2022","Project Delivery","Female","Blackpool","190","170","34090","33170"
"In post","2022","Project Delivery","Female","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Bristol, City of","80","70","42100","37700"
"In post","2022","Project Delivery","Female","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Buckinghamshire","40","40","[c]","[c]"
"In post","2022","Project Delivery","Female","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Cambridgeshire CC","70","60","37970","36460"
"In post","2022","Project Delivery","Female","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Cardiff and Vale of Glamorgan","130","120","41950","35160"
"In post","2022","Project Delivery","Female","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Central Hampshire","330","320","39680","38070"
"In post","2022","Project Delivery","Female","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","City of Edinburgh","90","80","43150","34570"
"In post","2022","Project Delivery","Female","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Croydon","140","130","55010","58600"
"In post","2022","Project Delivery","Female","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Devon CC","150","140","39210","39650"
"In post","2022","Project Delivery","Female","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","East Ayrshire and North Ayrshire mainland","40","40","[c]","[c]"
"In post","2022","Project Delivery","Female","East Cumbria","30","30","[c]","[c]"
"In post","2022","Project Delivery","Female","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","60","50","33930","29610"
"In post","2022","Project Delivery","Female","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Glasgow City","110","100","38620","34500"
"In post","2022","Project Delivery","Female","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Greater Manchester South West","120","110","45090","40520"
"In post","2022","Project Delivery","Female","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Hackney and Newham","400","350","44070","38000"
"In post","2022","Project Delivery","Female","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Hertfordshire CC","50","50","44830","43890"
"In post","2022","Project Delivery","Female","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Leeds","210","200","42340","38290"
"In post","2022","Project Delivery","Female","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Lincolnshire CC","80","70","34280","33530"
"In post","2022","Project Delivery","Female","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Liverpool","300","280","42260","40180"
"In post","2022","Project Delivery","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Manchester","120","110","43360","40180"
"In post","2022","Project Delivery","Female","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Mid Lancashire","200","180","38320","35980"
"In post","2022","Project Delivery","Female","Milton Keynes","30","30","[c]","[c]"
"In post","2022","Project Delivery","Female","Monmouthshire and Newport","110","100","42010","36840"
"In post","2022","Project Delivery","Female","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Nottingham","160","150","40400","36560"
"In post","2022","Project Delivery","Female","Overseas","280","280","55950","55620"
"In post","2022","Project Delivery","Female","Oxfordshire CC","60","50","32970","33000"
"In post","2022","Project Delivery","Female","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Plymouth","80","70","33960","33730"
"In post","2022","Project Delivery","Female","Portsmouth","210","180","32880","33000"
"In post","2022","Project Delivery","Female","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Sefton","60","50","38640","37910"
"In post","2022","Project Delivery","Female","Sheffield","80","70","40150","35310"
"In post","2022","Project Delivery","Female","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Somerset CC","130","120","33920","33000"
"In post","2022","Project Delivery","Female","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","South Hampshire","150","150","34080","30410"
"In post","2022","Project Delivery","Female","South Lanarkshire","280","260","42850","39630"
"In post","2022","Project Delivery","Female","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Southampton","50","40","[c]","[c]"
"In post","2022","Project Delivery","Female","Southend-on-Sea","80","70","43370","40520"
"In post","2022","Project Delivery","Female","Staffordshire CC","70","70","39970","40000"
"In post","2022","Project Delivery","Female","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Suffolk CC","50","40","[c]","[c]"
"In post","2022","Project Delivery","Female","Sunderland","50","50","41880","40180"
"In post","2022","Project Delivery","Female","Swansea","70","60","33600","30730"
"In post","2022","Project Delivery","Female","Swindon","40","40","[c]","[c]"
"In post","2022","Project Delivery","Female","Telford and Wrekin","100","90","39440","39300"
"In post","2022","Project Delivery","Female","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Tower Hamlets","290","280","54670","51080"
"In post","2022","Project Delivery","Female","Tyneside","590","550","40790","40180"
"In post","2022","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Warwickshire CC","30","30","[c]","[c]"
"In post","2022","Project Delivery","Female","West Cumbria","50","40","[c]","[c]"
"In post","2022","Project Delivery","Female","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","West Sussex (North East)","40","30","[c]","[c]"
"In post","2022","Project Delivery","Female","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Westminster","1500","1440","52000","52250"
"In post","2022","Project Delivery","Female","Wiltshire","660","610","39070","38070"
"In post","2022","Project Delivery","Female","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Female","York","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Male","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Male","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Male","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Male","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Male","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Male","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","5520","5420","40900","39780"
"In post","2022","Project Delivery","Male","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Male","Belfast","50","40","[c]","[c]"
"In post","2022","Project Delivery","Male","Berkshire","50","50","[c]","[c]"
"In post","2022","Project Delivery","Male","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Male","Birmingham","170","170","43340","40180"
"In post","2022","Project Delivery","Male","Blackpool","120","110","33120","31990"
"In post","2022","Project Delivery","Male","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Male","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Male","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Male","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Male","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Male","Bristol, City of","90","80","37940","33370"
"In post","2022","Project Delivery","Male","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Male","Buckinghamshire","40","40","[c]","[c]"
"In post","2022","Project Delivery","Male","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Male","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Male","Cambridgeshire CC","90","90","42470","40580"
"In post","2022","Project Delivery","Male","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Male","Cardiff and Vale of Glamorgan","110","100","49250","40520"
"In post","2022","Project Delivery","Male","Central Bedfordshire","50","40","[c]","[c]"
"In post","2022","Project Delivery","Male","Central Hampshire","350","340","46490","47010"
