"Status","Year","Function_of_post","Sexual_orientation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Property","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","West Yorkshire","30","30","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","70","70","32620","28750"
"Leaver CS","2022","Security","Heterosexual / straight","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","East Anglia","30","30","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Hampshire and Isle of Wight","40","40","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Inner London - West","40","40","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","North Yorkshire","40","30","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","West Central Scotland","60","60","36450","39070"
"Leaver CS","2022","Security","Heterosexual / straight","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Bedfordshire and Hertfordshire","50","50","29090","26800"
"Leaver CS","2022","Unknown","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","200","190","26800","21170"
"Leaver CS","2022","Unknown","Heterosexual / straight","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Cornwall and Isles of Scilly","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Devon","50","50","30350","25890"
"Leaver CS","2022","Unknown","Heterosexual / straight","Dorset and Somerset","60","50","28890","21710"
"Leaver CS","2022","Unknown","Heterosexual / straight","East Anglia","120","110","28120","21760"
"Leaver CS","2022","Unknown","Heterosexual / straight","East Wales","190","170","37050","28850"
"Leaver CS","2022","Unknown","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","60","50","26980","26930"
"Leaver CS","2022","Unknown","Heterosexual / straight","Eastern Scotland","240","230","42620","36130"
"Leaver CS","2022","Unknown","Heterosexual / straight","Essex","80","70","26630","26410"
"Leaver CS","2022","Unknown","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","180","170","32830","30370"
"Leaver CS","2022","Unknown","Heterosexual / straight","Greater Manchester","100","90","33600","27370"
"Leaver CS","2022","Unknown","Heterosexual / straight","Hampshire and Isle of Wight","190","180","29300","26670"
"Leaver CS","2022","Unknown","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Highlands and Islands","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Inner London - West","280","250","46970","38030"
"Leaver CS","2022","Unknown","Heterosexual / straight","Kent","80","60","28600","26040"
"Leaver CS","2022","Unknown","Heterosexual / straight","Lancashire","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Lincolnshire","60","50","26670","21480"
"Leaver CS","2022","Unknown","Heterosexual / straight","Merseyside","270","220","24740","24880"
"Leaver CS","2022","Unknown","Heterosexual / straight","North Eastern Scotland","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","North Yorkshire","80","70","26990","22330"
"Leaver CS","2022","Unknown","Heterosexual / straight","Northern Ireland","70","60","24820","22020"
"Leaver CS","2022","Unknown","Heterosexual / straight","Northumberland, and Tyne and Wear","60","50","27520","22750"
"Leaver CS","2022","Unknown","Heterosexual / straight","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Outer London - South","230","210","37170","30520"
"Leaver CS","2022","Unknown","Heterosexual / straight","Outer London - West and North West","140","100","32190","30500"
"Leaver CS","2022","Unknown","Heterosexual / straight","Overseas","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Shropshire and Staffordshire","70","70","31260","29200"
"Leaver CS","2022","Unknown","Heterosexual / straight","South Yorkshire","150","130","27120","21680"
"Leaver CS","2022","Unknown","Heterosexual / straight","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Surrey, East and West Sussex","60","50","34010","28350"
"Leaver CS","2022","Unknown","Heterosexual / straight","Tees Valley and Durham","70","50","23510","21680"
"Leaver CS","2022","Unknown","Heterosexual / straight","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","West Central Scotland","130","110","33200","25780"
"Leaver CS","2022","Unknown","Heterosexual / straight","West Midlands","70","60","26030","25310"
"Leaver CS","2022","Unknown","Heterosexual / straight","West Wales and The Valleys","110","90","36410","30320"
"Leaver CS","2022","Unknown","Heterosexual / straight","West Yorkshire","70","60","28150","25310"
"Leaver CS","2022","Unknown","LGBO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","East Wales","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Inner London - West","90","50","42920","39450"
"Leaver CS","2022","Unknown","Undeclared","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Merseyside","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
