"Status","Year","Region_ITL3","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Tower Hamlets","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","AA/AO","Heterosexual / straight","150","130","20540","21010"
"Leaver CS","2021","Tyneside","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","AA/AO","Unknown","270","210","20670","21010"
"Leaver CS","2021","Tyneside","EO","Heterosexual / straight","50","40","26650","27570"
"Leaver CS","2021","Tyneside","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","EO","Unknown","120","100","26280","26890"
"Leaver CS","2021","Tyneside","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","SEO/HEO","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Tyneside","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","SEO/HEO","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Tyneside","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","480","470","34920","32400"
"Leaver CS","2021","Wakefield","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","AA/AO","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Wandsworth","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","AA/AO","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Warrington","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","AA/AO","Unknown","160","130","[c]","[c]"
"Leaver CS","2021","West Lothian","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","AA/AO","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","AA/AO","Unknown","90","80","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","EO","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","SEO/HEO","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","AA/AO","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","West Surrey","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","AA/AO","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","West Surrey","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","AA/AO","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","AA/AO","Heterosexual / straight","170","160","23660","24100"
"Leaver CS","2021","Westminster","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","AA/AO","Unknown","170","140","21660","22130"
"Leaver CS","2021","Westminster","EO","Heterosexual / straight","160","160","28330","27960"
"Leaver CS","2021","Westminster","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","EO","Unknown","200","150","25470","26410"
"Leaver CS","2021","Westminster","G6/G7","Heterosexual / straight","370","340","60530","58370"
"Leaver CS","2021","Westminster","G6/G7","LGBO","40","30","[c]","[c]"
"Leaver CS","2021","Westminster","G6/G7","Undeclared","60","60","63710","58220"
"Leaver CS","2021","Westminster","G6/G7","Unknown","280","210","60250","58000"
"Leaver CS","2021","Westminster","SCS","Heterosexual / straight","100","90","97080","90660"
"Leaver CS","2021","Westminster","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","SCS","Unknown","70","50","[c]","[c]"
"Leaver CS","2021","Westminster","SEO/HEO","Heterosexual / straight","350","340","38180","37750"
"Leaver CS","2021","Westminster","SEO/HEO","LGBO","50","50","[c]","[c]"
"Leaver CS","2021","Westminster","SEO/HEO","Undeclared","60","50","38980","38960"
"Leaver CS","2021","Westminster","SEO/HEO","Unknown","320","270","34800","34660"
"Leaver CS","2021","Westminster","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","AA/AO","Heterosexual / straight","110","100","20700","19760"
"Leaver CS","2021","Wiltshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","EO","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Wiltshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","G6/G7","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Wiltshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","SEO/HEO","Heterosexual / straight","110","100","35080","33300"
"Leaver CS","2021","Wiltshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
