"Status","Year","Age","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","60-64","East Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Wales","No function","70","50","26130","24750"
"Leaver CS","2022","60-64","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Wales","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Wales","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Wales","Unknown","90","70","[c]","[c]"
"Leaver CS","2022","60-64","East Yorkshire and Northern Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Yorkshire and Northern Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Yorkshire and Northern Lincolnshire","No function","50","40","[c]","[c]"
"Leaver CS","2022","60-64","East Yorkshire and Northern Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Yorkshire and Northern Lincolnshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Eastern Scotland","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Eastern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Eastern Scotland","No function","120","90","30680","27570"
"Leaver CS","2022","60-64","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Eastern Scotland","Unknown","180","160","46900","43000"
"Leaver CS","2022","60-64","Essex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Essex","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Essex","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Essex","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Essex","No function","50","40","[c]","[c]"
"Leaver CS","2022","60-64","Essex","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Essex","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Essex","Unknown","50","30","[c]","[c]"
"Leaver CS","2022","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","No function","150","120","40630","34950"
"Leaver CS","2022","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","60","60","45750","40940"
"Leaver CS","2022","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","60-64","Greater Manchester","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Greater Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Greater Manchester","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Greater Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Greater Manchester","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Greater Manchester","No function","100","80","30620","27570"
"Leaver CS","2022","60-64","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Greater Manchester","Unknown","90","70","[c]","[c]"
"Leaver CS","2022","60-64","Hampshire and Isle of Wight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Hampshire and Isle of Wight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Hampshire and Isle of Wight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Hampshire and Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Hampshire and Isle of Wight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Hampshire and Isle of Wight","No function","100","80","29490","21490"
"Leaver CS","2022","60-64","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Hampshire and Isle of Wight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Hampshire and Isle of Wight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Hampshire and Isle of Wight","Unknown","70","70","31700","32930"
"Leaver CS","2022","60-64","Herefordshire, Worcestershire and Warwickshire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Herefordshire, Worcestershire and Warwickshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Herefordshire, Worcestershire and Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Herefordshire, Worcestershire and Warwickshire","No function","30","30","[c]","[c]"
"Leaver CS","2022","60-64","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","No function","140","130","51690","43230"
"Leaver CS","2022","60-64","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - East","Unknown","70","60","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","No function","180","160","48910","44210"
"Leaver CS","2022","60-64","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inner London - West","Unknown","110","80","56380","45840"
"Leaver CS","2022","60-64","Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","No function","70","60","[c]","[c]"
"Leaver CS","2022","60-64","Kent","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Kent","Unknown","30","20","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","No function","120","100","25430","23840"
"Leaver CS","2022","60-64","Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","No function","70","60","28950","27570"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Leicestershire, Rutland and Northamptonshire","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","No function","110","90","33000","27570"
"Leaver CS","2022","60-64","Merseyside","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Merseyside","Unknown","110","80","[c]","[c]"
"Leaver CS","2022","60-64","North Eastern Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","North Yorkshire","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","60-64","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northern Ireland","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","60-64","Northumberland, and Tyne and Wear","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northumberland, and Tyne and Wear","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northumberland, and Tyne and Wear","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northumberland, and Tyne and Wear","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northumberland, and Tyne and Wear","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northumberland, and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northumberland, and Tyne and Wear","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northumberland, and Tyne and Wear","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northumberland, and Tyne and Wear","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northumberland, and Tyne and Wear","No function","110","80","28340","26780"
"Leaver CS","2022","60-64","Northumberland, and Tyne and Wear","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northumberland, and Tyne and Wear","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Northumberland, and Tyne and Wear","Unknown","190","130","[c]","[c]"
"Leaver CS","2022","60-64","Outer London - East and North East","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Outer London - East and North East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Outer London - East and North East","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Outer London - East and North East","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Outer London - South","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Outer London - South","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Outer London - South","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Outer London - South","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Outer London - South","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Outer London - South","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Outer London - South","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Outer London - South","Unknown","80","70","37630","34710"
"Leaver CS","2022","60-64","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
