"Status","Year","Region_ITL1","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","South East (England)","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Wilton Park","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Wilton Park","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Cabinet Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Defence Equipment and Support","Heterosexual / straight","270","270","34440","31860"
"Leaver Dept.","2021","South West (England)","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Defence Equipment and Support","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","50","40","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Education and Skills Funding Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Government Legal Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Government Property Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","HM Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","HM Prison and Probation Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Home Office (incl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Home Office (incl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Home Office (incl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Legal Aid Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Met Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Met Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Defence (excl. agencies)","Heterosexual / straight","50","50","36520","33300"
"Leaver Dept.","2021","South West (England)","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Justice (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Planning Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Public Health England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","UK Hydrographic Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","UK Space Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cabinet Office (excl. agencies)","Heterosexual / straight","200","200","36590","32000"
"Leaver Dept.","2021","Unknown","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cabinet Office (excl. agencies)","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cabinet Office (excl. agencies)","Unknown","380","380","33490","32000"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Government Property Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Companies House","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","50","50","26500","27570"
"Leaver Dept.","2021","Wales","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Driver and Vehicle Licensing Agency","Heterosexual / straight","70","70","26170","21590"
"Leaver Dept.","2021","Wales","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Government Internal Audit Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","HM Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","HM Prison and Probation Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","HM Revenue and Customs (excl. agencies)","Unknown","110","110","[c]","[c]"
"Leaver Dept.","2021","Wales","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Home Office (incl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Home Office (incl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Legal Aid Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Maritime and Coastguard Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Ministry of Justice (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","UK Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","UK Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","United Kingdom Statistics Authority","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","Wales","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","United Kingdom Statistics Authority","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Wales","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Welsh Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Welsh Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Defence Equipment and Support","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","50","40","[c]","[c]"
