"Status","Year","Region_ITL2","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cumbria","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Communications","EO","280","270","25590","25560"
"In post","2021","Derbyshire and Nottinghamshire","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Communications","SEO/HEO","180","170","33360","31810"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","AA/AO","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","EO","180","170","26020","25560"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","G6/G7","70","60","55790","52580"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","SEO/HEO","240","220","34320","31870"
"In post","2021","Derbyshire and Nottinghamshire","Debt","AA/AO","210","190","20350","20140"
"In post","2021","Derbyshire and Nottinghamshire","Debt","EO","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data & Technology","EO","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data & Technology","G6/G7","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data & Technology","SEO/HEO","120","120","37610","36500"
"In post","2021","Derbyshire and Nottinghamshire","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Finance","EO","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Finance","G6/G7","50","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Finance","SEO/HEO","90","80","35370","33310"
"In post","2021","Derbyshire and Nottinghamshire","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","EO","90","80","26270","26420"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","G6/G7","90","90","56190","52580"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","SEO/HEO","230","220","34960","33300"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Legal","AA/AO","90","80","21150","21440"
"In post","2021","Derbyshire and Nottinghamshire","Legal","EO","90","80","26210","26220"
"In post","2021","Derbyshire and Nottinghamshire","Legal","G6/G7","130","110","55290","55610"
"In post","2021","Derbyshire and Nottinghamshire","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Legal","SEO/HEO","90","90","34930","32540"
"In post","2021","Derbyshire and Nottinghamshire","No function","AA/AO","2450","2250","22650","21440"
"In post","2021","Derbyshire and Nottinghamshire","No function","EO","1270","1180","26470","26450"
"In post","2021","Derbyshire and Nottinghamshire","No function","G6/G7","530","500","58980","53430"
"In post","2021","Derbyshire and Nottinghamshire","No function","SCS","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","No function","SEO/HEO","1660","1560","35780","33840"
"In post","2021","Derbyshire and Nottinghamshire","No function","Unknown","480","430","29160","28200"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","EO","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","G6/G7","90","90","54930","52580"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","SEO/HEO","150","140","35800","35820"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Property","AA/AO","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Property","EO","70","60","26230","26000"
"In post","2021","Derbyshire and Nottinghamshire","Property","G6/G7","70","70","55420","54970"
"In post","2021","Derbyshire and Nottinghamshire","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Property","SEO/HEO","150","140","37070","38480"
"In post","2021","Derbyshire and Nottinghamshire","Security","AA/AO","50","50","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","AA/AO","830","710","20840","21010"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","EO","1360","1220","27480","27570"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","SEO/HEO","210","200","33630","33180"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Commercial","G6/G7","90","90","52060","48350"
"In post","2021","Devon","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Commercial","SEO/HEO","100","100","36660","37420"
"In post","2021","Devon","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Communications","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Devon","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Debt","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Digital, Data & Technology","AA/AO","60","60","21140","21040"
"In post","2021","Devon","Digital, Data & Technology","EO","250","230","28530","27130"
"In post","2021","Devon","Digital, Data & Technology","G6/G7","280","260","53740","52460"
"In post","2021","Devon","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Digital, Data & Technology","SEO/HEO","790","750","38800","38550"
"In post","2021","Devon","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Finance","SEO/HEO","50","50","37420","36970"
"In post","2021","Devon","Grants Management","AA/AO","80","70","21020","21050"
"In post","2021","Devon","Grants Management","EO","50","50","25860","25900"
"In post","2021","Devon","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Grants Management","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Grants Management","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Devon","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Human Resources","SEO/HEO","60","50","34990","32820"
"In post","2021","Devon","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Legal","G6/G7","60","50","55900","55610"
"In post","2021","Devon","Legal","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Devon","No function","AA/AO","1180","1080","23400","22350"
"In post","2021","Devon","No function","EO","420","390","27880","27130"
"In post","2021","Devon","No function","G6/G7","100","90","57870","53430"
"In post","2021","Devon","No function","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Devon","No function","SEO/HEO","520","480","38410","37350"
"In post","2021","Devon","No function","Unknown","200","180","30900","30210"
"In post","2021","Devon","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Project Delivery","EO","120","120","23840","24650"
"In post","2021","Devon","Project Delivery","G6/G7","140","130","53420","49370"
"In post","2021","Devon","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Project Delivery","SEO/HEO","300","280","37590","38550"
"In post","2021","Devon","Project Delivery","Unknown","90","90","37230","37810"
"In post","2021","Devon","Property","AA/AO","260","230","20640","21100"
"In post","2021","Devon","Property","EO","110","100","25800","25860"
"In post","2021","Devon","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Property","SEO/HEO","140","130","36940","35480"
"In post","2021","Devon","Security","AA/AO","290","280","27230","21580"
"In post","2021","Devon","Security","EO","120","120","23940","19120"
"In post","2021","Devon","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","AA/AO","1180","1000","20690","21010"
"In post","2021","Devon","Unknown","EO","1190","1050","27290","27570"
"In post","2021","Devon","Unknown","G6/G7","70","70","63210","60490"
"In post","2021","Devon","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","SEO/HEO","310","290","35430","33300"
"In post","2021","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Analysis","EO","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Analysis","SEO/HEO","60","50","32400","30220"
"In post","2021","Dorset and Somerset","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Commercial","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Digital, Data & Technology","EO","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Digital, Data & Technology","SEO/HEO","160","160","38010","35340"
"In post","2021","Dorset and Somerset","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","No function","AA/AO","980","910","23750","22350"
"In post","2021","Dorset and Somerset","No function","EO","490","450","27720","27130"
"In post","2021","Dorset and Somerset","No function","G6/G7","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","No function","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","No function","SEO/HEO","500","470","36770","33840"
"In post","2021","Dorset and Somerset","No function","Unknown","220","190","27940","25980"
"In post","2021","Dorset and Somerset","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Project Delivery","EO","110","110","23730","24920"
"In post","2021","Dorset and Somerset","Project Delivery","G6/G7","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Project Delivery","SEO/HEO","310","290","36270","35480"
"In post","2021","Dorset and Somerset","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Property","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Security","AA/AO","100","90","20740","19560"
"In post","2021","Dorset and Somerset","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Security","G6/G7","[c]","[c]","[c]","[c]"
