"Status","Year","Sexual_orientation","Region_ITL2","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","500","450","26030","27570"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","HM Courts and Tribunals Service","60","50","23960","20100"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","HM Prison and Probation Service","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","350","330","24360","21580"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cumbria","Animal and Plant Health Agency","120","110","25140","21050"
"In post","2021","Heterosexual / straight","Cumbria","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cumbria","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cumbria","Defence Equipment and Support","80","80","23630","21060"
"In post","2021","Heterosexual / straight","Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Cumbria","Department for Work and Pensions (excl. agencies)","160","140","26790","27570"
"In post","2021","Heterosexual / straight","Cumbria","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cumbria","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cumbria","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cumbria","HM Courts and Tribunals Service","70","60","23330","20400"
"In post","2021","Heterosexual / straight","Cumbria","HM Prison and Probation Service","210","190","28440","27380"
"In post","2021","Heterosexual / straight","Cumbria","Ministry of Defence (excl. agencies)","100","100","28550","24610"
"In post","2021","Heterosexual / straight","Cumbria","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cumbria","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cumbria","Rural Payments Agency","330","290","26440","25100"
"In post","2021","Heterosexual / straight","Cumbria","Submarine Delivery Agency","120","120","42440","41000"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Advisory, Conciliation and Arbitration Service","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Animal and Plant Health Agency","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Crown Prosecution Service","190","180","36960","30130"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Department for Education (excl. agencies)","180","160","42050","37100"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs (excl. agencies)","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Department for Work and Pensions (excl. agencies)","1440","1280","26250","27570"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","240","230","34000","31380"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Education and Skills Funding Agency","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Health and Safety Executive","290","260","41170","39390"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","HM Courts and Tribunals Service","280","250","23280","19830"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","HM Land Registry","320","290","33780","27130"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","HM Prison and Probation Service","1680","1570","28960","26810"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","1860","1750","34720","31810"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Insolvency Service","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Legal Aid Agency","140","120","23710","21170"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Ministry of Defence (excl. agencies)","160","160","28060","22080"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Ministry of Housing, Communities and Local Government (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Ministry of Justice (excl. agencies)","70","70","39310","36000"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","National Crime Agency","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Office for Standards in Education, Children's Services and Skills","140","130","45330","39850"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Office of the Public Guardian","310","280","21610","21170"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Public Health England","120","110","40810","33180"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Valuation Office Agency","90","80","35440","32100"
"In post","2021","Heterosexual / straight","Devon","Animal and Plant Health Agency","150","140","27590","21050"
"In post","2021","Heterosexual / straight","Devon","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","Crown Prosecution Service","80","80","39080","34480"
"In post","2021","Heterosexual / straight","Devon","Defence Equipment and Support","70","70","27090","22550"
"In post","2021","Heterosexual / straight","Devon","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","Department for Environment, Food and Rural Affairs (excl. agencies)","80","70","38620","36970"
"In post","2021","Heterosexual / straight","Devon","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","Department for Work and Pensions (excl. agencies)","1310","1130","25920","27570"
"In post","2021","Heterosexual / straight","Devon","Driver and Vehicle Standards Agency","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","HM Courts and Tribunals Service","150","120","22450","20100"
"In post","2021","Heterosexual / straight","Devon","HM Land Registry","530","480","35930","33840"
"In post","2021","Heterosexual / straight","Devon","HM Prison and Probation Service","830","780","29280","26630"
"In post","2021","Heterosexual / straight","Devon","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","Home Office (incl. agencies)","70","70","30240","25310"
"In post","2021","Heterosexual / straight","Devon","Insolvency Service","50","50","29120","20880"
"In post","2021","Heterosexual / straight","Devon","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","Ministry of Defence (excl. agencies)","880","840","29210","22640"
"In post","2021","Heterosexual / straight","Devon","Ministry of Housing, Communities and Local Government (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","National Crime Agency","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","Rural Payments Agency","130","110","28250","26000"
"In post","2021","Heterosexual / straight","Devon","Submarine Delivery Agency","80","80","38050","37270"
"In post","2021","Heterosexual / straight","Devon","Valuation Office Agency","250","230","27230","21180"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Centre for Environment, Fisheries and Aquaculture Science","50","50","33850","30220"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Defence Equipment and Support","290","270","34610","33740"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Department for Work and Pensions (excl. agencies)","600","540","26630","27570"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Driver and Vehicle Standards Agency","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Dorset and Somerset","HM Courts and Tribunals Service","180","150","21940","19830"
"In post","2021","Heterosexual / straight","Dorset and Somerset","HM Land Registry","140","120","30720","27130"
"In post","2021","Heterosexual / straight","Dorset and Somerset","HM Prison and Probation Service","780","730","29000","27280"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Home Office (incl. agencies)","70","60","27790","26770"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Ministry of Defence (excl. agencies)","770","740","27250","22500"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Dorset and Somerset","UK Hydrographic Office","550","530","34910","33290"
"In post","2021","Heterosexual / straight","Dorset and Somerset","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Advisory, Conciliation and Arbitration Service","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Animal and Plant Health Agency","60","60","31340","29180"
"In post","2021","Heterosexual / straight","East Anglia","Cabinet Office (excl. agencies)","50","50","39340","33300"
"In post","2021","Heterosexual / straight","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","170","160","34000","29510"
"In post","2021","Heterosexual / straight","East Anglia","Crown Commercial Service","110","110","35820","34800"
"In post","2021","Heterosexual / straight","East Anglia","Crown Prosecution Service","80","80","35280","28430"
"In post","2021","Heterosexual / straight","East Anglia","Defence Equipment and Support","130","130","34100","33090"
"In post","2021","Heterosexual / straight","East Anglia","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Department for Education (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Department for Environment, Food and Rural Affairs (excl. agencies)","120","110","38240","36520"
"In post","2021","Heterosexual / straight","East Anglia","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Department for Work and Pensions (excl. agencies)","1220","1090","27160","27570"
"In post","2021","Heterosexual / straight","East Anglia","Driver and Vehicle Standards Agency","120","110","28690","27680"
"In post","2021","Heterosexual / straight","East Anglia","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","HM Courts and Tribunals Service","380","330","22720","20100"
"In post","2021","Heterosexual / straight","East Anglia","HM Land Registry","170","160","32790","29760"
"In post","2021","Heterosexual / straight","East Anglia","HM Prison and Probation Service","2680","2550","29800","28400"
"In post","2021","Heterosexual / straight","East Anglia","HM Revenue and Customs (excl. agencies)","360","330","30050","28130"
"In post","2021","Heterosexual / straight","East Anglia","HM Treasury (excl. agencies)","50","50","31120","23970"
"In post","2021","Heterosexual / straight","East Anglia","Home Office (incl. agencies)","660","590","24980","21430"
"In post","2021","Heterosexual / straight","East Anglia","Insolvency Service","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Ministry of Defence (excl. agencies)","1650","1590","29740","26670"
"In post","2021","Heterosexual / straight","East Anglia","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Office for Standards in Education, Children's Services and Skills","80","80","62190","64500"
"In post","2021","Heterosexual / straight","East Anglia","Public Health England","210","190","41040","31370"
"In post","2021","Heterosexual / straight","East Anglia","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Valuation Office Agency","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","East Wales","Advisory, Conciliation and Arbitration Service","50","50","32330","31040"
"In post","2021","Heterosexual / straight","East Wales","Animal and Plant Health Agency","80","70","29200","24920"
"In post","2021","Heterosexual / straight","East Wales","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Wales","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Wales","Companies House","680","620","32200","27460"
"In post","2021","Heterosexual / straight","East Wales","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Wales","Crown Commercial Service","80","70","34900","34800"
"In post","2021","Heterosexual / straight","East Wales","Crown Prosecution Service","210","190","40840","38180"
"In post","2021","Heterosexual / straight","East Wales","Defence Electronics and Components Agency","120","120","29540","27460"
"In post","2021","Heterosexual / straight","East Wales","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","60","50","35210","30360"
"In post","2021","Heterosexual / straight","East Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Wales","Department for Work and Pensions (excl. agencies)","1410","1290","26510","27570"
"In post","2021","Heterosexual / straight","East Wales","Driver and Vehicle Standards Agency","70","60","28960","27680"
"In post","2021","Heterosexual / straight","East Wales","ESTYN","100","90","58240","74730"
"In post","2021","Heterosexual / straight","East Wales","Food Standards Agency","90","80","40440","37910"
"In post","2021","Heterosexual / straight","East Wales","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Wales","Health and Safety Executive","70","60","39960","41480"
"In post","2021","Heterosexual / straight","East Wales","HM Courts and Tribunals Service","360","330","24050","20100"
"In post","2021","Heterosexual / straight","East Wales","HM Prison and Probation Service","1360","1310","29320","26330"
"In post","2021","Heterosexual / straight","East Wales","HM Revenue and Customs (excl. agencies)","2280","2110","28990","25560"
