"Status","Year","Region_ITL2","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","West Midlands","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Government Property Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Health and Safety Executive","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","HM Courts and Tribunals Service","No function","120","110","23730","20970"
"Leaver CS","2022","West Midlands","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","HM Land Registry","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","HM Prison and Probation Service","No function","160","150","[c]","[c]"
"Leaver CS","2022","West Midlands","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","HM Revenue and Customs (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","HM Revenue and Customs (excl. agencies)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","HM Revenue and Customs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","HM Revenue and Customs (excl. agencies)","Unknown","240","210","[c]","[c]"
"Leaver CS","2022","West Midlands","Home Office","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","West Midlands","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Institute for Apprenticeships and Technical Education","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Legal Aid Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Ministry of Justice (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Office of Qualifications and Examinations Regulation","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Office of the Public Guardian","No function","40","40","[c]","[c]"
"Leaver CS","2022","West Midlands","Planning Inspectorate","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Planning Inspectorate","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Public Health England","No function","110","90","45570","40060"
"Leaver CS","2022","West Midlands","Teaching Regulation Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","The Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","The Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","The Insolvency Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","The Insolvency Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","UK Health Security Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Water Services Regulation Authority","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Animal and Plant Health Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Department for Transport (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Department for Work and Pensions (excl. agencies)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Department for Work and Pensions (excl. agencies)","No function","200","160","24660","21260"
"Leaver CS","2022","West Wales and The Valleys","Department for Work and Pensions (excl. agencies)","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Driver and Vehicle Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Driver and Vehicle Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Health and Safety Executive","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","HM Courts and Tribunals Service","No function","40","30","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","HM Land Registry","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","HM Prison and Probation Service","No function","90","80","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Legal Aid Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Maritime and Coastguard Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Met Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Rural Payments Agency","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Welsh Government (excl. agencies)","Unknown","100","90","39700","36080"
"Leaver CS","2022","West Wales and The Valleys","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Advisory, Conciliation and Arbitration Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Cabinet Office (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for Education (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for Education (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for Levelling Up, Housing and Communities (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for Transport (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for Work and Pensions (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for Work and Pensions (excl. agencies)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for Work and Pensions (excl. agencies)","Digital, Data & Technology","40","30","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for Work and Pensions (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for Work and Pensions (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for Work and Pensions (excl. agencies)","No function","250","220","27080","27570"
"Leaver CS","2022","West Yorkshire","Department for Work and Pensions (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for Work and Pensions (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for Work and Pensions (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department for Work and Pensions (excl. agencies)","Unknown","110","100","28070","27570"
"Leaver CS","2022","West Yorkshire","Department of Health and Social Care (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
