"Status","Year","Ethnicity","Sexual_orientation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Other ethnicity","Heterosexual / straight","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Heterosexual / straight","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Heterosexual / straight","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Heterosexual / straight","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Heterosexual / straight","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Heterosexual / straight","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Heterosexual / straight","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Heterosexual / straight","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","31350","28080"
"New entrant CS","2021","Undeclared","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Hampshire and Isle of Wight","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Inner London - East","70","70","37330","31060"
"New entrant CS","2021","Undeclared","Undeclared","Inner London - West","100","100","39190","33570"
"New entrant CS","2021","Undeclared","Undeclared","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Outer London - West and North West","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Inner London - West","60","60","23530","18200"
"New entrant CS","2021","Undeclared","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Inner London - West","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Eastern Scotland","70","70","22990","20850"
"New entrant CS","2021","Unknown","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Inner London - West","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Bedfordshire and Hertfordshire","180","170","25270","24750"
"New entrant CS","2021","Unknown","Unknown","Berkshire, Buckinghamshire and Oxfordshire","320","300","28310","26350"
"New entrant CS","2021","Unknown","Unknown","Cheshire","110","110","26910","22850"
"New entrant CS","2021","Unknown","Unknown","Cornwall and Isles of Scilly","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Cumbria","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Derbyshire and Nottinghamshire","370","350","25960","25560"
"New entrant CS","2021","Unknown","Unknown","Devon","210","200","25840","22850"
"New entrant CS","2021","Unknown","Unknown","Dorset and Somerset","120","110","26530","22850"
"New entrant CS","2021","Unknown","Unknown","East Anglia","260","250","25290","23390"
"New entrant CS","2021","Unknown","Unknown","East Wales","700","690","25830","23050"
"New entrant CS","2021","Unknown","Unknown","East Yorkshire and Northern Lincolnshire","140","130","23930","22350"
"New entrant CS","2021","Unknown","Unknown","Eastern Scotland","900","880","29980","25560"
"New entrant CS","2021","Unknown","Unknown","Essex","200","190","26990","24880"
"New entrant CS","2021","Unknown","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","580","560","29180","26350"
"New entrant CS","2021","Unknown","Unknown","Greater Manchester","870","850","26930","24880"
"New entrant CS","2021","Unknown","Unknown","Hampshire and Isle of Wight","380","370","28970","24880"
"New entrant CS","2021","Unknown","Unknown","Herefordshire, Worcestershire and Warwickshire","60","50","24140","21050"
"New entrant CS","2021","Unknown","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Inner London - East","560","550","34130","31060"
"New entrant CS","2021","Unknown","Unknown","Inner London - West","2930","2900","38870","32790"
"New entrant CS","2021","Unknown","Unknown","Kent","310","300","24520","24340"
"New entrant CS","2021","Unknown","Unknown","Lancashire","260","250","22880","21010"
"New entrant CS","2021","Unknown","Unknown","Leicestershire, Rutland and Northamptonshire","230","230","23330","22350"
"New entrant CS","2021","Unknown","Unknown","Lincolnshire","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Merseyside","460","440","24820","21430"
"New entrant CS","2021","Unknown","Unknown","North Eastern Scotland","70","70","28090","25980"
"New entrant CS","2021","Unknown","Unknown","North Yorkshire","100","100","26210","23540"
