"Status","Year","Sexual_orientation","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","LGBO","East of England","Male","330","320","29920","27570"
"In post","2021","LGBO","London","Female","2130","2080","42250","36650"
"In post","2021","LGBO","London","Male","2970","2930","46700","41950"
"In post","2021","LGBO","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Female","510","480","27790","25560"
"In post","2021","LGBO","North East (England)","Male","490","480","28850","26810"
"In post","2021","LGBO","North West (England)","Female","1090","1040","28910","26550"
"In post","2021","LGBO","North West (England)","Male","1200","1170","29940","27570"
"In post","2021","LGBO","Northern Ireland","Female","50","40","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Male","50","50","25860","22330"
"In post","2021","LGBO","Overseas","Female","50","50","47100","41460"
"In post","2021","LGBO","Overseas","Male","120","120","53650","54040"
"In post","2021","LGBO","Scotland","Female","770","740","31780","27570"
"In post","2021","LGBO","Scotland","Male","870","850","32810","27570"
"In post","2021","LGBO","South East (England)","Female","890","850","29420","27620"
"In post","2021","LGBO","South East (England)","Male","760","740","31040","28180"
"In post","2021","LGBO","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South West (England)","Female","750","720","30220","27570"
"In post","2021","LGBO","South West (England)","Male","750","730","32520","28500"
"In post","2021","LGBO","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Male","40","40","[c]","[c]"
"In post","2021","LGBO","Wales","Female","620","600","29180","26210"
"In post","2021","LGBO","Wales","Male","700","680","31790","27570"
"In post","2021","LGBO","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Midlands (England)","Female","530","500","29160","26810"
"In post","2021","LGBO","West Midlands (England)","Male","490","470","30200","27570"
"In post","2021","LGBO","Yorkshire and The Humber","Female","780","750","30560","27570"
"In post","2021","LGBO","Yorkshire and The Humber","Male","670","650","31280","27570"
"In post","2021","Undeclared","East Midlands (England)","Female","1120","990","28720","27130"
"In post","2021","Undeclared","East Midlands (England)","Male","900","850","31800","28170"
"In post","2021","Undeclared","East of England","Female","1100","980","29620","27570"
"In post","2021","Undeclared","East of England","Male","1090","1040","32640","31000"
"In post","2021","Undeclared","London","Female","4650","4350","40830","35200"
"In post","2021","Undeclared","London","Male","4380","4260","45120","40220"
"In post","2021","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Female","1170","990","27330","24880"
"In post","2021","Undeclared","North East (England)","Male","990","940","30310","27570"
"In post","2021","Undeclared","North West (England)","Female","2520","2210","28600","27130"
"In post","2021","Undeclared","North West (England)","Male","2100","2000","31240","27570"
"In post","2021","Undeclared","Northern Ireland","Female","90","80","27940","25560"
"In post","2021","Undeclared","Northern Ireland","Male","140","140","28250","25560"
"In post","2021","Undeclared","Overseas","Female","140","140","45590","40330"
"In post","2021","Undeclared","Overseas","Male","230","230","48910","42110"
"In post","2021","Undeclared","Scotland","Female","2640","2330","28950","26480"
"In post","2021","Undeclared","Scotland","Male","1900","1820","32240","27570"
"In post","2021","Undeclared","South East (England)","Female","2030","1820","30560","27570"
"In post","2021","Undeclared","South East (England)","Male","2190","2080","33590","31650"
"In post","2021","Undeclared","South West (England)","Female","2010","1800","32950","29200"
"In post","2021","Undeclared","South West (England)","Male","2500","2400","37890","36140"
"In post","2021","Undeclared","Unknown","Female","70","60","31870","27570"
"In post","2021","Undeclared","Unknown","Male","50","50","33130","28010"
"In post","2021","Undeclared","Wales","Female","2270","1890","28270","23830"
"In post","2021","Undeclared","Wales","Male","1880","1780","32270","28130"
"In post","2021","Undeclared","West Midlands (England)","Female","1380","1220","29070","27130"
"In post","2021","Undeclared","West Midlands (England)","Male","1120","1070","31520","27570"
"In post","2021","Undeclared","Yorkshire and The Humber","Female","1600","1400","29640","27570"
"In post","2021","Undeclared","Yorkshire and The Humber","Male","1450","1390","32350","29200"
"In post","2021","Unknown","East Midlands (England)","Female","2390","2100","27480","25780"
"In post","2021","Unknown","East Midlands (England)","Male","2040","1950","28740","27130"
"In post","2021","Unknown","East of England","Female","2140","1870","29810","27570"
"In post","2021","Unknown","East of England","Male","1890","1810","31490","29290"
"In post","2021","Unknown","London","Female","11590","10900","41280","34550"
"In post","2021","Unknown","London","Male","9890","9720","44320","37230"
"In post","2021","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Female","4520","3760","25210","21440"
"In post","2021","Unknown","North East (England)","Male","3310","3130","28190","25560"
"In post","2021","Unknown","North West (England)","Female","7470","6480","26900","25430"
"In post","2021","Unknown","North West (England)","Male","5990","5730","29220","27130"
"In post","2021","Unknown","Northern Ireland","Female","400","360","26260","21730"
"In post","2021","Unknown","Northern Ireland","Male","470","460","26320","23870"
"In post","2021","Unknown","Overseas","Female","360","360","49730","46620"
"In post","2021","Unknown","Overseas","Male","360","360","52180","52430"
"In post","2021","Unknown","Scotland","Female","6740","6000","29820","26120"
"In post","2021","Unknown","Scotland","Male","6910","6610","31870","28870"
"In post","2021","Unknown","South East (England)","Female","3400","2970","29840","27570"
"In post","2021","Unknown","South East (England)","Male","3560","3400","32670","29830"
"In post","2021","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","Female","3740","3280","31640","27570"
"In post","2021","Unknown","South West (England)","Male","4450","4290","35820","32730"
"In post","2021","Unknown","Unknown","Female","550","520","33680","30780"
"In post","2021","Unknown","Unknown","Male","2000","2000","37630","33570"
"In post","2021","Unknown","Wales","Female","3760","3280","26830","23320"
"In post","2021","Unknown","Wales","Male","3100","2970","30330","26780"
"In post","2021","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Female","3800","3330","28310","26120"
"In post","2021","Unknown","West Midlands (England)","Male","2820","2710","30940","27570"
"In post","2021","Unknown","Yorkshire and The Humber","Female","4040","3560","29890","27570"
"In post","2021","Unknown","Yorkshire and The Humber","Male","3720","3570","30820","27570"
"In post","2022","Heterosexual / straight","East Midlands (England)","Female","9030","8150","30110","27570"
"In post","2022","Heterosexual / straight","East Midlands (England)","Male","6660","6460","32060","27570"
"In post","2022","Heterosexual / straight","East of England","Female","8830","8010","30410","27570"
"In post","2022","Heterosexual / straight","East of England","Male","7220","6990","32670","29670"
"In post","2022","Heterosexual / straight","London","Female","38400","36340","42870","37860"
"In post","2022","Heterosexual / straight","London","Male","30320","29800","45680","40230"
"In post","2022","Heterosexual / straight","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","North East (England)","Female","13240","11640","29210","26880"
"In post","2022","Heterosexual / straight","North East (England)","Male","8870","8510","31910","27570"
"In post","2022","Heterosexual / straight","North West (England)","Female","25300","22890","30110","27570"
"In post","2022","Heterosexual / straight","North West (England)","Male","17650","17090","32300","27570"
"In post","2022","Heterosexual / straight","Northern Ireland","Female","1370","1260","30800","26820"
"In post","2022","Heterosexual / straight","Northern Ireland","Male","1540","1500","29830","26590"
"In post","2022","Heterosexual / straight","Overseas","Female","990","980","49310","49370"
"In post","2022","Heterosexual / straight","Overseas","Male","1500","1500","49500","46990"
"In post","2022","Heterosexual / straight","Scotland","Female","17320","15810","33380","27570"
"In post","2022","Heterosexual / straight","Scotland","Male","13520","13070","35270","31540"
"In post","2022","Heterosexual / straight","South East (England)","Female","15530","14050","30960","27570"
"In post","2022","Heterosexual / straight","South East (England)","Male","13630","13120","33270","30210"
"In post","2022","Heterosexual / straight","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South West (England)","Female","15690","14270","32780","28900"
"In post","2022","Heterosexual / straight","South West (England)","Male","16730","16310","36760","33300"
"In post","2022","Heterosexual / straight","Unknown","Female","480","450","32970","30330"
"In post","2022","Heterosexual / straight","Unknown","Male","380","380","35780","31060"
"In post","2022","Heterosexual / straight","Wales","Female","15180","13720","31360","27570"
"In post","2022","Heterosexual / straight","Wales","Male","10530","10220","34130","29430"
"In post","2022","Heterosexual / straight","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands (England)","Female","13260","12050","30440","27570"
"In post","2022","Heterosexual / straight","West Midlands (England)","Male","9470","9190","32540","27570"
"In post","2022","Heterosexual / straight","Yorkshire and The Humber","Female","14970","13420","31630","27570"
"In post","2022","Heterosexual / straight","Yorkshire and The Humber","Male","11620","11230","33280","28590"
"In post","2022","LGBO","East Midlands (England)","Female","550","530","29820","27520"
"In post","2022","LGBO","East Midlands (England)","Male","410","400","30210","27570"
"In post","2022","LGBO","East of England","Female","460","450","28910","27570"
"In post","2022","LGBO","East of England","Male","360","350","31670","29060"
"In post","2022","LGBO","London","Female","2470","2410","42890","38160"
"In post","2022","LGBO","London","Male","3130","3090","47170","42440"
"In post","2022","LGBO","North East (England)","Female","680","650","28840","26820"
"In post","2022","LGBO","North East (England)","Male","620","600","30800","27570"
"In post","2022","LGBO","North West (England)","Female","1380","1320","29800","27540"
"In post","2022","LGBO","North West (England)","Male","1460","1430","31000","27570"
"In post","2022","LGBO","Northern Ireland","Female","60","50","28240","26820"
"In post","2022","LGBO","Northern Ireland","Male","70","70","28700","26590"
"In post","2022","LGBO","Overseas","Female","60","60","46430","44890"
"In post","2022","LGBO","Overseas","Male","120","120","53120","53470"
"In post","2022","LGBO","Scotland","Female","1030","1000","32370","27570"
"In post","2022","LGBO","Scotland","Male","1100","1070","33610","27570"
"In post","2022","LGBO","South East (England)","Female","1000","960","30580","28140"
"In post","2022","LGBO","South East (England)","Male","760","740","31860","28810"
"In post","2022","LGBO","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South West (England)","Female","920","880","30980","27570"
"In post","2022","LGBO","South West (England)","Male","840","820","33370","29230"
"In post","2022","LGBO","Unknown","Female","40","30","[c]","[c]"
"In post","2022","LGBO","Unknown","Male","40","40","[c]","[c]"
"In post","2022","LGBO","Wales","Female","780","750","30110","27370"
"In post","2022","LGBO","Wales","Male","810","790","32290","27570"
"In post","2022","LGBO","West Midlands (England)","Female","650","620","29880","27130"
"In post","2022","LGBO","West Midlands (England)","Male","570","550","31290","27570"
"In post","2022","LGBO","Yorkshire and The Humber","Female","940","900","31370","27570"
"In post","2022","LGBO","Yorkshire and The Humber","Male","770","750","32610","28550"
"In post","2022","Undeclared","East Midlands (England)","Female","1110","1000","30100","27570"
"In post","2022","Undeclared","East Midlands (England)","Male","890","850","32860","30450"
"In post","2022","Undeclared","East of England","Female","1070","970","30660","27570"
"In post","2022","Undeclared","East of England","Male","1080","1030","32890","31140"
"In post","2022","Undeclared","London","Female","5100","4790","42020","36720"
"In post","2022","Undeclared","London","Male","4640","4530","46200","41520"
"In post","2022","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Female","1200","1020","28600","26130"
"In post","2022","Undeclared","North East (England)","Male","1060","1000","32150","27570"
"In post","2022","Undeclared","North West (England)","Female","2570","2270","29400","27570"
"In post","2022","Undeclared","North West (England)","Male","2210","2110","32290","27570"
"In post","2022","Undeclared","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","Female","90","80","29790","26820"
"In post","2022","Undeclared","Northern Ireland","Male","140","130","29820","27370"
"In post","2022","Undeclared","Overseas","Female","140","130","45290","40580"
"In post","2022","Undeclared","Overseas","Male","220","220","47490","42340"
"In post","2022","Undeclared","Scotland","Female","1570","1390","31530","27570"
"In post","2022","Undeclared","Scotland","Male","1420","1370","34990","30840"
"In post","2022","Undeclared","South East (England)","Female","1990","1800","31670","28570"
"In post","2022","Undeclared","South East (England)","Male","2070","1970","34090","31880"
"In post","2022","Undeclared","South West (England)","Female","2010","1810","33760","31080"
"In post","2022","Undeclared","South West (England)","Male","2550","2450","37900","36160"
"In post","2022","Undeclared","Unknown","Female","70","60","32330","27570"
"In post","2022","Undeclared","Unknown","Male","50","50","35230","31370"
"In post","2022","Undeclared","Wales","Female","2170","1840","29080","25830"
"In post","2022","Undeclared","Wales","Male","1870","1790","33300","29430"
"In post","2022","Undeclared","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","West Midlands (England)","Female","1460","1300","29990","27570"
"In post","2022","Undeclared","West Midlands (England)","Male","1170","1110","32590","28800"
"In post","2022","Undeclared","Yorkshire and The Humber","Female","1750","1560","31320","27570"
"In post","2022","Undeclared","Yorkshire and The Humber","Male","1580","1510","33740","30980"
"In post","2022","Unknown","East Midlands (England)","Female","2360","2080","28120","26820"
"In post","2022","Unknown","East Midlands (England)","Male","1990","1900","29650","27130"
"In post","2022","Unknown","East of England","Female","2110","1850","30170","27570"
"In post","2022","Unknown","East of England","Male","1800","1710","31730","29050"
"In post","2022","Unknown","London","Female","11200","10580","41270","34770"
"In post","2022","Unknown","London","Male","9570","9400","44260","37930"
"In post","2022","Unknown","North East (England)","Female","4220","3570","26540","22080"
"In post","2022","Unknown","North East (England)","Male","3230","3070","29650","26820"
"In post","2022","Unknown","North West (England)","Female","7660","6760","27750","25700"
"In post","2022","Unknown","North West (England)","Male","6070","5830","30320","27350"
"In post","2022","Unknown","Northern Ireland","Female","470","420","28030","24890"
"In post","2022","Unknown","Northern Ireland","Male","530","520","27700","24880"
"In post","2022","Unknown","Overseas","Female","320","320","49870","46600"
"In post","2022","Unknown","Overseas","Male","340","340","51000","52430"
"In post","2022","Unknown","Scotland","Female","7760","6990","30890","27230"
"In post","2022","Unknown","Scotland","Male","7300","7000","32750","29900"
"In post","2022","Unknown","South East (England)","Female","3600","3180","30890","27570"
"In post","2022","Unknown","South East (England)","Male","4050","3840","34720","31020"
"In post","2022","Unknown","South West (England)","Female","3710","3300","31880","27570"
"In post","2022","Unknown","South West (England)","Male","4250","4120","36220","32630"
"In post","2022","Unknown","Unknown","Female","440","430","33080","29250"
"In post","2022","Unknown","Unknown","Male","1810","1800","37710","33570"
"In post","2022","Unknown","Wales","Female","3590","3160","27860","24500"
"In post","2022","Unknown","Wales","Male","2960","2840","31570","27470"
"In post","2022","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Female","3790","3360","28970","26820"
"In post","2022","Unknown","West Midlands (England)","Male","2800","2680","31450","27570"
"In post","2022","Unknown","Yorkshire and The Humber","Female","3930","3500","30080","27130"
"In post","2022","Unknown","Yorkshire and The Humber","Male","3680","3540","31640","27570"
"Leaver CS","2021","Heterosexual / straight","East Midlands (England)","Female","370","320","26790","22080"
"Leaver CS","2021","Heterosexual / straight","East Midlands (England)","Male","360","340","29210","27380"
"Leaver CS","2021","Heterosexual / straight","East of England","Female","400","350","28000","24180"
"Leaver CS","2021","Heterosexual / straight","East of England","Male","400","370","32750","27570"
"Leaver CS","2021","Heterosexual / straight","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","London","Female","1290","1180","40040","32650"
"Leaver CS","2021","Heterosexual / straight","London","Male","1140","1080","44340","36530"
"Leaver CS","2021","Heterosexual / straight","London","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North East (England)","Female","340","280","25820","21010"
"Leaver CS","2021","Heterosexual / straight","North East (England)","Male","260","230","28640","21430"
"Leaver CS","2021","Heterosexual / straight","North West (England)","Female","740","620","27760","22570"
"Leaver CS","2021","Heterosexual / straight","North West (England)","Male","560","510","29960","25780"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","Female","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","Male","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","Female","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","Male","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scotland","Female","400","330","30260","26570"
"Leaver CS","2021","Heterosexual / straight","Scotland","Male","410","380","34930","30950"
"Leaver CS","2021","Heterosexual / straight","South East (England)","Female","660","580","28420","25110"
"Leaver CS","2021","Heterosexual / straight","South East (England)","Male","780","720","30670","27670"
"Leaver CS","2021","Heterosexual / straight","South West (England)","Female","640","560","29420","26000"
"Leaver CS","2021","Heterosexual / straight","South West (England)","Male","790","740","35500","32670"
"Leaver CS","2021","Heterosexual / straight","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Male","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Wales","Female","430","350","28410","22160"
"Leaver CS","2021","Heterosexual / straight","Wales","Male","420","390","32060","26890"
"Leaver CS","2021","Heterosexual / straight","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Midlands (England)","Female","450","380","28220","25470"
"Leaver CS","2021","Heterosexual / straight","West Midlands (England)","Male","370","340","32170","26120"
"Leaver CS","2021","Heterosexual / straight","Yorkshire and The Humber","Female","500","420","28990","26120"
"Leaver CS","2021","Heterosexual / straight","Yorkshire and The Humber","Male","470","430","31780","26670"
"Leaver CS","2021","LGBO","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","London","Female","100","90","42000","33300"
"Leaver CS","2021","LGBO","London","Male","110","100","45100","40350"
"Leaver CS","2021","LGBO","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North West (England)","Female","40","30","[c]","[c]"
"Leaver CS","2021","LGBO","North West (England)","Male","50","50","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South East (England)","Female","50","50","[c]","[c]"
"Leaver CS","2021","LGBO","South East (England)","Male","40","40","[c]","[c]"
"Leaver CS","2021","LGBO","South West (England)","Female","50","50","[c]","[c]"
"Leaver CS","2021","LGBO","South West (England)","Male","40","40","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands (England)","Female","30","30","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Female","50","50","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Male","70","60","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","Female","60","50","27190","24700"
"Leaver CS","2021","Undeclared","East of England","Male","70","60","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Female","190","170","41350","35200"
"Leaver CS","2021","Undeclared","London","Male","200","170","46940","40470"
"Leaver CS","2021","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Female","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Male","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Female","80","70","29940","24210"
"Leaver CS","2021","Undeclared","North West (England)","Male","80","70","28040","26780"
"Leaver CS","2021","Undeclared","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Female","110","90","28830","22820"
"Leaver CS","2021","Undeclared","Scotland","Male","110","100","30610","27570"
"Leaver CS","2021","Undeclared","South East (England)","Female","110","100","29270","26670"
"Leaver CS","2021","Undeclared","South East (England)","Male","120","110","35250","32430"
"Leaver CS","2021","Undeclared","South West (England)","Female","100","80","29130","26780"
"Leaver CS","2021","Undeclared","South West (England)","Male","120","110","34410","33010"
"Leaver CS","2021","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Female","80","60","28010","21590"
"Leaver CS","2021","Undeclared","Wales","Male","60","60","30510","24950"
"Leaver CS","2021","Undeclared","West Midlands (England)","Female","70","50","29860","27570"
"Leaver CS","2021","Undeclared","West Midlands (England)","Male","60","50","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Female","90","70","28150","26920"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Male","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Female","430","360","25050","21170"
"Leaver CS","2021","Unknown","East Midlands (England)","Male","280","260","26510","25640"
"Leaver CS","2021","Unknown","East of England","Female","470","390","27750","26890"
"Leaver CS","2021","Unknown","East of England","Male","350","320","32170","27570"
"Leaver CS","2021","Unknown","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Female","1150","960","36750","31060"
"Leaver CS","2021","Unknown","London","Male","1080","940","39770","31880"
"Leaver CS","2021","Unknown","London","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","Female","620","470","25650","21050"
"Leaver CS","2021","Unknown","North East (England)","Male","370","320","25260","21240"
"Leaver CS","2021","Unknown","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","Female","690","560","26160","21180"
"Leaver CS","2021","Unknown","North West (England)","Male","520","460","27330","24920"
"Leaver CS","2021","Unknown","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","Female","80","60","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","Male","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland","Female","670","550","31260","26160"
"Leaver CS","2021","Unknown","Scotland","Male","590","530","33830","29190"
"Leaver CS","2021","Unknown","South East (England)","Female","470","390","27800","24370"
"Leaver CS","2021","Unknown","South East (England)","Male","450","400","31510","26890"
"Leaver CS","2021","Unknown","South West (England)","Female","330","280","30020","27570"
"Leaver CS","2021","Unknown","South West (England)","Male","400","370","33430","27570"
"Leaver CS","2021","Unknown","Unknown","Female","300","300","39690","28000"
"Leaver CS","2021","Unknown","Unknown","Male","330","320","40710","32400"
"Leaver CS","2021","Unknown","Wales","Female","500","410","25730","21590"
"Leaver CS","2021","Unknown","Wales","Male","430","380","28650","23320"
"Leaver CS","2021","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands (England)","Female","530","430","29640","22570"
"Leaver CS","2021","Unknown","West Midlands (England)","Male","350","330","30580","25140"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Female","680","530","27970","25490"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Male","480","430","33070","27570"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","East Midlands (England)","Female","690","610","27820","26670"
"Leaver CS","2022","Heterosexual / straight","East Midlands (England)","Male","600","560","31190","27570"
"Leaver CS","2022","Heterosexual / straight","East of England","Female","930","830","30230","27570"
"Leaver CS","2022","Heterosexual / straight","East of England","Male","840","790","31910","27570"
"Leaver CS","2022","Heterosexual / straight","London","Female","2980","2720","40060","33400"
"Leaver CS","2022","Heterosexual / straight","London","Male","2220","2080","43620","36350"
"Leaver CS","2022","Heterosexual / straight","North East (England)","Female","680","560","28120","23780"
"Leaver CS","2022","Heterosexual / straight","North East (England)","Male","470","440","28030","21680"
"Leaver CS","2022","Heterosexual / straight","North West (England)","Female","1390","1180","28580","25220"
