"Status","Year","Ethnicity","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions","210","180","27690","28920"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","50","50","33700","27460"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs","50","50","31370","29570"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","70","70","31110","26670"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","100","90","28180","25830"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Department for Work and Pensions","150","130","25080","27570"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","HM Revenue and Customs","280","260","30840","31810"
"In post","2021","Asian","Derbyshire and Nottinghamshire","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Ministry of Justice","110","100","26680","22920"
"In post","2021","Asian","Derbyshire and Nottinghamshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Department for Work and Pensions","50","40","26450","27570"
"In post","2021","Asian","East Anglia","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Home Office","180","140","22560","21430"
"In post","2021","Asian","East Anglia","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Ministry of Justice","60","50","29550","27850"
"In post","2021","Asian","East Anglia","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Department for Business, Energy and Industrial Strategy","50","40","[c]","[c]"
"In post","2021","Asian","East Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2021","Asian","East Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","HM Revenue and Customs","100","100","26270","20390"
"In post","2021","Asian","East Wales","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","United Kingdom Statistics Authority","40","40","[c]","[c]"
"In post","2021","Asian","East Wales","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Welsh Government","40","40","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Department for Work and Pensions","50","40","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Scottish Government","100","100","37730","33620"
"In post","2021","Asian","Eastern Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Department for Work and Pensions","80","70","28750","29290"
"In post","2021","Asian","Essex","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","HM Revenue and Customs","30","30","[c]","[c]"
"In post","2021","Asian","Essex","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Home Office","40","40","[c]","[c]"
"In post","2021","Asian","Essex","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions","60","60","26730","27570"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","60","50","36780","28870"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","40","40","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","410","400","36300","33300"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","30","30","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Department for Education","80","70","35150","30320"
"In post","2021","Asian","Greater Manchester","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Department for Work and Pensions","420","380","26770","27570"
"In post","2021","Asian","Greater Manchester","Department of Health and Social Care","40","30","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","HM Revenue and Customs","450","440","29630","25560"
"In post","2021","Asian","Greater Manchester","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Home Office","140","130","27900","25220"
"In post","2021","Asian","Greater Manchester","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Ministry of Justice","120","110","26970","22570"
"In post","2021","Asian","Greater Manchester","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Department for Transport","40","30","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Department for Work and Pensions","40","30","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Ministry of Defence","100","100","30850","29200"
"In post","2021","Asian","Hampshire and Isle of Wight","Ministry of Justice","30","30","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","United Kingdom Statistics Authority","60","50","25250","23130"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Department for Work and Pensions","90","80","24720","27570"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice","60","50","28480","25600"
"In post","2021","Asian","Highlands and Islands","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Cabinet Office","90","90","50810","54700"
"In post","2021","Asian","Inner London - East","Competition and Markets Authority","100","100","45900","37660"
"In post","2021","Asian","Inner London - East","Department for Business, Energy and Industrial Strategy","40","30","[c]","[c]"
"In post","2021","Asian","Inner London - East","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Department for Work and Pensions","660","590","29760","31060"
"In post","2021","Asian","Inner London - East","Department of Health and Social Care","420","400","43900","35160"
"In post","2021","Asian","Inner London - East","HM Revenue and Customs","500","460","37870","36160"
"In post","2021","Asian","Inner London - East","Home Office","120","110","31500","29080"
"In post","2021","Asian","Inner London - East","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Ministry of Justice","350","330","34070","30850"
"In post","2021","Asian","Inner London - East","National Crime Agency","130","120","38670","37830"
"In post","2021","Asian","Inner London - East","Office of Gas and Electricity Markets","90","90","46400","41000"
