"Status","Year","Ethnicity","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","White","Merseyside","HM Revenue and Customs","50","50","[c]","[c]"
"Leaver Dept.","2021","White","Merseyside","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Merseyside","Home Office","120","110","26590","24310"
"Leaver Dept.","2021","White","Merseyside","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Merseyside","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Merseyside","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Merseyside","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North Eastern Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North Eastern Scotland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North Eastern Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North Yorkshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North Yorkshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North Yorkshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North Yorkshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North Yorkshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North Yorkshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North Yorkshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North Yorkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North Yorkshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North Yorkshire","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northumberland and Tyne and Wear","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northumberland and Tyne and Wear","Cabinet Office","30","30","[c]","[c]"
"Leaver Dept.","2021","White","Northumberland and Tyne and Wear","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northumberland and Tyne and Wear","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northumberland and Tyne and Wear","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northumberland and Tyne and Wear","Department for Work and Pensions","130","120","27430","27570"
"Leaver Dept.","2021","White","Northumberland and Tyne and Wear","HM Revenue and Customs","110","100","[c]","[c]"
"Leaver Dept.","2021","White","Northumberland and Tyne and Wear","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northumberland and Tyne and Wear","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northumberland and Tyne and Wear","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northumberland and Tyne and Wear","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outer London - East and North East","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outer London - East and North East","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outer London - East and North East","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outer London - East and North East","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outer London - South","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outer London - South","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outer London - South","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outer London - South","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outer London - South","Home Office","70","70","44740","40640"
"Leaver Dept.","2021","White","Outer London - South","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outer London - West and North West","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outer London - West and North West","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outer London - West and North West","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outer London - West and North West","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outer London - West and North West","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outer London - West and North West","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outer London - West and North West","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outer London - West and North West","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outer London - West and North West","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","Foreign, Commonwealth and Development Office","30","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Shropshire and Staffordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Shropshire and Staffordshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Shropshire and Staffordshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Shropshire and Staffordshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Shropshire and Staffordshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Shropshire and Staffordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Shropshire and Staffordshire","Ministry of Justice","30","30","[c]","[c]"
"Leaver Dept.","2021","White","South Yorkshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South Yorkshire","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South Yorkshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South Yorkshire","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver Dept.","2021","White","South Yorkshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South Yorkshire","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South Yorkshire","Home Office","40","30","[c]","[c]"
"Leaver Dept.","2021","White","South Yorkshire","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South Yorkshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Southern Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Southern Scotland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Southern Scotland","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Southern Scotland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Southern Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Southern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Surrey, East and West Sussex","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Surrey, East and West Sussex","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Surrey, East and West Sussex","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Surrey, East and West Sussex","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Surrey, East and West Sussex","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Surrey, East and West Sussex","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Surrey, East and West Sussex","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Tees Valley and Durham","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Tees Valley and Durham","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver Dept.","2021","White","Tees Valley and Durham","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2021","White","Tees Valley and Durham","Home Office","30","30","[c]","[c]"
"Leaver Dept.","2021","White","Tees Valley and Durham","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Cabinet Office","190","190","36770","32000"
"Leaver Dept.","2021","White","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Central Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Central Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Central Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Central Scotland","Department for Work and Pensions","70","70","25810","27570"
"Leaver Dept.","2021","White","West Central Scotland","HM Revenue and Customs","50","50","[c]","[c]"
"Leaver Dept.","2021","White","West Central Scotland","Home Office","30","30","[c]","[c]"
"Leaver Dept.","2021","White","West Central Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Central Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Central Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Central Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Central Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands","HM Revenue and Customs","30","30","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Wales and The Valleys","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Wales and The Valleys","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Wales and The Valleys","Department for Transport","90","90","28730","25770"
"Leaver Dept.","2021","White","West Wales and The Valleys","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Wales and The Valleys","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Wales and The Valleys","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Wales and The Valleys","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Wales and The Valleys","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Wales and The Valleys","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Yorkshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Yorkshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Yorkshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Yorkshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Yorkshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Yorkshire","Department for Work and Pensions","60","60","35970","31990"
"Leaver Dept.","2021","White","West Yorkshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Yorkshire","HM Revenue and Customs","30","30","[c]","[c]"
"Leaver Dept.","2021","White","West Yorkshire","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Yorkshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Yorkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Yorkshire","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Yorkshire","Ministry of Justice","40","30","[c]","[c]"
"Leaver Dept.","2021","White","West Yorkshire","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Bedfordshire and Hertfordshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Bedfordshire and Hertfordshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Bedfordshire and Hertfordshire","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Bedfordshire and Hertfordshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Bedfordshire and Hertfordshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Bedfordshire and Hertfordshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Bedfordshire and Hertfordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Bedfordshire and Hertfordshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Bedfordshire and Hertfordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Bedfordshire and Hertfordshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Bedfordshire and Hertfordshire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cheshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cheshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cheshire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cheshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cheshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cheshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cheshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cheshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cheshire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cornwall and Isles of Scilly","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cornwall and Isles of Scilly","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cornwall and Isles of Scilly","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cornwall and Isles of Scilly","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cornwall and Isles of Scilly","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cumbria","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cumbria","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cumbria","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cumbria","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cumbria","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cumbria","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Derbyshire and Nottinghamshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Derbyshire and Nottinghamshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Derbyshire and Nottinghamshire","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Derbyshire and Nottinghamshire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Derbyshire and Nottinghamshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Derbyshire and Nottinghamshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Derbyshire and Nottinghamshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Derbyshire and Nottinghamshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Derbyshire and Nottinghamshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Derbyshire and Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Derbyshire and Nottinghamshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Derbyshire and Nottinghamshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Devon","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Devon","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Devon","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Devon","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Devon","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Devon","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Devon","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Devon","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Devon","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Devon","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Devon","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Devon","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Dorset and Somerset","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Dorset and Somerset","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Dorset and Somerset","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Dorset and Somerset","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Dorset and Somerset","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Dorset and Somerset","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Dorset and Somerset","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Dorset and Somerset","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Dorset and Somerset","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Anglia","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Anglia","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Anglia","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Anglia","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Anglia","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Anglia","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Anglia","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Anglia","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Anglia","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Anglia","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Anglia","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Anglia","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Anglia","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Anglia","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Anglia","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Wales","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Wales","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Wales","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Wales","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Wales","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Wales","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Wales","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Wales","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Wales","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
