"Status","Year","Region_ITL2","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","East Anglia","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Black","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Black","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Mixed","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Mixed","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Other ethnicity","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Unknown","Ministry of Justice","100","90","[c]","[c]"
"Leaver CS","2022","East Anglia","White","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","White","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","White","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","White","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","White","Department for Environment, Food and Rural Affairs","60","60","34530","30220"
"Leaver CS","2022","East Anglia","White","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","White","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","White","Department for Work and Pensions","200","170","25880","27570"
"Leaver CS","2022","East Anglia","White","Department of Health and Social Care","100","90","42270","37650"
"Leaver CS","2022","East Anglia","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","White","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","White","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","White","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","White","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","White","Ministry of Defence","180","170","32070","26670"
"Leaver CS","2022","East Anglia","White","Ministry of Justice","490","450","24950","20970"
"Leaver CS","2022","East Anglia","White","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Black","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Undeclared","UK Statistics Authority","70","60","26950","21700"
"Leaver CS","2022","East Wales","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Unknown","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"Leaver CS","2022","East Wales","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Unknown","HM Revenue and Customs","70","60","[c]","[c]"
"Leaver CS","2022","East Wales","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Unknown","Ministry of Justice","100","90","[c]","[c]"
"Leaver CS","2022","East Wales","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","White","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","White","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","White","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","White","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","White","Department for Business, Energy and Industrial Strategy","90","80","33200","27460"
"Leaver CS","2022","East Wales","White","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","White","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","White","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","White","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","White","Department for Work and Pensions","130","110","26050","26120"
"Leaver CS","2022","East Wales","White","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","White","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","White","HM Revenue and Customs","210","170","[c]","[c]"
"Leaver CS","2022","East Wales","White","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","White","Home Office","40","30","[c]","[c]"
"Leaver CS","2022","East Wales","White","Ministry of Defence","50","50","[c]","[c]"
"Leaver CS","2022","East Wales","White","Ministry of Justice","260","240","[c]","[c]"
"Leaver CS","2022","East Wales","White","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","White","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","White","UK Statistics Authority","120","110","34040","30210"
"Leaver CS","2022","East Wales","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","White","Welsh Government","130","110","44870","37410"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Asian","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Asian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Asian","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Asian","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Black","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Black","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Black","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Mixed","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
