"Status","Year","Region_ITL2","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedfordshire and Hertfordshire","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Chinese","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Chinese","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","Department for Work and Pensions","40","30","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","Department of Health and Social Care","30","30","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","Department for Work and Pensions","60","60","29290","29290"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","Ministry of Defence","60","50","38210","36300"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Department for Work and Pensions","80","70","32230","29290"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Ministry of Defence","50","50","33770","34480"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Ministry of Justice","190","180","25910","24020"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","White","Attorney General's Departments","120","100","42010","40000"
"In post","2021","Bedfordshire and Hertfordshire","White","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","White","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","White","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","White","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","White","Department for Transport","80","80","29950","30240"
"In post","2021","Bedfordshire and Hertfordshire","White","Department for Work and Pensions","680","610","29910","29290"
"In post","2021","Bedfordshire and Hertfordshire","White","Department of Health and Social Care","220","220","46560","41130"
"In post","2021","Bedfordshire and Hertfordshire","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","White","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","White","Home Office","180","150","29420","27370"
"In post","2021","Bedfordshire and Hertfordshire","White","Ministry of Defence","560","550","35550","33300"
"In post","2021","Bedfordshire and Hertfordshire","White","Ministry of Housing, Communities and Local Government","40","30","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","White","Ministry of Justice","890","830","29240","28200"
"In post","2021","Bedfordshire and Hertfordshire","White","National Crime Agency","90","80","39450","39700"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","Department for Work and Pensions","210","180","27690","28920"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","Foreign, Commonwealth and Development Office","50","50","33700","27460"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","HM Revenue and Customs","50","50","31370","29570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","Ministry of Defence","70","70","31110","26670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","Ministry of Justice","100","90","28180","25830"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","Department for Work and Pensions","80","70","28250","28390"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","Ministry of Justice","100","100","29460","29010"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","Ministry of Justice","60","50","29790","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Department for Work and Pensions","50","50","27830","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Department of Health and Social Care","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Foreign, Commonwealth and Development Office","50","50","39780","40420"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Ministry of Defence","140","140","34670","35250"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Ministry of Justice","90","80","30070","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Cabinet Office","50","50","39280","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Department for Environment, Food and Rural Affairs","90","90","33130","30310"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Department for Work and Pensions","80","80","28330","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","HM Revenue and Customs","110","110","27520","25560"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Ministry of Defence","280","280","33000","28510"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Ministry of Justice","350","340","27540","27850"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","Attorney General's Departments","100","90","44770","40800"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","Cabinet Office","50","50","33900","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","Department for Environment, Food and Rural Affairs","230","220","38070","35900"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","Department for International Trade","80","80","48560","51970"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","Department for Transport","50","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","Department for Work and Pensions","690","630","28510","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","Department of Health and Social Care","270","240","44220","39400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","Foreign, Commonwealth and Development Office","860","830","37040","32190"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","HM Revenue and Customs","260","250","33700","31810"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","Home Office","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","Ministry of Defence","2210","2150","32670","28750"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","Ministry of Justice","1910","1810","30680","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","White","National Crime Agency","70","60","39840","39570"
"In post","2021","Cheshire","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Asian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Asian","HM Revenue and Customs","[c]","[c]","[c]","[c]"
