"Status","Year","Parent_department","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Office of Rail and Road","West Central Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","West Midlands","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Inner London - West","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","East Wales","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Inner London - West","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Eastern Scotland","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Eastern Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Eastern Scotland","No function","250","220","31060","30450"
"Leaver CS","2022","Scottish Government","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Eastern Scotland","Unknown","490","450","40360","36130"
"Leaver CS","2022","Scottish Government","Highlands and Islands","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Highlands and Islands","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Highlands and Islands","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Highlands and Islands","Unknown","50","50","30880","28460"
"Leaver CS","2022","Scottish Government","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","North Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","North Eastern Scotland","No function","40","30","[c]","[c]"
"Leaver CS","2022","Scottish Government","North Eastern Scotland","Unknown","50","50","34280","30040"
"Leaver CS","2022","Scottish Government","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Southern Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Southern Scotland","No function","50","40","27580","23780"
"Leaver CS","2022","Scottish Government","Southern Scotland","Unknown","60","50","31780","28990"
"Leaver CS","2022","Scottish Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","West Central Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","West Central Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","West Central Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","West Central Scotland","No function","170","150","29340","26900"
"Leaver CS","2022","Scottish Government","West Central Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","West Central Scotland","Unknown","120","110","40270","36130"
"Leaver CS","2022","The National Archives","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Outer London - West and North West","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Outer London - West and North West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Outer London - West and North West","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Outer London - West and North West","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Outer London - West and North West","No function","40","40","[c]","[c]"
"Leaver CS","2022","The National Archives","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Inner London - West","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Inner London - West","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Inner London - West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Inner London - West","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Inner London - West","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","East Wales","Analysis","80","70","27780","19610"
"Leaver CS","2022","UK Statistics Authority","East Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","East Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","East Wales","Digital, Data & Technology","70","60","34900","32530"
"Leaver CS","2022","UK Statistics Authority","East Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","East Wales","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","East Wales","No function","50","40","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","East Wales","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Hampshire and Isle of Wight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Hampshire and Isle of Wight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Hampshire and Isle of Wight","No function","240","170","22600","19860"
"Leaver CS","2022","UK Statistics Authority","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Hampshire and Isle of Wight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Hampshire and Isle of Wight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Inner London - West","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Inner London - West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Inner London - West","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Southern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Inner London - West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Inner London - West","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","East Wales","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","West Midlands","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","West Midlands","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","West Midlands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","West Midlands","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","West Midlands","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","West Midlands","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","East Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","East Wales","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","East Wales","Unknown","140","130","44670","37410"
"Leaver CS","2022","Welsh Government","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","West Wales and The Valleys","Unknown","100","90","39700","36080"
"Leaver Dept.","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Devon","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","East Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Greater Manchester","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Inner London - West","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Inner London - West","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Inner London - West","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Inner London - West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Inner London - West","Legal","100","100","45950","50250"
"Leaver Dept.","2021","Attorney General's Departments","Inner London - West","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Inner London - West","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Lancashire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Merseyside","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Merseyside","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","North Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","North Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","North Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Northumberland and Tyne and Wear","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Outer London - South","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","East Anglia","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Eastern Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Inner London - East","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Inner London - East","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Inner London - East","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Inner London - East","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Inner London - West","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Inner London - West","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Inner London - West","Communications","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Inner London - West","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Inner London - West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Inner London - West","Human Resources","90","90","43630","34620"
"Leaver Dept.","2021","Cabinet Office","Inner London - West","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Inner London - West","No function","400","390","47110","41820"
"Leaver Dept.","2021","Cabinet Office","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Inner London - West","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Inner London - West","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Merseyside","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Merseyside","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","North Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Northumberland and Tyne and Wear","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Northumberland and Tyne and Wear","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","No function","570","570","33550","32000"
"Leaver Dept.","2021","Cabinet Office","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","West Central Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","West Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Inner London - West","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Inner London - West","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Inner London - West","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Eastern Scotland","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Inner London - East","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Inner London - East","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","East Anglia","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","East Wales","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","East Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","East Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","East Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","East Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","East Wales","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Eastern Scotland","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Eastern Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Essex","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Greater Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Greater Manchester","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Inner London - East","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Inner London - East","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Inner London - East","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Inner London - West","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Inner London - West","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Inner London - West","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Inner London - West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Inner London - West","No function","320","290","47620","40220"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Inner London - West","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Kent","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Lancashire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Merseyside","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","West Central Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","West Midlands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","West Midlands","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","West Yorkshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Inner London - West","Analysis","[c]","[c]","[c]","[c]"
