"Status","Year","Responsibility_level","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","SEO/HEO","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Wales Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Water Services Regulation Authority","West Midlands (England)","110","100","47300","46920"
"In post","2021","SEO/HEO","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Welsh Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Welsh Government (excl. agencies)","Wales","2530","2400","40840","37410"
"In post","2021","SEO/HEO","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Wilton Park","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","FCDO Services","South East (England)","40","40","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Prison and Probation Service","East Midlands (England)","960","880","29420","28260"
"In post","2021","Unknown","HM Prison and Probation Service","East of England","1020","930","28610","28200"
"In post","2021","Unknown","HM Prison and Probation Service","London","1560","1500","33530","32090"
"In post","2021","Unknown","HM Prison and Probation Service","North East (England)","700","650","29300","28200"
"In post","2021","Unknown","HM Prison and Probation Service","North West (England)","1850","1720","29570","30210"
"In post","2021","Unknown","HM Prison and Probation Service","South East (England)","1330","1220","29280","28200"
"In post","2021","Unknown","HM Prison and Probation Service","South West (England)","910","810","29520","28800"
"In post","2021","Unknown","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Prison and Probation Service","Wales","1090","1020","29720","28470"
"In post","2021","Unknown","HM Prison and Probation Service","West Midlands (England)","1350","1240","29320","28200"
"In post","2021","Unknown","HM Prison and Probation Service","Yorkshire and The Humber","1320","1200","29700","30210"
"In post","2021","Unknown","Home Office (incl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Overseas","220","220","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office (incl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal Aid Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal Aid Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal Aid Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","London","40","30","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","South East (England)","140","140","44740","41020"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","South West (England)","90","80","44300","37610"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Unknown","80","80","29270","27370"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","West Midlands (England)","50","50","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Royal Fleet Auxiliary","Unknown","1830","1830","37620","34460"
"In post","2021","Unknown","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Submarine Delivery Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Submarine Delivery Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Submarine Delivery Agency","North West (England)","150","150","42610","41000"
"In post","2021","Unknown","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Submarine Delivery Agency","Scotland","90","90","39930","41000"
"In post","2021","Unknown","Submarine Delivery Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Submarine Delivery Agency","South West (England)","1500","1470","41610","39860"
"In post","2022","AA/AO","Accountant in Bankruptcy","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Advisory, Conciliation and Arbitration Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Advisory, Conciliation and Arbitration Service","East of England","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Advisory, Conciliation and Arbitration Service","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Advisory, Conciliation and Arbitration Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Advisory, Conciliation and Arbitration Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Advisory, Conciliation and Arbitration Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Advisory, Conciliation and Arbitration Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Advisory, Conciliation and Arbitration Service","Wales","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Advisory, Conciliation and Arbitration Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Animal and Plant Health Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Animal and Plant Health Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Animal and Plant Health Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Animal and Plant Health Agency","North West (England)","140","130","21420","21300"
"In post","2022","AA/AO","Animal and Plant Health Agency","Scotland","40","40","[c]","[c]"
"In post","2022","AA/AO","Animal and Plant Health Agency","South East (England)","190","180","24250","24370"
"In post","2022","AA/AO","Animal and Plant Health Agency","South West (England)","160","150","21330","21300"
"In post","2022","AA/AO","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Animal and Plant Health Agency","Wales","130","120","21310","21300"
"In post","2022","AA/AO","Animal and Plant Health Agency","West Midlands (England)","80","70","21350","21300"
"In post","2022","AA/AO","Animal and Plant Health Agency","Yorkshire and The Humber","70","70","22000","21300"
"In post","2022","AA/AO","Cabinet Office (excl. agencies)","London","110","110","24170","24490"
"In post","2022","AA/AO","Cabinet Office (excl. agencies)","North East (England)","170","160","21050","21050"
"In post","2022","AA/AO","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Cabinet Office (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Cabinet Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Cabinet Office (excl. agencies)","Yorkshire and The Humber","130","120","21190","21170"
"In post","2022","AA/AO","Centre for Environment, Fisheries and Aquaculture Science","East of England","40","30","[c]","[c]"
"In post","2022","AA/AO","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Companies House","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Companies House","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Companies House","Wales","410","360","21690","22740"
"In post","2022","AA/AO","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Criminal Injuries Compensation Authority","Scotland","120","110","21010","20970"
"In post","2022","AA/AO","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Crown Commercial Service","East of England","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Crown Commercial Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Crown Commercial Service","Wales","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Crown Commercial Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Crown Office and Procurator Fiscal Service","Scotland","790","720","22520","23230"
"In post","2022","AA/AO","Crown Prosecution Service","East Midlands (England)","110","100","21900","22200"
"In post","2022","AA/AO","Crown Prosecution Service","East of England","120","100","23010","23770"
"In post","2022","AA/AO","Crown Prosecution Service","London","350","330","23370","23770"
"In post","2022","AA/AO","Crown Prosecution Service","North East (England)","90","70","22300","22200"
"In post","2022","AA/AO","Crown Prosecution Service","North West (England)","220","200","22090","22200"
"In post","2022","AA/AO","Crown Prosecution Service","South East (England)","160","150","23620","23770"
"In post","2022","AA/AO","Crown Prosecution Service","South West (England)","60","50","22240","22200"
"In post","2022","AA/AO","Crown Prosecution Service","Wales","70","70","21960","22200"
"In post","2022","AA/AO","Crown Prosecution Service","West Midlands (England)","120","110","22280","22200"
"In post","2022","AA/AO","Crown Prosecution Service","Yorkshire and The Humber","170","160","22110","22200"
"In post","2022","AA/AO","Defence Electronics and Components Agency","Wales","80","80","21010","21770"
"In post","2022","AA/AO","Defence Electronics and Components Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Defence Science and Technology Laboratory","South East (England)","30","30","[c]","[c]"
"In post","2022","AA/AO","Defence Science and Technology Laboratory","South West (England)","150","150","20450","18330"
"In post","2022","AA/AO","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","50","50","25670","24900"
"In post","2022","AA/AO","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Education (excl. agencies)","North East (England)","30","30","[c]","[c]"
"In post","2022","AA/AO","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Education (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Education (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","London","80","80","24370","24370"
"In post","2022","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Levelling Up, Housing and Communities (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Transport (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Transport (excl. agencies)","London","110","90","30760","33390"
"In post","2022","AA/AO","Department for Transport (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Transport (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Transport (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department for Work and Pensions (excl. agencies)","East Midlands (England)","1600","1360","21080","21260"
"In post","2022","AA/AO","Department for Work and Pensions (excl. agencies)","East of England","1010","860","22930","23230"
"In post","2022","AA/AO","Department for Work and Pensions (excl. agencies)","London","1520","1330","24530","25110"
"In post","2022","AA/AO","Department for Work and Pensions (excl. agencies)","North East (England)","4160","3590","21120","21260"
"In post","2022","AA/AO","Department for Work and Pensions (excl. agencies)","North West (England)","6770","5930","21050","21260"
"In post","2022","AA/AO","Department for Work and Pensions (excl. agencies)","Scotland","3660","3170","21030","21260"
"In post","2022","AA/AO","Department for Work and Pensions (excl. agencies)","South East (England)","1790","1540","22390","21260"
"In post","2022","AA/AO","Department for Work and Pensions (excl. agencies)","South West (England)","1720","1430","21120","21260"
"In post","2022","AA/AO","Department for Work and Pensions (excl. agencies)","Unknown","120","100","23010","23050"
"In post","2022","AA/AO","Department for Work and Pensions (excl. agencies)","Wales","2010","1760","21120","21260"
"In post","2022","AA/AO","Department for Work and Pensions (excl. agencies)","West Midlands (England)","2370","1980","20990","21260"
"In post","2022","AA/AO","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","2330","1990","21080","21260"
"In post","2022","AA/AO","Department of Health and Social Care (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department of Health and Social Care (excl. agencies)","London","30","30","[c]","[c]"
"In post","2022","AA/AO","Department of Health and Social Care (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department of Health and Social Care (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department of Health and Social Care (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department of Health and Social Care (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department of Health and Social Care (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Disclosure Scotland","Scotland","220","200","22650","23230"
"In post","2022","AA/AO","Driver and Vehicle Licensing Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Driver and Vehicle Licensing Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Driver and Vehicle Licensing Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Driver and Vehicle Licensing Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Driver and Vehicle Licensing Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Driver and Vehicle Licensing Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Driver and Vehicle Licensing Agency","Wales","4050","3430","20890","21840"
"In post","2022","AA/AO","Driver and Vehicle Licensing Agency","West Midlands (England)","80","70","21840","21840"
"In post","2022","AA/AO","Driver and Vehicle Standards Agency","East Midlands (England)","80","70","24880","26830"
"In post","2022","AA/AO","Driver and Vehicle Standards Agency","East of England","70","70","26840","27380"
"In post","2022","AA/AO","Driver and Vehicle Standards Agency","London","40","30","[c]","[c]"
"In post","2022","AA/AO","Driver and Vehicle Standards Agency","North East (England)","150","140","22490","21840"
"In post","2022","AA/AO","Driver and Vehicle Standards Agency","North West (England)","90","80","25500","26830"
"In post","2022","AA/AO","Driver and Vehicle Standards Agency","Scotland","40","40","[c]","[c]"
"In post","2022","AA/AO","Driver and Vehicle Standards Agency","South East (England)","100","90","26760","26830"
"In post","2022","AA/AO","Driver and Vehicle Standards Agency","South West (England)","100","90","24560","26830"
"In post","2022","AA/AO","Driver and Vehicle Standards Agency","Wales","190","180","22660","21840"
"In post","2022","AA/AO","Driver and Vehicle Standards Agency","West Midlands (England)","90","80","24770","25480"
"In post","2022","AA/AO","Driver and Vehicle Standards Agency","Yorkshire and The Humber","170","150","23830","21840"
"In post","2022","AA/AO","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Education and Skills Funding Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Education and Skills Funding Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Education and Skills Funding Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Education and Skills Funding Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Education and Skills Funding Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Education Scotland","Scotland","40","30","[c]","[c]"
"In post","2022","AA/AO","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","FCDO Services","London","30","30","[c]","[c]"
"In post","2022","AA/AO","FCDO Services","South East (England)","100","100","23460","23100"
"In post","2022","AA/AO","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Food Standards Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","London","190","180","27950","28250"
"In post","2022","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","40","40","[c]","[c]"
"In post","2022","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","120","110","25060","25000"
"In post","2022","AA/AO","Forestry and Land Scotland","Scotland","460","440","25960","25940"
"In post","2022","AA/AO","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Government Legal Department","London","60","60","23900","23920"
"In post","2022","AA/AO","Government Property Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Health and Safety Executive","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Health and Safety Executive","East of England","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Health and Safety Executive","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Health and Safety Executive","North West (England)","120","100","21800","22410"
"In post","2022","AA/AO","Health and Safety Executive","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Health and Safety Executive","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Health and Safety Executive","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Health and Safety Executive","Wales","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Health and Safety Executive","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Health and Safety Executive","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2022","AA/AO","HM Courts and Tribunals Service","East Midlands (England)","960","830","20720","20970"
"In post","2022","AA/AO","HM Courts and Tribunals Service","East of England","660","560","20870","20970"
"In post","2022","AA/AO","HM Courts and Tribunals Service","London","2110","1940","23520","23720"
"In post","2022","AA/AO","HM Courts and Tribunals Service","North East (England)","410","340","20690","20970"
"In post","2022","AA/AO","HM Courts and Tribunals Service","North West (England)","1330","1160","20770","20970"
"In post","2022","AA/AO","HM Courts and Tribunals Service","Scotland","160","150","20960","20970"
"In post","2022","AA/AO","HM Courts and Tribunals Service","South East (England)","770","660","20840","20970"
"In post","2022","AA/AO","HM Courts and Tribunals Service","South West (England)","660","560","20640","20970"
"In post","2022","AA/AO","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","HM Courts and Tribunals Service","Wales","630","570","20740","20970"
"In post","2022","AA/AO","HM Courts and Tribunals Service","West Midlands (England)","1350","1190","20830","20970"
"In post","2022","AA/AO","HM Courts and Tribunals Service","Yorkshire and The Humber","750","620","20700","20970"
"In post","2022","AA/AO","HM Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","HM Crown Prosecution Service Inspectorate","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","HM Land Registry","East Midlands (England)","220","210","22540","22600"
"In post","2022","AA/AO","HM Land Registry","East of England","80","80","22600","22600"
"In post","2022","AA/AO","HM Land Registry","London","60","60","25920","25850"
"In post","2022","AA/AO","HM Land Registry","North East (England)","250","230","22600","22600"
"In post","2022","AA/AO","HM Land Registry","North West (England)","300","270","22600","22600"
"In post","2022","AA/AO","HM Land Registry","South West (England)","350","320","22520","22600"
"In post","2022","AA/AO","HM Land Registry","Wales","210","200","22600","22600"
"In post","2022","AA/AO","HM Land Registry","West Midlands (England)","180","170","22600","22600"
"In post","2022","AA/AO","HM Land Registry","Yorkshire and The Humber","100","100","22600","22600"
"In post","2022","AA/AO","HM Prison and Probation Service","East Midlands (England)","2740","2590","25060","24260"
"In post","2022","AA/AO","HM Prison and Probation Service","East of England","2990","2840","26500","26560"
"In post","2022","AA/AO","HM Prison and Probation Service","London","2980","2870","30290","30800"
"In post","2022","AA/AO","HM Prison and Probation Service","North East (England)","1920","1760","26010","25610"
"In post","2022","AA/AO","HM Prison and Probation Service","North West (England)","3430","3190","25470","24730"
"In post","2022","AA/AO","HM Prison and Probation Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","HM Prison and Probation Service","South East (England)","4610","4420","27730","28140"
"In post","2022","AA/AO","HM Prison and Probation Service","South West (England)","2050","1940","25300","24730"
"In post","2022","AA/AO","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","HM Prison and Probation Service","Wales","1160","1090","24810","24340"
