"Status","Year","Responsibility_level","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","EO","Department for Education (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Education (excl. agencies)","North West (England)","60","60","25000","25000"
"New entrant CS","2022","EO","Department for Education (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Education (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Education (excl. agencies)","Yorkshire and The Humber","70","70","25140","25000"
"New entrant CS","2022","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","London","110","110","27130","27960"
"New entrant CS","2022","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","30","30","[c]","[c]"
"New entrant CS","2022","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for International Trade","London","150","150","26310","26250"
"New entrant CS","2022","EO","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Levelling Up, Housing and Communities (excl. agencies)","London","90","90","27900","27850"
"New entrant CS","2022","EO","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Levelling Up, Housing and Communities (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Levelling Up, Housing and Communities (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2022","EO","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Transport (excl. agencies)","London","60","60","28690","29970"
"New entrant CS","2022","EO","Department for Transport (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Transport (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Transport (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Transport (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Transport (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Work and Pensions (excl. agencies)","East Midlands (England)","240","230","27530","27570"
"New entrant CS","2022","EO","Department for Work and Pensions (excl. agencies)","East of England","350","330","28360","27570"
"New entrant CS","2022","EO","Department for Work and Pensions (excl. agencies)","London","820","800","30830","31060"
"New entrant CS","2022","EO","Department for Work and Pensions (excl. agencies)","North East (England)","370","360","27540","27570"
"New entrant CS","2022","EO","Department for Work and Pensions (excl. agencies)","North West (England)","810","800","27540","27570"
"New entrant CS","2022","EO","Department for Work and Pensions (excl. agencies)","Scotland","460","450","27570","27570"
"New entrant CS","2022","EO","Department for Work and Pensions (excl. agencies)","South East (England)","300","280","28280","27570"
"New entrant CS","2022","EO","Department for Work and Pensions (excl. agencies)","South West (England)","100","100","27570","27570"
"New entrant CS","2022","EO","Department for Work and Pensions (excl. agencies)","Unknown","60","50","29270","29290"
"New entrant CS","2022","EO","Department for Work and Pensions (excl. agencies)","Wales","260","250","27570","27570"
"New entrant CS","2022","EO","Department for Work and Pensions (excl. agencies)","West Midlands (England)","590","570","27530","27570"
"New entrant CS","2022","EO","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","530","520","27530","27570"
"New entrant CS","2022","EO","Department of Health and Social Care (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department of Health and Social Care (excl. agencies)","London","200","130","27400","27270"
"New entrant CS","2022","EO","Department of Health and Social Care (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department of Health and Social Care (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","50","40","[c]","[c]"
"New entrant CS","2022","EO","Disclosure Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Driver and Vehicle Licensing Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Driver and Vehicle Licensing Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Driver and Vehicle Standards Agency","East Midlands (England)","50","40","[c]","[c]"
"New entrant CS","2022","EO","Driver and Vehicle Standards Agency","East of England","40","40","[c]","[c]"
"New entrant CS","2022","EO","Driver and Vehicle Standards Agency","London","40","40","[c]","[c]"
"New entrant CS","2022","EO","Driver and Vehicle Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Driver and Vehicle Standards Agency","North West (England)","40","40","[c]","[c]"
"New entrant CS","2022","EO","Driver and Vehicle Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Driver and Vehicle Standards Agency","South East (England)","60","50","26750","26130"
"New entrant CS","2022","EO","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Driver and Vehicle Standards Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Driver and Vehicle Standards Agency","West Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2022","EO","Driver and Vehicle Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Education and Skills Funding Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Education and Skills Funding Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Education and Skills Funding Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Education and Skills Funding Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Education and Skills Funding Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Education and Skills Funding Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Education Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Estyn","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Food Standards Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Government Legal Department","London","130","120","27450","26950"
"New entrant CS","2022","EO","Government Legal Department","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Government Property Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Government Property Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Government Property Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Government Property Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Health and Safety Executive","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Health and Safety Executive","North West (England)","50","50","26420","26370"
"New entrant CS","2022","EO","Health and Safety Executive","Yorkshire and The Humber","40","40","[c]","[c]"
"New entrant CS","2022","EO","HM Courts and Tribunals Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Courts and Tribunals Service","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Courts and Tribunals Service","London","80","80","28310","28310"
"New entrant CS","2022","EO","HM Courts and Tribunals Service","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Courts and Tribunals Service","North West (England)","50","40","[c]","[c]"
"New entrant CS","2022","EO","HM Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Courts and Tribunals Service","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Courts and Tribunals Service","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Courts and Tribunals Service","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Courts and Tribunals Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Courts and Tribunals Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Land Registry","South West (England)","40","30","[c]","[c]"
"New entrant CS","2022","EO","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Prison and Probation Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Prison and Probation Service","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Prison and Probation Service","London","40","40","[c]","[c]"
"New entrant CS","2022","EO","HM Prison and Probation Service","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Prison and Probation Service","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Prison and Probation Service","South East (England)","30","30","[c]","[c]"
"New entrant CS","2022","EO","HM Prison and Probation Service","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Prison and Probation Service","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Prison and Probation Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Prison and Probation Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Revenue and Customs (excl. agencies)","East Midlands (England)","250","250","26580","26590"
"New entrant CS","2022","EO","HM Revenue and Customs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Revenue and Customs (excl. agencies)","London","280","280","30730","30750"
"New entrant CS","2022","EO","HM Revenue and Customs (excl. agencies)","North East (England)","290","290","26580","26590"
