"Status","Year","Disability","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Female","South Hampshire","240","200","30370","27570"
"In post","2021","Declared disabled","Female","South Lanarkshire","210","180","29860","26120"
"In post","2021","Declared disabled","Female","South Nottinghamshire","60","50","29430","27570"
"In post","2021","Declared disabled","Female","South Teesside","150","130","26680","27570"
"In post","2021","Declared disabled","Female","South West Wales","100","90","27390","27570"
"In post","2021","Declared disabled","Female","Southampton","100","90","27330","27570"
"In post","2021","Declared disabled","Female","Southend-on-Sea","120","100","28900","28130"
"In post","2021","Declared disabled","Female","Staffordshire CC","270","250","29920","27570"
"In post","2021","Declared disabled","Female","Stoke-on-Trent","140","130","25000","21010"
"In post","2021","Declared disabled","Female","Suffolk","240","220","27350","27570"
"In post","2021","Declared disabled","Female","Sunderland","380","310","25310","21440"
"In post","2021","Declared disabled","Female","Swansea","630","510","23780","21590"
"In post","2021","Declared disabled","Female","Swindon","50","40","[c]","[c]"
"In post","2021","Declared disabled","Female","Telford and Wrekin","150","130","30930","27570"
"In post","2021","Declared disabled","Female","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Female","Torbay","40","30","[c]","[c]"
"In post","2021","Declared disabled","Female","Tower Hamlets","300","290","45410","38650"
"In post","2021","Declared disabled","Female","Tyneside","1030","880","27050","25560"
"In post","2021","Declared disabled","Female","Unknown","120","110","30860","27570"
"In post","2021","Declared disabled","Female","Wakefield","100","90","29920","27570"
"In post","2021","Declared disabled","Female","Walsall","60","50","25080","27570"
"In post","2021","Declared disabled","Female","Wandsworth","60","60","30440","30030"
"In post","2021","Declared disabled","Female","Warrington","150","130","28300","27570"
"In post","2021","Declared disabled","Female","Warwickshire","110","100","26040","24660"
"In post","2021","Declared disabled","Female","West Cumbria","80","60","25630","22690"
"In post","2021","Declared disabled","Female","West Essex","50","40","29610","28450"
"In post","2021","Declared disabled","Female","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Female","West Lothian","30","30","[c]","[c]"
"In post","2021","Declared disabled","Female","West Northamptonshire","100","90","25440","22920"
"In post","2021","Declared disabled","Female","West Surrey","130","120","30080","29060"
"In post","2021","Declared disabled","Female","West Sussex (North East)","40","40","[c]","[c]"
"In post","2021","Declared disabled","Female","West Sussex (South West)","100","90","29080","27570"
"In post","2021","Declared disabled","Female","Westminster","2640","2520","45090","40220"
"In post","2021","Declared disabled","Female","Wiltshire","380","350","33200","29360"
"In post","2021","Declared disabled","Female","Wirral","250","200","25210","24020"
"In post","2021","Declared disabled","Female","Wolverhampton","110","90","25010","27570"
"In post","2021","Declared disabled","Female","Worcestershire","160","140","27470","25660"
"In post","2021","Declared disabled","Female","York","170","160","35860","30730"
"In post","2021","Declared disabled","Male","Aberdeen City and Aberdeenshire","50","50","39650","32400"
"In post","2021","Declared disabled","Male","Angus and Dundee City","80","80","23930","21010"
"In post","2021","Declared disabled","Male","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Barking & Dagenham and Havering","30","30","[c]","[c]"
"In post","2021","Declared disabled","Male","Barnet","50","40","[c]","[c]"
"In post","2021","Declared disabled","Male","Barnsley, Doncaster and Rotherham","140","130","28080","26810"
"In post","2021","Declared disabled","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","710","690","38750","37510"
"In post","2021","Declared disabled","Male","Bedford","40","40","[c]","[c]"
"In post","2021","Declared disabled","Male","Belfast","100","90","26950","25560"
"In post","2021","Declared disabled","Male","Berkshire","150","140","33830","31880"
"In post","2021","Declared disabled","Male","Bexley and Greenwich","70","60","32140","31590"
"In post","2021","Declared disabled","Male","Birmingham","470","450","30150","27570"
"In post","2021","Declared disabled","Male","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Blackpool","260","250","28000","27570"
"In post","2021","Declared disabled","Male","Bournemouth and Poole","40","40","[c]","[c]"
"In post","2021","Declared disabled","Male","Bradford","100","90","27030","25560"
"In post","2021","Declared disabled","Male","Breckland and South Norfolk","30","30","[c]","[c]"
"In post","2021","Declared disabled","Male","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Bridgend and Neath Port Talbot","30","30","[c]","[c]"
"In post","2021","Declared disabled","Male","Brighton and Hove","40","30","[c]","[c]"
"In post","2021","Declared disabled","Male","Bristol, City of","300","280","33830","28990"
"In post","2021","Declared disabled","Male","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Buckinghamshire CC","70","70","31560","30400"
"In post","2021","Declared disabled","Male","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Calderdale and Kirklees","60","60","26990","27570"
"In post","2021","Declared disabled","Male","Cambridgeshire CC","170","160","34220","31900"
"In post","2021","Declared disabled","Male","Camden and City of London","130","130","36400","32520"
"In post","2021","Declared disabled","Male","Cardiff and Vale of Glamorgan","460","440","32120","27570"
"In post","2021","Declared disabled","Male","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Central Hampshire","210","210","35100","33300"
"In post","2021","Declared disabled","Male","Central Valleys","60","60","30950","27570"
"In post","2021","Declared disabled","Male","Cheshire East","30","30","[c]","[c]"
"In post","2021","Declared disabled","Male","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Chorley and West Lancashire","60","50","30770","30880"
"In post","2021","Declared disabled","Male","City of Edinburgh","500","490","36180","32140"
"In post","2021","Declared disabled","Male","Clackmannanshire and Fife","80","80","32140","33300"
"In post","2021","Declared disabled","Male","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Cornwall and Isles of Scilly","80","70","26520","26690"
"In post","2021","Declared disabled","Male","Coventry","90","80","34730","30200"
"In post","2021","Declared disabled","Male","Croydon","380","370","39110","35200"
"In post","2021","Declared disabled","Male","Darlington","40","40","[c]","[c]"
"In post","2021","Declared disabled","Male","Derby","60","60","25380","21010"
"In post","2021","Declared disabled","Male","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Devon CC","270","250","30530","27570"
"In post","2021","Declared disabled","Male","Dorset CC","110","110","30500","29200"
"In post","2021","Declared disabled","Male","Dudley","50","40","[c]","[c]"
"In post","2021","Declared disabled","Male","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Durham CC","220","200","26910","25570"
"In post","2021","Declared disabled","Male","Ealing","30","30","[c]","[c]"
"In post","2021","Declared disabled","Male","East Ayrshire and North Ayrshire mainland","30","30","[c]","[c]"
"In post","2021","Declared disabled","Male","East Cumbria","40","40","[c]","[c]"
"In post","2021","Declared disabled","Male","East Derbyshire","30","30","[c]","[c]"
"In post","2021","Declared disabled","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","90","80","31090","33200"
"In post","2021","Declared disabled","Male","East Kent","200","190","28540","27370"
"In post","2021","Declared disabled","Male","East Lancashire","30","30","[c]","[c]"
"In post","2021","Declared disabled","Male","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","East Merseyside","40","40","[c]","[c]"
"In post","2021","Declared disabled","Male","East Riding of Yorkshire","90","90","28710","26930"
"In post","2021","Declared disabled","Male","East Surrey","40","40","[c]","[c]"
"In post","2021","Declared disabled","Male","East Sussex CC","110","100","26230","26610"
"In post","2021","Declared disabled","Male","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Essex Haven Gateway","70","70","34970","30180"
"In post","2021","Declared disabled","Male","Essex Thames Gateway","40","30","[c]","[c]"
"In post","2021","Declared disabled","Male","Falkirk","70","70","27960","27570"
"In post","2021","Declared disabled","Male","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Flintshire and Wrexham","80","70","27380","26780"
"In post","2021","Declared disabled","Male","Glasgow City","500","470","29370","26550"
"In post","2021","Declared disabled","Male","Gloucestershire","60","60","28410","27570"
"In post","2021","Declared disabled","Male","Greater Manchester North East","60","60","28470","27570"
"In post","2021","Declared disabled","Male","Greater Manchester North West","80","70","25640","24730"
"In post","2021","Declared disabled","Male","Greater Manchester South East","70","60","26630","27570"
"In post","2021","Declared disabled","Male","Greater Manchester South West","260","250","29600","27370"
"In post","2021","Declared disabled","Male","Gwent Valleys","40","40","[c]","[c]"
"In post","2021","Declared disabled","Male","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Hackney and Newham","170","160","35010","31060"
"In post","2021","Declared disabled","Male","Haringey and Islington","70","70","33400","31880"
"In post","2021","Declared disabled","Male","Harrow and Hillingdon","160","140","31670","29800"
"In post","2021","Declared disabled","Male","Hartlepool and Stockton-on-Tees","90","80","27650","27570"
"In post","2021","Declared disabled","Male","Heart of Essex","40","40","[c]","[c]"
"In post","2021","Declared disabled","Male","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Hertfordshire","90","90","34180","30750"
"In post","2021","Declared disabled","Male","Hounslow and Richmond upon Thames","130","130","32940","31240"
"In post","2021","Declared disabled","Male","Inverclyde, East Renfrewshire and Renfrewshire","40","40","[c]","[c]"
"In post","2021","Declared disabled","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","50","50","29620","27570"
"In post","2021","Declared disabled","Male","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Isle of Wight","60","60","28300","26580"
"In post","2021","Declared disabled","Male","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Kent Thames Gateway","90","80","31220","31230"
"In post","2021","Declared disabled","Male","Kingston upon Hull, City of","110","100","27180","26500"
"In post","2021","Declared disabled","Male","Lambeth","90","80","40390","34900"
"In post","2021","Declared disabled","Male","Lancaster and Wyre","60","60","29320","26930"
"In post","2021","Declared disabled","Male","Leeds","440","420","32870","28130"
"In post","2021","Declared disabled","Male","Leicester","130","120","25300","21620"
"In post","2021","Declared disabled","Male","Leicestershire CC and Rutland","90","80","30700","27370"
"In post","2021","Declared disabled","Male","Lewisham and Southwark","50","50","34720","31060"
"In post","2021","Declared disabled","Male","Lincolnshire","150","150","29680","27570"
"In post","2021","Declared disabled","Male","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Liverpool","400","380","29330","25560"
"In post","2021","Declared disabled","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Manchester","420","410","32390","28130"
"In post","2021","Declared disabled","Male","Medway","60","60","33900","30480"
"In post","2021","Declared disabled","Male","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Mid Kent","40","40","[c]","[c]"
"In post","2021","Declared disabled","Male","Mid Lancashire","290","270","26980","23410"
"In post","2021","Declared disabled","Male","Milton Keynes","90","90","31970","30430"
"In post","2021","Declared disabled","Male","Monmouthshire and Newport","170","160","35740","32460"
"In post","2021","Declared disabled","Male","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","North and North East Lincolnshire","30","30","[c]","[c]"
"In post","2021","Declared disabled","Male","North and West Norfolk","60","60","29820","31650"
"In post","2021","Declared disabled","Male","North Hampshire","30","30","[c]","[c]"
"In post","2021","Declared disabled","Male","North Lanarkshire","80","80","27060","25560"
"In post","2021","Declared disabled","Male","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","North Nottinghamshire","50","50","[c]","[c]"
"In post","2021","Declared disabled","Male","North Yorkshire CC","80","70","28700","27570"
"In post","2021","Declared disabled","Male","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Norwich and East Norfolk","90","80","30230","27570"
"In post","2021","Declared disabled","Male","Nottingham","350","330","29520","27570"
"In post","2021","Declared disabled","Male","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Overseas","140","140","48330","42800"
"In post","2021","Declared disabled","Male","Oxfordshire","140","130","32560","30400"
"In post","2021","Declared disabled","Male","Perth and Kinross and Stirling","60","60","33110","33650"
"In post","2021","Declared disabled","Male","Peterborough","80","70","28480","27570"
"In post","2021","Declared disabled","Male","Plymouth","140","130","30360","27570"
"In post","2021","Declared disabled","Male","Portsmouth","200","190","29790","27570"
"In post","2021","Declared disabled","Male","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Redbridge and Waltham Forest","40","30","[c]","[c]"
"In post","2021","Declared disabled","Male","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Sefton","250","230","29650","27570"
"In post","2021","Declared disabled","Male","Sheffield","340","320","32290","27570"
"In post","2021","Declared disabled","Male","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Shropshire CC","80","80","28920","28380"
"In post","2021","Declared disabled","Male","Solihull","50","40","[c]","[c]"
"In post","2021","Declared disabled","Male","Somerset","110","100","31380","27570"
"In post","2021","Declared disabled","Male","South and West Derbyshire","60","60","31800","30020"
"In post","2021","Declared disabled","Male","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","South Hampshire","190","170","29150","26930"
"In post","2021","Declared disabled","Male","South Lanarkshire","120","100","29740","26120"
"In post","2021","Declared disabled","Male","South Nottinghamshire","60","50","32390","29400"
"In post","2021","Declared disabled","Male","South Teesside","70","60","24820","21010"
"In post","2021","Declared disabled","Male","South West Wales","60","60","28930","27570"
"In post","2021","Declared disabled","Male","Southampton","50","50","32190","27570"
"In post","2021","Declared disabled","Male","Southend-on-Sea","60","50","34720","31810"
"In post","2021","Declared disabled","Male","Staffordshire CC","200","190","30350","27570"
"In post","2021","Declared disabled","Male","Stoke-on-Trent","80","70","25580","22260"
"In post","2021","Declared disabled","Male","Suffolk","170","160","28890","27570"
"In post","2021","Declared disabled","Male","Sunderland","160","140","24970","21440"
"In post","2021","Declared disabled","Male","Swansea","320","290","27230","21590"
"In post","2021","Declared disabled","Male","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Telford and Wrekin","90","90","33030","27570"
"In post","2021","Declared disabled","Male","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Tower Hamlets","220","210","46310","42070"
"In post","2021","Declared disabled","Male","Tyneside","710","660","27620","23130"
"In post","2021","Declared disabled","Male","Unknown","70","70","32220","27570"
"In post","2021","Declared disabled","Male","Wakefield","70","60","33300","31650"
"In post","2021","Declared disabled","Male","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","Wandsworth","40","40","[c]","[c]"
"In post","2021","Declared disabled","Male","Warrington","80","80","32620","29530"
"In post","2021","Declared disabled","Male","Warwickshire","60","50","26190","23320"
"In post","2021","Declared disabled","Male","West Cumbria","60","60","29960","27050"
"In post","2021","Declared disabled","Male","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","West Kent","40","30","[c]","[c]"
"In post","2021","Declared disabled","Male","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Male","West Northamptonshire","40","40","[c]","[c]"
"In post","2021","Declared disabled","Male","West Surrey","100","90","32640","29290"
"In post","2021","Declared disabled","Male","West Sussex (North East)","50","40","[c]","[c]"
"In post","2021","Declared disabled","Male","West Sussex (South West)","60","50","30120","27570"
"In post","2021","Declared disabled","Male","Westminster","2060","2030","46760","41760"
"In post","2021","Declared disabled","Male","Wiltshire","370","360","35890","33300"
"In post","2021","Declared disabled","Male","Wirral","140","120","25060","21010"
"In post","2021","Declared disabled","Male","Wolverhampton","40","40","[c]","[c]"
"In post","2021","Declared disabled","Male","Worcestershire","80","80","31290","30140"
