"Status","Year","Disability","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared disabled","65+","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","65+","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Inner London - West","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","16-19","West Yorkshire","40","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","20-29","Bedfordshire and Hertfordshire","150","150","26870","28140"
"New entrant CS","2022","Declared non-disabled","20-29","Berkshire, Buckinghamshire and Oxfordshire","240","240","26520","27570"
"New entrant CS","2022","Declared non-disabled","20-29","Cheshire","100","100","23930","23140"
"New entrant CS","2022","Declared non-disabled","20-29","Cornwall and Isles of Scilly","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","20-29","Cumbria","70","70","22750","21300"
"New entrant CS","2022","Declared non-disabled","20-29","Derbyshire and Nottinghamshire","430","420","24860","23170"
"New entrant CS","2022","Declared non-disabled","20-29","Devon","230","230","22890","21750"
"New entrant CS","2022","Declared non-disabled","20-29","Dorset and Somerset","120","120","23730","21510"
"New entrant CS","2022","Declared non-disabled","20-29","East Anglia","380","380","24830","24270"
"New entrant CS","2022","Declared non-disabled","20-29","East Wales","590","590","25280","23170"
"New entrant CS","2022","Declared non-disabled","20-29","East Yorkshire and Northern Lincolnshire","140","140","22810","23140"
"New entrant CS","2022","Declared non-disabled","20-29","Eastern Scotland","620","620","26140","24400"
"New entrant CS","2022","Declared non-disabled","20-29","Essex","130","130","25540","24250"
"New entrant CS","2022","Declared non-disabled","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","930","920","25770","25000"
"New entrant CS","2022","Declared non-disabled","20-29","Greater Manchester","760","750","25800","23170"
"New entrant CS","2022","Declared non-disabled","20-29","Hampshire and Isle of Wight","400","390","25770","25050"
"New entrant CS","2022","Declared non-disabled","20-29","Herefordshire, Worcestershire and Warwickshire","90","90","24010","23140"
"New entrant CS","2022","Declared non-disabled","20-29","Highlands and Islands","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","20-29","Inner London - East","700","690","31980","30880"
"New entrant CS","2022","Declared non-disabled","20-29","Inner London - West","1990","1970","33040","32560"
"New entrant CS","2022","Declared non-disabled","20-29","Kent","180","170","25350","24920"
"New entrant CS","2022","Declared non-disabled","20-29","Lancashire","370","360","23790","23140"
"New entrant CS","2022","Declared non-disabled","20-29","Leicestershire, Rutland and Northamptonshire","250","250","22900","23140"
"New entrant CS","2022","Declared non-disabled","20-29","Lincolnshire","110","110","23940","23170"
"New entrant CS","2022","Declared non-disabled","20-29","Merseyside","560","550","24260","21260"
"New entrant CS","2022","Declared non-disabled","20-29","North Eastern Scotland","50","50","27890","27230"
"New entrant CS","2022","Declared non-disabled","20-29","North Yorkshire","150","150","26390","26370"
"New entrant CS","2022","Declared non-disabled","20-29","Northern Ireland","120","110","26710","26590"
"New entrant CS","2022","Declared non-disabled","20-29","Northumberland, and Tyne and Wear","720","710","24320","21300"
"New entrant CS","2022","Declared non-disabled","20-29","Outer London - East and North East","170","170","28250","29020"
"New entrant CS","2022","Declared non-disabled","20-29","Outer London - South","150","150","30580","30750"
"New entrant CS","2022","Declared non-disabled","20-29","Outer London - West and North West","310","290","28450","27060"
"New entrant CS","2022","Declared non-disabled","20-29","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","20-29","Shropshire and Staffordshire","210","210","23540","23140"
"New entrant CS","2022","Declared non-disabled","20-29","South Yorkshire","190","190","24870","23170"
"New entrant CS","2022","Declared non-disabled","20-29","Southern Scotland","160","160","23510","21260"
"New entrant CS","2022","Declared non-disabled","20-29","Surrey, East and West Sussex","290","280","26280","25010"
"New entrant CS","2022","Declared non-disabled","20-29","Tees Valley and Durham","230","230","23790","23140"
"New entrant CS","2022","Declared non-disabled","20-29","Unknown","90","80","28550","28000"
"New entrant CS","2022","Declared non-disabled","20-29","West Central Scotland","610","610","26010","23450"
"New entrant CS","2022","Declared non-disabled","20-29","West Midlands","760","740","25640","24570"
"New entrant CS","2022","Declared non-disabled","20-29","West Wales and The Valleys","360","350","22960","21840"
"New entrant CS","2022","Declared non-disabled","20-29","West Yorkshire","730","710","25940","24800"
"New entrant CS","2022","Declared non-disabled","30-39","Bedfordshire and Hertfordshire","90","90","28840","28140"
"New entrant CS","2022","Declared non-disabled","30-39","Berkshire, Buckinghamshire and Oxfordshire","190","180","30280","28140"
"New entrant CS","2022","Declared non-disabled","30-39","Cheshire","60","60","26810","23140"
"New entrant CS","2022","Declared non-disabled","30-39","Cornwall and Isles of Scilly","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","30-39","Cumbria","70","60","25280","21300"
"New entrant CS","2022","Declared non-disabled","30-39","Derbyshire and Nottinghamshire","290","280","28020","26590"
"New entrant CS","2022","Declared non-disabled","30-39","Devon","130","130","28240","24150"
"New entrant CS","2022","Declared non-disabled","30-39","Dorset and Somerset","80","80","28020","25580"
"New entrant CS","2022","Declared non-disabled","30-39","East Anglia","270","260","26770","25010"
"New entrant CS","2022","Declared non-disabled","30-39","East Wales","430","420","30020","26590"
"New entrant CS","2022","Declared non-disabled","30-39","East Yorkshire and Northern Lincolnshire","80","80","26190","23170"
"New entrant CS","2022","Declared non-disabled","30-39","Eastern Scotland","480","470","30320","27230"
"New entrant CS","2022","Declared non-disabled","30-39","Essex","90","80","29640","24920"
"New entrant CS","2022","Declared non-disabled","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","550","530","33110","31580"
"New entrant CS","2022","Declared non-disabled","30-39","Greater Manchester","470","460","29840","26590"
"New entrant CS","2022","Declared non-disabled","30-39","Hampshire and Isle of Wight","210","190","30470","27570"
"New entrant CS","2022","Declared non-disabled","30-39","Herefordshire, Worcestershire and Warwickshire","90","90","26290","24920"
"New entrant CS","2022","Declared non-disabled","30-39","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","30-39","Inner London - East","440","430","39700","34550"
"New entrant CS","2022","Declared non-disabled","30-39","Inner London - West","850","830","42950","41650"
"New entrant CS","2022","Declared non-disabled","30-39","Kent","110","110","27290","26140"
"New entrant CS","2022","Declared non-disabled","30-39","Lancashire","240","230","26450","23170"
"New entrant CS","2022","Declared non-disabled","30-39","Leicestershire, Rutland and Northamptonshire","110","110","24730","23140"
"New entrant CS","2022","Declared non-disabled","30-39","Lincolnshire","70","70","26660","23170"
"New entrant CS","2022","Declared non-disabled","30-39","Merseyside","390","380","26280","26370"
"New entrant CS","2022","Declared non-disabled","30-39","North Eastern Scotland","40","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","30-39","North Yorkshire","100","100","34250","31820"
"New entrant CS","2022","Declared non-disabled","30-39","Northern Ireland","70","70","31350","31530"
"New entrant CS","2022","Declared non-disabled","30-39","Northumberland, and Tyne and Wear","460","440","27180","25660"
"New entrant CS","2022","Declared non-disabled","30-39","Outer London - East and North East","100","90","32070","31060"
"New entrant CS","2022","Declared non-disabled","30-39","Outer London - South","90","90","33460","31060"
"New entrant CS","2022","Declared non-disabled","30-39","Outer London - West and North West","160","150","32960","31060"
"New entrant CS","2022","Declared non-disabled","30-39","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","30-39","Shropshire and Staffordshire","140","130","27350","23170"
"New entrant CS","2022","Declared non-disabled","30-39","South Yorkshire","110","110","29660","27570"
"New entrant CS","2022","Declared non-disabled","30-39","Southern Scotland","120","110","25880","24500"
"New entrant CS","2022","Declared non-disabled","30-39","Surrey, East and West Sussex","160","160","30020","27960"
"New entrant CS","2022","Declared non-disabled","30-39","Tees Valley and Durham","180","180","27850","24620"
"New entrant CS","2022","Declared non-disabled","30-39","Unknown","60","60","33950","31060"
"New entrant CS","2022","Declared non-disabled","30-39","West Central Scotland","480","480","30430","27570"
"New entrant CS","2022","Declared non-disabled","30-39","West Midlands","470","460","29380","27570"
"New entrant CS","2022","Declared non-disabled","30-39","West Wales and The Valleys","270","260","26550","23170"
"New entrant CS","2022","Declared non-disabled","30-39","West Yorkshire","420","410","30970","27570"
"New entrant CS","2022","Declared non-disabled","40-49","Bedfordshire and Hertfordshire","70","70","33580","29290"
"New entrant CS","2022","Declared non-disabled","40-49","Berkshire, Buckinghamshire and Oxfordshire","130","120","31720","28200"
"New entrant CS","2022","Declared non-disabled","40-49","Cheshire","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","40-49","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","40-49","Cumbria","50","50","27690","21300"
"New entrant CS","2022","Declared non-disabled","40-49","Derbyshire and Nottinghamshire","220","210","28860","26590"
