"Status","Year","Age","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","North West (England)","Property","90","90","36320","32330"
"In post","2021","30-39","North West (England)","Security","50","50","[c]","[c]"
"In post","2021","30-39","North West (England)","Unknown","4850","4520","26820","26480"
"In post","2021","30-39","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","Counter Fraud","90","90","31060","25560"
"In post","2021","30-39","Northern Ireland","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","No function","480","460","28450","25560"
"In post","2021","30-39","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","Security","40","40","[c]","[c]"
"In post","2021","30-39","Northern Ireland","Unknown","170","150","24420","24880"
"In post","2021","30-39","Overseas","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","No function","500","500","47700","50770"
"In post","2021","30-39","Overseas","Project Delivery","240","240","52410","53000"
"In post","2021","30-39","Overseas","Property","40","40","[c]","[c]"
"In post","2021","30-39","Overseas","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","Unknown","230","230","41790","40120"
"In post","2021","30-39","Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland","Commercial","70","70","37420","36780"
"In post","2021","30-39","Scotland","Communications","60","50","31090","31810"
"In post","2021","30-39","Scotland","Counter Fraud","200","190","29510","25560"
"In post","2021","30-39","Scotland","Debt","320","300","21870","20140"
"In post","2021","30-39","Scotland","Digital, Data & Technology","180","180","35610","33930"
"In post","2021","30-39","Scotland","Finance","170","160","32070","30080"
"In post","2021","30-39","Scotland","Human Resources","220","210","29230","26550"
"In post","2021","30-39","Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland","Legal","600","560","36230","30540"
"In post","2021","30-39","Scotland","No function","2900","2780","29340","26700"
"In post","2021","30-39","Scotland","Project Delivery","380","370","36170","33930"
"In post","2021","30-39","Scotland","Property","250","240","29820","28120"
"In post","2021","30-39","Scotland","Security","250","250","30460","28890"
"In post","2021","30-39","Scotland","Unknown","4700","4420","33820","29190"
"In post","2021","30-39","South East (England)","Analysis","250","240","40160","37340"
"In post","2021","30-39","South East (England)","Commercial","110","110","36000","33300"
"In post","2021","30-39","South East (England)","Communications","60","60","34260","34150"
"In post","2021","30-39","South East (England)","Counter Fraud","70","60","29240","25560"
"In post","2021","30-39","South East (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","South East (England)","Digital, Data & Technology","180","170","36310","33300"
"In post","2021","30-39","South East (England)","Finance","160","150","35950","33300"
"In post","2021","30-39","South East (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","South East (England)","Human Resources","100","90","34080","31180"
"In post","2021","30-39","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","South East (England)","Legal","140","130","40910","40000"
"In post","2021","30-39","South East (England)","No function","3220","3040","30880","30400"
"In post","2021","30-39","South East (England)","Project Delivery","410","400","36730","34640"
"In post","2021","30-39","South East (England)","Property","140","140","34020","33300"
"In post","2021","30-39","South East (England)","Security","390","390","33380","30890"
"In post","2021","30-39","South East (England)","Unknown","2280","2120","28230","27570"
"In post","2021","30-39","South West (England)","Analysis","160","150","37310","36300"
"In post","2021","30-39","South West (England)","Commercial","320","310","39880","39100"
"In post","2021","30-39","South West (England)","Communications","90","80","34840","33300"
"In post","2021","30-39","South West (England)","Counter Fraud","70","70","32500","26000"
"In post","2021","30-39","South West (England)","Digital, Data & Technology","580","570","37380","38200"
"In post","2021","30-39","South West (England)","Finance","260","240","38170","36330"
"In post","2021","30-39","South West (England)","Grants Management","30","30","[c]","[c]"
"In post","2021","30-39","South West (England)","Human Resources","270","240","32990","31700"
"In post","2021","30-39","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","South West (England)","Legal","100","90","42480","40000"
"In post","2021","30-39","South West (England)","No function","2910","2760","32540","31180"
"In post","2021","30-39","South West (England)","Project Delivery","2610","2510","37560","37320"
"In post","2021","30-39","South West (England)","Property","250","230","31510","31100"
"In post","2021","30-39","South West (England)","Security","160","150","28150","25680"
"In post","2021","30-39","South West (England)","Unknown","1690","1530","28090","27570"
"In post","2021","30-39","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","No function","120","120","41580","33250"
"In post","2021","30-39","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","610","600","35230","32400"
"In post","2021","30-39","Wales","Analysis","350","330","36700","36250"
"In post","2021","30-39","Wales","Commercial","100","90","33950","31730"
"In post","2021","30-39","Wales","Communications","330","320","29300","25560"
"In post","2021","30-39","Wales","Counter Fraud","80","80","30160","25560"
"In post","2021","30-39","Wales","Debt","80","80","23150","20140"
"In post","2021","30-39","Wales","Digital, Data & Technology","520","520","37860","36030"
"In post","2021","30-39","Wales","Finance","90","90","33130","30730"
"In post","2021","30-39","Wales","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales","Human Resources","200","190","33780","30730"
"In post","2021","30-39","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales","Legal","110","100","38630","36880"
"In post","2021","30-39","Wales","No function","3900","3580","26270","23010"
"In post","2021","30-39","Wales","Project Delivery","130","130","37070","32740"
"In post","2021","30-39","Wales","Property","100","100","33140","31100"
"In post","2021","30-39","Wales","Security","60","60","27580","25390"
"In post","2021","30-39","Wales","Unknown","2590","2420","31640","27570"
"In post","2021","30-39","West Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Midlands (England)","Commercial","70","70","36520","36710"
"In post","2021","30-39","West Midlands (England)","Communications","110","100","31760","31810"
"In post","2021","30-39","West Midlands (England)","Counter Fraud","170","170","31170","31810"
"In post","2021","30-39","West Midlands (England)","Debt","70","60","21510","20140"
"In post","2021","30-39","West Midlands (England)","Digital, Data & Technology","220","210","39270","38630"
"In post","2021","30-39","West Midlands (England)","Finance","110","100","39450","36800"
"In post","2021","30-39","West Midlands (England)","Grants Management","30","30","[c]","[c]"
"In post","2021","30-39","West Midlands (England)","Human Resources","80","80","37460","36030"
"In post","2021","30-39","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Midlands (England)","Legal","150","150","37710","32190"
"In post","2021","30-39","West Midlands (England)","No function","3230","3050","28490","25570"
"In post","2021","30-39","West Midlands (England)","Project Delivery","220","210","36680","33300"
"In post","2021","30-39","West Midlands (England)","Property","80","80","34830","32550"
"In post","2021","30-39","West Midlands (England)","Security","50","40","[c]","[c]"
"In post","2021","30-39","West Midlands (England)","Unknown","1710","1560","26570","27570"
"In post","2021","30-39","Yorkshire and The Humber","Analysis","90","90","44380","47130"
"In post","2021","30-39","Yorkshire and The Humber","Commercial","110","110","42250","39140"
"In post","2021","30-39","Yorkshire and The Humber","Communications","180","170","30050","25560"
"In post","2021","30-39","Yorkshire and The Humber","Counter Fraud","200","190","31680","31810"
"In post","2021","30-39","Yorkshire and The Humber","Debt","90","80","22170","20140"
"In post","2021","30-39","Yorkshire and The Humber","Digital, Data & Technology","240","230","39260","36800"
"In post","2021","30-39","Yorkshire and The Humber","Finance","180","160","35630","31810"
"In post","2021","30-39","Yorkshire and The Humber","Grants Management","60","50","24990","24920"
"In post","2021","30-39","Yorkshire and The Humber","Human Resources","90","80","35490","32310"
"In post","2021","30-39","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Yorkshire and The Humber","Legal","170","160","38560","37910"
"In post","2021","30-39","Yorkshire and The Humber","No function","2920","2730","30120","27380"
"In post","2021","30-39","Yorkshire and The Humber","Project Delivery","140","140","37230","35900"
"In post","2021","30-39","Yorkshire and The Humber","Property","150","140","32850","30090"
"In post","2021","30-39","Yorkshire and The Humber","Security","180","180","33290","33300"
"In post","2021","30-39","Yorkshire and The Humber","Unknown","2710","2480","28660","27570"
"In post","2021","40-49","East Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","40-49","East Midlands (England)","Commercial","50","40","[c]","[c]"
"In post","2021","40-49","East Midlands (England)","Communications","100","100","33570","31810"
"In post","2021","40-49","East Midlands (England)","Counter Fraud","160","150","33670","31810"
"In post","2021","40-49","East Midlands (England)","Debt","50","40","[c]","[c]"
"In post","2021","40-49","East Midlands (England)","Digital, Data & Technology","100","100","37930","36110"
"In post","2021","40-49","East Midlands (England)","Finance","60","60","38610","33350"
"In post","2021","40-49","East Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","East Midlands (England)","Human Resources","150","150","38080","33840"
"In post","2021","40-49","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","40-49","East Midlands (England)","Legal","160","140","40840","40650"
"In post","2021","40-49","East Midlands (England)","No function","2460","2290","30770","27380"
"In post","2021","40-49","East Midlands (England)","Project Delivery","180","180","40580","38630"
"In post","2021","40-49","East Midlands (England)","Property","100","100","32190","31590"
"In post","2021","40-49","East Midlands (England)","Security","40","40","[c]","[c]"
"In post","2021","40-49","East Midlands (England)","Unknown","1320","1180","26980","27570"
"In post","2021","40-49","East of England","Analysis","100","90","37420","35900"
