"Status","Year","Responsibility_level","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Unknown","Disclosure Scotland","70","60","22050","22230"
"In post","2021","AA/AO","Unknown","Driver and Vehicle Licensing Agency","550","480","20490","21590"
"In post","2021","AA/AO","Unknown","Driver and Vehicle Standards Agency","310","300","24220","21590"
"In post","2021","AA/AO","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","70","70","23810","23000"
"In post","2021","AA/AO","Unknown","Forestry and Land Scotland","400","390","24870","25140"
"In post","2021","AA/AO","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Health and Safety Executive","40","30","[c]","[c]"
"In post","2021","AA/AO","Unknown","HM Courts and Tribunals Service","1650","1520","20080","19930"
"In post","2021","AA/AO","Unknown","HM Land Registry","880","840","22460","22350"
"In post","2021","AA/AO","Unknown","HM Prison and Probation Service","6970","6460","26770","25840"
"In post","2021","AA/AO","Unknown","HM Revenue and Customs (excl. agencies)","9790","8490","20680","20140"
"In post","2021","AA/AO","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Home Office (incl. agencies)","520","500","21830","21430"
"In post","2021","AA/AO","Unknown","Insolvency Service","350","340","21120","20880"
"In post","2021","AA/AO","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Legal Aid Agency","60","60","19420","18890"
"In post","2021","AA/AO","Unknown","Maritime and Coastguard Agency","60","60","24550","26590"
"In post","2021","AA/AO","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Met Office","100","100","23440","21430"
"In post","2021","AA/AO","Unknown","Ministry of Defence (excl. agencies)","1770","1710","24170","21130"
"In post","2021","AA/AO","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Ministry of Justice (excl. agencies)","70","70","21040","20910"
"In post","2021","AA/AO","Unknown","National Crime Agency","50","40","[c]","[c]"
"In post","2021","AA/AO","Unknown","National Records of Scotland","100","90","22640","22230"
"In post","2021","AA/AO","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Office of the Public Guardian","140","130","19740","19930"
"In post","2021","AA/AO","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Planning Inspectorate","70","70","21630","22560"
"In post","2021","AA/AO","Unknown","Public Health England","100","90","21940","22020"
"In post","2021","AA/AO","Unknown","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Registers of Scotland","150","140","23860","24130"
"In post","2021","AA/AO","Unknown","Rural Payments Agency","600","550","21010","21050"
"In post","2021","AA/AO","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Scottish Forestry","40","30","[c]","[c]"
"In post","2021","AA/AO","Unknown","Scottish Government (excl. agencies)","380","360","23890","23340"
"In post","2021","AA/AO","Unknown","Scottish Prison Service","1120","1070","23440","22430"
"In post","2021","AA/AO","Unknown","Scottish Public Pensions Agency","60","50","23990","24110"
"In post","2021","AA/AO","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Social Security Scotland","100","90","20670","20060"
"In post","2021","AA/AO","Unknown","Student Awards Agency for Scotland","90","90","22080","22230"
"In post","2021","AA/AO","Unknown","The National Archives","50","50","21550","21100"
"In post","2021","AA/AO","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","UK Intellectual Property Office","80","70","20740","21140"
"In post","2021","AA/AO","Unknown","United Kingdom Statistics Authority","460","350","19730","19520"
"In post","2021","AA/AO","Unknown","Valuation Office Agency","330","300","21210","21100"
"In post","2021","AA/AO","Unknown","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Welsh Government (excl. agencies)","50","40","[c]","[c]"
"In post","2021","AA/AO","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Accountant in Bankruptcy","30","30","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","160","150","25480","24330"
"In post","2021","EO","Heterosexual / straight","Animal and Plant Health Agency","530","500","26620","25730"
"In post","2021","EO","Heterosexual / straight","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Cabinet Office (excl. agencies)","570","550","27130","27500"
"In post","2021","EO","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","50","40","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Charity Commission","60","50","24590","24440"
"In post","2021","EO","Heterosexual / straight","Companies House","190","170","27670","27460"
"In post","2021","EO","Heterosexual / straight","Competition and Markets Authority","60","60","28520","28160"
"In post","2021","EO","Heterosexual / straight","Criminal Injuries Compensation Authority","50","50","23200","22570"
"In post","2021","EO","Heterosexual / straight","Crown Commercial Service","80","70","23810","22640"
"In post","2021","EO","Heterosexual / straight","Crown Office and Procurator Fiscal Service","290","280","27330","26570"
"In post","2021","EO","Heterosexual / straight","Crown Prosecution Service","940","880","27780","28430"
"In post","2021","EO","Heterosexual / straight","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Defence Electronics and Components Agency","70","70","27330","27460"
"In post","2021","EO","Heterosexual / straight","Defence Equipment and Support","2050","1960","22300","21380"
"In post","2021","EO","Heterosexual / straight","Defence Science and Technology Laboratory","170","160","23100","22780"
"In post","2021","EO","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","290","280","28140","27680"
"In post","2021","EO","Heterosexual / straight","Department for Digital, Culture, Media and Sport","130","130","27360","26180"
"In post","2021","EO","Heterosexual / straight","Department for Education (excl. agencies)","500","480","26790","26000"
"In post","2021","EO","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","350","340","26630","25600"
"In post","2021","EO","Heterosexual / straight","Department for International Trade","140","140","27320","26510"
"In post","2021","EO","Heterosexual / straight","Department for Transport (excl. agencies)","240","230","28810","30270"
"In post","2021","EO","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","32040","29190","28130","27570"
"In post","2021","EO","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","160","160","27200","27270"
"In post","2021","EO","Heterosexual / straight","Disclosure Scotland","30","30","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Driver and Vehicle Licensing Agency","630","590","26680","26700"
"In post","2021","EO","Heterosexual / straight","Driver and Vehicle Standards Agency","1430","1340","28510","26780"
"In post","2021","EO","Heterosexual / straight","Education and Skills Funding Agency","130","120","25970","26000"
"In post","2021","EO","Heterosexual / straight","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","FCDO Services","170","170","28130","26950"
"In post","2021","EO","Heterosexual / straight","Food Standards Agency","210","210","27130","26750"
"In post","2021","EO","Heterosexual / straight","Food Standards Scotland","50","50","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","540","530","30110","30300"
"In post","2021","EO","Heterosexual / straight","Forestry and Land Scotland","70","70","31370","30160"
"In post","2021","EO","Heterosexual / straight","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Government Legal Department","220","210","28580","27580"
"In post","2021","EO","Heterosexual / straight","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Health and Safety Executive","320","300","27920","27540"
"In post","2021","EO","Heterosexual / straight","HM Courts and Tribunals Service","2000","1870","24020","23670"
"In post","2021","EO","Heterosexual / straight","HM Land Registry","1220","1070","27490","27130"
"In post","2021","EO","Heterosexual / straight","HM Prison and Probation Service","4290","4120","30790","31420"
"In post","2021","EO","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","8050","7400","26430","25560"
"In post","2021","EO","Heterosexual / straight","HM Treasury (excl. agencies)","150","140","26660","26750"
"In post","2021","EO","Heterosexual / straight","Home Office (incl. agencies)","11420","10470","26910","25900"
"In post","2021","EO","Heterosexual / straight","Insolvency Service","100","90","26120","26290"
"In post","2021","EO","Heterosexual / straight","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Legal Aid Agency","270","250","23890","22570"
"In post","2021","EO","Heterosexual / straight","Maritime and Coastguard Agency","180","180","28800","26780"
"In post","2021","EO","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","140","140","27610","27400"
"In post","2021","EO","Heterosexual / straight","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Ministry of Defence (excl. agencies)","5640","5480","28460","26670"
"In post","2021","EO","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","200","200","28500","27850"
"In post","2021","EO","Heterosexual / straight","Ministry of Justice (excl. agencies)","520","500","25940","26410"
"In post","2021","EO","Heterosexual / straight","National Crime Agency","1840","1800","33320","32770"
"In post","2021","EO","Heterosexual / straight","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","150","140","26320","25880"
"In post","2021","EO","Heterosexual / straight","Office of Gas and Electricity Markets","110","110","25430","25600"
"In post","2021","EO","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Office of the Public Guardian","290","270","22290","22570"
"In post","2021","EO","Heterosexual / straight","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Planning Inspectorate","70","60","26630","26050"
"In post","2021","EO","Heterosexual / straight","Public Health England","640","600","25680","25260"
"In post","2021","EO","Heterosexual / straight","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Registers of Scotland","200","190","30040","30080"
"In post","2021","EO","Heterosexual / straight","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Rural Payments Agency","300","270","25680","25560"
"In post","2021","EO","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Scottish Government (excl. agencies)","790","760","28300","28170"
"In post","2021","EO","Heterosexual / straight","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Scottish Prison Service","750","710","33000","33650"
"In post","2021","EO","Heterosexual / straight","Scottish Public Pensions Agency","30","30","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Serious Fraud Office","40","40","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Social Security Scotland","210","200","26880","26160"
"In post","2021","EO","Heterosexual / straight","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","The National Archives","30","30","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","Transport Scotland","30","30","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","UK Export Finance","40","40","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","UK Hydrographic Office","150","140","27490","26740"
"In post","2021","EO","Heterosexual / straight","UK Intellectual Property Office","220","210","25860","24750"
"In post","2021","EO","Heterosexual / straight","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","EO","Heterosexual / straight","United Kingdom Statistics Authority","480","450","24020","23050"
