"Status","Year","Region_ITL2","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Inner London - West","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Project Delivery","No function","100","100","44320","40050"
"In post","2021","Inner London - West","Project Delivery","Project Delivery","1820","1790","49950","45200"
"In post","2021","Inner London - West","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Project Delivery","Unknown","310","300","51310","45070"
"In post","2021","Inner London - West","Property","No function","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Property","Project Delivery","90","80","56380","64590"
"In post","2021","Inner London - West","Property","Property","390","380","49360","45330"
"In post","2021","Inner London - West","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Psychology","No function","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Science and Engineering","No function","230","230","48120","43360"
"In post","2021","Inner London - West","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Science and Engineering","Property","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Science and Engineering","Unknown","120","120","57540","57430"
"In post","2021","Inner London - West","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Security","No function","180","180","45930","43360"
"In post","2021","Inner London - West","Security","Project Delivery","40","40","[c]","[c]"
"In post","2021","Inner London - West","Security","Security","600","600","40360","37330"
"In post","2021","Inner London - West","Security","Unknown","90","80","37350","35070"
"In post","2021","Inner London - West","Social Research","Analysis","240","230","45180","42280"
"In post","2021","Inner London - West","Social Research","No function","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Social Research","Unknown","90","80","48820","43560"
"In post","2021","Inner London - West","Statistics","Analysis","610","590","46510","42470"
"In post","2021","Inner London - West","Statistics","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Statistics","No function","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Statistics","Unknown","60","50","44740","42280"
"In post","2021","Inner London - West","Tax","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Tax","Counter Fraud","190","180","44140","36880"
"In post","2021","Inner London - West","Tax","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Tax","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Tax","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Tax","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Tax","No function","400","370","51230","43510"
"In post","2021","Inner London - West","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Analysis","50","40","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Commercial","640","630","78280","69150"
"In post","2021","Inner London - West","Unknown","Communications","340","340","48050","43080"
"In post","2021","Inner London - West","Unknown","Counter Fraud","90","90","48600","54700"
"In post","2021","Inner London - West","Unknown","Digital, Data & Technology","250","250","51020","54700"
"In post","2021","Inner London - West","Unknown","Finance","130","120","49380","41820"
"In post","2021","Inner London - West","Unknown","Human Resources","490","480","47230","41820"
"In post","2021","Inner London - West","Unknown","Legal","120","120","66990","67770"
"In post","2021","Inner London - West","Unknown","No function","3560","3520","44190","35110"
"In post","2021","Inner London - West","Unknown","Project Delivery","190","180","70000","64500"
"In post","2021","Inner London - West","Unknown","Property","40","40","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Security","170","170","44880","38580"
"In post","2021","Inner London - West","Unknown","Unknown","3180","3060","43680","37610"
"In post","2021","Inner London - West","Veterinarian","No function","40","30","[c]","[c]"
"In post","2021","Kent","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Human Resources","Human Resources","50","50","[c]","[c]"
"In post","2021","Kent","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Intelligence Analysis","Unknown","240","230","28400","27370"
"In post","2021","Kent","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Legal","Counter Fraud","130","120","30020","28130"
"In post","2021","Kent","Legal","Legal","90","80","49410","50520"
"In post","2021","Kent","Medicine","No function","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Operational Delivery","Counter Fraud","50","50","28920","28130"
"In post","2021","Kent","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Operational Delivery","Legal","70","60","26440","25780"
"In post","2021","Kent","Operational Delivery","No function","3210","3050","30020","30400"
"In post","2021","Kent","Operational Delivery","Project Delivery","30","30","[c]","[c]"
"In post","2021","Kent","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Operational Delivery","Unknown","2050","1860","26900","25310"
"In post","2021","Kent","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Other","Unknown","140","130","24080","21580"
"In post","2021","Kent","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Project Delivery","No function","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Project Delivery","Project Delivery","40","40","[c]","[c]"
"In post","2021","Kent","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Property","No function","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Property","Property","80","70","32430","31700"
"In post","2021","Kent","Psychology","No function","50","50","[c]","[c]"
"In post","2021","Kent","Science and Engineering","No function","200","190","39780","37800"
"In post","2021","Kent","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Security","Security","70","70","31630","31580"
"In post","2021","Kent","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Statistics","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Tax","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Tax","No function","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Unknown","1750","1640","28920","29290"
"In post","2021","Kent","Veterinarian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Communications","No function","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Digital, Data and Technology","Digital, Data & Technology","50","50","32560","31810"
"In post","2021","Lancashire","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Finance","Finance","70","70","37810","33410"
"In post","2021","Lancashire","Human Resources","Human Resources","210","190","27640","26670"
"In post","2021","Lancashire","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Legal","Legal","140","130","49370","51470"
"In post","2021","Lancashire","Medicine","No function","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Medicine","Unknown","30","30","[c]","[c]"
"In post","2021","Lancashire","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
