"Status","Year","Region_ITL3","Sex","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Calderdale and Kirklees","Male","40-49","90","80","27040","27570"
"In post","2021","Calderdale and Kirklees","Male","50-59","100","100","28780","27570"
"In post","2021","Calderdale and Kirklees","Male","60-64","40","30","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Female","20-29","230","220","26630","26670"
"In post","2021","Cambridgeshire CC","Female","30-39","340","310","32370","30210"
"In post","2021","Cambridgeshire CC","Female","40-49","400","360","35860","33050"
"In post","2021","Cambridgeshire CC","Female","50-59","470","440","35670","30090"
"In post","2021","Cambridgeshire CC","Female","60-64","140","120","29610","27380"
"In post","2021","Cambridgeshire CC","Female","65+","50","40","28040","26450"
"In post","2021","Cambridgeshire CC","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Male","20-29","220","220","27680","27570"
"In post","2021","Cambridgeshire CC","Male","30-39","340","340","33040","31220"
"In post","2021","Cambridgeshire CC","Male","40-49","390","380","35600","33300"
"In post","2021","Cambridgeshire CC","Male","50-59","590","570","38290","33300"
"In post","2021","Cambridgeshire CC","Male","60-64","160","140","34930","31900"
"In post","2021","Cambridgeshire CC","Male","65+","60","50","35350","31650"
"In post","2021","Camden and City of London","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Female","20-29","290","290","30510","29250"
"In post","2021","Camden and City of London","Female","30-39","350","330","37460","31110"
"In post","2021","Camden and City of London","Female","40-49","390","360","39610","32520"
"In post","2021","Camden and City of London","Female","50-59","540","510","36410","32520"
"In post","2021","Camden and City of London","Female","60-64","150","130","32900","28990"
"In post","2021","Camden and City of London","Female","65+","60","50","28620","25630"
"In post","2021","Camden and City of London","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Male","20-29","280","280","33370","29570"
"In post","2021","Camden and City of London","Male","30-39","380","380","40730","36160"
"In post","2021","Camden and City of London","Male","40-49","410","400","45940","36410"
"In post","2021","Camden and City of London","Male","50-59","560","550","40980","36200"
"In post","2021","Camden and City of London","Male","60-64","180","160","39340","32520"
"In post","2021","Camden and City of London","Male","65+","60","50","38430","32520"
"In post","2021","Cardiff and Vale of Glamorgan","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Female","20-29","1040","1020","25760","25030"
"In post","2021","Cardiff and Vale of Glamorgan","Female","30-39","1520","1390","32330","28850"
"In post","2021","Cardiff and Vale of Glamorgan","Female","40-49","1500","1350","36410","31810"
"In post","2021","Cardiff and Vale of Glamorgan","Female","50-59","1790","1620","33390","27570"
"In post","2021","Cardiff and Vale of Glamorgan","Female","60-64","500","380","30390","26120"
"In post","2021","Cardiff and Vale of Glamorgan","Female","65+","140","100","30620","23830"
"In post","2021","Cardiff and Vale of Glamorgan","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Male","20-29","940","930","25590","25560"
"In post","2021","Cardiff and Vale of Glamorgan","Male","30-39","1400","1390","31470","27700"
"In post","2021","Cardiff and Vale of Glamorgan","Male","40-49","1240","1220","37640","31810"
"In post","2021","Cardiff and Vale of Glamorgan","Male","50-59","1430","1390","37200","31810"
"In post","2021","Cardiff and Vale of Glamorgan","Male","60-64","380","320","36110","29670"
"In post","2021","Cardiff and Vale of Glamorgan","Male","65+","150","120","35220","28130"
"In post","2021","Cardiff and Vale of Glamorgan","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Female","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Female","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Female","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Female","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Female","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Male","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Male","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Male","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Male","50-59","30","30","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Male","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Female","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Female","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Female","40-49","40","40","[c]","[c]"
"In post","2021","Central Bedfordshire","Female","50-59","80","70","28120","26680"
"In post","2021","Central Bedfordshire","Female","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Male","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Male","30-39","30","30","[c]","[c]"
"In post","2021","Central Bedfordshire","Male","40-49","50","50","[c]","[c]"
"In post","2021","Central Bedfordshire","Male","50-59","90","90","33810","33300"
"In post","2021","Central Bedfordshire","Male","60-64","50","40","[c]","[c]"
"In post","2021","Central Bedfordshire","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Female","20-29","290","290","28560","28650"
"In post","2021","Central Hampshire","Female","30-39","380","360","35120","33300"
"In post","2021","Central Hampshire","Female","40-49","480","450","35950","33300"
"In post","2021","Central Hampshire","Female","50-59","550","530","34160","33300"
"In post","2021","Central Hampshire","Female","60-64","120","110","30080","26800"
"In post","2021","Central Hampshire","Female","65+","40","30","[c]","[c]"
"In post","2021","Central Hampshire","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Male","20-29","350","350","29540","28650"
"In post","2021","Central Hampshire","Male","30-39","410","410","38190","37320"
"In post","2021","Central Hampshire","Male","40-49","480","470","40920","40580"
"In post","2021","Central Hampshire","Male","50-59","690","680","40750","39070"
"In post","2021","Central Hampshire","Male","60-64","270","260","39950","38740"
"In post","2021","Central Hampshire","Male","65+","110","100","37320","33630"
"In post","2021","Central Valleys","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Female","20-29","100","100","25720","24320"
"In post","2021","Central Valleys","Female","30-39","230","220","31870","28850"
"In post","2021","Central Valleys","Female","40-49","320","290","35230","30210"
"In post","2021","Central Valleys","Female","50-59","380","350","33340","27570"
"In post","2021","Central Valleys","Female","60-64","90","70","32110","27570"
"In post","2021","Central Valleys","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Male","20-29","50","50","26200","26930"
"In post","2021","Central Valleys","Male","30-39","90","90","32890","28850"
"In post","2021","Central Valleys","Male","40-49","160","160","37390","31990"
"In post","2021","Central Valleys","Male","50-59","190","190","43800","40220"
"In post","2021","Central Valleys","Male","60-64","50","50","40270","37410"
"In post","2021","Central Valleys","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Female","20-29","80","80","24870","24920"
"In post","2021","Cheshire East","Female","30-39","100","90","29630","27570"
"In post","2021","Cheshire East","Female","40-49","120","110","33610","27620"
"In post","2021","Cheshire East","Female","50-59","130","120","30470","27570"
"In post","2021","Cheshire East","Female","60-64","30","20","[c]","[c]"
"In post","2021","Cheshire East","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Male","20-29","40","40","[c]","[c]"
"In post","2021","Cheshire East","Male","30-39","50","50","28910","27150"
"In post","2021","Cheshire East","Male","40-49","50","50","30930","27570"
"In post","2021","Cheshire East","Male","50-59","100","100","34010","31320"
"In post","2021","Cheshire East","Male","60-64","30","30","[c]","[c]"
"In post","2021","Cheshire East","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Female","20-29","30","30","[c]","[c]"
"In post","2021","Cheshire West and Chester","Female","30-39","40","40","[c]","[c]"
"In post","2021","Cheshire West and Chester","Female","40-49","60","60","27330","27570"
"In post","2021","Cheshire West and Chester","Female","50-59","120","110","26490","27570"
"In post","2021","Cheshire West and Chester","Female","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Male","20-29","40","40","[c]","[c]"
"In post","2021","Cheshire West and Chester","Male","30-39","30","30","[c]","[c]"
"In post","2021","Cheshire West and Chester","Male","40-49","30","30","[c]","[c]"
"In post","2021","Cheshire West and Chester","Male","50-59","50","50","[c]","[c]"
"In post","2021","Cheshire West and Chester","Male","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Female","20-29","110","110","25130","24620"
"In post","2021","Chorley and West Lancashire","Female","30-39","160","150","30110","27700"
"In post","2021","Chorley and West Lancashire","Female","40-49","150","140","31390","27570"
"In post","2021","Chorley and West Lancashire","Female","50-59","170","150","27990","27380"
"In post","2021","Chorley and West Lancashire","Female","60-64","40","30","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Male","20-29","90","90","24860","24920"
"In post","2021","Chorley and West Lancashire","Male","30-39","160","160","28540","26810"
"In post","2021","Chorley and West Lancashire","Male","40-49","150","150","32070","31650"
"In post","2021","Chorley and West Lancashire","Male","50-59","220","200","33720","31650"
"In post","2021","Chorley and West Lancashire","Male","60-64","60","40","31100","31650"
"In post","2021","Chorley and West Lancashire","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Female","16-19","50","50","[c]","[c]"
"In post","2021","City of Edinburgh","Female","20-29","1280","1250","27920","26160"
"In post","2021","City of Edinburgh","Female","30-39","1680","1580","37340","33620"
"In post","2021","City of Edinburgh","Female","40-49","1660","1520","41940","36780"
"In post","2021","City of Edinburgh","Female","50-59","1650","1540","40480","35110"
"In post","2021","City of Edinburgh","Female","60-64","360","300","33990","28130"
"In post","2021","City of Edinburgh","Female","65+","80","70","32660","28100"
"In post","2021","City of Edinburgh","Male","16-19","40","30","[c]","[c]"
"In post","2021","City of Edinburgh","Male","20-29","910","910","27350","25590"
"In post","2021","City of Edinburgh","Male","30-39","1390","1380","36290","32140"
"In post","2021","City of Edinburgh","Male","40-49","1410","1400","41890","38540"
"In post","2021","City of Edinburgh","Male","50-59","1680","1650","41220","35230"
"In post","2021","City of Edinburgh","Male","60-64","450","390","38630","34550"
"In post","2021","City of Edinburgh","Male","65+","170","140","36220","30080"
"In post","2021","Clackmannanshire and Fife","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Female","20-29","80","70","25410","24030"
"In post","2021","Clackmannanshire and Fife","Female","30-39","120","110","27780","27570"
"In post","2021","Clackmannanshire and Fife","Female","40-49","150","130","29880","27570"
"In post","2021","Clackmannanshire and Fife","Female","50-59","260","240","28180","27570"
"In post","2021","Clackmannanshire and Fife","Female","60-64","70","50","25720","27570"
"In post","2021","Clackmannanshire and Fife","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Male","20-29","50","50","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Male","30-39","90","90","31840","33150"
"In post","2021","Clackmannanshire and Fife","Male","40-49","120","120","32020","31990"
"In post","2021","Clackmannanshire and Fife","Male","50-59","300","290","32430","33650"
"In post","2021","Clackmannanshire and Fife","Male","60-64","90","80","33980","33650"
"In post","2021","Clackmannanshire and Fife","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Female","20-29","30","30","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Female","30-39","80","70","32090","30210"
"In post","2021","Conwy and Denbighshire","Female","40-49","120","110","36720","37410"
"In post","2021","Conwy and Denbighshire","Female","50-59","170","160","36680","37170"
"In post","2021","Conwy and Denbighshire","Female","60-64","40","30","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Male","20-29","[c]","[c]","[c]","[c]"
