"Status","Year","Organisation","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Chinese","Foreign, Commonwealth and Development Office","40","30","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Mixed","Foreign, Commonwealth and Development Office","250","250","46070","39110"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Other ethnicity","Foreign, Commonwealth and Development Office","90","80","45010","38600"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Foreign, Commonwealth and Development Office","290","280","48690","43540"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Foreign, Commonwealth and Development Office","1160","1150","47380","48500"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","White","Foreign, Commonwealth and Development Office","5000","4900","49970","48500"
"In post","2021","Forestry and Land Scotland","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Unknown","Scottish Government","70","60","28290","26530"
"In post","2021","Forestry and Land Scotland","White","Scottish Government","900","870","31740","30160"
"In post","2021","Government Actuary's Department","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Chinese","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","White","Chancellor's other departments","130","120","75230","71620"
"In post","2021","Government Internal Audit Agency","Asian","HM Treasury","60","50","47770","49430"
"In post","2021","Government Internal Audit Agency","Black","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","White","HM Treasury","350","330","49010","46350"
"In post","2021","Government Legal Department","Asian","Attorney General's Departments","260","240","49460","51250"
"In post","2021","Government Legal Department","Black","Attorney General's Departments","170","160","41640","33460"
"In post","2021","Government Legal Department","Chinese","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Mixed","Attorney General's Departments","90","80","54050","51830"
"In post","2021","Government Legal Department","Other ethnicity","Attorney General's Departments","80","70","55530","54110"
"In post","2021","Government Legal Department","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Unknown","Attorney General's Departments","320","300","59110","64680"
"In post","2021","Government Legal Department","White","Attorney General's Departments","1570","1460","55790","52100"
"In post","2021","Government Property Agency","Asian","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Black","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Chinese","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Mixed","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other ethnicity","Other Cabinet Office Agencies","30","30","[c]","[c]"
"In post","2021","Government Property Agency","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","White","Other Cabinet Office Agencies","150","150","52030","51950"
"In post","2021","Health and Safety Executive","Asian","Department for Work and Pensions","60","50","49050","43770"
"In post","2021","Health and Safety Executive","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Chinese","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Mixed","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2021","Health and Safety Executive","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","Department for Work and Pensions","190","180","45140","44960"
"In post","2021","Health and Safety Executive","Unknown","Department for Work and Pensions","310","280","42920","39920"
"In post","2021","Health and Safety Executive","White","Department for Work and Pensions","1930","1810","42720","40230"
"In post","2021","HM Courts and Tribunals Service","Asian","Ministry of Justice","1480","1340","24900","22570"
"In post","2021","HM Courts and Tribunals Service","Black","Ministry of Justice","950","890","25380","23500"
"In post","2021","HM Courts and Tribunals Service","Chinese","Ministry of Justice","60","50","28330","23500"
"In post","2021","HM Courts and Tribunals Service","Mixed","Ministry of Justice","290","270","24650","22080"
"In post","2021","HM Courts and Tribunals Service","Other ethnicity","Ministry of Justice","90","80","25850","22680"
"In post","2021","HM Courts and Tribunals Service","Undeclared","Ministry of Justice","680","630","25390","21300"
"In post","2021","HM Courts and Tribunals Service","Unknown","Ministry of Justice","1950","1850","22860","20650"
"In post","2021","HM Courts and Tribunals Service","White","Ministry of Justice","11120","9900","24920","20650"
"In post","2021","HM Land Registry","Asian","HM Land Registry","210","190","30840","27130"
"In post","2021","HM Land Registry","Black","HM Land Registry","60","60","32480","30600"
"In post","2021","HM Land Registry","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Mixed","HM Land Registry","70","70","28620","27130"
"In post","2021","HM Land Registry","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Undeclared","HM Land Registry","250","220","33480","33840"
"In post","2021","HM Land Registry","Unknown","HM Land Registry","1040","990","28010","22350"
"In post","2021","HM Land Registry","White","HM Land Registry","4700","4210","31660","27130"
"In post","2021","HM Prison and Probation Service","Asian","Ministry of Justice","1510","1420","31090","30110"
"In post","2021","HM Prison and Probation Service","Black","Ministry of Justice","2180","2110","31490","30670"
"In post","2021","HM Prison and Probation Service","Chinese","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Mixed","Ministry of Justice","1070","1020","31630","30210"
"In post","2021","HM Prison and Probation Service","Other ethnicity","Ministry of Justice","250","240","32230","31650"
"In post","2021","HM Prison and Probation Service","Undeclared","Ministry of Justice","1150","1100","31580","31560"
"In post","2021","HM Prison and Probation Service","Unknown","Ministry of Justice","6460","6160","27240","25790"
"In post","2021","HM Prison and Probation Service","White","Ministry of Justice","41380","38940","30510","29060"
"In post","2021","HM Revenue and Customs (excl. agencies)","Asian","HM Revenue and Customs","4200","3930","30870","29570"
"In post","2021","HM Revenue and Customs (excl. agencies)","Black","HM Revenue and Customs","1400","1350","31980","29570"
"In post","2021","HM Revenue and Customs (excl. agencies)","Chinese","HM Revenue and Customs","170","160","34470","29570"
"In post","2021","HM Revenue and Customs (excl. agencies)","Mixed","HM Revenue and Customs","720","680","33900","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Other ethnicity","HM Revenue and Customs","210","200","34460","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Undeclared","HM Revenue and Customs","2470","2260","33860","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","HM Revenue and Customs","14960","13920","27720","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","White","HM Revenue and Customs","38810","35320","32260","28130"
"In post","2021","HM Treasury (excl. agencies)","Asian","HM Treasury","190","190","43470","37900"
"In post","2021","HM Treasury (excl. agencies)","Black","HM Treasury","70","70","36810","32320"
"In post","2021","HM Treasury (excl. agencies)","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Mixed","HM Treasury","90","90","46880","52500"
"In post","2021","HM Treasury (excl. agencies)","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Undeclared","HM Treasury","100","100","44300","36000"
"In post","2021","HM Treasury (excl. agencies)","Unknown","HM Treasury","70","70","44260","38540"
"In post","2021","HM Treasury (excl. agencies)","White","HM Treasury","1450","1420","48640","52500"
"In post","2021","Home Office (incl. agencies)","Asian","Home Office","4500","4160","31280","28810"
"In post","2021","Home Office (incl. agencies)","Black","Home Office","1890","1780","32540","29080"
"In post","2021","Home Office (incl. agencies)","Chinese","Home Office","150","140","31790","28980"
"In post","2021","Home Office (incl. agencies)","Mixed","Home Office","720","670","33310","28940"
"In post","2021","Home Office (incl. agencies)","Other ethnicity","Home Office","210","200","32080","28670"
