"Status","Year","Profession_of_post","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Medicine","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","South East (England)","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Medicine","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","South West (England)","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2021","Medicine","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","East Midlands (England)","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2021","Operational Delivery","East Midlands (England)","Declared non-disabled","470","450","23240","22850"
"New entrant CS","2021","Operational Delivery","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","East Midlands (England)","Unknown","410","390","22460","22350"
"New entrant CS","2021","Operational Delivery","East of England","Declared disabled","70","70","21940","21500"
"New entrant CS","2021","Operational Delivery","East of England","Declared non-disabled","570","550","24580","22920"
"New entrant CS","2021","Operational Delivery","East of England","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Operational Delivery","East of England","Unknown","510","490","23700","22230"
"New entrant CS","2021","Operational Delivery","London","Declared disabled","190","180","29890","26880"
"New entrant CS","2021","Operational Delivery","London","Declared non-disabled","1530","1470","32280","28720"
"New entrant CS","2021","Operational Delivery","London","Undeclared","140","130","35720","32330"
"New entrant CS","2021","Operational Delivery","London","Unknown","1620","1600","29050","27660"
"New entrant CS","2021","Operational Delivery","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","North East (England)","Declared non-disabled","280","270","23040","22850"
"New entrant CS","2021","Operational Delivery","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","North East (England)","Unknown","310","300","23180","22350"
"New entrant CS","2021","Operational Delivery","North West (England)","Declared disabled","60","60","22740","21050"
"New entrant CS","2021","Operational Delivery","North West (England)","Declared non-disabled","630","600","24020","21920"
"New entrant CS","2021","Operational Delivery","North West (England)","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Operational Delivery","North West (England)","Unknown","880","850","24860","22600"
"New entrant CS","2021","Operational Delivery","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Northern Ireland","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Northern Ireland","Unknown","90","90","23880","21430"
"New entrant CS","2021","Operational Delivery","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Scotland","Declared non-disabled","250","240","23600","20760"
"New entrant CS","2021","Operational Delivery","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Scotland","Unknown","450","440","22580","20810"
"New entrant CS","2021","Operational Delivery","South East (England)","Declared disabled","90","90","24910","24020"
"New entrant CS","2021","Operational Delivery","South East (England)","Declared non-disabled","920","890","25360","24370"
"New entrant CS","2021","Operational Delivery","South East (England)","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Operational Delivery","South East (England)","Unknown","940","890","24970","24240"
"New entrant CS","2021","Operational Delivery","South West (England)","Declared disabled","80","70","23490","21050"
"New entrant CS","2021","Operational Delivery","South West (England)","Declared non-disabled","690","650","24920","22850"
"New entrant CS","2021","Operational Delivery","South West (England)","Undeclared","50","50","29140","23140"
"New entrant CS","2021","Operational Delivery","South West (England)","Unknown","530","510","25190","22350"
"New entrant CS","2021","Operational Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Wales","Declared disabled","60","60","24640","21050"
"New entrant CS","2021","Operational Delivery","Wales","Declared non-disabled","510","480","22680","21140"
"New entrant CS","2021","Operational Delivery","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Wales","Unknown","670","630","22710","21590"
"New entrant CS","2021","Operational Delivery","West Midlands (England)","Declared disabled","80","80","22760","22350"
"New entrant CS","2021","Operational Delivery","West Midlands (England)","Declared non-disabled","680","650","24220","22850"
"New entrant CS","2021","Operational Delivery","West Midlands (England)","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Operational Delivery","West Midlands (England)","Unknown","650","620","24930","22350"
"New entrant CS","2021","Operational Delivery","Yorkshire and The Humber","Declared disabled","70","70","23830","22350"
"New entrant CS","2021","Operational Delivery","Yorkshire and The Humber","Declared non-disabled","480","460","24170","22850"
"New entrant CS","2021","Operational Delivery","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Yorkshire and The Humber","Unknown","670","650","23280","21430"
"New entrant CS","2021","Operational Research","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","Operational Research","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Operational Research","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","East Midlands (England)","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Other","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","East of England","Declared non-disabled","60","60","23270","20920"
"New entrant CS","2021","Other","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Other","London","Declared non-disabled","290","290","34290","27750"
"New entrant CS","2021","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","Unknown","260","260","34040","28650"
"New entrant CS","2021","Other","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Scotland","Declared non-disabled","150","150","25960","23450"
"New entrant CS","2021","Other","Scotland","Unknown","80","80","24840","23450"
"New entrant CS","2021","Other","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","South East (England)","Declared non-disabled","150","150","25280","20960"
"New entrant CS","2021","Other","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","South East (England)","Unknown","60","60","26740","21430"
"New entrant CS","2021","Other","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","South West (England)","Declared non-disabled","210","210","26990","20920"
"New entrant CS","2021","Other","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","South West (England)","Unknown","60","60","25800","20920"
"New entrant CS","2021","Other","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","West Midlands (England)","Declared non-disabled","70","70","24260","20920"
"New entrant CS","2021","Other","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Yorkshire and The Humber","Declared non-disabled","60","60","22800","20920"
"New entrant CS","2021","Other","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","London","Declared disabled","160","160","35580","33400"
"New entrant CS","2021","Policy","London","Declared non-disabled","1110","1100","37360","33570"
"New entrant CS","2021","Policy","London","Undeclared","160","160","37670","34020"
"New entrant CS","2021","Policy","London","Unknown","1080","1070","39430","33570"
"New entrant CS","2021","Policy","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","North West (England)","Unknown","70","70","35550","36500"
"New entrant CS","2021","Policy","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","South West (England)","Declared non-disabled","80","80","34120","30190"
"New entrant CS","2021","Policy","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","South West (England)","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Yorkshire and The Humber","Declared non-disabled","70","60","35920","29940"
"New entrant CS","2021","Policy","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Yorkshire and The Humber","Unknown","210","210","36880","30260"
"New entrant CS","2021","Project Delivery","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","East of England","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","London","Declared non-disabled","160","160","42890","36350"
"New entrant CS","2021","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","London","Unknown","100","90","42920","39530"
"New entrant CS","2021","Project Delivery","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","North West (England)","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","Project Delivery","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","North West (England)","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","South East (England)","Declared non-disabled","100","90","36740","33000"
"New entrant CS","2021","Project Delivery","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","South East (England)","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Project Delivery","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","South West (England)","Declared non-disabled","240","230","35630","33000"
"New entrant CS","2021","Project Delivery","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","South West (England)","Unknown","60","60","39830","39000"
"New entrant CS","2021","Project Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","West Midlands (England)","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","Project Delivery","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","West Midlands (England)","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","North West (England)","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Property","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","South East (England)","Declared non-disabled","50","50","39170","33300"
"New entrant CS","2021","Property","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","South West (England)","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Property","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Wales","Declared disabled","[c]","[c]","[c]","[c]"
