"Status","Year","Ethnicity","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Asian","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","180","170","25410","25110"
"Leaver CS","2021","Asian","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","HM Courts and Tribunals Service","60","50","24810","22680"
"Leaver CS","2021","Asian","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","HM Prison and Probation Service","70","60","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Home Office (incl. agencies)","100","90","27740","27760"
"Leaver CS","2021","Asian","Heterosexual / straight","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Public Health England","100","100","33640","27710"
"Leaver CS","2021","Asian","Heterosexual / straight","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Heterosexual / straight","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","LGBO","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Undeclared","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Department for Work and Pensions (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","HM Revenue and Customs (excl. agencies)","250","210","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
