"Status","Year","Ethnicity","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Government Legal Department","30","30","[c]","[c]"
"In post","2021","Asian","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","HM Courts and Tribunals Service","70","60","26810","22450"
"In post","2021","Asian","Unknown","HM Land Registry","40","40","[c]","[c]"
"In post","2021","Asian","Unknown","HM Prison and Probation Service","90","80","34920","32850"
"In post","2021","Asian","Unknown","HM Revenue and Customs (excl. agencies)","790","710","29680","25630"
"In post","2021","Asian","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Insolvency Service","40","40","[c]","[c]"
"In post","2021","Asian","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Medicines and Healthcare Products Regulatory Agency","80","80","45440","40850"
"In post","2021","Asian","Unknown","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Office of Gas and Electricity Markets","50","50","45560","38750"
"In post","2021","Asian","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Public Health England","80","80","56790","44950"
"In post","2021","Asian","Unknown","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","30","30","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Cabinet Office (excl. agencies)","230","230","42050","35590"
"In post","2021","Black","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Competition and Markets Authority","30","30","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Crown Prosecution Service","290","280","40220","32720"
"In post","2021","Black","Heterosexual / straight","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Defence Equipment and Support","210","210","32500","32210"
"In post","2021","Black","Heterosexual / straight","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","250","250","40930","36810"
"In post","2021","Black","Heterosexual / straight","Department for Digital, Culture, Media and Sport","80","80","40260","34020"
"In post","2021","Black","Heterosexual / straight","Department for Education (excl. agencies)","190","190","40110","36780"
"In post","2021","Black","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","160","160","36410","33010"
"In post","2021","Black","Heterosexual / straight","Department for International Trade","110","110","38500","36860"
"In post","2021","Black","Heterosexual / straight","Department for Transport (excl. agencies)","150","150","40190","37660"
"In post","2021","Black","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","2950","2820","29200","29840"
"In post","2021","Black","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","90","80","37300","32790"
"In post","2021","Black","Heterosexual / straight","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Driver and Vehicle Standards Agency","40","40","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Education and Skills Funding Agency","40","40","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Food Standards Agency","30","30","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","210","210","38510","34770"
"In post","2021","Black","Heterosexual / straight","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Government Legal Department","130","130","40560","31630"
"In post","2021","Black","Heterosexual / straight","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","HM Courts and Tribunals Service","800","760","25390","23270"
"In post","2021","Black","Heterosexual / straight","HM Land Registry","50","40","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","HM Prison and Probation Service","1820","1780","31480","30320"
"In post","2021","Black","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","1110","1080","32110","30430"
"In post","2021","Black","Heterosexual / straight","HM Treasury (excl. agencies)","60","60","37830","32320"
"In post","2021","Black","Heterosexual / straight","Home Office (incl. agencies)","1740","1640","32590","29080"
"In post","2021","Black","Heterosexual / straight","Insolvency Service","40","40","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Legal Aid Agency","40","40","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","60","60","36790","32960"
"In post","2021","Black","Heterosexual / straight","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Ministry of Defence (excl. agencies)","460","450","32720","30200"
"In post","2021","Black","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","140","130","41420","38160"
"In post","2021","Black","Heterosexual / straight","Ministry of Justice (excl. agencies)","300","300","36060","32280"
"In post","2021","Black","Heterosexual / straight","National Crime Agency","80","80","36790","36320"
"In post","2021","Black","Heterosexual / straight","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","50","50","44320","44610"
"In post","2021","Black","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Office of the Public Guardian","80","80","21170","19930"
"In post","2021","Black","Heterosexual / straight","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Public Health England","400","370","38850","33100"
"In post","2021","Black","Heterosexual / straight","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Scottish Government (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","United Kingdom Statistics Authority","60","50","30170","29540"
"In post","2021","Black","Heterosexual / straight","Valuation Office Agency","50","40","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Black","LGBO","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Black","LGBO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
