"Status","Year","Ethnicity","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Female","Sandwell","60","60","26680","27570"
"In post","2021","Asian","Female","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","Sheffield","200","180","27240","24890"
"In post","2021","Asian","Female","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","Solihull","160","140","26080","25310"
"In post","2021","Asian","Female","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","South Hampshire","40","40","[c]","[c]"
"In post","2021","Asian","Female","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","Southampton","40","30","[c]","[c]"
"In post","2021","Asian","Female","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","Staffordshire CC","70","70","32790","27570"
"In post","2021","Asian","Female","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","Swansea","30","30","[c]","[c]"
"In post","2021","Asian","Female","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","Telford and Wrekin","40","40","[c]","[c]"
"In post","2021","Asian","Female","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","Tower Hamlets","630","590","39330","34550"
"In post","2021","Asian","Female","Tyneside","140","130","27390","21950"
"In post","2021","Asian","Female","Unknown","110","90","28840","27570"
"In post","2021","Asian","Female","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","Walsall","60","50","24670","21010"
"In post","2021","Asian","Female","Wandsworth","40","40","[c]","[c]"
"In post","2021","Asian","Female","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","Warwickshire","80","70","24580","22220"
"In post","2021","Asian","Female","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","West Essex","40","30","[c]","[c]"
"In post","2021","Asian","Female","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","West Northamptonshire","40","40","[c]","[c]"
"In post","2021","Asian","Female","West Surrey","90","80","31340","29290"
"In post","2021","Asian","Female","West Sussex (North East)","50","40","27220","27390"
"In post","2021","Asian","Female","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","Westminster","3130","2990","42080","37640"
"In post","2021","Asian","Female","Wiltshire","60","60","35290","28780"
"In post","2021","Asian","Female","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","Wolverhampton","90","80","24030","21010"
"In post","2021","Asian","Female","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Female","York","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Barking & Dagenham and Havering","60","60","31080","31060"
"In post","2021","Asian","Male","Barnet","140","140","41070","38520"
"In post","2021","Asian","Male","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","220","220","37130","33900"
"In post","2021","Asian","Male","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Berkshire","100","100","31220","29290"
"In post","2021","Asian","Male","Bexley and Greenwich","40","40","[c]","[c]"
"In post","2021","Asian","Male","Birmingham","1100","1070","27520","25560"
"In post","2021","Asian","Male","Blackburn with Darwen","70","60","26170","27570"
"In post","2021","Asian","Male","Blackpool","60","60","29820","27570"
"In post","2021","Asian","Male","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Bradford","340","320","25420","24000"
"In post","2021","Asian","Male","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Brent","40","40","[c]","[c]"
"In post","2021","Asian","Male","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Bristol, City of","70","60","32800","27570"
"In post","2021","Asian","Male","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Buckinghamshire CC","40","40","[c]","[c]"
"In post","2021","Asian","Male","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Calderdale and Kirklees","60","60","27130","27570"
"In post","2021","Asian","Male","Cambridgeshire CC","50","50","37600","31310"
"In post","2021","Asian","Male","Camden and City of London","250","240","34260","29570"
"In post","2021","Asian","Male","Cardiff and Vale of Glamorgan","120","120","30160","25280"
"In post","2021","Asian","Male","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Central Hampshire","40","30","[c]","[c]"
"In post","2021","Asian","Male","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","City of Edinburgh","50","50","35540","31970"
"In post","2021","Asian","Male","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Coventry","170","170","33950","29730"
"In post","2021","Asian","Male","Croydon","610","600","35850","31130"
"In post","2021","Asian","Male","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Derby","40","40","[c]","[c]"
"In post","2021","Asian","Male","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Dudley","40","30","[c]","[c]"
"In post","2021","Asian","Male","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Durham CC","30","20","[c]","[c]"
"In post","2021","Asian","Male","Ealing","60","50","30590","31060"
"In post","2021","Asian","Male","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","East Lancashire","30","30","[c]","[c]"
"In post","2021","Asian","Male","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Glasgow City","90","90","30270","26410"
"In post","2021","Asian","Male","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Greater Manchester North East","60","60","27800","27570"
"In post","2021","Asian","Male","Greater Manchester North West","40","40","[c]","[c]"
"In post","2021","Asian","Male","Greater Manchester South East","40","30","[c]","[c]"
"In post","2021","Asian","Male","Greater Manchester South West","270","260","29680","27570"
"In post","2021","Asian","Male","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Hackney and Newham","270","260","33140","31060"
"In post","2021","Asian","Male","Haringey and Islington","80","80","30210","31060"
"In post","2021","Asian","Male","Harrow and Hillingdon","540","520","29810","29030"
"In post","2021","Asian","Male","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Hertfordshire","120","120","34550","31810"
"In post","2021","Asian","Male","Hounslow and Richmond upon Thames","230","220","30070","29080"
"In post","2021","Asian","Male","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Kensington & Chelsea and Hammersmith & Fulham","60","60","33490","31060"
"In post","2021","Asian","Male","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Lambeth","140","130","42600","38380"
"In post","2021","Asian","Male","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Leeds","500","490","30570","27570"
"In post","2021","Asian","Male","Leicester","370","350","25110","21490"
"In post","2021","Asian","Male","Leicestershire CC and Rutland","60","50","26530","24890"
"In post","2021","Asian","Male","Lewisham and Southwark","80","80","30590","29080"
"In post","2021","Asian","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Liverpool","50","50","[c]","[c]"
"In post","2021","Asian","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Luton","50","50","26010","27290"
"In post","2021","Asian","Male","Manchester","320","320","31540","27570"
"In post","2021","Asian","Male","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Mid Lancashire","380","360","23820","21010"
"In post","2021","Asian","Male","Milton Keynes","70","60","30980","27570"
"In post","2021","Asian","Male","Monmouthshire and Newport","40","40","[c]","[c]"
"In post","2021","Asian","Male","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Nottingham","220","210","30930","30650"
"In post","2021","Asian","Male","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Overseas","90","90","48870","45910"
"In post","2021","Asian","Male","Oxfordshire","40","40","[c]","[c]"
"In post","2021","Asian","Male","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Peterborough","90","80","24170","21430"
"In post","2021","Asian","Male","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Redbridge and Waltham Forest","130","130","29310","31060"
"In post","2021","Asian","Male","Sandwell","30","30","[c]","[c]"
"In post","2021","Asian","Male","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Sefton","40","30","[c]","[c]"
"In post","2021","Asian","Male","Sheffield","190","180","28900","25020"
"In post","2021","Asian","Male","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Solihull","110","110","27760","25310"
"In post","2021","Asian","Male","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","South Hampshire","30","30","[c]","[c]"
"In post","2021","Asian","Male","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Staffordshire CC","80","80","31450","27570"
"In post","2021","Asian","Male","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Swansea","40","40","[c]","[c]"
"In post","2021","Asian","Male","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Telford and Wrekin","50","50","37960","31810"
"In post","2021","Asian","Male","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Tower Hamlets","510","500","42930","36650"
"In post","2021","Asian","Male","Tyneside","110","110","30490","25560"
"In post","2021","Asian","Male","Unknown","60","60","31140","27570"
"In post","2021","Asian","Male","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Walsall","50","40","[c]","[c]"
"In post","2021","Asian","Male","Wandsworth","50","40","[c]","[c]"
"In post","2021","Asian","Male","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Warwickshire","60","50","27330","25300"
"In post","2021","Asian","Male","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","West Surrey","60","60","29580","27850"
"In post","2021","Asian","Male","West Sussex (North East)","30","30","[c]","[c]"
"In post","2021","Asian","Male","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Westminster","2090","2070","43320","38750"
"In post","2021","Asian","Male","Wiltshire","60","60","37130","36330"
"In post","2021","Asian","Male","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Male","Wolverhampton","70","60","25390","27570"
"In post","2021","Asian","Male","Worcestershire","30","30","[c]","[c]"
"In post","2021","Asian","Male","York","[c]","[c]","[c]","[c]"
"In post","2021","Black","Female","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","Female","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Black","Female","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Black","Female","Ards and North Down","[c]","[c]","[c]","[c]"
