"Status","Year","Responsibility_level","Sexual_orientation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","G6/G7","Heterosexual / straight","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Westminster","670","650","57120","54700"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Wiltshire","50","50","56120","53330"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Worcestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","York","40","30","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Dorset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Shropshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Torbay","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Westminster","80","80","56280","53380"
"New entrant CS","2021","G6/G7","LGBO","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Worcestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Westminster","70","70","58420","56100"
"New entrant CS","2021","G6/G7","Undeclared","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","City of Edinburgh","110","100","55590","52480"
"New entrant CS","2021","G6/G7","Unknown","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Croydon","60","60","61960","57430"
"New entrant CS","2021","G6/G7","Unknown","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Dorset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Leeds","80","80","54170","49530"
"New entrant CS","2021","G6/G7","Unknown","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Shropshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Torbay","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Tower Hamlets","50","50","59500","54700"
"New entrant CS","2021","G6/G7","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Westminster","480","470","60180","57430"
"New entrant CS","2021","G6/G7","Unknown","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Portsmouth","[c]","[c]","[c]","[c]"
