"Status","Year","Region_ITL3","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Devon CC","Other","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Science and Engineering","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Unknown","Department for Business, Energy and Industrial Strategy","80","70","[c]","[c]"
"Leaver CS","2021","Devon CC","Unknown","Department for Work and Pensions","60","50","23750","21010"
"Leaver CS","2021","Devon CC","Unknown","HM Revenue and Customs","100","90","[c]","[c]"
"Leaver CS","2021","Devon CC","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Operational Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Operational Delivery","Ministry of Justice","70","70","[c]","[c]"
"Leaver CS","2021","Dorset CC","Other","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Science and Engineering","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","Unknown","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2021","Dudley","Unknown","HM Revenue and Customs","80","60","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Operational Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Other","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Commercial","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Digital, Data and Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Finance","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Operational Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Operational Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Operational Delivery","Ministry of Justice","110","90","[c]","[c]"
"Leaver CS","2021","Durham CC","Other","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Other","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Policy","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Unknown","HM Revenue and Customs","40","30","[c]","[c]"
"Leaver CS","2021","Durham CC","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","Unknown","HM Revenue and Customs","80","60","[c]","[c]"
"Leaver CS","2021","Ealing","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Operational Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Operational Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Other","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Policy","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Psychology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Security","Ministry of Defence","50","50","32490","38120"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Operational Delivery","Home Office","30","30","[c]","[c]"
"Leaver CS","2021","East Kent","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Other","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Unknown","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2021","East Kent","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lothian and Midlothian","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lothian and Midlothian","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Operational Delivery","Ministry of Justice","90","80","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","Operational Delivery","Ministry of Justice","50","40","[c]","[c]"
"Leaver CS","2021","East Surrey","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","Science and Engineering","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Operational Delivery","Ministry of Justice","30","30","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Unknown","Department for Work and Pensions","60","50","25160","21010"
"Leaver CS","2021","Enfield","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","Unknown","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Digital, Data and Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Operational Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Other","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Unknown","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2021","Falkirk","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Digital, Data and Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Operational Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Operational Delivery","Ministry of Justice","100","100","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Unknown","Department for Work and Pensions","30","20","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Unknown","HM Revenue and Customs","180","150","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Communications","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Corporate Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Operational Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Operational Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Operational Delivery","Scottish Government","70","60","28440","25980"
"Leaver CS","2021","Glasgow City","Other","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Other","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Other","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Policy","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Policy","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Psychology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Science and Engineering","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Unknown","Department for Work and Pensions","110","90","25240","26120"
"Leaver CS","2021","Glasgow City","Unknown","HM Revenue and Customs","50","40","[c]","[c]"
"Leaver CS","2021","Glasgow City","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Unknown","Scottish Government","90","80","41770","38540"
"Leaver CS","2021","Gloucestershire","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Intelligence Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Operational Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Operational Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
