"Status","Year","Region_ITL3","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Plymouth","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Science and Engineering","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Statistics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Geography","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Operational Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Operational Delivery","Ministry of Justice","60","50","26610","24800"
"New entrant CS","2022","Portsmouth","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Statistics","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Tax","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","Operational Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","Other","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","Veterinarian","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","Counter Fraud","Department for Work and Pensions","80","80","25850","25110"
"New entrant CS","2022","Redbridge and Waltham Forest","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","Operational Delivery","Department for Work and Pensions","50","40","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","Operational Delivery","Ministry of Justice","90","90","32750","30200"
"New entrant CS","2022","Redbridge and Waltham Forest","Other","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","Operational Delivery","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2022","Sandwell","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","Operational Delivery","Ministry of Justice","50","40","[c]","[c]"
"New entrant CS","2022","Sandwell","Other","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","Operational Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","Unknown","Scottish Government","60","60","25590","24400"
"New entrant CS","2022","Sefton","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Digital, Data and Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Digital, Data and Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Digital, Data and Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Intelligence Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Knowledge and Information Management","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Knowledge and Information Management","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Operational Delivery","Charity Commission","50","40","[c]","[c]"
"New entrant CS","2022","Sefton","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Operational Delivery","Department for Work and Pensions","220","220","25220","22800"
"New entrant CS","2022","Sefton","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Operational Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Operational Delivery","Home Office","150","140","22650","24880"
"New entrant CS","2022","Sefton","Operational Delivery","Ministry of Justice","90","80","27840","24800"
"New entrant CS","2022","Sefton","Other","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Science and Engineering","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Statistics","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Tax","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","Commercial","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","Communications","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","Digital, Data and Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","Digital, Data and Technology","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","Digital, Data and Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","Digital, Data and Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","Economics","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","Economics","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","Finance","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
