"Status","Year","Region_ITL1","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Yorkshire and The Humber","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Medicine","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","AA/AO","120","110","20780","20970"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","EO","250","240","26570","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","G6/G7","70","60","56130","53120"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","SEO/HEO","170","170","34090","32790"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Research","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Policy","G6/G7","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Policy","SEO/HEO","120","60","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Science and Engineering","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Science and Engineering","SEO/HEO","50","50","35710","36330"
"Leaver Dept.","2022","Yorkshire and The Humber","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","AA/AO","60","50","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","SEO/HEO","90","80","33840","32000"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Medicine","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","AA/AO","660","650","21060","20600"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","EO","110","100","25390","24620"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","SEO/HEO","70","70","32530","31810"
"New entrant CS","2021","East Midlands (England)","Operational Delivery","Unknown","110","100","22270","22920"
"New entrant CS","2021","East Midlands (England)","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Science and Engineering","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Tax","AA/AO","50","50","20140","20140"
"New entrant CS","2021","East Midlands (England)","Tax","EO","100","100","25560","25560"
"New entrant CS","2021","East Midlands (England)","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Tax","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","AA/AO","220","210","21070","21010"
"New entrant CS","2021","East Midlands (England)","Unknown","EO","640","630","27510","27570"
"New entrant CS","2021","East Midlands (England)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Medicine","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Operational Delivery","AA/AO","780","760","22570","21500"
"New entrant CS","2021","East of England","Operational Delivery","EO","130","120","25670","24880"
"New entrant CS","2021","East of England","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Operational Delivery","SEO/HEO","70","60","33760","31810"
"New entrant CS","2021","East of England","Operational Delivery","Unknown","190","170","21820","22920"
"New entrant CS","2021","East of England","Other","AA/AO","70","70","20590","20920"
"New entrant CS","2021","East of England","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Science and Engineering","SEO/HEO","40","30","[c]","[c]"
"New entrant CS","2021","East of England","Security","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","East of England","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","AA/AO","250","250","23010","24180"
