"Status","Year","Region_ITL3","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Central Valleys","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","EO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","EO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","SCS","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chorley and West Lancashire","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chorley and West Lancashire","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chorley and West Lancashire","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chorley and West Lancashire","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","AA/AO","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","EO","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","SEO/HEO","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Clackmannanshire and Fife","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Clackmannanshire and Fife","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Clackmannanshire and Fife","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Clackmannanshire and Fife","EO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Clackmannanshire and Fife","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Clackmannanshire and Fife","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Clackmannanshire and Fife","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Clackmannanshire and Fife","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Conwy and Denbighshire","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Conwy and Denbighshire","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Conwy and Denbighshire","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Conwy and Denbighshire","SCS","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Conwy and Denbighshire","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Conwy and Denbighshire","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","EO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","SCS","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","AA/AO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","EO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","SCS","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","AA/AO","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","EO","Operational Delivery","60","50","29510","28920"
"Leaver Dept.","2022","Croydon","EO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","EO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","EO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","EO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","G6/G7","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","SCS","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","SEO/HEO","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","Croydon","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","SEO/HEO","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Croydon","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","SCS","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derby","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derby","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derby","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derby","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","EO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","SCS","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset","G6/G7","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dudley","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dudley","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dudley","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dudley","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dudley","EO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dudley","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dudley","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dudley","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dudley","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dumfries and Galloway","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dumfries and Galloway","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dumfries and Galloway","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dumfries and Galloway","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","AA/AO","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Durham","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","EO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ealing","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ealing","EO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ealing","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ealing","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ealing","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ealing","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ealing","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Ayrshire and North Ayrshire mainland","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Ayrshire and North Ayrshire mainland","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Ayrshire and North Ayrshire mainland","EO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Cumbria","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Cumbria","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Cumbria","EO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Cumbria","SCS","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Cumbria","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Cumbria","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Cumbria","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Cumbria","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
