"Status","Year","Age","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Peterborough","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Peterborough","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Plymouth","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Plymouth","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Plymouth","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Portsmouth","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Portsmouth","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Portsmouth","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Portsmouth","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Redbridge and Waltham Forest","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Borders","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sefton","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sefton","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sefton","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sheffield","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sheffield","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sheffield","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sheffield","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Solihull","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Somerset","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Somerset","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Somerset","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Somerset","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South and West Derbyshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South and West Derbyshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Hampshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Hampshire","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Lanarkshire","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Lanarkshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Lanarkshire","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Nottinghamshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Teesside","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West Wales","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West Wales","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West Wales","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southampton","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southampton","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southend-on-Sea","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Staffordshire CC","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Staffordshire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Staffordshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Staffordshire CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Stoke-on-Trent","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Suffolk","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Suffolk","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Suffolk","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Suffolk","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Suffolk","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sunderland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sunderland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Swansea","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Swansea","Department for Transport","40","30","[c]","[c]"
"In post","2021","16-19","Swansea","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Swansea","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Swansea","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Thurrock","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Thurrock","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tower Hamlets","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tower Hamlets","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tower Hamlets","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tower Hamlets","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tyneside","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tyneside","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","16-19","Tyneside","HM Revenue and Customs","30","30","[c]","[c]"
"In post","2021","16-19","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","16-19","Wakefield","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wakefield","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Warwickshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Cumbria","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Cumbria","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Lothian","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Northamptonshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Surrey","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Sussex (South West)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Sussex (South West)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Westminster","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Westminster","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Westminster","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Westminster","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Westminster","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
