"Status","Year","Sexual_orientation","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","20-29","York","240","240","26920","26370"
"In post","2021","Heterosexual / straight","30-39","Aberdeen City and Aberdeenshire","240","230","34800","30680"
"In post","2021","Heterosexual / straight","30-39","Angus and Dundee City","290","270","26730","23730"
"In post","2021","Heterosexual / straight","30-39","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","30-39","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","30-39","Barking & Dagenham and Havering","70","60","29970","31060"
"In post","2021","Heterosexual / straight","30-39","Barnet","270","260","38320","33330"
"In post","2021","Heterosexual / straight","30-39","Barnsley, Doncaster and Rotherham","380","340","27000","26810"
"In post","2021","Heterosexual / straight","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","2490","2370","36500","34850"
"In post","2021","Heterosexual / straight","30-39","Bedford","110","110","29070","27570"
"In post","2021","Heterosexual / straight","30-39","Belfast","460","440","29510","25560"
"In post","2021","Heterosexual / straight","30-39","Berkshire","420","410","34680","31670"
"In post","2021","Heterosexual / straight","30-39","Bexley and Greenwich","270","260","32440","32600"
"In post","2021","Heterosexual / straight","30-39","Birmingham","1840","1740","29860","27570"
"In post","2021","Heterosexual / straight","30-39","Blackburn with Darwen","70","60","26580","27570"
"In post","2021","Heterosexual / straight","30-39","Blackpool","470","440","27690","27570"
"In post","2021","Heterosexual / straight","30-39","Bournemouth and Poole","70","70","25880","27420"
"In post","2021","Heterosexual / straight","30-39","Bradford","350","320","27070","25560"
"In post","2021","Heterosexual / straight","30-39","Breckland and South Norfolk","90","80","28540","26810"
"In post","2021","Heterosexual / straight","30-39","Brent","60","60","29670","31060"
"In post","2021","Heterosexual / straight","30-39","Bridgend and Neath Port Talbot","90","90","26660","27570"
"In post","2021","Heterosexual / straight","30-39","Brighton and Hove","60","50","30040","27570"
"In post","2021","Heterosexual / straight","30-39","Bristol, City of","1050","990","35830","31940"
"In post","2021","Heterosexual / straight","30-39","Bromley","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","30-39","Buckinghamshire CC","260","250","31670","30400"
"In post","2021","Heterosexual / straight","30-39","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","30-39","Calderdale and Kirklees","130","120","27120","27570"
"In post","2021","Heterosexual / straight","30-39","Cambridgeshire CC","490","470","32970","31220"
"In post","2021","Heterosexual / straight","30-39","Camden and City of London","500","480","39470","35070"
"In post","2021","Heterosexual / straight","30-39","Cardiff and Vale of Glamorgan","1950","1840","32810","29410"
"In post","2021","Heterosexual / straight","30-39","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","30-39","Central Bedfordshire","50","50","30360","27570"
"In post","2021","Heterosexual / straight","30-39","Central Hampshire","560","540","36020","33300"
"In post","2021","Heterosexual / straight","30-39","Central Valleys","250","240","31790","28850"
"In post","2021","Heterosexual / straight","30-39","Cheshire East","80","70","30560","27570"
"In post","2021","Heterosexual / straight","30-39","Cheshire West and Chester","50","50","27380","27570"
"In post","2021","Heterosexual / straight","30-39","Chorley and West Lancashire","220","210","29570","27380"
"In post","2021","Heterosexual / straight","30-39","City of Edinburgh","1780","1710","38600","34830"
"In post","2021","Heterosexual / straight","30-39","Clackmannanshire and Fife","110","110","30400","27570"
"In post","2021","Heterosexual / straight","30-39","Conwy and Denbighshire","90","90","32110","29530"
"In post","2021","Heterosexual / straight","30-39","Cornwall and Isles of Scilly","150","140","26490","26670"
"In post","2021","Heterosexual / straight","30-39","Coventry","350","330","35750","32300"
"In post","2021","Heterosexual / straight","30-39","Croydon","1330","1270","38800","35200"
"In post","2021","Heterosexual / straight","30-39","Darlington","150","140","33710","30230"
"In post","2021","Heterosexual / straight","30-39","Derby","130","110","25760","24400"
"In post","2021","Heterosexual / straight","30-39","Devon CC","490","450","27720","26630"
"In post","2021","Heterosexual / straight","30-39","Dorset CC","240","230","27390","26650"
"In post","2021","Heterosexual / straight","30-39","Dudley","130","110","24630","25560"
"In post","2021","Heterosexual / straight","30-39","Dumfries and Galloway","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","30-39","Durham CC","750","690","26160","25040"
"In post","2021","Heterosexual / straight","30-39","Ealing","50","50","30530","31060"
"In post","2021","Heterosexual / straight","30-39","East Ayrshire and North Ayrshire mainland","110","100","27730","27570"
"In post","2021","Heterosexual / straight","30-39","East Cumbria","100","90","26800","24920"
"In post","2021","Heterosexual / straight","30-39","East Derbyshire","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","30-39","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","260","260","29400","26750"
"In post","2021","Heterosexual / straight","30-39","East Kent","530","490","26640","25260"
"In post","2021","Heterosexual / straight","30-39","East Lancashire","80","70","26770","27570"
"In post","2021","Heterosexual / straight","30-39","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","30-39","East Merseyside","100","90","27570","27570"
"In post","2021","Heterosexual / straight","30-39","East Riding of Yorkshire","240","230","27800","26630"
"In post","2021","Heterosexual / straight","30-39","East Surrey","150","140","33470","33590"
"In post","2021","Heterosexual / straight","30-39","East Sussex CC","250","220","27030","27570"
"In post","2021","Heterosexual / straight","30-39","Enfield","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","30-39","Essex Haven Gateway","140","130","29890","28890"
"In post","2021","Heterosexual / straight","30-39","Essex Thames Gateway","100","90","27740","29290"
"In post","2021","Heterosexual / straight","30-39","Falkirk","200","170","26760","25870"
"In post","2021","Heterosexual / straight","30-39","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","30-39","Flintshire and Wrexham","290","280","27390","26060"
"In post","2021","Heterosexual / straight","30-39","Glasgow City","1650","1570","32620","29190"
"In post","2021","Heterosexual / straight","30-39","Gloucestershire","140","130","29790","27570"
"In post","2021","Heterosexual / straight","30-39","Greater Manchester North East","140","140","27710","27570"
"In post","2021","Heterosexual / straight","30-39","Greater Manchester North West","220","210","25080","24920"
"In post","2021","Heterosexual / straight","30-39","Greater Manchester South East","180","170","26180","26670"
"In post","2021","Heterosexual / straight","30-39","Greater Manchester South West","910","870","31040","27570"
"In post","2021","Heterosexual / straight","30-39","Gwent Valleys","170","150","27110","27570"
"In post","2021","Heterosexual / straight","30-39","Gwynedd","110","100","25180","23380"
"In post","2021","Heterosexual / straight","30-39","Hackney and Newham","290","270","36200","31060"
"In post","2021","Heterosexual / straight","30-39","Haringey and Islington","210","200","31560","31060"
"In post","2021","Heterosexual / straight","30-39","Harrow and Hillingdon","520","490","30130","29080"
"In post","2021","Heterosexual / straight","30-39","Hartlepool and Stockton-on-Tees","230","210","26800","27570"
"In post","2021","Heterosexual / straight","30-39","Heart of Essex","160","150","31510","30310"
"In post","2021","Heterosexual / straight","30-39","Herefordshire, County of","50","50","27640","27570"
"In post","2021","Heterosexual / straight","30-39","Hertfordshire","410","390","34900","31810"
"In post","2021","Heterosexual / straight","30-39","Hounslow and Richmond upon Thames","430","410","32220","31060"
"In post","2021","Heterosexual / straight","30-39","Inverclyde, East Renfrewshire and Renfrewshire","100","90","31850","27570"
"In post","2021","Heterosexual / straight","30-39","Inverness and Nairn and Moray, Badenoch and Strathspey","110","100","29050","27570"
"In post","2021","Heterosexual / straight","30-39","Isle of Anglesey","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","30-39","Isle of Wight","120","120","26560","25790"
"In post","2021","Heterosexual / straight","30-39","Kensington & Chelsea and Hammersmith & Fulham","140","140","32970","32680"
"In post","2021","Heterosexual / straight","30-39","Kent Thames Gateway","270","260","30420","30430"
"In post","2021","Heterosexual / straight","30-39","Kingston upon Hull, City of","230","200","27830","26670"
"In post","2021","Heterosexual / straight","30-39","Lambeth","810","770","42330","40170"
"In post","2021","Heterosexual / straight","30-39","Lancaster and Wyre","150","140","26100","26510"
"In post","2021","Heterosexual / straight","30-39","Leeds","1540","1450","32670","30730"
"In post","2021","Heterosexual / straight","30-39","Leicester","330","300","27540","25560"
"In post","2021","Heterosexual / straight","30-39","Leicestershire CC and Rutland","350","330","28550","27150"
"In post","2021","Heterosexual / straight","30-39","Lewisham and Southwark","250","240","31540","31060"
"In post","2021","Heterosexual / straight","30-39","Lincolnshire","340","330","27360","26670"
"In post","2021","Heterosexual / straight","30-39","Lisburn and Castlereagh","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","30-39","Liverpool","1910","1790","28750","25260"
"In post","2021","Heterosexual / straight","30-39","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","30-39","Luton","80","80","25950","25220"
"In post","2021","Heterosexual / straight","30-39","Manchester","1430","1380","33690","30950"
"In post","2021","Heterosexual / straight","30-39","Medway","230","220","30420","29810"
"In post","2021","Heterosexual / straight","30-39","Merton, Kingston upon Thames and Sutton","80","80","30780","31060"
"In post","2021","Heterosexual / straight","30-39","Mid Kent","120","120","30000","29290"
"In post","2021","Heterosexual / straight","30-39","Mid Lancashire","550","510","26020","22920"
"In post","2021","Heterosexual / straight","30-39","Milton Keynes","300","290","31320","30400"
"In post","2021","Heterosexual / straight","30-39","Monmouthshire and Newport","940","880","34120","30170"
"In post","2021","Heterosexual / straight","30-39","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","30-39","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","30-39","North and North East Lincolnshire","120","100","25760","25040"
"In post","2021","Heterosexual / straight","30-39","North and West Norfolk","120","110","26610","26060"
"In post","2021","Heterosexual / straight","30-39","North Hampshire","130","130","31330","27570"
"In post","2021","Heterosexual / straight","30-39","North Lanarkshire","310","280","25580","25560"
"In post","2021","Heterosexual / straight","30-39","North Northamptonshire","70","60","25040","27570"
"In post","2021","Heterosexual / straight","30-39","North Nottinghamshire","160","150","29510","27570"
"In post","2021","Heterosexual / straight","30-39","North Yorkshire CC","200","180","30280","28190"
"In post","2021","Heterosexual / straight","30-39","Northumberland","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","30-39","Norwich and East Norfolk","240","220","28710","27570"
"In post","2021","Heterosexual / straight","30-39","Nottingham","1040","980","31460","27680"
"In post","2021","Heterosexual / straight","30-39","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","30-39","Overseas","690","690","46250","49370"
"In post","2021","Heterosexual / straight","30-39","Oxfordshire","310","290","31010","29920"
"In post","2021","Heterosexual / straight","30-39","Perth and Kinross and Stirling","110","100","30100","28170"
"In post","2021","Heterosexual / straight","30-39","Peterborough","230","200","27420","24890"
"In post","2021","Heterosexual / straight","30-39","Plymouth","350","330","29820","27570"
"In post","2021","Heterosexual / straight","30-39","Portsmouth","430","410","30850","27570"
"In post","2021","Heterosexual / straight","30-39","Powys","70","70","30050","28850"
"In post","2021","Heterosexual / straight","30-39","Redbridge and Waltham Forest","120","110","28990","31060"
"In post","2021","Heterosexual / straight","30-39","Sandwell","60","60","27710","27570"
"In post","2021","Heterosexual / straight","30-39","Scottish Borders","80","70","28910","27570"
"In post","2021","Heterosexual / straight","30-39","Sefton","780","740","28330","25560"
"In post","2021","Heterosexual / straight","30-39","Sheffield","1300","1200","32110","29360"
"In post","2021","Heterosexual / straight","30-39","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","30-39","Shropshire CC","130","130","27570","26670"
"In post","2021","Heterosexual / straight","30-39","Solihull","260","250","28120","25310"
"In post","2021","Heterosexual / straight","30-39","Somerset","280","260","31040","31970"
"In post","2021","Heterosexual / straight","30-39","South and West Derbyshire","160","140","29830","27570"
"In post","2021","Heterosexual / straight","30-39","South Ayrshire","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","30-39","South Hampshire","430","400","33070","30130"
"In post","2021","Heterosexual / straight","30-39","South Lanarkshire","470","450","32240","29040"
"In post","2021","Heterosexual / straight","30-39","South Nottinghamshire","110","100","29490","27570"
"In post","2021","Heterosexual / straight","30-39","South Teesside","130","120","26190","24800"
"In post","2021","Heterosexual / straight","30-39","South West Wales","240","230","29000","27570"
"In post","2021","Heterosexual / straight","30-39","Southampton","210","190","32520","27570"
"In post","2021","Heterosexual / straight","30-39","Southend-on-Sea","80","80","31120","29290"
