"Status","Year","Function_of_post","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Legal","Declared non-disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Eastern Scotland","50","50","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Inner London - West","50","50","47280","51250"
"Leaver CS","2021","Legal","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","West Central Scotland","30","30","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","East Anglia","50","40","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","East Wales","40","40","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Greater Manchester","40","30","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Hampshire and Isle of Wight","40","30","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Inner London - West","70","60","38300","32560"
"Leaver CS","2021","No function","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Leicestershire, Rutland and Northamptonshire","30","30","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","West Midlands","40","30","[c]","[c]"
"Leaver CS","2021","No function","Declared disabled","West Wales and The Valleys","60","40","20580","21380"
"Leaver CS","2021","No function","Declared disabled","West Yorkshire","30","30","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Bedfordshire and Hertfordshire","80","80","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","150","140","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Cheshire","50","40","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Derbyshire and Nottinghamshire","170","160","25830","21170"
"Leaver CS","2021","No function","Declared non-disabled","Devon","80","70","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Dorset and Somerset","110","100","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","East Anglia","270","250","35100","26600"
"Leaver CS","2021","No function","Declared non-disabled","East Wales","180","170","32230","26920"
"Leaver CS","2021","No function","Declared non-disabled","East Yorkshire and Northern Lincolnshire","100","90","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Essex","60","50","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","290","270","31930","26380"
"Leaver CS","2021","No function","Declared non-disabled","Greater Manchester","200","180","33240","23690"
"Leaver CS","2021","No function","Declared non-disabled","Hampshire and Isle of Wight","160","140","28320","23050"
"Leaver CS","2021","No function","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","90","90","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Inner London - East","260","240","45100","38890"
"Leaver CS","2021","No function","Declared non-disabled","Inner London - West","480","450","46150","37410"
"Leaver CS","2021","No function","Declared non-disabled","Kent","150","140","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Lancashire","130","110","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","170","150","24200","20100"
"Leaver CS","2021","No function","Declared non-disabled","Lincolnshire","50","50","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Merseyside","120","100","31600","26380"
"Leaver CS","2021","No function","Declared non-disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","North Yorkshire","40","30","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Northumberland and Tyne and Wear","70","60","25100","20930"
"Leaver CS","2021","No function","Declared non-disabled","Outer London - East and North East","60","50","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Outer London - South","40","40","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Outer London - West and North West","140","120","34900","28040"
"Leaver CS","2021","No function","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Shropshire and Staffordshire","150","130","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","South Yorkshire","100","90","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Surrey, East and West Sussex","110","100","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Tees Valley and Durham","130","110","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Declared non-disabled","West Central Scotland","60","60","29360","23450"
"Leaver CS","2021","No function","Declared non-disabled","West Midlands","160","140","33220","22570"
"Leaver CS","2021","No function","Declared non-disabled","West Wales and The Valleys","210","160","22730","21590"
"Leaver CS","2021","No function","Declared non-disabled","West Yorkshire","170","160","26170","20100"
"Leaver CS","2021","No function","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","East Anglia","80","70","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","50","40","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Greater Manchester","30","30","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Inner London - West","60","60","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Kent","30","30","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Lancashire","30","20","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Tees Valley and Durham","40","30","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","West Yorkshire","40","30","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Bedfordshire and Hertfordshire","60","50","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Berkshire, Buckinghamshire and Oxfordshire","90","80","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Cheshire","30","30","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
