"Status","Year","Parent_department","Responsibility_level","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Department of Health and Social Care","EO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","EO","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","G6/G7","Department of Health and Social Care (excl. agencies)","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","G6/G7","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","G6/G7","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","SCS","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","SCS","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","SCS","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","SEO/HEO","Department of Health and Social Care (excl. agencies)","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","SEO/HEO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","SEO/HEO","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","EO","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","G6/G7","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","SCS","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","AA/AO","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","EO","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","EO","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","EO","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","EO","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","G6/G7","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","G6/G7","Foreign and Commonwealth Office (excl. agencies)","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","80","30","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","SCS","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","SCS","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","SCS","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","SEO/HEO","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","SEO/HEO","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","SEO/HEO","Foreign and Commonwealth Office (excl. agencies)","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","110","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","SEO/HEO","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","AA/AO","HM Revenue and Customs (excl. agencies)","700","660","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","AA/AO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","EO","HM Revenue and Customs (excl. agencies)","320","310","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","EO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","G6/G7","HM Revenue and Customs (excl. agencies)","160","160","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","G6/G7","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SCS","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SCS","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","HM Revenue and Customs (excl. agencies)","340","330","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","HM Revenue and Customs (excl. agencies)","80","80","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","AA/AO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","EO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","G6/G7","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","G6/G7","HM Treasury (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","G6/G7","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","G6/G7","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SCS","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SCS","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SCS","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SCS","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SEO/HEO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SEO/HEO","HM Treasury (excl. agencies)","60","60","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SEO/HEO","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SEO/HEO","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","Home Office (incl. agencies)","160","140","21800","21010"
"Leaver Dept.","2021","Home Office","EO","Home Office (incl. agencies)","350","320","26290","25160"
"Leaver Dept.","2021","Home Office","G6/G7","Home Office (incl. agencies)","170","160","59980","57460"
"Leaver Dept.","2021","Home Office","SCS","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","Home Office (incl. agencies)","380","360","36890","35200"
"Leaver Dept.","2021","Home Office","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Ministry of Defence (excl. agencies)","70","70","21640","20920"
"Leaver Dept.","2021","Ministry of Defence","EO","Defence Equipment and Support","90","90","22290","21000"
"Leaver Dept.","2021","Ministry of Defence","EO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","Ministry of Defence (excl. agencies)","60","60","28530","27820"
"Leaver Dept.","2021","Ministry of Defence","EO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","Defence Equipment and Support","60","60","53400","52800"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","Ministry of Defence (excl. agencies)","60","60","61290","59730"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SCS","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SCS","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Defence Equipment and Support","230","230","31870","32120"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Ministry of Defence (excl. agencies)","180","180","39370","39730"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","AA/AO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","AA/AO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","EO","Ministry of Housing, Communities and Local Government (excl. agencies)","60","60","27190","27310"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","EO","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","G6/G7","Ministry of Housing, Communities and Local Government (excl. agencies)","120","110","55300","52730"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","G6/G7","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","G6/G7","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","SCS","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Ministry of Housing, Communities and Local Government (excl. agencies)","170","170","34930","33210"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","AA/AO","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","AA/AO","HM Courts and Tribunals Service","200","200","19940","19930"
"Leaver Dept.","2021","Ministry of Justice","AA/AO","HM Prison and Probation Service","180","170","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","AA/AO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","AA/AO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","AA/AO","Office of the Public Guardian","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","EO","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","EO","HM Courts and Tribunals Service","80","80","23660","22710"
"Leaver Dept.","2021","Ministry of Justice","EO","HM Prison and Probation Service","60","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","EO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","EO","Ministry of Justice (excl. agencies)","60","60","26750","26410"
"Leaver Dept.","2021","Ministry of Justice","EO","Office of the Public Guardian","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","G6/G7","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","G6/G7","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","G6/G7","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","G6/G7","Ministry of Justice (excl. agencies)","90","90","58140","58020"
"Leaver Dept.","2021","Ministry of Justice","G6/G7","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","SCS","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","SCS","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","SCS","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","SEO/HEO","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","SEO/HEO","HM Courts and Tribunals Service","70","70","33140","32540"
"Leaver Dept.","2021","Ministry of Justice","SEO/HEO","HM Prison and Probation Service","70","70","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","SEO/HEO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","SEO/HEO","Ministry of Justice (excl. agencies)","220","220","37040","36800"
"Leaver Dept.","2021","Ministry of Justice","SEO/HEO","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","HM Prison and Probation Service","80","80","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","SCS","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","SEO/HEO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","AA/AO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","EO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","G6/G7","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","SCS","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","SEO/HEO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","AA/AO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","EO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","G6/G7","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","SEO/HEO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","AA/AO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","EO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","G6/G7","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","SCS","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","SEO/HEO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","G6/G7","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","SCS","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","EO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","G6/G7","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","SCS","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","SEO/HEO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","EO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","EO","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","G6/G7","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","G6/G7","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","SCS","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","SCS","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","SEO/HEO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","SEO/HEO","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","EO","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","G6/G7","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","SEO/HEO","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","AA/AO","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","AA/AO","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","AA/AO","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","AA/AO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","AA/AO","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","AA/AO","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","AA/AO","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","EO","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","EO","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","EO","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","EO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","EO","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","EO","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","G6/G7","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","G6/G7","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","G6/G7","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","G6/G7","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","G6/G7","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","G6/G7","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","SEO/HEO","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","SEO/HEO","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","SEO/HEO","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","SEO/HEO","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","SEO/HEO","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","SEO/HEO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","SEO/HEO","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","SEO/HEO","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","SEO/HEO","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","AA/AO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","SEO/HEO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","AA/AO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","EO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","G6/G7","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","SEO/HEO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","AA/AO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","EO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","G6/G7","United Kingdom Statistics Authority","40","40","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","SCS","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","SEO/HEO","United Kingdom Statistics Authority","80","80","33640","33070"
"Leaver Dept.","2021","Wales Office","AA/AO","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","EO","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","G6/G7","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","SCS","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","SEO/HEO","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","SEO/HEO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","AA/AO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","EO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","G6/G7","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","G6/G7","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","SCS","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","SEO/HEO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","SEO/HEO","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","AA/AO","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","AA/AO","Crown Prosecution Service","40","40","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","AA/AO","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","AA/AO","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","EO","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","EO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","EO","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","EO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","G6/G7","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","G6/G7","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","G6/G7","Government Legal Department","50","50","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","G6/G7","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","G6/G7","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SCS","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SCS","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SCS","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SEO/HEO","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SEO/HEO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SEO/HEO","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SEO/HEO","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","SEO/HEO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","AA/AO","Cabinet Office (excl. agencies)","50","50","21880","21050"
"Leaver Dept.","2022","Cabinet Office","AA/AO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","EO","Cabinet Office (excl. agencies)","180","170","27320","27500"
"Leaver Dept.","2022","Cabinet Office","EO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","EO","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","G6/G7","Cabinet Office (excl. agencies)","480","470","58300","54700"
"Leaver Dept.","2022","Cabinet Office","G6/G7","Crown Commercial Service","[c]","[c]","[c]","[c]"
