"Status","Year","Region_ITL3","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Shropshire CC","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Solihull","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Heterosexual / straight","Ministry of Defence","70","60","32850","29550"
"Leaver CS","2021","Somerset","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Heterosexual / straight","Ministry of Defence","50","50","29210","31670"
"Leaver CS","2021","South Hampshire","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Heterosexual / straight","United Kingdom Statistics Authority","90","60","23940","19520"
"Leaver CS","2021","South Hampshire","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Unknown","United Kingdom Statistics Authority","60","40","23690","19130"
"Leaver CS","2021","South Lanarkshire","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Heterosexual / straight","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Unknown","HM Revenue and Customs","100","80","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Heterosexual / straight","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
