"Status","Year","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Digital, Data and Technology","460","440","41930","38000"
"Leaver CS","2021","Economics","110","110","34070","25030"
"Leaver CS","2021","Finance","260","240","42300","37590"
"Leaver CS","2021","Human Resources","310","290","38520","33560"
"Leaver CS","2021","Inspector of Education and Training","80","70","67790","75500"
"Leaver CS","2021","Intelligence Analysis","80","70","35470","32430"
"Leaver CS","2021","Internal Audit","30","30","[c]","[c]"
"Leaver CS","2021","International Trade","50","50","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","110","100","34820","31570"
"Leaver CS","2021","Legal","410","350","53190","54810"
"Leaver CS","2021","Medicine","260","220","53470","38890"
"Leaver CS","2021","Operational Delivery","8260","7360","27860","22720"
"Leaver CS","2021","Operational Research","50","50","[c]","[c]"
"Leaver CS","2021","Other","1470","1410","30290","26930"
"Leaver CS","2021","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","830","790","45610","40180"
"Leaver CS","2021","Project Delivery","450","430","41160","37920"
"Leaver CS","2021","Property","430","380","32780","28950"
"Leaver CS","2021","Psychology","110","90","[c]","[c]"
"Leaver CS","2021","Science and Engineering","810","750","32700","29700"
"Leaver CS","2021","Security","400","390","30430","26750"
"Leaver CS","2021","Social Research","40","40","[c]","[c]"
"Leaver CS","2021","Statistics","50","50","34970","29540"
"Leaver CS","2021","Unknown","12260","10240","29920","27240"
"Leaver CS","2021","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","410","330","38850","36500"
"Leaver CS","2022","Communications","370","320","39260","36810"
"Leaver CS","2022","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","280","220","28750","27570"
"Leaver CS","2022","Digital, Data and Technology","1380","1290","41430","38070"
"Leaver CS","2022","Economics","190","170","36480","33400"
"Leaver CS","2022","Finance","660","560","39160","33310"
"Leaver CS","2022","Geography","40","30","[c]","[c]"
"Leaver CS","2022","Human Resources","600","540","37230","33300"
"Leaver CS","2022","Inspector of Education and Training","120","120","65350","75480"
"Leaver CS","2022","Intelligence Analysis","140","130","31260","29140"
"Leaver CS","2022","Internal Audit","60","60","[c]","[c]"
"Leaver CS","2022","International Trade","100","100","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","440","400","35280","31570"
"Leaver CS","2022","Legal","510","460","56090","55000"
"Leaver CS","2022","Medicine","430","380","58450","40880"
"Leaver CS","2022","Operational Delivery","21580","19200","28350","26460"
"Leaver CS","2022","Operational Research","40","40","[c]","[c]"
"Leaver CS","2022","Other","2880","2680","29480","25780"
"Leaver CS","2022","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","1600","1370","45840","40220"
"Leaver CS","2022","Project Delivery","760","710","41480","38600"
"Leaver CS","2022","Property","420","380","35360","33300"
"Leaver CS","2022","Psychology","110","100","[c]","[c]"
"Leaver CS","2022","Science and Engineering","1450","1340","37740","35610"
"Leaver CS","2022","Security","700","670","31880","28500"
"Leaver CS","2022","Social Research","50","40","[c]","[c]"
"Leaver CS","2022","Statistics","110","100","37150","32010"
"Leaver CS","2022","Tax","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","8650","7330","36790","28330"
"Leaver CS","2022","Veterinarian","50","40","[c]","[c]"
"Leaver Dept.","2021","Commercial","160","160","37240","34800"
"Leaver Dept.","2021","Communications","200","200","43680","39850"
"Leaver Dept.","2021","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","210","200","44900","40380"
"Leaver Dept.","2021","Economics","120","120","44840","46150"
"Leaver Dept.","2021","Finance","230","220","46790","45200"
"Leaver Dept.","2021","Human Resources","320","310","39520","35960"
"Leaver Dept.","2021","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","50","50","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","140","140","45790","42030"
"Leaver Dept.","2021","Knowledge and Information Management","50","40","[c]","[c]"
"Leaver Dept.","2021","Legal","120","110","55160","54810"
"Leaver Dept.","2021","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","1990","1920","29000","24620"
"Leaver Dept.","2021","Operational Research","50","50","[c]","[c]"
"Leaver Dept.","2021","Other","310","300","37100","31160"
"Leaver Dept.","2021","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","1690","1650","44170","39250"
"Leaver Dept.","2021","Project Delivery","410","400","41880","37640"
"Leaver Dept.","2021","Property","70","60","37530","33300"
"Leaver Dept.","2021","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","130","130","36630","33060"
"Leaver Dept.","2021","Security","50","50","[c]","[c]"
"Leaver Dept.","2021","Social Research","40","40","[c]","[c]"
"Leaver Dept.","2021","Statistics","100","100","40130","35600"
"Leaver Dept.","2021","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","5490","4920","35680","32000"
"Leaver Dept.","2022","Commercial","500","340","40710","37890"
"Leaver Dept.","2022","Communications","420","300","42260","37320"
"Leaver Dept.","2022","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","120","110","30780","27570"
"Leaver Dept.","2022","Digital, Data and Technology","760","650","41990","38000"
"Leaver Dept.","2022","Economics","160","140","44460","38020"
"Leaver Dept.","2022","Finance","630","480","41970","37780"
"Leaver Dept.","2022","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","620","560","39340","33300"
"Leaver Dept.","2022","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","80","80","33730","30810"
"Leaver Dept.","2022","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","100","100","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","310","280","43930","40560"
"Leaver Dept.","2022","Legal","120","110","59680","59160"
"Leaver Dept.","2022","Medicine","400","330","90170","95140"
"Leaver Dept.","2022","Operational Delivery","8520","8020","32870","27570"
"Leaver Dept.","2022","Operational Research","50","50","[c]","[c]"
"Leaver Dept.","2022","Other","790","770","31180","27570"
"Leaver Dept.","2022","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","2410","1940","45200","40230"
"Leaver Dept.","2022","Project Delivery","520","510","40620","37460"
"Leaver Dept.","2022","Property","120","110","39710","34650"
"Leaver Dept.","2022","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","2270","2110","39850","37470"
"Leaver Dept.","2022","Security","90","80","37110","36050"
"Leaver Dept.","2022","Social Research","70","60","42140","38340"
"Leaver Dept.","2022","Statistics","130","120","41990","39850"
"Leaver Dept.","2022","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","4410","3830","41510","34550"
"Leaver Dept.","2022","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","470","470","36480","34710"
"New entrant CS","2021","Communications","470","460","36110","32330"
"New entrant CS","2021","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","50","50","33110","31000"
"New entrant CS","2021","Digital, Data and Technology","1850","1830","40610","37000"
"New entrant CS","2021","Economics","480","480","32020","31810"
"New entrant CS","2021","Finance","720","700","35770","32790"
"New entrant CS","2021","Human Resources","720","690","33610","29360"
"New entrant CS","2021","Inspector of Education and Training","90","90","63580","70500"
"New entrant CS","2021","Intelligence Analysis","160","160","37840","31280"
"New entrant CS","2021","Internal Audit","50","40","[c]","[c]"
"New entrant CS","2021","International Trade","150","140","33230","31800"
"New entrant CS","2021","Knowledge and Information Management","180","170","32350","30460"
"New entrant CS","2021","Legal","930","900","42050","43920"
"New entrant CS","2021","Medicine","400","320","51800","38890"
"New entrant CS","2021","Operational Delivery","16020","15420","25570","22850"
"New entrant CS","2021","Operational Research","120","120","32840","33300"
"New entrant CS","2021","Other","1830","1790","28340","25000"
"New entrant CS","2021","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","3330","3280","37410","33570"
"New entrant CS","2021","Project Delivery","1180","1170","37680","34710"
"New entrant CS","2021","Property","490","480","33820","30000"
"New entrant CS","2021","Psychology","120","120","26440","24620"
"New entrant CS","2021","Science and Engineering","1310","1240","31560","28650"
"New entrant CS","2021","Security","750","750","27350","24540"
"New entrant CS","2021","Social Research","210","210","33560","32540"
"New entrant CS","2021","Statistics","370","360","33510","31810"
"New entrant CS","2021","Tax","3240","3170","22580","20140"
"New entrant CS","2021","Unknown","21450","21040","28500","27570"
"New entrant CS","2021","Veterinarian","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","810","740","32590","30210"
"New entrant CS","2022","Communications","600","550","36080","33000"
"New entrant CS","2022","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","700","680","26320","27570"
"New entrant CS","2022","Digital, Data and Technology","2800","2740","38210","35050"
"New entrant CS","2022","Economics","400","390","34310","31800"
"New entrant CS","2022","Finance","1210","1130","35140","32790"
"New entrant CS","2022","Geography","90","90","27570","20420"
"New entrant CS","2022","Human Resources","1140","1080","33520","29320"
"New entrant CS","2022","Inspector of Education and Training","170","170","59160","51360"
"New entrant CS","2022","Intelligence Analysis","220","220","29690","28700"
"New entrant CS","2022","Internal Audit","60","60","39520","39200"
"New entrant CS","2022","International Trade","200","200","37000","31800"
"New entrant CS","2022","Knowledge and Information Management","220","210","30990","28590"
"New entrant CS","2022","Legal","940","920","42200","41750"
"New entrant CS","2022","Medicine","340","290","51170","39030"
"New entrant CS","2022","Operational Delivery","36830","35240","26270","24210"
"New entrant CS","2022","Operational Research","120","120","32320","31000"
"New entrant CS","2022","Other","2630","2570","27140","23320"
"New entrant CS","2022","Planning","70","70","41070","39100"
"New entrant CS","2022","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","3900","3810","36510","33570"
"New entrant CS","2022","Project Delivery","1230","1210","37270","34860"
"New entrant CS","2022","Property","780","760","34700","31000"
"New entrant CS","2022","Psychology","190","190","26590","27230"
"New entrant CS","2022","Science and Engineering","1690","1640","32110","29350"
"New entrant CS","2022","Security","660","660","28370","25000"
"New entrant CS","2022","Social Research","300","290","34320","31800"
"New entrant CS","2022","Statistics","380","370","31750","30710"
"New entrant CS","2022","Tax","2540","2490","27380","26590"
"New entrant CS","2022","Unknown","8080","7850","32580","27940"
"New entrant CS","2022","Veterinarian","50","50","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","",""
"Data column","Description","","","","",""
"Status","Employment status of the civil servants.","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","",""
"Year","Year of data collection (as at March 31st).","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","",""
