"Status","Year","Region_ITL2","Age","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cheshire","20-29","Female","380","380","27120","27570"
"In post","2021","Cheshire","20-29","Male","250","250","26780","26810"
"In post","2021","Cheshire","30-39","Female","460","430","30680","29180"
"In post","2021","Cheshire","30-39","Male","380","380","31890","30640"
"In post","2021","Cheshire","40-49","Female","530","490","32590","30640"
"In post","2021","Cheshire","40-49","Male","360","350","34800","32920"
"In post","2021","Cheshire","50-59","Female","640","580","29960","27570"
"In post","2021","Cheshire","50-59","Male","550","540","35720","32770"
"In post","2021","Cheshire","60-64","Female","140","110","26580","26120"
"In post","2021","Cheshire","60-64","Male","140","120","32320","31650"
"In post","2021","Cheshire","65+","Female","30","20","[c]","[c]"
"In post","2021","Cheshire","65+","Male","30","20","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","20-29","Female","70","70","23400","21010"
"In post","2021","Cornwall and Isles of Scilly","20-29","Male","50","50","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","30-39","Female","150","130","26190","22640"
"In post","2021","Cornwall and Isles of Scilly","30-39","Male","90","90","25200","26590"
"In post","2021","Cornwall and Isles of Scilly","40-49","Female","220","190","27230","27570"
"In post","2021","Cornwall and Isles of Scilly","40-49","Male","150","150","28910","26750"
"In post","2021","Cornwall and Isles of Scilly","50-59","Female","350","320","26770","27570"
"In post","2021","Cornwall and Isles of Scilly","50-59","Male","300","290","27080","26670"
"In post","2021","Cornwall and Isles of Scilly","60-64","Female","100","70","24840","22080"
"In post","2021","Cornwall and Isles of Scilly","60-64","Male","110","100","27550","26670"
"In post","2021","Cornwall and Isles of Scilly","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","65+","Male","30","20","[c]","[c]"
"In post","2021","Cumbria","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","20-29","Female","120","120","23020","21050"
"In post","2021","Cumbria","20-29","Male","100","100","24690","23540"
"In post","2021","Cumbria","30-39","Female","220","180","26240","24920"
"In post","2021","Cumbria","30-39","Male","140","140","29360","25830"
"In post","2021","Cumbria","40-49","Female","400","340","27580","25190"
"In post","2021","Cumbria","40-49","Male","240","230","30270","27100"
"In post","2021","Cumbria","50-59","Female","370","330","27300","25190"
"In post","2021","Cumbria","50-59","Male","320","310","31570","27380"
"In post","2021","Cumbria","60-64","Female","110","80","25090","21050"
"In post","2021","Cumbria","60-64","Male","80","70","29930","26780"
"In post","2021","Cumbria","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Female","990","960","25450","25480"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Male","870","860","26500","25560"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Female","1370","1230","29750","27570"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Male","1100","1080","30170","27570"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Female","1710","1520","32300","27940"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Male","1210","1190","33420","31380"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Female","2250","2040","31540","27570"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Male","1630","1570","35080","31650"
"In post","2021","Derbyshire and Nottinghamshire","60-64","Female","470","370","27390","26630"
"In post","2021","Derbyshire and Nottinghamshire","60-64","Male","420","350","33220","28130"
"In post","2021","Derbyshire and Nottinghamshire","65+","Female","100","70","28730","23730"
"In post","2021","Derbyshire and Nottinghamshire","65+","Male","140","100","31070","27570"
"In post","2021","Devon","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon","20-29","Female","510","490","25380","24470"
"In post","2021","Devon","20-29","Male","530","530","26340","25380"
"In post","2021","Devon","30-39","Female","920","800","29670","27570"
"In post","2021","Devon","30-39","Male","890","870","32440","31660"
"In post","2021","Devon","40-49","Female","1110","950","31400","27570"
"In post","2021","Devon","40-49","Male","1120","1100","35940","33280"
"In post","2021","Devon","50-59","Female","1350","1190","29810","27570"
"In post","2021","Devon","50-59","Male","1530","1480","35100","32040"
"In post","2021","Devon","60-64","Female","390","300","26870","24980"
"In post","2021","Devon","60-64","Male","440","380","30400","27380"
"In post","2021","Devon","65+","Female","80","60","25390","22260"
"In post","2021","Devon","65+","Male","150","110","29860","26780"
"In post","2021","Devon","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","20-29","Female","270","270","24780","23840"
"In post","2021","Dorset and Somerset","20-29","Male","280","270","25820","25850"
"In post","2021","Dorset and Somerset","30-39","Female","420","380","28920","27570"
"In post","2021","Dorset and Somerset","30-39","Male","430","430","29220","27570"
"In post","2021","Dorset and Somerset","40-49","Female","580","510","29520","27570"
"In post","2021","Dorset and Somerset","40-49","Male","560","550","33010","31650"
"In post","2021","Dorset and Somerset","50-59","Female","900","800","29080","27570"
"In post","2021","Dorset and Somerset","50-59","Male","970","950","32360","31650"
"In post","2021","Dorset and Somerset","60-64","Female","250","200","26890","27130"
"In post","2021","Dorset and Somerset","60-64","Male","330","290","29740","27570"
"In post","2021","Dorset and Somerset","65+","Female","70","50","25570","26120"
"In post","2021","Dorset and Somerset","65+","Male","140","120","29240","27570"
"In post","2021","Dorset and Somerset","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","20-29","Female","800","780","25290","24920"
"In post","2021","East Anglia","20-29","Male","700","690","26110","25850"
"In post","2021","East Anglia","30-39","Female","1230","1090","29220","27570"
"In post","2021","East Anglia","30-39","Male","1070","1060","30080","28910"
"In post","2021","East Anglia","40-49","Female","1560","1360","30790","27570"
"In post","2021","East Anglia","40-49","Male","1400","1380","32260","30210"
"In post","2021","East Anglia","50-59","Female","2060","1890","29620","27570"
"In post","2021","East Anglia","50-59","Male","2060","2020","33370","31650"
"In post","2021","East Anglia","60-64","Female","540","460","27040","24920"
"In post","2021","East Anglia","60-64","Male","640","550","31240","27570"
"In post","2021","East Anglia","65+","Female","160","120","25420","22260"
"In post","2021","East Anglia","65+","Male","220","170","30990","27570"
"In post","2021","East Wales","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","16-19","Male","40","40","[c]","[c]"
"In post","2021","East Wales","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","20-29","Female","1820","1780","26480","24920"
"In post","2021","East Wales","20-29","Male","1640","1630","26400","25560"
"In post","2021","East Wales","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","30-39","Female","2630","2400","31730","28850"
"In post","2021","East Wales","30-39","Male","2340","2310","32170","29540"
"In post","2021","East Wales","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","40-49","Female","2610","2350","34770","30130"
"In post","2021","East Wales","40-49","Male","2090","2060","38020","32220"
"In post","2021","East Wales","50-59","Female","2930","2660","32170","27570"
"In post","2021","East Wales","50-59","Male","2360","2300","36830","31810"
"In post","2021","East Wales","60-64","Female","760","590","29400","25560"
"In post","2021","East Wales","60-64","Male","660","550","34450","28850"
"In post","2021","East Wales","65+","Female","220","160","28890","23830"
"In post","2021","East Wales","65+","Male","230","170","34500","28130"
"In post","2021","East Wales","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","20-29","Female","300","290","23880","22920"
"In post","2021","East Yorkshire and Northern Lincolnshire","20-29","Male","340","340","24300","24440"
"In post","2021","East Yorkshire and Northern Lincolnshire","30-39","Female","420","360","26980","26300"
"In post","2021","East Yorkshire and Northern Lincolnshire","30-39","Male","400","390","27640","26670"
"In post","2021","East Yorkshire and Northern Lincolnshire","40-49","Female","550","480","27470","27370"
"In post","2021","East Yorkshire and Northern Lincolnshire","40-49","Male","440","440","30040","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","50-59","Female","830","730","27410","27330"
"In post","2021","East Yorkshire and Northern Lincolnshire","50-59","Male","870","840","30440","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","60-64","Female","180","140","25550","26760"
"In post","2021","East Yorkshire and Northern Lincolnshire","60-64","Male","280","230","30870","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","65+","Female","40","20","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","65+","Male","60","50","27550","26930"
"In post","2021","Eastern Scotland","16-19","Female","50","50","21200","21010"
"In post","2021","Eastern Scotland","16-19","Male","40","40","[c]","[c]"
"In post","2021","Eastern Scotland","20-29","Female","1760","1720","26950","25960"
"In post","2021","Eastern Scotland","20-29","Male","1200","1190","26740","25560"
"In post","2021","Eastern Scotland","30-39","Female","2500","2310","34030","30650"
"In post","2021","Eastern Scotland","30-39","Male","1990","1970","33950","30980"
"In post","2021","Eastern Scotland","40-49","Female","2670","2410","36840","30650"
"In post","2021","Eastern Scotland","40-49","Male","2040","2010","38230","33650"
"In post","2021","Eastern Scotland","50-59","Female","2860","2640","35530","29040"
"In post","2021","Eastern Scotland","50-59","Male","2800","2730","37530","33650"
"In post","2021","Eastern Scotland","60-64","Female","720","570","30610","27350"
"In post","2021","Eastern Scotland","60-64","Male","790","660","35420","33650"
"In post","2021","Eastern Scotland","65+","Female","160","120","29230","26930"
"In post","2021","Eastern Scotland","65+","Male","260","210","34330","28870"
"In post","2021","Eastern Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Essex","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Essex","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Essex","20-29","Female","400","390","26420","25170"
"In post","2021","Essex","20-29","Male","270","270","26940","25850"
"In post","2021","Essex","30-39","Female","500","440","29530","29290"
"In post","2021","Essex","30-39","Male","360","360","30050","29290"
"In post","2021","Essex","40-49","Female","790","690","30340","29290"
"In post","2021","Essex","40-49","Male","530","530","32890","29510"
"In post","2021","Essex","50-59","Female","1150","1040","30810","29290"
"In post","2021","Essex","50-59","Male","860","830","35130","31810"
"In post","2021","Essex","60-64","Female","290","240","28780","28130"
"In post","2021","Essex","60-64","Male","240","200","32410","29350"
"In post","2021","Essex","65+","Female","90","60","25940","25110"
"In post","2021","Essex","65+","Male","90","70","29630","27750"
"In post","2021","Essex","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","Female","50","50","19710","19040"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","Male","100","100","18230","17780"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Female","2560","2510","27320","26590"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Male","2780","2760","28110","27540"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Female","3350","3030","34240","32770"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Male","3250","3230","37100","36180"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Female","3250","2940","37440","33630"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Male","3380","3340","42200","40280"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Female","3420","3190","36110","32700"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Male","4440","4370","43250","40580"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Female","790","650","32700","27570"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Male","1250","1110","41000","38990"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Female","230","170","30850","27130"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Male","460","370","40320","36460"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","20-29","Female","1670","1630","26340","25560"
"In post","2021","Greater Manchester","20-29","Male","1610","1600","27310","25560"
"In post","2021","Greater Manchester","30-39","Female","2200","2040","30700","27570"
"In post","2021","Greater Manchester","30-39","Male","2190","2170","31410","27570"
"In post","2021","Greater Manchester","40-49","Female","2500","2270","32400","27570"
"In post","2021","Greater Manchester","40-49","Male","2060","2030","33720","28200"
"In post","2021","Greater Manchester","50-59","Female","3410","3120","30750","27570"
"In post","2021","Greater Manchester","50-59","Male","2330","2270","34130","30670"
"In post","2021","Greater Manchester","60-64","Female","780","600","28390","26380"
"In post","2021","Greater Manchester","60-64","Male","560","460","31570","27570"
"In post","2021","Greater Manchester","65+","Female","180","120","26540","21590"
"In post","2021","Greater Manchester","65+","Male","200","140","30400","27570"
"In post","2021","Greater Manchester","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","20-29","Female","990","960","27300","26670"
"In post","2021","Hampshire and Isle of Wight","20-29","Male","930","920","27620","27570"
"In post","2021","Hampshire and Isle of Wight","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","30-39","Female","1390","1250","31900","29540"
"In post","2021","Hampshire and Isle of Wight","30-39","Male","1260","1240","34140","31810"
"In post","2021","Hampshire and Isle of Wight","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","40-49","Female","1710","1530","33280","29540"
"In post","2021","Hampshire and Isle of Wight","40-49","Male","1510","1480","36610","33300"
"In post","2021","Hampshire and Isle of Wight","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","50-59","Female","2510","2260","30210","27380"
"In post","2021","Hampshire and Isle of Wight","50-59","Male","2640","2530","35320","32680"
"In post","2021","Hampshire and Isle of Wight","60-64","Female","720","580","26800","22780"
"In post","2021","Hampshire and Isle of Wight","60-64","Male","960","850","33150","31650"
"In post","2021","Hampshire and Isle of Wight","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","65+","Female","260","190","24690","21580"
"In post","2021","Hampshire and Isle of Wight","65+","Male","440","350","30650","26670"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","20-29","Female","290","290","23560","22920"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","20-29","Male","250","240","23790","23970"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","30-39","Female","380","340","27270","26670"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","30-39","Male","340","340","26830","25400"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","40-49","Female","510","460","29690","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","40-49","Male","390","390","30640","28200"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","50-59","Female","720","650","27660","26600"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","50-59","Male","640","630","31500","31420"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","60-64","Female","180","150","24890","22780"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","60-64","Male","140","130","28560","26780"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","65+","Female","50","40","23880","21050"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","65+","Male","70","60","26990","26670"
"In post","2021","Highlands and Islands","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","20-29","Female","110","110","25010","22920"
"In post","2021","Highlands and Islands","20-29","Male","80","80","24340","24450"
"In post","2021","Highlands and Islands","30-39","Female","170","160","28460","27570"
"In post","2021","Highlands and Islands","30-39","Male","150","150","29010","27570"
"In post","2021","Highlands and Islands","40-49","Female","260","230","28810","27570"
"In post","2021","Highlands and Islands","40-49","Male","200","190","32060","29350"
"In post","2021","Highlands and Islands","50-59","Female","350","320","28380","27570"
"In post","2021","Highlands and Islands","50-59","Male","360","350","30850","27570"
"In post","2021","Highlands and Islands","60-64","Female","100","80","26770","27570"
"In post","2021","Highlands and Islands","60-64","Male","120","110","28400","26720"
"In post","2021","Highlands and Islands","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","65+","Male","30","30","[c]","[c]"
"In post","2021","Inner London - East","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","20-29","Female","1830","1810","32790","31060"
"In post","2021","Inner London - East","20-29","Male","1210","1200","34390","32000"
"In post","2021","Inner London - East","30-39","Female","2240","2100","41900","37460"
"In post","2021","Inner London - East","30-39","Male","1800","1780","44490","40170"
"In post","2021","Inner London - East","40-49","Female","2270","2070","44700","39800"
"In post","2021","Inner London - East","40-49","Male","1730","1700","47680","41760"
"In post","2021","Inner London - East","50-59","Female","2480","2340","41010","32520"
"In post","2021","Inner London - East","50-59","Male","2050","2010","47120","40170"
"In post","2021","Inner London - East","60-64","Female","570","500","38810","31880"
"In post","2021","Inner London - East","60-64","Male","530","480","45570","39800"
"In post","2021","Inner London - East","65+","Female","230","190","36610","29570"
"In post","2021","Inner London - East","65+","Male","240","200","42980","35800"
"In post","2021","Inner London - West","16-19","Female","50","50","25660","24780"
"In post","2021","Inner London - West","16-19","Male","50","50","[c]","[c]"
"In post","2021","Inner London - West","20-29","Female","9160","9120","36970","34000"
"In post","2021","Inner London - West","20-29","Male","7320","7300","37890","34640"
"In post","2021","Inner London - West","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","30-39","Female","8440","8080","49150","51830"
"In post","2021","Inner London - West","30-39","Male","7400","7350","49770","52290"
"In post","2021","Inner London - West","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","40-49","Female","6960","6430","52860","53380"
"In post","2021","Inner London - West","40-49","Male","5990","5940","55000","54400"
"In post","2021","Inner London - West","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","50-59","Female","6070","5820","47890","41760"
"In post","2021","Inner London - West","50-59","Male","6220","6160","52670","47020"
"In post","2021","Inner London - West","60-64","Female","1230","1120","42120","35390"
"In post","2021","Inner London - West","60-64","Male","1370","1280","49930","43530"
"In post","2021","Inner London - West","65+","Female","400","340","37400","31060"
"In post","2021","Inner London - West","65+","Male","470","410","47430","41080"
"In post","2021","Inner London - West","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Kent","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Kent","20-29","Female","600","590","26460","25560"
"In post","2021","Kent","20-29","Male","610","600","27110","27150"
"In post","2021","Kent","30-39","Female","840","750","28510","27850"
"In post","2021","Kent","30-39","Male","820","810","29540","29290"
"In post","2021","Kent","40-49","Female","1010","900","29900","27850"
"In post","2021","Kent","40-49","Male","1000","990","30960","29290"
"In post","2021","Kent","50-59","Female","1330","1230","29550","28080"
"In post","2021","Kent","50-59","Male","1380","1320","32520","30810"
"In post","2021","Kent","60-64","Female","340","280","27490","25990"
"In post","2021","Kent","60-64","Male","360","290","30380","27460"
"In post","2021","Kent","65+","Female","80","60","26390","24800"
"In post","2021","Kent","65+","Male","120","90","29780","27380"
"In post","2021","Lancashire","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","20-29","Female","830","800","24250","22850"
"In post","2021","Lancashire","20-29","Male","730","730","23910","21630"
"In post","2021","Lancashire","30-39","Female","1220","1080","26800","26830"
"In post","2021","Lancashire","30-39","Male","1080","1050","26670","26300"
"In post","2021","Lancashire","40-49","Female","2300","2010","28860","27570"
"In post","2021","Lancashire","40-49","Male","1510","1480","29720","27570"
"In post","2021","Lancashire","50-59","Female","3000","2680","28720","27570"
"In post","2021","Lancashire","50-59","Male","1900","1810","31600","27570"
"In post","2021","Lancashire","60-64","Female","700","530","26020","23240"
"In post","2021","Lancashire","60-64","Male","450","370","30620","27570"
"In post","2021","Lancashire","65+","Female","190","130","24840","21130"
"In post","2021","Lancashire","65+","Male","150","120","28410","26580"
"In post","2021","Lancashire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","20-29","Female","460","450","23790","22920"
"In post","2021","Leicestershire, Rutland and Northamptonshire","20-29","Male","410","400","24090","22890"
"In post","2021","Leicestershire, Rutland and Northamptonshire","30-39","Female","760","660","26830","25310"
"In post","2021","Leicestershire, Rutland and Northamptonshire","30-39","Male","560","550","27490","26810"
"In post","2021","Leicestershire, Rutland and Northamptonshire","40-49","Female","920","800","28530","26930"
"In post","2021","Leicestershire, Rutland and Northamptonshire","40-49","Male","560","550","29580","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","50-59","Female","1110","990","26960","26120"
"In post","2021","Leicestershire, Rutland and Northamptonshire","50-59","Male","770","750","30750","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","60-64","Female","330","260","24850","21590"
"In post","2021","Leicestershire, Rutland and Northamptonshire","60-64","Male","220","190","28490","27380"
"In post","2021","Leicestershire, Rutland and Northamptonshire","65+","Female","60","40","24820","21010"
"In post","2021","Leicestershire, Rutland and Northamptonshire","65+","Male","70","50","27190","23500"
"In post","2021","Lincolnshire","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","20-29","Female","160","160","25240","25980"
"In post","2021","Lincolnshire","20-29","Male","120","120","26030","26300"
"In post","2021","Lincolnshire","30-39","Female","230","210","26960","26070"
"In post","2021","Lincolnshire","30-39","Male","220","220","28530","27150"
"In post","2021","Lincolnshire","40-49","Female","310","280","27640","25800"
"In post","2021","Lincolnshire","40-49","Male","260","260","30500","27570"
"In post","2021","Lincolnshire","50-59","Female","540","490","27100","26670"
"In post","2021","Lincolnshire","50-59","Male","540","530","30740","28410"
"In post","2021","Lincolnshire","60-64","Female","160","130","25640","22640"
"In post","2021","Lincolnshire","60-64","Male","190","170","29090","26780"
"In post","2021","Lincolnshire","65+","Female","40","30","[c]","[c]"
"In post","2021","Lincolnshire","65+","Male","60","50","27200","26780"
"In post","2021","Merseyside","16-19","Female","30","30","[c]","[c]"
