"Status","Year","Responsibility_level","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","G6/G7","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","North Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","North Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","North Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","North Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","North Yorkshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","North Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","North Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Northumberland and Tyne and Wear","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Northumberland and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Northumberland and Tyne and Wear","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Northumberland and Tyne and Wear","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Northumberland and Tyne and Wear","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Northumberland and Tyne and Wear","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Outer London - South","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Outer London - South","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Outer London - West and North West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Overseas","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Overseas","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Shropshire and Staffordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Shropshire and Staffordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","South Yorkshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Southern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Southern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Southern Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Southern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Southern Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Surrey, East and West Sussex","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Tees Valley and Durham","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","No function","50","50","57570","54700"
"Leaver Dept.","2021","G6/G7","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Central Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Central Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Central Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Midlands","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Midlands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Midlands","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Midlands","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Wales and The Valleys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Wales and The Valleys","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Wales and The Valleys","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","East Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","East Wales","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Hampshire and Isle of Wight","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Inner London - East","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Inner London - East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Inner London - East","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Inner London - East","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Inner London - West","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Inner London - West","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Inner London - West","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Inner London - West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Inner London - West","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Inner London - West","No function","110","100","89000","77550"
"Leaver Dept.","2021","SCS","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Inner London - West","Unknown","90","70","[c]","[c]"
"Leaver Dept.","2021","SCS","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Merseyside","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Merseyside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Merseyside","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Merseyside","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Merseyside","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","North Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Northumberland and Tyne and Wear","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Overseas","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Southern Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","West Central Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","West Midlands","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","West Midlands","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Bedfordshire and Hertfordshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Cheshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Cheshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Cheshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Cheshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Cornwall and Isles of Scilly","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Cumbria","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Derbyshire and Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Derbyshire and Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Devon","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Devon","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Devon","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Devon","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Devon","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Dorset and Somerset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Dorset and Somerset","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","East Anglia","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","East Anglia","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","East Anglia","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","East Anglia","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","East Anglia","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","East Anglia","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","East Wales","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","East Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","East Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","East Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","East Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","East Wales","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","East Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","East Wales","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
