"Status","Year","Region_ITL2","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Lincolnshire","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Male","AA/AO","70","70","20530","20500"
"New entrant CS","2021","Lincolnshire","Male","EO","50","40","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Female","AA/AO","350","340","20550","20140"
"New entrant CS","2021","Merseyside","Female","EO","210","210","26210","27570"
"New entrant CS","2021","Merseyside","Female","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","Merseyside","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Female","SEO/HEO","90","80","33080","31810"
"New entrant CS","2021","Merseyside","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Male","AA/AO","260","250","20570","20480"
"New entrant CS","2021","Merseyside","Male","EO","150","150","26310","26370"
"New entrant CS","2021","Merseyside","Male","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","Merseyside","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Male","SEO/HEO","90","90","35180","34800"
"New entrant CS","2021","Merseyside","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Female","AA/AO","40","30","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Female","EO","50","40","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Male","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Female","AA/AO","90","90","20750","20920"
"New entrant CS","2021","North Yorkshire","Female","EO","110","100","26670","27570"
"New entrant CS","2021","North Yorkshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Female","SEO/HEO","60","60","34520","35900"
"New entrant CS","2021","North Yorkshire","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Male","AA/AO","100","90","22190","20920"
"New entrant CS","2021","North Yorkshire","Male","EO","70","70","26760","27570"
"New entrant CS","2021","North Yorkshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Male","SEO/HEO","70","70","33480","31370"
"New entrant CS","2021","North Yorkshire","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","AA/AO","100","100","20200","20140"
"New entrant CS","2021","Northern Ireland","Female","EO","30","30","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","AA/AO","120","120","20210","20140"
"New entrant CS","2021","Northern Ireland","Male","EO","60","60","26190","25560"
"New entrant CS","2021","Northern Ireland","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Female","AA/AO","720","690","20560","21010"
"New entrant CS","2021","Northumberland and Tyne and Wear","Female","EO","410","400","26460","26130"
"New entrant CS","2021","Northumberland and Tyne and Wear","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Female","SEO/HEO","150","140","33780","31990"
"New entrant CS","2021","Northumberland and Tyne and Wear","Female","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Male","AA/AO","690","690","20690","21010"
"New entrant CS","2021","Northumberland and Tyne and Wear","Male","EO","350","350","26150","25560"
"New entrant CS","2021","Northumberland and Tyne and Wear","Male","G6/G7","50","50","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Male","SEO/HEO","130","120","33430","31810"
"New entrant CS","2021","Northumberland and Tyne and Wear","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Female","AA/AO","170","170","24690","25110"
"New entrant CS","2021","Outer London - East and North East","Female","EO","360","350","30980","31060"
"New entrant CS","2021","Outer London - East and North East","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Female","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Male","AA/AO","150","140","26240","25110"
"New entrant CS","2021","Outer London - East and North East","Male","EO","200","200","31030","31060"
"New entrant CS","2021","Outer London - East and North East","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Female","AA/AO","160","160","23560","24120"
"New entrant CS","2021","Outer London - South","Female","EO","260","250","30560","31060"
"New entrant CS","2021","Outer London - South","Female","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Outer London - South","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Female","SEO/HEO","120","110","36400","36160"
"New entrant CS","2021","Outer London - South","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Male","AA/AO","130","130","23710","24120"
"New entrant CS","2021","Outer London - South","Male","EO","170","170","30290","31060"
"New entrant CS","2021","Outer London - South","Male","G6/G7","60","50","62420","57460"
"New entrant CS","2021","Outer London - South","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Male","SEO/HEO","120","120","37530","36160"
"New entrant CS","2021","Outer London - South","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Female","AA/AO","200","190","23790","23530"
"New entrant CS","2021","Outer London - West and North West","Female","EO","510","500","30480","31060"
"New entrant CS","2021","Outer London - West and North West","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Female","SEO/HEO","110","110","34320","32650"
"New entrant CS","2021","Outer London - West and North West","Female","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Male","AA/AO","140","140","24970","25110"
"New entrant CS","2021","Outer London - West and North West","Male","EO","330","320","30150","31060"
"New entrant CS","2021","Outer London - West and North West","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Male","SEO/HEO","80","80","35830","33970"
"New entrant CS","2021","Outer London - West and North West","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Female","AA/AO","290","270","20670","20600"
"New entrant CS","2021","Shropshire and Staffordshire","Female","EO","210","200","27050","27570"
"New entrant CS","2021","Shropshire and Staffordshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Female","SEO/HEO","50","40","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Female","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Male","AA/AO","230","220","21170","21010"
"New entrant CS","2021","Shropshire and Staffordshire","Male","EO","160","160","27180","27570"
"New entrant CS","2021","Shropshire and Staffordshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Male","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Female","AA/AO","260","260","21060","21010"
"New entrant CS","2021","South Yorkshire","Female","EO","180","170","27030","27570"
"New entrant CS","2021","South Yorkshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Female","SEO/HEO","90","90","32910","31990"
"New entrant CS","2021","South Yorkshire","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Male","AA/AO","220","220","21370","21010"
"New entrant CS","2021","South Yorkshire","Male","EO","110","110","26850","27570"
"New entrant CS","2021","South Yorkshire","Male","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Male","SEO/HEO","70","60","34710","36500"
"New entrant CS","2021","South Yorkshire","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Female","AA/AO","150","140","20380","20140"
"New entrant CS","2021","Southern Scotland","Female","EO","100","100","27030","27570"
"New entrant CS","2021","Southern Scotland","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Male","AA/AO","120","120","20480","20140"
"New entrant CS","2021","Southern Scotland","Male","EO","80","70","25250","27570"
"New entrant CS","2021","Southern Scotland","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Female","AA/AO","300","290","22590","21010"
"New entrant CS","2021","Surrey, East and West Sussex","Female","EO","400","380","27930","27570"
"New entrant CS","2021","Surrey, East and West Sussex","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Female","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Female","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Male","AA/AO","250","250","23810","23000"
"New entrant CS","2021","Surrey, East and West Sussex","Male","EO","230","230","27900","27570"
"New entrant CS","2021","Surrey, East and West Sussex","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Female","AA/AO","280","270","21260","21010"
"New entrant CS","2021","Tees Valley and Durham","Female","EO","60","60","26350","27570"
"New entrant CS","2021","Tees Valley and Durham","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Female","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Male","AA/AO","230","230","21580","21010"
"New entrant CS","2021","Tees Valley and Durham","Male","EO","50","50","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","AA/AO","60","60","21420","21010"
"New entrant CS","2021","Unknown","Female","EO","120","120","27570","27570"
"New entrant CS","2021","Unknown","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","SEO/HEO","100","100","31390","28000"
"New entrant CS","2021","Unknown","Female","Unknown","210","210","[c]","[c]"
"New entrant CS","2021","Unknown","Male","AA/AO","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Male","EO","100","100","27430","27570"
"New entrant CS","2021","Unknown","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","SEO/HEO","80","80","32710","31990"
"New entrant CS","2021","Unknown","Male","Unknown","110","110","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","AA/AO","380","360","20430","20140"
"New entrant CS","2021","West Central Scotland","Female","EO","260","250","26240","26160"
"New entrant CS","2021","West Central Scotland","Female","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Female","SEO/HEO","150","140","34710","33550"
"New entrant CS","2021","West Central Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","AA/AO","360","350","20990","20140"
"New entrant CS","2021","West Central Scotland","Male","EO","160","160","26240","26160"
"New entrant CS","2021","West Central Scotland","Male","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Male","SEO/HEO","130","130","34630","33150"
"New entrant CS","2021","West Central Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","AA/AO","380","360","20460","20140"
"New entrant CS","2021","West Midlands","Female","EO","430","420","26660","27570"
"New entrant CS","2021","West Midlands","Female","G6/G7","70","70","55420","49960"
"New entrant CS","2021","West Midlands","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Female","SEO/HEO","220","200","35190","34540"
"New entrant CS","2021","West Midlands","Female","Unknown","70","60","21900","22920"
"New entrant CS","2021","West Midlands","Male","AA/AO","280","280","20560","20550"
"New entrant CS","2021","West Midlands","Male","EO","270","270","26700","27570"
"New entrant CS","2021","West Midlands","Male","G6/G7","70","60","55930","51560"
"New entrant CS","2021","West Midlands","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Male","SEO/HEO","180","180","35610","36340"
"New entrant CS","2021","West Midlands","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Female","AA/AO","380","350","20420","21010"
"New entrant CS","2021","West Wales and The Valleys","Female","EO","130","130","27230","27570"
"New entrant CS","2021","West Wales and The Valleys","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Female","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Male","AA/AO","270","250","20810","21010"
"New entrant CS","2021","West Wales and The Valleys","Male","EO","110","110","27210","27570"
"New entrant CS","2021","West Wales and The Valleys","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Male","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","AA/AO","420","410","20540","20600"
"New entrant CS","2021","West Yorkshire","Female","EO","500","490","26620","27570"
"New entrant CS","2021","West Yorkshire","Female","G6/G7","90","90","53570","49530"
"New entrant CS","2021","West Yorkshire","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Female","SEO/HEO","290","270","32400","31810"
"New entrant CS","2021","West Yorkshire","Female","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","AA/AO","440","430","20630","20190"
"New entrant CS","2021","West Yorkshire","Male","EO","410","410","26750","27570"
"New entrant CS","2021","West Yorkshire","Male","G6/G7","80","80","53960","49860"
"New entrant CS","2021","West Yorkshire","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Male","SEO/HEO","190","190","32720","31810"
"New entrant CS","2021","West Yorkshire","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","AA/AO","140","140","24010","23720"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","EO","110","110","28340","29290"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Female","Unknown","130","120","28550","26310"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","AA/AO","140","130","24890","24250"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","EO","100","100","29060","29290"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Male","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","AA/AO","260","250","23620","21790"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","EO","140","140","27170","27570"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","SEO/HEO","110","100","34790","33000"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","Unknown","230","220","28240","24270"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","AA/AO","270","270","25530","25540"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","EO","90","90","27430","27570"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","SEO/HEO","90","90","35790","35000"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Male","Unknown","70","60","30210","24800"
"New entrant CS","2022","Cheshire","Female","AA/AO","150","150","21560","21170"
"New entrant CS","2022","Cheshire","Female","EO","50","50","27960","27570"
"New entrant CS","2022","Cheshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2022","Cheshire","Female","Unknown","90","80","25870","24800"
"New entrant CS","2022","Cheshire","Male","AA/AO","90","90","21730","21260"
"New entrant CS","2022","Cheshire","Male","EO","50","50","29770","28840"
"New entrant CS","2022","Cheshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Male","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Cheshire","Male","Unknown","30","20","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Female","AA/AO","70","70","21070","21260"
"New entrant CS","2022","Cornwall and Isles of Scilly","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Female","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Male","AA/AO","60","60","21770","21260"
"New entrant CS","2022","Cornwall and Isles of Scilly","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Female","AA/AO","110","100","21310","21300"
"New entrant CS","2022","Cumbria","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Female","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Cumbria","Male","AA/AO","70","70","22360","21300"
"New entrant CS","2022","Cumbria","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Male","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Female","AA/AO","440","420","21270","21250"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Female","EO","290","280","26490","26590"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Female","SEO/HEO","200","190","34060","33080"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Female","Unknown","260","230","27350","24800"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Male","AA/AO","360","360","21650","21260"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Male","EO","260","260","26780","26590"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Male","SEO/HEO","160","160","33840","33080"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Male","Unknown","90","80","29340","26710"
"New entrant CS","2022","Devon","Female","AA/AO","230","220","21120","21260"
"New entrant CS","2022","Devon","Female","EO","60","60","26030","25730"
"New entrant CS","2022","Devon","Female","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","Devon","Female","SEO/HEO","70","60","34540","35900"
"New entrant CS","2022","Devon","Female","Unknown","130","110","26610","24090"
"New entrant CS","2022","Devon","Male","AA/AO","240","240","21670","21750"
"New entrant CS","2022","Devon","Male","EO","80","80","26280","24910"
"New entrant CS","2022","Devon","Male","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","Devon","Male","SEO/HEO","70","70","34480","33420"
"New entrant CS","2022","Devon","Male","Unknown","70","70","28540","27770"
"New entrant CS","2022","Dorset and Somerset","Female","AA/AO","150","150","21490","21010"
"New entrant CS","2022","Dorset and Somerset","Female","EO","50","40","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Female","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Female","Unknown","130","110","26350","24090"
"New entrant CS","2022","Dorset and Somerset","Male","AA/AO","150","150","22010","21170"
"New entrant CS","2022","Dorset and Somerset","Male","EO","60","60","26150","26350"
"New entrant CS","2022","Dorset and Somerset","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Male","SEO/HEO","60","60","35720","33290"
"New entrant CS","2022","Dorset and Somerset","Male","Unknown","60","50","28380","24800"
"New entrant CS","2022","East Anglia","Female","AA/AO","350","330","21980","21260"
"New entrant CS","2022","East Anglia","Female","EO","190","180","26480","26590"
"New entrant CS","2022","East Anglia","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Female","SEO/HEO","90","90","34100","33000"
"New entrant CS","2022","East Anglia","Female","Unknown","320","290","26190","24800"
"New entrant CS","2022","East Anglia","Male","AA/AO","390","390","23110","22600"
"New entrant CS","2022","East Anglia","Male","EO","120","120","26630","26590"
"New entrant CS","2022","East Anglia","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Male","SEO/HEO","100","90","35630","33000"
"New entrant CS","2022","East Anglia","Male","Unknown","150","140","26520","24800"
