"Status","Year","Region_ITL2","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","West Central Scotland","Female","SEO/HEO","2660","2520","37150","34760"
"In post","2022","West Central Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","Male","AA/AO","3290","3150","23730","21260"
"In post","2022","West Central Scotland","Male","EO","2530","2410","29150","27570"
"In post","2022","West Central Scotland","Male","G6/G7","830","820","61260","61200"
"In post","2022","West Central Scotland","Male","SCS","50","50","85460","83230"
"In post","2022","West Central Scotland","Male","SEO/HEO","2490","2420","38140","36130"
"In post","2022","West Central Scotland","Male","Unknown","40","40","[c]","[c]"
"In post","2022","West Midlands","Female","AA/AO","3400","2890","21300","21250"
"In post","2022","West Midlands","Female","EO","3750","3350","27030","27570"
"In post","2022","West Midlands","Female","G6/G7","1060","1010","55770","53360"
"In post","2022","West Midlands","Female","SCS","80","70","96580","88740"
"In post","2022","West Midlands","Female","SEO/HEO","2740","2590","35280","33430"
"In post","2022","West Midlands","Female","Unknown","880","810","28930","28200"
"In post","2022","West Midlands","Male","AA/AO","2030","1930","21790","21250"
"In post","2022","West Midlands","Male","EO","2450","2370","27260","27570"
"In post","2022","West Midlands","Male","G6/G7","970","950","56910","55210"
"In post","2022","West Midlands","Male","SCS","80","80","100090","89580"
"In post","2022","West Midlands","Male","SEO/HEO","2350","2310","35960","33840"
"In post","2022","West Midlands","Male","Unknown","290","270","30370","28200"
"In post","2022","West Wales and The Valleys","Female","AA/AO","4710","3900","21240","21840"
"In post","2022","West Wales and The Valleys","Female","EO","2800","2510","27350","27570"
"In post","2022","West Wales and The Valleys","Female","G6/G7","400","380","60450","60740"
"In post","2022","West Wales and The Valleys","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Female","SEO/HEO","1880","1760","37850","38160"
"In post","2022","West Wales and The Valleys","Female","Unknown","610","570","29020","27500"
"In post","2022","West Wales and The Valleys","Male","AA/AO","2530","2400","21710","21840"
"In post","2022","West Wales and The Valleys","Male","EO","1790","1730","27570","27570"
"In post","2022","West Wales and The Valleys","Male","G6/G7","530","520","62330","61440"
"In post","2022","West Wales and The Valleys","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Male","SEO/HEO","1530","1490","38870","38160"
"In post","2022","West Wales and The Valleys","Male","Unknown","200","190","29850","28350"
"In post","2022","West Yorkshire","Female","AA/AO","2720","2320","22040","21260"
"In post","2022","West Yorkshire","Female","EO","3030","2710","27110","27570"
"In post","2022","West Yorkshire","Female","G6/G7","1260","1190","56010","55170"
"In post","2022","West Yorkshire","Female","SCS","80","80","86110","78310"
"In post","2022","West Yorkshire","Female","SEO/HEO","2840","2670","35300","33380"
"In post","2022","West Yorkshire","Female","Unknown","670","620","29660","28200"
"In post","2022","West Yorkshire","Male","AA/AO","2250","2140","23070","21260"
"In post","2022","West Yorkshire","Male","EO","2420","2350","27530","27570"
"In post","2022","West Yorkshire","Male","G6/G7","1170","1150","57460","55210"
"In post","2022","West Yorkshire","Male","SCS","90","80","86270","78110"
"In post","2022","West Yorkshire","Male","SEO/HEO","2380","2320","35990","34190"
"In post","2022","West Yorkshire","Male","Unknown","240","220","30310","28200"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Female","AA/AO","110","100","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Female","EO","70","60","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Female","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Male","AA/AO","90","90","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Male","EO","50","50","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Male","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","AA/AO","170","150","21100","20920"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","EO","60","60","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","AA/AO","190","180","24220","21720"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","EO","90","80","29070","29290"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","SEO/HEO","60","60","38900","37930"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Female","AA/AO","70","60","[c]","[c]"
"Leaver CS","2021","Cheshire","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Male","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","Cheshire","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Female","AA/AO","170","140","19920","20180"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Female","EO","90","70","25510","26890"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Female","SEO/HEO","70","60","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Male","AA/AO","150","140","21530","21010"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Male","EO","70","60","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Male","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Female","AA/AO","150","120","20610","21010"
"Leaver CS","2021","Devon","Female","EO","50","50","[c]","[c]"
"Leaver CS","2021","Devon","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Female","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","Devon","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Male","AA/AO","150","140","21230","21010"
"Leaver CS","2021","Devon","Male","EO","80","70","[c]","[c]"
"Leaver CS","2021","Devon","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Male","SEO/HEO","80","70","[c]","[c]"
"Leaver CS","2021","Devon","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Female","AA/AO","70","60","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Female","EO","40","40","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Male","AA/AO","80","70","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Male","EO","50","40","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Male","SEO/HEO","70","60","37470","37260"
"Leaver CS","2021","Dorset and Somerset","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Female","AA/AO","240","200","20200","20230"
"Leaver CS","2021","East Anglia","Female","EO","130","110","26440","26950"
"Leaver CS","2021","East Anglia","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Female","SEO/HEO","90","80","35410","33840"
"Leaver CS","2021","East Anglia","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Male","AA/AO","250","240","22190","20880"
"Leaver CS","2021","East Anglia","Male","EO","80","70","[c]","[c]"
"Leaver CS","2021","East Anglia","Male","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","East Anglia","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Male","SEO/HEO","100","90","37600","35960"
"Leaver CS","2021","East Anglia","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Female","AA/AO","340","270","20430","20180"
"Leaver CS","2021","East Wales","Female","EO","130","110","26580","27510"
"Leaver CS","2021","East Wales","Female","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","East Wales","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Female","SEO/HEO","100","90","36780","37410"
"Leaver CS","2021","East Wales","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Male","AA/AO","270","260","20090","19560"
"Leaver CS","2021","East Wales","Male","EO","110","100","26980","27460"
"Leaver CS","2021","East Wales","Male","G6/G7","60","50","[c]","[c]"
"Leaver CS","2021","East Wales","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Male","SEO/HEO","110","100","37200","37410"
"Leaver CS","2021","East Wales","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Female","AA/AO","130","110","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Female","EO","50","40","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Female","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Male","AA/AO","120","110","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Male","EO","60","50","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Male","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Female","AA/AO","320","260","21810","21010"
"Leaver CS","2021","Eastern Scotland","Female","EO","120","100","27730","27570"
"Leaver CS","2021","Eastern Scotland","Female","G6/G7","50","40","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Female","SEO/HEO","90","70","38840","37880"
"Leaver CS","2021","Eastern Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Male","AA/AO","200","190","21930","21010"
"Leaver CS","2021","Eastern Scotland","Male","EO","140","130","29820","29190"
"Leaver CS","2021","Eastern Scotland","Male","G6/G7","50","50","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Male","SEO/HEO","140","120","39510","39350"
"Leaver CS","2021","Eastern Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","Female","AA/AO","90","80","22510","21720"
"Leaver CS","2021","Essex","Female","EO","60","50","[c]","[c]"
"Leaver CS","2021","Essex","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","Male","AA/AO","60","60","[c]","[c]"
"Leaver CS","2021","Essex","Male","EO","30","30","[c]","[c]"
"Leaver CS","2021","Essex","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","Male","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Essex","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","AA/AO","210","190","20110","20180"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","EO","160","130","24910","26030"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","G6/G7","50","50","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","SEO/HEO","190","170","35070","33630"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","AA/AO","160","160","20990","20060"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","EO","130","120","25260","25660"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","G6/G7","120","110","57550","55000"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","SEO/HEO","300","290","36820","37070"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Female","AA/AO","240","200","20350","20500"
"Leaver CS","2021","Greater Manchester","Female","EO","130","110","26750","27570"
"Leaver CS","2021","Greater Manchester","Female","G6/G7","40","40","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Female","SEO/HEO","90","80","35490","34530"
"Leaver CS","2021","Greater Manchester","Female","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Male","AA/AO","180","170","20310","20920"
"Leaver CS","2021","Greater Manchester","Male","EO","110","100","26520","26890"
"Leaver CS","2021","Greater Manchester","Male","G6/G7","40","30","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Male","SEO/HEO","80","70","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Female","AA/AO","180","150","20150","20500"
"Leaver CS","2021","Hampshire and Isle of Wight","Female","EO","90","70","26650","26840"
"Leaver CS","2021","Hampshire and Isle of Wight","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Female","SEO/HEO","80","70","35300","34160"
"Leaver CS","2021","Hampshire and Isle of Wight","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Male","AA/AO","190","160","21690","19560"
"Leaver CS","2021","Hampshire and Isle of Wight","Male","EO","100","100","27640","26950"
"Leaver CS","2021","Hampshire and Isle of Wight","Male","G6/G7","40","40","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Male","SEO/HEO","130","120","36150","35480"
"Leaver CS","2021","Hampshire and Isle of Wight","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Female","AA/AO","80","70","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Female","EO","40","30","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Male","AA/AO","80","80","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Male","EO","30","30","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Male","AA/AO","30","30","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Female","AA/AO","130","120","22660","22680"
"Leaver CS","2021","Inner London - East","Female","EO","110","100","29200","29190"
"Leaver CS","2021","Inner London - East","Female","G6/G7","90","80","59480","55470"
"Leaver CS","2021","Inner London - East","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Female","SEO/HEO","120","110","38570","38960"
"Leaver CS","2021","Inner London - East","Female","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Inner London - East","Male","AA/AO","100","90","23440","23500"
"Leaver CS","2021","Inner London - East","Male","EO","100","90","30330","31060"
"Leaver CS","2021","Inner London - East","Male","G6/G7","90","90","62370","60970"
"Leaver CS","2021","Inner London - East","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Male","SEO/HEO","120","120","39100","39740"
"Leaver CS","2021","Inner London - East","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Unknown","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Inner London - East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Female","AA/AO","320","280","22580","22680"
"Leaver CS","2021","Inner London - West","Female","EO","300","260","26960","27760"
"Leaver CS","2021","Inner London - West","Female","G6/G7","380","320","61050","58800"
"Leaver CS","2021","Inner London - West","Female","SCS","90","70","90320","84080"
"Leaver CS","2021","Inner London - West","Female","SEO/HEO","440","410","36880","36620"
"Leaver CS","2021","Inner London - West","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Male","AA/AO","310","290","23170","22680"
"Leaver CS","2021","Inner London - West","Male","EO","210","180","27660","27760"
"Leaver CS","2021","Inner London - West","Male","G6/G7","420","370","60580","58090"
"Leaver CS","2021","Inner London - West","Male","SCS","110","90","103770","95620"
"Leaver CS","2021","Inner London - West","Male","SEO/HEO","470","420","37240","36740"
"Leaver CS","2021","Inner London - West","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Female","AA/AO","180","150","21640","21430"
"Leaver CS","2021","Kent","Female","EO","70","60","[c]","[c]"
"Leaver CS","2021","Kent","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Female","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Kent","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Male","AA/AO","150","140","20650","20650"
"Leaver CS","2021","Kent","Male","EO","60","60","[c]","[c]"
"Leaver CS","2021","Kent","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Male","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Kent","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Female","AA/AO","240","190","20650","21010"
"Leaver CS","2021","Lancashire","Female","EO","90","70","27200","27570"
"Leaver CS","2021","Lancashire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Female","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Lancashire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Male","AA/AO","210","190","20660","21010"
"Leaver CS","2021","Lancashire","Male","EO","60","50","[c]","[c]"
"Leaver CS","2021","Lancashire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Male","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2021","Lancashire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Female","AA/AO","230","190","20190","20100"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Female","EO","90","80","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Female","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Male","AA/AO","140","140","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Male","EO","60","50","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Male","SEO/HEO","40","40","[c]","[c]"
