"Status","Year","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Swansea","Wales","9070","8080","27290","21590"
"In post","2021","Swindon","South West (England)","470","440","32310","27570"
"In post","2021","Telford and Wrekin","West Midlands (England)","1930","1780","33330","27570"
"In post","2021","Thurrock","East of England","360","340","26380","25310"
"In post","2021","Torbay","South West (England)","340","290","25900","26120"
"In post","2021","Tower Hamlets","London","6880","6650","48370","42070"
"In post","2021","Tyneside","North East (England)","16540","15020","29160","25560"
"In post","2021","Unknown","Unknown","3730","3650","35670","32100"
"In post","2021","Wakefield","Yorkshire and The Humber","1680","1550","30270","27570"
"In post","2021","Walsall","West Midlands (England)","600","520","25100","26120"
"In post","2021","Wandsworth","London","960","910","32060","31060"
"In post","2021","Warrington","North West (England)","2690","2560","32520","30640"
"In post","2021","Warwickshire","West Midlands (England)","1300","1190","26820","24890"
"In post","2021","West Cumbria","North West (England)","1200","1090","28270","25190"
"In post","2021","West Essex","East of England","700","620","30400","28590"
"In post","2021","West Kent","South East (England)","400","380","36460","37320"
"In post","2021","West Lothian","Scotland","510","480","32720","27570"
"In post","2021","West Northamptonshire","East Midlands (England)","1100","1010","26470","24440"
"In post","2021","West Surrey","South East (England)","2110","1990","32810","29290"
"In post","2021","West Sussex (North East)","South East (England)","1230","1100","30730","27570"
"In post","2021","West Sussex (South West)","South East (England)","1320","1200","30150","27570"
"In post","2021","Westminster","London","55700","54270","48070","43360"
"In post","2021","Wiltshire","South West (England)","7480","7170","36300","33300"
"In post","2021","Wirral","North West (England)","2150","1870","26230","26120"
"In post","2021","Wolverhampton","West Midlands (England)","880","770","24990","26110"
"In post","2021","Worcestershire","West Midlands (England)","2250","2120","28730","26780"
"In post","2021","York","Yorkshire and The Humber","2790","2640","36200","31710"
"In post","2022","Aberdeen City and Aberdeenshire","Scotland","1930","1820","36780","31540"
"In post","2022","Angus and Dundee City","Scotland","2080","1950","27320","24400"
"In post","2022","Antrim and Newtownabbey","Northern Ireland","210","200","26210","20810"
"In post","2022","Ards and North Down","Northern Ireland","240","230","27180","21920"
"In post","2022","Armagh City, Banbridge and Craigavon","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","London","700","640","31640","31060"
"In post","2022","Barnet","London","1800","1680","39640","32330"
"In post","2022","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","3120","2800","27780","27570"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","13740","13180","38070","35000"
"In post","2022","Bedford","East of England","860","800","30670","28140"
"In post","2022","Belfast","Northern Ireland","3130","2960","30630","26820"
"In post","2022","Berkshire","South East (England)","2930","2790","34450","30810"
"In post","2022","Bexley and Greenwich","London","1800","1710","32220","31060"
"In post","2022","Birmingham","West Midlands (England)","13040","12210","31690","27570"
"In post","2022","Blackburn with Darwen","North West (England)","480","430","27310","27570"
"In post","2022","Blackpool","North West (England)","5550","5110","29940","27570"
"In post","2022","Bournemouth, Christchurch and Poole","South West (England)","780","710","28090","27570"
"In post","2022","Bradford","Yorkshire and The Humber","2770","2440","26050","22080"
"In post","2022","Breckland and South Norfolk","East of England","520","480","29530","27120"
"In post","2022","Brent","London","620","580","32350","31060"
"In post","2022","Bridgend and Neath Port Talbot","Wales","780","690","27910","27570"
"In post","2022","Brighton and Hove","South East (England)","740","660","32720","27570"
"In post","2022","Bristol, City of","South West (England)","6730","6290","35250","31820"
"In post","2022","Bromley","London","570","520","32020","31060"
"In post","2022","Buckinghamshire","South East (England)","1690","1600","33220","30450"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Scotland","200","190","30480","27570"
"In post","2022","Calderdale and Kirklees","Yorkshire and The Humber","1070","960","28350","27570"
"In post","2022","Cambridgeshire CC","East of England","3480","3320","33510","31550"
"In post","2022","Camden and City of London","London","2100","2010","39190","31060"
"In post","2022","Cardiff and Vale of Glamorgan","Wales","11940","11220","34500","29430"
"In post","2022","Causeway Coast and Glens","Northern Ireland","70","70","22160","20560"
"In post","2022","Central Bedfordshire","East of England","440","430","31600","28500"
"In post","2022","Central Hampshire","South East (England)","4330","4170","37080","33300"
"In post","2022","Central Valleys","Wales","2690","2500","31960","27570"
"In post","2022","Cheshire East","North West (England)","1230","1140","30230","27120"
"In post","2022","Cheshire West and Chester","North West (England)","510","470","28600","27570"
"In post","2022","Chorley and West Lancashire","North West (England)","1430","1330","30220","27570"
"In post","2022","City of Edinburgh","Scotland","13700","13090","38900","34040"
"In post","2022","Clackmannanshire and Fife","Scotland","1330","1240","30770","27570"
"In post","2022","Conwy and Denbighshire","Wales","730","690","35440","29430"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","1770","1620","27790","26750"
"In post","2022","Coventry","West Midlands (England)","2560","2430","37000","33840"
"In post","2022","Croydon","London","10550","10060","39640","35200"
"In post","2022","Darlington","North East (England)","1310","1250","36840","32570"
"In post","2022","Derby","East Midlands (England)","1120","1000","27240","25120"
"In post","2022","Derry City and Strabane","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","5680","5210","32620","27570"
"In post","2022","Dorset","South West (England)","2210","2070","29850","27130"
"In post","2022","Dudley","West Midlands (England)","1110","960","25720","26120"
"In post","2022","Dumfries and Galloway","Scotland","560","520","30320","27570"
"In post","2022","Durham","North East (England)","5720","5170","27880","26070"
"In post","2022","Ealing","London","500","470","33070","31060"
"In post","2022","East Ayrshire and North Ayrshire mainland","Scotland","1030","950","27270","27230"
"In post","2022","East Cumbria","North West (England)","1020","940","28660","25190"
"In post","2022","East Derbyshire","East Midlands (England)","420","370","28240","27570"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scotland","2440","2320","31030","27570"
"In post","2022","East Kent","South East (England)","4450","4140","28680","26840"
"In post","2022","East Lancashire","North West (England)","550","490","27360","27570"
"In post","2022","East Lothian and Midlothian","Scotland","120","110","31130","27570"
"In post","2022","East Merseyside","North West (England)","1150","1040","28810","27570"
"In post","2022","East Riding of Yorkshire","Yorkshire and The Humber","1990","1870","29300","26930"
"In post","2022","East Surrey","South East (England)","1060","1000","33700","32800"
"In post","2022","East Sussex CC","South East (England)","2030","1820","27600","27370"
"In post","2022","Enfield","London","350","320","31880","31060"
"In post","2022","Essex Haven Gateway","East of England","950","890","31710","29290"
"In post","2022","Essex Thames Gateway","East of England","960","860","27980","26780"
"In post","2022","Falkirk","Scotland","1880","1660","28410","27570"
"In post","2022","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Wales","2250","2130","28530","27020"
"In post","2022","Glasgow City","Scotland","13510","12710","33130","27570"
"In post","2022","Gloucestershire CC","South West (England)","1520","1380","30700","27570"
"In post","2022","Greater Manchester North East","North West (England)","1250","1160","28380","27570"
"In post","2022","Greater Manchester North West","North West (England)","2140","1930","26030","25190"
"In post","2022","Greater Manchester South East","North West (England)","1060","970","26010","24800"
"In post","2022","Greater Manchester South West","North West (England)","7260","6890","32460","27940"
"In post","2022","Gwent Valleys","Wales","1010","920","29760","27570"
"In post","2022","Gwynedd","Wales","780","720","26200","23170"
"In post","2022","Hackney and Newham","London","6570","6220","39970","37610"
"In post","2022","Haringey and Islington","London","1600","1520","32310","31060"
"In post","2022","Harrow and Hillingdon","London","3260","3000","31590","29290"
"In post","2022","Hartlepool and Stockton-on-Tees","North East (England)","1670","1530","27830","27570"
"In post","2022","Heart of Essex","East of England","1240","1180","32390","29290"
"In post","2022","Herefordshire, County of","West Midlands (England)","470","450","29150","26700"
"In post","2022","Hertfordshire CC","East of England","2840","2690","35860","31620"
"In post","2022","Hounslow and Richmond upon Thames","London","2950","2800","33070","31060"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Scotland","1110","1000","30780","27570"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Scotland","1200","1130","30140","27570"
"In post","2022","Isle of Anglesey","Wales","260","250","28850","27470"
"In post","2022","Isle of Wight","South East (England)","910","840","27740","27120"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","London","890","850","33110","31090"
"In post","2022","Kent Thames Gateway","South East (England)","1610","1510","30400","30610"
"In post","2022","Kingston upon Hull, City of","Yorkshire and The Humber","2110","1900","28410","27130"
"In post","2022","Lambeth","London","3420","3290","42690","38060"
"In post","2022","Lancaster and Wyre","North West (England)","1100","1020","29060","26780"
"In post","2022","Leeds","Yorkshire and The Humber","13510","12780","34630","30820"
"In post","2022","Leicester","East Midlands (England)","2610","2380","27640","26120"
"In post","2022","Leicestershire CC and Rutland","East Midlands (England)","1990","1860","29740","27370"
"In post","2022","Lewisham and Southwark","London","1400","1340","34430","31060"
"In post","2022","Lincolnshire CC","East Midlands (England)","3020","2840","28870","26950"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","450","440","28120","24890"
"In post","2022","Liverpool","North West (England)","12500","11640","29580","26160"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scotland","350","320","29470","27570"
"In post","2022","Luton","East of England","560","510","27820","27570"
"In post","2022","Manchester","North West (England)","9890","9430","34470","30830"
"In post","2022","Medway","South East (England)","1450","1380","31200","29290"
"In post","2022","Merton, Kingston upon Thames and Sutton","London","690","660","33320","31060"
"In post","2022","Mid and East Antrim","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","South East (England)","930","870","31290","29290"
"In post","2022","Mid Lancashire","North West (England)","5660","5110","28690","26590"
"In post","2022","Mid Ulster","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","South East (England)","2250","2140","33030","28950"
"In post","2022","Monmouthshire and Newport","Wales","6070","5700","35070","30770"
"In post","2022","Na h-Eileanan Siar","Scotland","160","150","27790","27410"
"In post","2022","Newry, Mourne and Down","Northern Ireland","80","80","23530","20560"
"In post","2022","North and North East Lincolnshire","Yorkshire and The Humber","850","770","26810","27240"
"In post","2022","North and West Norfolk","East of England","940","870","28420","27570"
"In post","2022","North Hampshire","South East (England)","1060","1000","34200","27570"
"In post","2022","North Lanarkshire","Scotland","2790","2470","27580","26590"
"In post","2022","North Northamptonshire","East Midlands (England)","560","500","26090","26310"
"In post","2022","North Nottinghamshire","East Midlands (England)","1100","1020","30030","27570"
"In post","2022","North Yorkshire CC","Yorkshire and The Humber","1990","1890","31160","27570"
"In post","2022","Northumberland","North East (England)","480","440","30350","27570"
"In post","2022","Norwich and East Norfolk","East of England","2010","1830","29570","27570"
"In post","2022","Nottingham","East Midlands (England)","8830","8290","32620","28290"
"In post","2022","Orkney Islands","Scotland","40","30","[c]","[c]"
"In post","2022","Overseas","Overseas","3690","3670","49440","48580"
"In post","2022","Oxfordshire CC","South East (England)","2670","2510","33260","30460"
"In post","2022","Perth and Kinross, and Stirling","Scotland","1440","1350","31910","30040"
"In post","2022","Peterborough","East of England","1640","1480","28980","26620"
"In post","2022","Plymouth","South West (England)","3280","3050","31620","27570"
"In post","2022","Portsmouth","South East (England)","3810","3550","31730","27570"
"In post","2022","Powys","Wales","600","560","30570","27570"
"In post","2022","Redbridge and Waltham Forest","London","1220","1120","30130","30780"
"In post","2022","Sandwell","West Midlands (England)","500","450","27840","27570"
"In post","2022","Scottish Borders","Scotland","520","480","30550","27570"
"In post","2022","Sefton","North West (England)","5280","4880","30800","27570"
"In post","2022","Sheffield","Yorkshire and The Humber","7360","6810","34080","30200"
"In post","2022","Shetland Islands","Scotland","60","60","30540","27570"
"In post","2022","Shropshire","West Midlands (England)","1250","1180","30130","27570"
"In post","2022","Solihull","West Midlands (England)","1050","980","29010","27370"
"In post","2022","Somerset CC","South West (England)","2470","2310","31860","27720"
"In post","2022","South and West Derbyshire","East Midlands (England)","1200","1090","34000","28730"
"In post","2022","South Ayrshire","Scotland","330","300","28710","27570"
"In post","2022","South Hampshire","South East (England)","4130","3570","30900","27570"
"In post","2022","South Lanarkshire","Scotland","3800","3440","31150","26820"
"In post","2022","South Nottinghamshire","East Midlands (England)","1050","980","32480","28640"
"In post","2022","South Teesside","North East (England)","1160","1050","27100","26120"
"In post","2022","South West Wales","Wales","1600","1480","31260","27570"
"In post","2022","Southampton","South East (England)","1330","1240","33380","27570"
"In post","2022","Southend-on-Sea","East of England","1100","1000","33580","30210"
"In post","2022","Staffordshire CC","West Midlands (England)","4340","4090","30920","27570"
"In post","2022","Stoke-on-Trent","West Midlands (England)","1310","1180","26880","24880"
"In post","2022","Suffolk CC","East of England","4330","4040","29760","27570"
"In post","2022","Sunderland","North East (England)","4320","3690","26100","22080"
"In post","2022","Swansea","Wales","9200","8250","27800","22600"
"In post","2022","Swindon","South West (England)","500","460","32640","27570"
"In post","2022","Telford and Wrekin","West Midlands (England)","2010","1860","34770","28920"
"In post","2022","Thurrock","East of England","370","350","27300","25510"
"In post","2022","Torbay","South West (England)","360","310","27240","26310"
"In post","2022","Tower Hamlets","London","6060","5870","49140","43880"
"In post","2022","Tyneside","North East (England)","18450","16950","30970","27570"
"In post","2022","Unknown","Unknown","3310","3240","35950","32400"
"In post","2022","Wakefield","Yorkshire and The Humber","1810","1670","30910","27570"
"In post","2022","Walsall","West Midlands (England)","660","580","25860","26120"
"In post","2022","Wandsworth","London","990","940","32530","31060"
"In post","2022","Warrington","North West (England)","2650","2510","33450","31650"
"In post","2022","Warwickshire CC","West Midlands (England)","1350","1230","28280","26690"
"In post","2022","West Cumbria","North West (England)","1300","1190","28880","25190"
"In post","2022","West Essex","East of England","690","620","31550","29290"
"In post","2022","West Kent","South East (England)","320","300","37300","37920"
"In post","2022","West Lothian","Scotland","440","410","34090","27570"
"In post","2022","West Northamptonshire","East Midlands (England)","1110","1030","28040","26120"
"In post","2022","West Surrey","South East (England)","2280","2150","33810","30130"
"In post","2022","West Sussex (North East)","South East (England)","1290","1160","31070","27570"
"In post","2022","West Sussex (South West)","South East (England)","1370","1250","31930","27570"
"In post","2022","Westminster","London","56800","55350","48470","44450"
"In post","2022","Wiltshire","South West (England)","7670","7370","37170","33520"
"In post","2022","Wirral","North West (England)","2290","2020","27060","26780"
"In post","2022","Wolverhampton","West Midlands (England)","1160","1040","27780","27570"
"In post","2022","Worcestershire CC","West Midlands (England)","2370","2230","29610","27120"
"In post","2022","York","Yorkshire and The Humber","2660","2520","34160","30810"
"Leaver CS","2021","Aberdeen City and Aberdeenshire","Scotland","150","130","35030","27570"
"Leaver CS","2021","Angus and Dundee City","Scotland","90","80","26240","21090"
"Leaver CS","2021","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Armagh City, Banbridge and Craigavon","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Barking & Dagenham and Havering","London","30","30","[c]","[c]"
"Leaver CS","2021","Barnet","London","150","140","38340","32330"
"Leaver CS","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","200","170","25720","25490"
"Leaver CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","500","460","37020","33300"
"Leaver CS","2021","Bedford","East of England","90","80","[c]","[c]"
"Leaver CS","2021","Belfast","Northern Ireland","120","100","[c]","[c]"
"Leaver CS","2021","Berkshire","South East (England)","170","160","33570","28750"
"Leaver CS","2021","Bexley and Greenwich","London","130","120","[c]","[c]"
"Leaver CS","2021","Birmingham","West Midlands (England)","510","450","33470","26560"
"Leaver CS","2021","Blackburn with Darwen","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","North West (England)","260","230","26020","21010"
"Leaver CS","2021","Bournemouth and Poole","South West (England)","40","30","[c]","[c]"
"Leaver CS","2021","Bradford","Yorkshire and The Humber","190","160","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","East of England","70","60","[c]","[c]"
"Leaver CS","2021","Brent","London","30","30","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","Wales","50","40","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","South East (England)","30","30","[c]","[c]"
"Leaver CS","2021","Bristol, City of","South West (England)","360","330","34250","27570"
"Leaver CS","2021","Bromley","London","30","30","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","South East (England)","160","150","31250","29930"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Yorkshire and The Humber","70","60","24460","21100"
"Leaver CS","2021","Cambridgeshire CC","East of England","200","190","38510","31150"
"Leaver CS","2021","Camden and City of London","London","430","390","36000","26410"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Wales","590","500","35720","27570"
"Leaver CS","2021","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","South East (England)","210","190","31300","28650"
