"Status","Year","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Chorley and West Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","City of Edinburgh","Scotland","120","120","35190","29190"
"Leaver Dept.","2021","Clackmannanshire and Fife","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Conwy and Denbighshire","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Coventry","West Midlands (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","Croydon","London","230","220","39610","34250"
"Leaver Dept.","2021","Darlington","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Derby","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Devon CC","South West (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","Dorset CC","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dudley","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Durham CC","North East (England)","110","100","25110","21430"
"Leaver Dept.","2021","Ealing","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Ayrshire and North Ayrshire mainland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Cumbria","North West (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","East Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Kent","South East (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","East Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Riding of Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Surrey","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Sussex CC","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Enfield","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex Haven Gateway","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex Thames Gateway","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Falkirk","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Flintshire and Wrexham","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Glasgow City","Scotland","240","240","27900","26550"
"Leaver Dept.","2021","Gloucestershire","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester North East","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester North West","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester South East","North West (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester South West","North West (England)","180","170","28130","25560"
"Leaver Dept.","2021","Gwent Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gwynedd","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Harrow and Hillingdon","London","40","40","[c]","[c]"
"Leaver Dept.","2021","Hartlepool and Stockton-on-Tees","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heart of Essex","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, County of","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hertfordshire","East of England","30","30","[c]","[c]"
"Leaver Dept.","2021","Hounslow and Richmond upon Thames","London","40","40","[c]","[c]"
"Leaver Dept.","2021","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent Thames Gateway","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kingston upon Hull, City of","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lambeth","London","90","90","46540","45180"
"Leaver Dept.","2021","Lancaster and Wyre","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leeds","Yorkshire and The Humber","260","230","33780","30600"
"Leaver Dept.","2021","Leicester","East Midlands (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","Leicestershire CC and Rutland","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lewisham and Southwark","London","30","30","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Liverpool","North West (England)","190","180","28560","24880"
"Leaver Dept.","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Luton","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Manchester","North West (England)","210","200","32150","27570"
"Leaver Dept.","2021","Medway","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mid Kent","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mid Lancashire","North West (England)","110","110","[c]","[c]"
"Leaver Dept.","2021","Milton Keynes","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Monmouthshire and Newport","Wales","140","130","36840","35790"
"Leaver Dept.","2021","Na h-Eileanan Siar","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North and North East Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North and West Norfolk","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Lanarkshire","Scotland","50","50","[c]","[c]"
"Leaver Dept.","2021","North Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire CC","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Norwich and East Norfolk","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Nottingham","East Midlands (England)","160","150","27670","22410"
"Leaver Dept.","2021","Overseas","Overseas","120","70","50990","52500"
"Leaver Dept.","2021","Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Perth and Kinross and Stirling","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Peterborough","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Plymouth","South West (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","Portsmouth","South East (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","Powys","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sandwell","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Borders","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sefton","North West (England)","120","110","30860","27570"
"Leaver Dept.","2021","Sheffield","Yorkshire and The Humber","140","140","34670","31990"
"Leaver Dept.","2021","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire CC","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Solihull","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South and West Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Ayrshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","South East (England)","70","60","30750","29300"
"Leaver Dept.","2021","South Lanarkshire","Scotland","80","80","[c]","[c]"
"Leaver Dept.","2021","South Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Teesside","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southend-on-Sea","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","West Midlands (England)","40","30","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","West Midlands (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","Suffolk","East of England","30","30","[c]","[c]"
"Leaver Dept.","2021","Sunderland","North East (England)","80","80","[c]","[c]"
"Leaver Dept.","2021","Swansea","Wales","140","140","27670","21590"
"Leaver Dept.","2021","Swindon","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Telford and Wrekin","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Thurrock","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","London","320","310","47100","40600"
"Leaver Dept.","2021","Tyneside","North East (England)","370","350","28290","25310"
"Leaver Dept.","2021","Unknown","Unknown","710","700","35580","32000"
"Leaver Dept.","2021","Wakefield","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Walsall","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wandsworth","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warwickshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Essex","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Kent","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Lothian","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Surrey","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Sussex (North East)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Sussex (South West)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","London","4340","3920","44910","39760"
"Leaver Dept.","2021","Wiltshire","South West (England)","60","60","38650","37320"
"Leaver Dept.","2021","Wirral","North West (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","Wolverhampton","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Worcestershire","West Midlands (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","York","Yorkshire and The Humber","100","90","36610","32860"
"Leaver Dept.","2022","Aberdeen City and Aberdeenshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Angus and Dundee City","Scotland","170","160","24800","26700"
"Leaver Dept.","2022","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Barnet","London","1140","1050","41930","35420"
"Leaver Dept.","2022","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","470","460","35500","33060"
"Leaver Dept.","2022","Bedford","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Belfast","Northern Ireland","40","40","[c]","[c]"
"Leaver Dept.","2022","Berkshire","South East (England)","60","50","[c]","[c]"
"Leaver Dept.","2022","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Birmingham","West Midlands (England)","800","760","34160","27570"
"Leaver Dept.","2022","Blackburn with Darwen","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Blackpool","North West (England)","90","90","34080","31990"
"Leaver Dept.","2022","Bournemouth, Christchurch and Poole","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bradford","Yorkshire and The Humber","70","70","[c]","[c]"
"Leaver Dept.","2022","Breckland and South Norfolk","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Brent","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bridgend and Neath Port Talbot","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Brighton and Hove","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","South West (England)","520","480","37590","30730"
"Leaver Dept.","2022","Bromley","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Buckinghamshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Caithness and Sutherland, and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","Yorkshire and The Humber","40","40","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","East of England","290","260","39710","32880"
"Leaver Dept.","2022","Camden and City of London","London","80","80","33050","28670"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Wales","360","350","33530","27730"
"Leaver Dept.","2022","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","South East (England)","70","70","36920","35180"
"Leaver Dept.","2022","Central Valleys","Wales","50","50","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","North West (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chorley and West Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","Scotland","200","200","35400","27570"
"Leaver Dept.","2022","Clackmannanshire and Fife","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Conwy and Denbighshire","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","South West (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Coventry","West Midlands (England)","110","110","34300","30090"
"Leaver Dept.","2022","Croydon","London","300","300","38590","33650"
"Leaver Dept.","2022","Darlington","North East (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Derby","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","South West (England)","100","100","35700","29280"
"Leaver Dept.","2022","Dorset","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dudley","West Midlands (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","North East (England)","130","120","27110","22040"
"Leaver Dept.","2022","Ealing","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Ayrshire and North Ayrshire mainland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scotland","30","30","[c]","[c]"
"Leaver Dept.","2022","East Kent","South East (England)","70","70","29610","27980"
"Leaver Dept.","2022","East Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Riding of Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Surrey","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Sussex CC","South East (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Enfield","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Haven Gateway","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Thames Gateway","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Falkirk","Scotland","50","50","[c]","[c]"
"Leaver Dept.","2022","Flintshire and Wrexham","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Scotland","440","430","29350","27570"
"Leaver Dept.","2022","Gloucestershire CC","South West (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester North East","North West (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester North West","North West (England)","40","30","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South East","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South West","North West (England)","190","190","30120","27570"
"Leaver Dept.","2022","Gwent Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gwynedd","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hackney and Newham","London","150","140","33220","31060"
"Leaver Dept.","2022","Haringey and Islington","London","40","40","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","London","90","80","40320","31060"
"Leaver Dept.","2022","Hartlepool and Stockton-on-Tees","North East (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Heart of Essex","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, County of","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hertfordshire CC","East of England","70","70","36710","31060"
"Leaver Dept.","2022","Hounslow and Richmond upon Thames","London","60","60","[c]","[c]"
"Leaver Dept.","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent Thames Gateway","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kingston upon Hull, City of","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lambeth","London","1650","1510","47070","40070"
"Leaver Dept.","2022","Lancaster and Wyre","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leeds","Yorkshire and The Humber","1000","650","36690","31990"
"Leaver Dept.","2022","Leicester","East Midlands (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","Leicestershire CC and Rutland","East Midlands (England)","40","30","[c]","[c]"
"Leaver Dept.","2022","Lewisham and Southwark","London","240","230","47620","41310"
"Leaver Dept.","2022","Lincolnshire CC","East Midlands (England)","40","30","[c]","[c]"
"Leaver Dept.","2022","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Liverpool","North West (England)","440","420","31100","25940"
"Leaver Dept.","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Luton","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Manchester","North West (England)","700","670","34180","28000"
"Leaver Dept.","2022","Medway","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merton, Kingston upon Thames and Sutton","London","30","30","[c]","[c]"
"Leaver Dept.","2022","Mid Kent","South East (England)","60","60","51760","47540"
"Leaver Dept.","2022","Mid Lancashire","North West (England)","130","120","34560","28590"
"Leaver Dept.","2022","Milton Keynes","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Monmouthshire and Newport","Wales","190","180","35040","30450"
"Leaver Dept.","2022","Na h-Eileanan Siar","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North and North East Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North and West Norfolk","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Lanarkshire","Scotland","90","80","[c]","[c]"
"Leaver Dept.","2022","North Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire CC","Yorkshire and The Humber","50","40","[c]","[c]"
"Leaver Dept.","2022","Northumberland","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Norwich and East Norfolk","East of England","40","40","[c]","[c]"
"Leaver Dept.","2022","Nottingham","East Midlands (England)","400","380","33750","28590"
"Leaver Dept.","2022","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","60","30","[c]","[c]"
"Leaver Dept.","2022","Oxfordshire CC","South East (England)","340","300","43580","40030"
"Leaver Dept.","2022","Perth and Kinross, and Stirling","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Peterborough","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Plymouth","South West (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","Portsmouth","South East (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Powys","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Redbridge and Waltham Forest","London","40","40","[c]","[c]"
"Leaver Dept.","2022","Sandwell","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Borders","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Sefton","North West (England)","170","160","30330","27570"
"Leaver Dept.","2022","Sheffield","Yorkshire and The Humber","260","250","37860","35310"
"Leaver Dept.","2022","Shropshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Solihull","West Midlands (England)","50","50","28250","25310"
"Leaver Dept.","2022","Somerset CC","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South and West Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Ayrshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Hampshire","South East (England)","120","110","36310","29540"
"Leaver Dept.","2022","South Lanarkshire","Scotland","130","130","38370","34290"
"Leaver Dept.","2022","South Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Teesside","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West Wales","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Southampton","South East (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Southend-on-Sea","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Staffordshire CC","West Midlands (England)","90","80","38320","30280"
"Leaver Dept.","2022","Stoke-on-Trent","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Suffolk CC","East of England","80","80","40390","34340"
"Leaver Dept.","2022","Sunderland","North East (England)","120","110","28390","27570"
"Leaver Dept.","2022","Swansea","Wales","50","40","[c]","[c]"
"Leaver Dept.","2022","Swindon","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Telford and Wrekin","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Thurrock","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Torbay","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tower Hamlets","London","370","360","41070","34800"
"Leaver Dept.","2022","Tyneside","North East (England)","660","630","32620","27570"
"Leaver Dept.","2022","Unknown","Unknown","740","540","37380","32000"
"Leaver Dept.","2022","Wakefield","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Walsall","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wandsworth","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Warrington","North West (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","Warwickshire CC","West Midlands (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","West Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Essex","East of England","70","60","43740","32320"
"Leaver Dept.","2022","West Kent","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Lothian","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Surrey","South East (England)","40","30","[c]","[c]"
"Leaver Dept.","2022","West Sussex (North East)","South East (England)","50","40","[c]","[c]"
"Leaver Dept.","2022","West Sussex (South West)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Westminster","London","5940","4850","44920","40050"
"Leaver Dept.","2022","Wiltshire","South West (England)","860","810","37430","34530"
"Leaver Dept.","2022","Wirral","North West (England)","60","60","28370","27570"
"Leaver Dept.","2022","Wolverhampton","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Worcestershire CC","West Midlands (England)","60","60","[c]","[c]"
"Leaver Dept.","2022","York","Yorkshire and The Humber","170","170","39220","36330"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Scotland","190","180","28000","27570"
"New entrant CS","2021","Angus and Dundee City","Scotland","140","140","25250","21010"
"New entrant CS","2021","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barking & Dagenham and Havering","London","170","170","29510","31060"
"New entrant CS","2021","Barnet","London","390","370","32700","31060"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","300","290","23670","22850"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","1140","1110","31780","27570"
"New entrant CS","2021","Bedford","East of England","160","150","25420","27570"
"New entrant CS","2021","Belfast","Northern Ireland","310","300","24170","20140"
"New entrant CS","2021","Berkshire","South East (England)","480","470","30380","29290"
"New entrant CS","2021","Bexley and Greenwich","London","330","320","28860","30150"
"New entrant CS","2021","Birmingham","West Midlands (England)","1320","1280","29180","25560"
