"Status","Year","Sex","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Female","West Cumbria","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Cumbria","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Cumbria","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Cumbria","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Cumbria","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Cumbria","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Essex","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Essex","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Essex","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Essex","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Essex","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Essex","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Essex","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Kent","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Kent","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Kent","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Kent","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Lothian","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Lothian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Lothian","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Lothian","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Lothian","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Northamptonshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Northamptonshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Northamptonshire","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2022","Female","West Northamptonshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Northamptonshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Northamptonshire","Ministry of Justice","80","70","[c]","[c]"
"Leaver CS","2022","Female","West Northamptonshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Surrey","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Surrey","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver CS","2022","Female","West Surrey","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Surrey","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Surrey","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Surrey","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Surrey","Ministry of Justice","70","60","[c]","[c]"
"Leaver CS","2022","Female","West Surrey","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (North East)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (North East)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (North East)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (North East)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (North East)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (North East)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (North East)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (North East)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (North East)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (South West)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (South West)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (South West)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (South West)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (South West)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (South West)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (South West)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","West Sussex (South West)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Westminster","Attorney General's Departments","210","190","47310","51250"
"Leaver CS","2022","Female","Westminster","Cabinet Office","180","180","47940","40600"
"Leaver CS","2022","Female","Westminster","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Westminster","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Westminster","Department for Business, Energy and Industrial Strategy","150","140","44050","40050"
"Leaver CS","2022","Female","Westminster","Department for Digital, Culture, Media and Sport","80","80","39210","34020"
"Leaver CS","2022","Female","Westminster","Department for Education","110","100","41140","36660"
"Leaver CS","2022","Female","Westminster","Department for Environment, Food and Rural Affairs","140","130","[c]","[c]"
"Leaver CS","2022","Female","Westminster","Department for International Trade","90","90","[c]","[c]"
"Leaver CS","2022","Female","Westminster","Department for Levelling Up, Housing and Communities","70","70","44620","39990"
"Leaver CS","2022","Female","Westminster","Department for Transport","90","90","44500","42470"
"Leaver CS","2022","Female","Westminster","Department for Work and Pensions","90","90","40310","35000"
"Leaver CS","2022","Female","Westminster","Department of Health and Social Care","340","120","46440","40650"
"Leaver CS","2022","Female","Westminster","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Westminster","Foreign, Commonwealth and Development Office","120","30","[c]","[c]"
"Leaver CS","2022","Female","Westminster","HM Revenue and Customs","30","30","[c]","[c]"
"Leaver CS","2022","Female","Westminster","HM Treasury","90","90","[c]","[c]"
"Leaver CS","2022","Female","Westminster","Home Office","160","150","42350","35200"
"Leaver CS","2022","Female","Westminster","Ministry of Defence","80","80","35940","35320"
"Leaver CS","2022","Female","Westminster","Ministry of Justice","250","240","37080","30850"
"Leaver CS","2022","Female","Westminster","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Westminster","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Westminster","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Westminster","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Westminster","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Westminster","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Westminster","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Westminster","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wiltshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wiltshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wiltshire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wiltshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wiltshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wiltshire","Department of Health and Social Care","90","90","30780","27950"
"Leaver CS","2022","Female","Wiltshire","Ministry of Defence","170","150","32360","29230"
"Leaver CS","2022","Female","Wiltshire","Ministry of Justice","40","40","[c]","[c]"
"Leaver CS","2022","Female","Wiltshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wirral","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wirral","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wirral","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wirral","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wirral","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wirral","Department for Work and Pensions","70","60","24000","21260"
"Leaver CS","2022","Female","Wirral","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wirral","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wirral","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wirral","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wirral","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wolverhampton","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wolverhampton","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wolverhampton","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wolverhampton","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wolverhampton","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Worcestershire CC","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Worcestershire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Worcestershire CC","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Worcestershire CC","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2022","Female","Worcestershire CC","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Worcestershire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Worcestershire CC","Ministry of Justice","60","60","[c]","[c]"
"Leaver CS","2022","Female","Worcestershire CC","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","York","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","York","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","York","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","York","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","York","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","York","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","York","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","York","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","York","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Aberdeen City and Aberdeenshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Aberdeen City and Aberdeenshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Aberdeen City and Aberdeenshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Aberdeen City and Aberdeenshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Aberdeen City and Aberdeenshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Aberdeen City and Aberdeenshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Aberdeen City and Aberdeenshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Aberdeen City and Aberdeenshire","Scottish Government","50","50","32740","28990"
"Leaver CS","2022","Male","Angus and Dundee City","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Angus and Dundee City","HM Revenue and Customs","60","60","[c]","[c]"
"Leaver CS","2022","Male","Angus and Dundee City","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Angus and Dundee City","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Angus and Dundee City","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Antrim and Newtownabbey","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ards and North Down","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ards and North Down","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ards and North Down","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barking & Dagenham and Havering","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barking & Dagenham and Havering","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barking & Dagenham and Havering","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barking & Dagenham and Havering","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barnet","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barnet","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barnet","Department of Health and Social Care","60","50","36910","32330"
"Leaver CS","2022","Male","Barnet","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barnet","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barnet","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barnet","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barnsley, Doncaster and Rotherham","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barnsley, Doncaster and Rotherham","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barnsley, Doncaster and Rotherham","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barnsley, Doncaster and Rotherham","Department for Work and Pensions","50","40","[c]","[c]"
"Leaver CS","2022","Male","Barnsley, Doncaster and Rotherham","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barnsley, Doncaster and Rotherham","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Barnsley, Doncaster and Rotherham","Ministry of Justice","90","90","[c]","[c]"
"Leaver CS","2022","Male","Barnsley, Doncaster and Rotherham","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","590","570","37150","35480"
"Leaver CS","2022","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bedford","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bedford","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bedford","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bedford","Ministry of Justice","50","50","[c]","[c]"
"Leaver CS","2022","Male","Bedford","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bedford","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Belfast","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Belfast","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Belfast","HM Revenue and Customs","60","60","[c]","[c]"
"Leaver CS","2022","Male","Belfast","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Belfast","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Belfast","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Belfast","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Belfast","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire","Ministry of Defence","90","90","33420","28750"
"Leaver CS","2022","Male","Berkshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Berkshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bexley and Greenwich","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bexley and Greenwich","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bexley and Greenwich","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bexley and Greenwich","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bexley and Greenwich","Ministry of Justice","80","70","[c]","[c]"
"Leaver CS","2022","Male","Bexley and Greenwich","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Birmingham","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Birmingham","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Birmingham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Birmingham","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Birmingham","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Birmingham","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Birmingham","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Birmingham","Department for Work and Pensions","60","60","28440","27570"
"Leaver CS","2022","Male","Birmingham","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Birmingham","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Birmingham","HM Revenue and Customs","120","110","[c]","[c]"
"Leaver CS","2022","Male","Birmingham","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Birmingham","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Birmingham","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Birmingham","Ministry of Justice","130","130","27040","20970"
"Leaver CS","2022","Male","Birmingham","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Birmingham","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Birmingham","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Birmingham","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Blackburn with Darwen","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Blackburn with Darwen","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Blackburn with Darwen","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Blackburn with Darwen","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Blackpool","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Blackpool","Department for Work and Pensions","180","170","26250","21260"
"Leaver CS","2022","Male","Blackpool","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Blackpool","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bournemouth, Christchurch and Poole","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bournemouth, Christchurch and Poole","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bournemouth, Christchurch and Poole","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bournemouth, Christchurch and Poole","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bournemouth, Christchurch and Poole","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bournemouth, Christchurch and Poole","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bournemouth, Christchurch and Poole","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bradford","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver CS","2022","Male","Bradford","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bradford","HM Revenue and Customs","80","70","[c]","[c]"
"Leaver CS","2022","Male","Bradford","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Breckland and South Norfolk","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Breckland and South Norfolk","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Breckland and South Norfolk","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Breckland and South Norfolk","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Breckland and South Norfolk","Ministry of Justice","60","60","[c]","[c]"
"Leaver CS","2022","Male","Brent","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Brent","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Brent","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Brent","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bridgend and Neath Port Talbot","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bridgend and Neath Port Talbot","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bridgend and Neath Port Talbot","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bridgend and Neath Port Talbot","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bridgend and Neath Port Talbot","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bridgend and Neath Port Talbot","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Brighton and Hove","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Brighton and Hove","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Brighton and Hove","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Brighton and Hove","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Brighton and Hove","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bristol, City of","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bristol, City of","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bristol, City of","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bristol, City of","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bristol, City of","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver CS","2022","Male","Bristol, City of","Department for Levelling Up, Housing and Communities","30","30","[c]","[c]"
"Leaver CS","2022","Male","Bristol, City of","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bristol, City of","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2022","Male","Bristol, City of","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bristol, City of","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver CS","2022","Male","Bristol, City of","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bristol, City of","Ministry of Justice","60","50","[c]","[c]"
"Leaver CS","2022","Male","Bristol, City of","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bristol, City of","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bromley","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Bromley","Department for Work and Pensions","[c]","[c]","[c]","[c]"
