"Status","Year","Function_of_post","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Blackpool","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","No function","Blackpool","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","No function","Blackpool","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","No function","Blackpool","Ministry of Justice","110","90","26340","23840"
"In post","2021","No function","Bournemouth and Poole","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","No function","Bournemouth and Poole","Ministry of Justice","200","180","25130","22110"
"In post","2021","No function","Bradford","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","No function","Bradford","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","No function","Bradford","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","No function","Bradford","HM Revenue and Customs","610","530","27000","21440"
"In post","2021","No function","Bradford","Ministry of Justice","310","280","24270","21170"
"In post","2021","No function","Breckland and South Norfolk","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","No function","Breckland and South Norfolk","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","No function","Breckland and South Norfolk","Ministry of Justice","420","400","27830","25790"
"In post","2021","No function","Brent","Ministry of Justice","190","170","26900","23500"
"In post","2021","No function","Bridgend and Neath Port Talbot","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","No function","Bridgend and Neath Port Talbot","Ministry of Justice","170","150","26700","21170"
"In post","2021","No function","Bridgend and Neath Port Talbot","National Crime Agency","60","60","37280","36410"
"In post","2021","No function","Brighton and Hove","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","No function","Brighton and Hove","Ministry of Justice","220","190","26260","22260"
"In post","2021","No function","Bristol, City of","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","No function","Bristol, City of","Department for Business, Energy and Industrial Strategy","100","90","33650","30950"
"In post","2021","No function","Bristol, City of","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","No function","Bristol, City of","Department for Education","130","120","41140","36780"
"In post","2021","No function","Bristol, City of","Department for Environment, Food and Rural Affairs","480","460","37200","35900"
"In post","2021","No function","Bristol, City of","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","No function","Bristol, City of","Department for Transport","200","180","32610","27390"
"In post","2021","No function","Bristol, City of","Department for Work and Pensions","50","50","46980","46320"
"In post","2021","No function","Bristol, City of","Department of Health and Social Care","350","320","40110","34180"
"In post","2021","No function","Bristol, City of","HM Revenue and Customs","680","640","33750","31810"
"In post","2021","No function","Bristol, City of","Ministry of Housing, Communities and Local Government","750","680","43900","47660"
"In post","2021","No function","Bristol, City of","Ministry of Justice","740","700","25890","23100"
"In post","2021","No function","Bristol, City of","Office for Standards in Education","150","140","47150","51360"
"In post","2021","No function","Bristol, City of","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","No function","Bristol, City of","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","No function","Bromley","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","No function","Bromley","Ministry of Justice","150","130","23880","22080"
"In post","2021","No function","Bromley","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","No function","Buckinghamshire CC","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","No function","Buckinghamshire CC","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","No function","Buckinghamshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","No function","Buckinghamshire CC","Ministry of Justice","710","670","30820","30400"
"In post","2021","No function","Caithness and Sutherland and Ross and Cromarty","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","No function","Caithness and Sutherland and Ross and Cromarty","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","No function","Caithness and Sutherland and Ross and Cromarty","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","No function","Calderdale and Kirklees","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","No function","Calderdale and Kirklees","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","No function","Calderdale and Kirklees","Ministry of Justice","150","130","26510","22920"
"In post","2021","No function","Cambridgeshire CC","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cambridgeshire CC","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cambridgeshire CC","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cambridgeshire CC","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"In post","2021","No function","Cambridgeshire CC","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cambridgeshire CC","Department for Transport","40","40","[c]","[c]"
"In post","2021","No function","Cambridgeshire CC","Department of Health and Social Care","310","270","42390","34530"
"In post","2021","No function","Cambridgeshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cambridgeshire CC","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cambridgeshire CC","Ministry of Justice","1270","1190","29240","29750"
"In post","2021","No function","Cambridgeshire CC","Office for Standards in Education","100","100","62610","64500"
"In post","2021","No function","Camden and City of London","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","No function","Camden and City of London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","No function","Camden and City of London","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","No function","Camden and City of London","HM Revenue and Customs","200","190","40370","36160"
"In post","2021","No function","Camden and City of London","HM Treasury","40","40","[c]","[c]"
"In post","2021","No function","Camden and City of London","Ministry of Justice","950","910","26120","23500"
"In post","2021","No function","Camden and City of London","Water Services Regulation Authority","40","30","[c]","[c]"
"In post","2021","No function","Cardiff and Vale of Glamorgan","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","730","660","26420","22490"
"In post","2021","No function","Cardiff and Vale of Glamorgan","Department for Environment, Food and Rural Affairs","90","80","27730","21050"
"In post","2021","No function","Cardiff and Vale of Glamorgan","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cardiff and Vale of Glamorgan","Department for Transport","60","50","31280","26580"
"In post","2021","No function","Cardiff and Vale of Glamorgan","Department for Work and Pensions","80","70","40780","41480"
"In post","2021","No function","Cardiff and Vale of Glamorgan","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cardiff and Vale of Glamorgan","ESTYN","90","80","62680","74730"
"In post","2021","No function","Cardiff and Vale of Glamorgan","Food Standards Agency","80","80","37900","37910"
"In post","2021","No function","Cardiff and Vale of Glamorgan","HM Revenue and Customs","2340","2130","26890","21440"
