"Status","Year","Region_ITL2","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cheshire","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","LGBO","Department for Work and Pensions","50","40","[c]","[c]"
"In post","2021","Cheshire","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","LGBO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","LGBO","Ministry of Justice","70","70","28050","26460"
"In post","2021","Cheshire","LGBO","National Crime Agency","60","60","35480","32770"
"In post","2021","Cheshire","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Department for Work and Pensions","70","60","25710","27570"
"In post","2021","Cheshire","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Ministry of Justice","130","120","30870","31650"
"In post","2021","Cheshire","Undeclared","National Crime Agency","80","80","35010","33500"
"In post","2021","Cheshire","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Department for Environment, Food and Rural Affairs","90","80","29500","25190"
"In post","2021","Cheshire","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Department for Work and Pensions","190","160","25760","27570"
"In post","2021","Cheshire","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Ministry of Justice","270","250","27400","25790"
"In post","2021","Cheshire","Unknown","National Crime Agency","120","120","38230","36740"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Department for Environment, Food and Rural Affairs","60","60","33690","29180"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Department for Transport","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Department for Work and Pensions","500","450","26030","27570"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Ministry of Defence","360","340","24670","21580"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Ministry of Justice","100","90","26730","22260"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Department for Work and Pensions","60","60","26480","27570"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Ministry of Defence","70","60","26180","22290"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Department for Work and Pensions","220","190","23990","21010"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Heterosexual / straight","Department for Environment, Food and Rural Affairs","490","440","27060","24920"
"In post","2021","Cumbria","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Heterosexual / straight","Department for Work and Pensions","170","150","27220","27570"
"In post","2021","Cumbria","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Heterosexual / straight","Ministry of Defence","300","290","32700","28870"
"In post","2021","Cumbria","Heterosexual / straight","Ministry of Justice","280","250","27390","24800"
"In post","2021","Cumbria","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","LGBO","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2021","Cumbria","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Department for Environment, Food and Rural Affairs","50","50","28200","25100"
"In post","2021","Cumbria","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Ministry of Defence","50","50","34520","33950"
"In post","2021","Cumbria","Undeclared","Ministry of Justice","40","30","[c]","[c]"
"In post","2021","Cumbria","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Department for Environment, Food and Rural Affairs","420","380","24180","21050"
"In post","2021","Cumbria","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Department for Work and Pensions","80","60","26360","27570"
"In post","2021","Cumbria","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Cumbria","Unknown","Ministry of Justice","60","50","27210","26440"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Attorney General's Departments","190","180","36960","30130"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","80","70","35490","34500"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Department for Education","230","220","41450","37100"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Department for Environment, Food and Rural Affairs","90","90","35110","31470"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Department for Transport","260","250","35600","31860"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Department for Work and Pensions","1720","1550","28730","27570"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Department of Health and Social Care","120","110","40810","33180"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","HM Land Registry","320","290","33780","27130"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","HM Revenue and Customs","1950","1830","34750","31810"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Ministry of Defence","180","180","29410","25680"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Ministry of Justice","2470","2290","27410","24440"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","National Crime Agency","50","50","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Office for Standards in Education","140","130","45330","39850"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Department for Work and Pensions","100","100","27500","27570"
