"Status","Year","Profession_of_post","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Policy","South West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Wales","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Wales","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Wales","Welsh Government","40","30","[c]","[c]"
"Leaver CS","2021","Policy","West Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","West Midlands (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Yorkshire and The Humber","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Yorkshire and The Humber","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","East Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","East of England","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","East of England","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","East of England","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","East of England","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","North East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","North East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","North West (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","North West (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","North West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","North West (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","North West (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","North West (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scotland","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South East (England)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South East (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South East (England)","Ministry of Defence","70","60","34140","33300"
"Leaver CS","2021","Project Delivery","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South East (England)","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South West (England)","Ministry of Defence","150","140","40130","38230"
"Leaver CS","2021","Project Delivery","South West (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South West (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Wales","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Wales","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Wales","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Wales","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Midlands (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Yorkshire and The Humber","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Yorkshire and The Humber","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Yorkshire and The Humber","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Yorkshire and The Humber","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East Midlands (England)","HM Revenue and Customs","50","40","[c]","[c]"
"Leaver CS","2021","Property","East Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East of England","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East of England","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East of England","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","HM Revenue and Customs","40","30","[c]","[c]"
"Leaver CS","2021","Property","London","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North East (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North East (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North East (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North West (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North West (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scotland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South East (England)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South East (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South West (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Wales","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Wales","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Wales","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Wales","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Midlands (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Yorkshire and The Humber","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Yorkshire and The Humber","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Yorkshire and The Humber","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Yorkshire and The Humber","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","East Midlands (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","East of England","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","London","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","North East (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","North West (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","South East (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","South West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","South West (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","West Midlands (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Yorkshire and The Humber","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","East Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","East Midlands (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","East Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","East Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","East of England","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","East of England","Department of Health and Social Care","110","90","30620","29700"
"Leaver CS","2021","Science and Engineering","East of England","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","London","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","London","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","London","Department of Health and Social Care","80","80","38160","39130"
"Leaver CS","2021","Science and Engineering","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","London","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","London","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","London","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","North East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","North East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","North West (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","North West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","North West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","South East (England)","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"Leaver CS","2021","Science and Engineering","South East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","South East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","South East (England)","Ministry of Defence","70","60","27750","26480"
"Leaver CS","2021","Science and Engineering","South West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","South West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","South West (England)","Department of Health and Social Care","50","50","27690","20150"
"Leaver CS","2021","Science and Engineering","South West (England)","Ministry of Defence","230","220","33560","31580"
"Leaver CS","2021","Science and Engineering","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Wales","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","West Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","West Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Yorkshire and The Humber","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Yorkshire and The Humber","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Yorkshire and The Humber","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East of England","Ministry of Defence","30","30","[c]","[c]"
"Leaver CS","2021","Security","London","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","North East (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","North East (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","North West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Scotland","Ministry of Defence","70","70","32390","38120"
"Leaver CS","2021","Security","South East (England)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","South East (England)","Ministry of Defence","90","90","29330","27050"
"Leaver CS","2021","Security","South West (England)","Ministry of Defence","70","60","27500","21130"
"Leaver CS","2021","Security","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Wales","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Wales","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Yorkshire and The Humber","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Yorkshire and The Humber","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Yorkshire and The Humber","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Yorkshire and The Humber","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","London","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","London","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","London","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","London","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","London","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","South East (England)","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Wales","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Wales","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","West Midlands (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","West Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Yorkshire and The Humber","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","South East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","South East (England)","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","South West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","South West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","South West (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Wales","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Wales","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Yorkshire and The Humber","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Department for Work and Pensions","240","210","24880","25480"
"Leaver CS","2021","Unknown","East Midlands (England)","HM Revenue and Customs","360","320","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Ministry of Justice","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Department for Work and Pensions","270","230","26450","27570"
"Leaver CS","2021","Unknown","East of England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","HM Revenue and Customs","370","310","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Ministry of Justice","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","London","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Cabinet Office","190","190","49750","43890"
"Leaver CS","2021","Unknown","London","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Department for Transport","90","80","42450","35330"
"Leaver CS","2021","Unknown","London","Department for Work and Pensions","490","460","32330","31060"
