"Status","Year","Sex","Region_ITL1","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Male","Northern Ireland","G6/G7","130","120","56140","52580"
"In post","2021","Male","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Northern Ireland","SEO/HEO","460","450","35030","32100"
"In post","2021","Male","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Overseas","EO","150","150","28040","27370"
"In post","2021","Male","Overseas","G6/G7","780","780","60220","58030"
"In post","2021","Male","Overseas","SCS","180","180","87050","78410"
"In post","2021","Male","Overseas","SEO/HEO","960","960","40640","36920"
"In post","2021","Male","Overseas","Unknown","160","150","[c]","[c]"
"In post","2021","Male","Scotland","AA/AO","7390","7100","22880","21010"
"In post","2021","Male","Scotland","EO","6200","5930","28920","27570"
"In post","2021","Male","Scotland","G6/G7","2200","2150","61320","61010"
"In post","2021","Male","Scotland","SCS","180","180","87990","83230"
"In post","2021","Male","Scotland","SEO/HEO","5900","5700","38630","37480"
"In post","2021","Male","Scotland","Unknown","70","70","43530","44820"
"In post","2021","Male","South East (England)","AA/AO","7040","6690","25500","23270"
"In post","2021","Male","South East (England)","EO","5860","5600","28530","27570"
"In post","2021","Male","South East (England)","G6/G7","2000","1940","57360","54980"
"In post","2021","Male","South East (England)","SCS","100","90","93490","91810"
"In post","2021","Male","South East (England)","SEO/HEO","5050","4910","37320","36460"
"In post","2021","Male","South East (England)","Unknown","430","410","32540","31420"
"In post","2021","Male","South West (England)","AA/AO","4330","4170","23090","21010"
"In post","2021","Male","South West (England)","EO","4900","4740","26620","27080"
"In post","2021","Male","South West (England)","G6/G7","3870","3760","56560","54760"
"In post","2021","Male","South West (England)","SCS","220","210","98490","91830"
"In post","2021","Male","South West (England)","SEO/HEO","9150","8940","36990","37260"
"In post","2021","Male","South West (England)","Unknown","1300","1280","41370","39000"
"In post","2021","Male","Unknown","AA/AO","90","80","21840","21010"
"In post","2021","Male","Unknown","EO","230","220","28000","27570"
"In post","2021","Male","Unknown","G6/G7","90","90","58380","55000"
"In post","2021","Male","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","SEO/HEO","360","360","34840","32750"
"In post","2021","Male","Unknown","Unknown","1750","1740","37670","34160"
"In post","2021","Male","Wales","AA/AO","5010","4780","21660","21130"
"In post","2021","Male","Wales","EO","3990","3850","27240","27460"
"In post","2021","Male","Wales","G6/G7","1720","1680","59290","59300"
"In post","2021","Male","Wales","SCS","180","180","89140","80200"
"In post","2021","Male","Wales","SEO/HEO","4270","4150","37300","37020"
"In post","2021","Male","Wales","Unknown","240","230","31380","30210"
"In post","2021","Male","West Midlands (England)","AA/AO","4360","4200","22840","21010"
"In post","2021","Male","West Midlands (England)","EO","3890","3760","27350","27570"
"In post","2021","Male","West Midlands (England)","G6/G7","1160","1130","57880","54400"
"In post","2021","Male","West Midlands (England)","SCS","110","100","98050","90800"
"In post","2021","Male","West Midlands (England)","SEO/HEO","3110","3040","36440","35000"
"In post","2021","Male","West Midlands (England)","Unknown","370","360","31050","30880"
"In post","2021","Male","Yorkshire and The Humber","AA/AO","5430","5180","23410","21430"
"In post","2021","Male","Yorkshire and The Humber","EO","4680","4520","27440","27380"
"In post","2021","Male","Yorkshire and The Humber","G6/G7","1880","1840","56870","53730"
"In post","2021","Male","Yorkshire and The Humber","SCS","150","140","86480","78350"
"In post","2021","Male","Yorkshire and The Humber","SEO/HEO","4110","4000","35710","34610"
"In post","2021","Male","Yorkshire and The Humber","Unknown","300","280","30280","30210"
"In post","2021","Unknown","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Female","East Midlands (England)","AA/AO","4490","3920","21880","21260"
"In post","2022","Female","East Midlands (England)","EO","3600","3220","27140","27570"
"In post","2022","Female","East Midlands (England)","G6/G7","860","820","57220","55210"
"In post","2022","Female","East Midlands (England)","SCS","50","50","89060","84560"
"In post","2022","Female","East Midlands (England)","SEO/HEO","2860","2680","36180","33840"
"In post","2022","Female","East Midlands (England)","Unknown","1200","1080","29240","28200"
"In post","2022","Female","East of England","AA/AO","3920","3460","22880","21680"
"In post","2022","Female","East of England","EO","3940","3520","28090","27570"
"In post","2022","Female","East of England","G6/G7","720","680","58660","55210"
"In post","2022","Female","East of England","SCS","60","50","97400","95620"
"In post","2022","Female","East of England","SEO/HEO","2540","2380","36710","35630"
"In post","2022","Female","East of England","Unknown","1300","1180","28630","26310"
"In post","2022","Female","London","AA/AO","6730","6020","25380","25110"
"In post","2022","Female","London","EO","12560","11740","30090","30370"
"In post","2022","Female","London","G6/G7","14960","14230","60060","57910"
"In post","2022","Female","London","SCS","2180","2060","88230","80000"
"In post","2022","Female","London","SEO/HEO","19010","18430","38400","37930"
"In post","2022","Female","London","Unknown","1730","1640","34240","33700"
"In post","2022","Female","North East (England)","AA/AO","8110","6610","21690","21260"
"In post","2022","Female","North East (England)","EO","5090","4490","27020","27570"
"In post","2022","Female","North East (England)","G6/G7","1210","1160","55860","55210"
"In post","2022","Female","North East (England)","SCS","70","70","83870","76190"
"In post","2022","Female","North East (England)","SEO/HEO","3940","3700","35260","33370"
"In post","2022","Female","North East (England)","Unknown","910","860","29180","28200"
"In post","2022","Female","North West (England)","AA/AO","12440","10630","21570","21260"
"In post","2022","Female","North West (England)","EO","11160","10030","26990","27570"
"In post","2022","Female","North West (England)","G6/G7","2770","2640","56320","55210"
"In post","2022","Female","North West (England)","SCS","140","140","85170","77400"
"In post","2022","Female","North West (England)","SEO/HEO","8030","7570","35380","33430"
"In post","2022","Female","North West (England)","Unknown","2390","2230","29280","27140"
"In post","2022","Female","Northern Ireland","AA/AO","670","590","21530","21250"
"In post","2022","Female","Northern Ireland","EO","570","520","26950","26820"
"In post","2022","Female","Northern Ireland","G6/G7","140","130","57620","55210"
"In post","2022","Female","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland","SEO/HEO","590","570","35480","33370"
"In post","2022","Female","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","AA/AO","40","40","[c]","[c]"
"In post","2022","Female","Overseas","EO","140","130","27770","27070"
"In post","2022","Female","Overseas","G6/G7","560","550","59300","57640"
"In post","2022","Female","Overseas","SCS","120","120","85600","76030"
"In post","2022","Female","Overseas","SEO/HEO","570","570","38090","35390"
"In post","2022","Female","Overseas","Unknown","80","80","[c]","[c]"
"In post","2022","Female","Scotland","AA/AO","9420","8210","22210","21260"
"In post","2022","Female","Scotland","EO","7920","7190","28150","27570"
"In post","2022","Female","Scotland","G6/G7","2900","2750","61190","62170"
"In post","2022","Female","Scotland","SCS","180","180","87330","83230"
"In post","2022","Female","Scotland","SEO/HEO","7230","6840","37940","36130"
"In post","2022","Female","Scotland","Unknown","30","30","[c]","[c]"
"In post","2022","Female","South East (England)","AA/AO","6890","6000","23150","21680"
"In post","2022","Female","South East (England)","EO","6700","6020","27880","27570"
"In post","2022","Female","South East (England)","G6/G7","1580","1480","58050","54740"
"In post","2022","Female","South East (England)","SCS","100","100","93060","92090"
"In post","2022","Female","South East (England)","SEO/HEO","5130","4840","36450","35180"
"In post","2022","Female","South East (England)","Unknown","1710","1560","29750","28200"
"In post","2022","Female","South West (England)","AA/AO","4900","4270","21760","21260"
"In post","2022","Female","South West (England)","EO","5490","4870","26580","27130"
"In post","2022","Female","South West (England)","G6/G7","2600","2440","55380","53810"
"In post","2022","Female","South West (England)","SCS","120","120","93370","88620"
"In post","2022","Female","South West (England)","SEO/HEO","7590","7060","35490","34290"
"In post","2022","Female","South West (England)","Unknown","1640","1490","31700","28900"
"In post","2022","Female","Unknown","AA/AO","140","120","22580","21300"
"In post","2022","Female","Unknown","EO","270","240","28560","27570"
"In post","2022","Female","Unknown","G6/G7","90","80","56860","54700"
"In post","2022","Female","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","SEO/HEO","320","310","34030","32000"
"In post","2022","Female","Unknown","Unknown","210","200","32530","30780"
"In post","2022","Female","Wales","AA/AO","7690","6480","21430","21300"
"In post","2022","Female","Wales","EO","5630","5080","27050","27570"
"In post","2022","Female","Wales","G6/G7","1750","1650","58250","57190"
"In post","2022","Female","Wales","SCS","130","130","83450","78460"
"In post","2022","Female","Wales","SEO/HEO","5440","5110","37060","37350"
"In post","2022","Female","Wales","Unknown","1080","1010","29030","26820"
"In post","2022","Female","West Midlands (England)","AA/AO","6070","5270","21670","21260"
"In post","2022","Female","West Midlands (England)","EO","5730","5140","27110","27570"
"In post","2022","Female","West Midlands (England)","G6/G7","1490","1420","56630","54540"
"In post","2022","Female","West Midlands (England)","SCS","100","100","94140","85570"
"In post","2022","Female","West Midlands (England)","SEO/HEO","4220","3990","35780","34000"
"In post","2022","Female","West Midlands (England)","Unknown","1570","1430","29100","28200"
"In post","2022","Female","Yorkshire and The Humber","AA/AO","6040","5150","22010","21260"
"In post","2022","Female","Yorkshire and The Humber","EO","6100","5410","27030","27570"
"In post","2022","Female","Yorkshire and The Humber","G6/G7","2310","2180","55920","53360"
"In post","2022","Female","Yorkshire and The Humber","SCS","140","130","85090","77800"
"In post","2022","Female","Yorkshire and The Humber","SEO/HEO","5400","5050","35180","33840"
"In post","2022","Female","Yorkshire and The Humber","Unknown","1590","1450","29580","28200"
"In post","2022","Male","East Midlands (England)","AA/AO","3480","3340","23510","21300"
"In post","2022","Male","East Midlands (England)","EO","2700","2600","27710","27570"
"In post","2022","Male","East Midlands (England)","G6/G7","840","810","59050","55210"
"In post","2022","Male","East Midlands (England)","SCS","40","40","[c]","[c]"
"In post","2022","Male","East Midlands (England)","SEO/HEO","2540","2470","36730","34290"
"In post","2022","Male","East Midlands (England)","Unknown","360","340","30830","28200"
"In post","2022","Male","East of England","AA/AO","3500","3370","25250","23140"
"In post","2022","Male","East of England","EO","3020","2890","28660","27570"
"In post","2022","Male","East of England","G6/G7","750","730","59750","57390"
"In post","2022","Male","East of England","SCS","80","70","95840","93000"
"In post","2022","Male","East of England","SEO/HEO","2680","2600","37360","36260"
"In post","2022","Male","East of England","Unknown","440","420","29360","26580"
"In post","2022","Male","London","AA/AO","5140","4980","26960","25330"
"In post","2022","Male","London","EO","8560","8350","30350","30600"
"In post","2022","Male","London","G6/G7","14370","14160","61340","59730"
"In post","2022","Male","London","SCS","2310","2270","93910","84990"
"In post","2022","Male","London","SEO/HEO","16570","16380","39130","38560"
"In post","2022","Male","London","Unknown","700","680","35710","33950"
"In post","2022","Male","North East (England)","AA/AO","5100","4780","22610","21260"
"In post","2022","Male","North East (England)","EO","3350","3200","27280","27370"
"In post","2022","Male","North East (England)","G6/G7","1500","1480","56830","55210"
"In post","2022","Male","North East (England)","SCS","60","60","90190","84380"
"In post","2022","Male","North East (England)","SEO/HEO","3500","3400","35990","33840"
"In post","2022","Male","North East (England)","Unknown","270","260","31200","28400"
"In post","2022","Male","North West (England)","AA/AO","8500","8110","22520","21260"
"In post","2022","Male","North West (England)","EO","7920","7650","27320","27570"
"In post","2022","Male","North West (England)","G6/G7","2820","2760","58020","55210"
"In post","2022","Male","North West (England)","SCS","150","150","90280","83130"
"In post","2022","Male","North West (England)","SEO/HEO","7120","6960","36180","34290"
"In post","2022","Male","North West (England)","Unknown","880","820","32210","29390"
"In post","2022","Male","Northern Ireland","AA/AO","970","940","21150","21250"
"In post","2022","Male","Northern Ireland","EO","530","520","26910","26820"
"In post","2022","Male","Northern Ireland","G6/G7","160","160","57810","55210"
"In post","2022","Male","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Male","Northern Ireland","SEO/HEO","600","590","36040","33370"
"In post","2022","Male","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Overseas","EO","150","150","27640","27170"
"In post","2022","Male","Overseas","G6/G7","760","760","59850","57450"
"In post","2022","Male","Overseas","SCS","170","170","85280","76930"
"In post","2022","Male","Overseas","SEO/HEO","950","950","39950","36450"
"In post","2022","Male","Overseas","Unknown","120","120","[c]","[c]"
"In post","2022","Male","Scotland","AA/AO","7460","7160","23560","21640"
"In post","2022","Male","Scotland","EO","6450","6160","29390","27570"
"In post","2022","Male","Scotland","G6/G7","2510","2460","62040","62170"
"In post","2022","Male","Scotland","SCS","200","200","88390","83230"
"In post","2022","Male","Scotland","SEO/HEO","6650","6460","39220","37710"
"In post","2022","Male","Scotland","Unknown","70","60","44150","44000"
"In post","2022","Male","South East (England)","AA/AO","6640","6300","25830","24250"
"In post","2022","Male","South East (England)","EO","5750","5510","28590","27570"
"In post","2022","Male","South East (England)","G6/G7","2170","2100","58310","56020"
"In post","2022","Male","South East (England)","SCS","100","100","96630","93860"
"In post","2022","Male","South East (England)","SEO/HEO","5290","5140","37720","37260"
"In post","2022","Male","South East (England)","Unknown","560","530","30270","27720"
"In post","2022","Male","South West (England)","AA/AO","4330","4180","23430","21300"
"In post","2022","Male","South West (England)","EO","4670","4510","27010","27130"
"In post","2022","Male","South West (England)","G6/G7","4050","3950","56670","55000"
"In post","2022","Male","South West (England)","SCS","220","220","99640","91090"
"In post","2022","Male","South West (England)","SEO/HEO","9530","9310","37060","37260"
"In post","2022","Male","South West (England)","Unknown","1570","1530","39180","36810"
"In post","2022","Male","Unknown","AA/AO","60","60","21980","21260"
"In post","2022","Male","Unknown","EO","170","170","27890","27570"
"In post","2022","Male","Unknown","G6/G7","80","80","58030","54700"
"In post","2022","Male","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","SEO/HEO","280","270","35070","33300"
"In post","2022","Male","Unknown","Unknown","1680","1670","37530","33600"
"In post","2022","Male","Wales","AA/AO","4910","4690","22060","21380"
"In post","2022","Male","Wales","EO","4100","3970","27520","27460"
"In post","2022","Male","Wales","G6/G7","1930","1890","59680","60150"
"In post","2022","Male","Wales","SCS","190","190","88150","79950"
"In post","2022","Male","Wales","SEO/HEO","4690","4570","37810","37770"
"In post","2022","Male","Wales","Unknown","350","340","30510","28760"
"In post","2022","Male","West Midlands (England)","AA/AO","4270","4100","23210","21260"
"In post","2022","Male","West Midlands (England)","EO","4120","3990","27610","27570"
"In post","2022","Male","West Midlands (England)","G6/G7","1380","1350","58050","55210"
"In post","2022","Male","West Midlands (England)","SCS","120","110","99940","90200"
"In post","2022","Male","West Midlands (England)","SEO/HEO","3590","3510","36580","35480"
"In post","2022","Male","West Midlands (England)","Unknown","530","480","30690","28200"
"In post","2022","Male","Yorkshire and The Humber","AA/AO","5250","5000","23730","21680"
"In post","2022","Male","Yorkshire and The Humber","EO","4890","4710","27620","27380"
"In post","2022","Male","Yorkshire and The Humber","G6/G7","2190","2150","57170","55210"
"In post","2022","Male","Yorkshire and The Humber","SCS","150","150","85640","77630"
"In post","2022","Male","Yorkshire and The Humber","SEO/HEO","4670","4540","36050","35310"
"In post","2022","Male","Yorkshire and The Humber","Unknown","500","470","30450","28200"
"In post","2022","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Midlands (England)","AA/AO","470","390","20090","20180"
"Leaver CS","2021","Female","East Midlands (England)","EO","210","180","26070","26930"
"Leaver CS","2021","Female","East Midlands (England)","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Female","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Midlands (England)","SEO/HEO","140","130","36410","34290"
"Leaver CS","2021","Female","East Midlands (England)","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Female","East of England","AA/AO","440","380","21160","21010"
"Leaver CS","2021","Female","East of England","EO","260","220","27370","27570"
"Leaver CS","2021","Female","East of England","G6/G7","40","30","[c]","[c]"
"Leaver CS","2021","Female","East of England","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East of England","SEO/HEO","160","140","35970","34530"
"Leaver CS","2021","Female","East of England","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Female","London","AA/AO","700","620","22770","22680"
"Leaver CS","2021","Female","London","EO","640","560","28490","28860"
"Leaver CS","2021","Female","London","G6/G7","500","430","60730","58570"
"Leaver CS","2021","Female","London","SCS","110","90","93400","86540"
"Leaver CS","2021","Female","London","SEO/HEO","680","630","37380","37000"
"Leaver CS","2021","Female","London","Unknown","90","70","[c]","[c]"
"Leaver CS","2021","Female","North East (England)","AA/AO","630","470","20460","21010"
"Leaver CS","2021","Female","North East (England)","EO","210","170","27020","27570"
"Leaver CS","2021","Female","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North East (England)","SEO/HEO","100","80","[c]","[c]"
"Leaver CS","2021","Female","North East (England)","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Female","North West (England)","AA/AO","810","650","20560","21010"
"Leaver CS","2021","Female","North West (England)","EO","370","300","26600","27570"
"Leaver CS","2021","Female","North West (England)","G6/G7","80","80","59030","55830"
"Leaver CS","2021","Female","North West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North West (England)","SEO/HEO","210","180","35470","34370"
"Leaver CS","2021","Female","North West (England)","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","AA/AO","60","40","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","EO","30","20","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Overseas","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Overseas","SEO/HEO","60","50","35990","36960"
"Leaver CS","2021","Female","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland","AA/AO","640","510","21770","21010"
"Leaver CS","2021","Female","Scotland","EO","280","230","27510","27570"
"Leaver CS","2021","Female","Scotland","G6/G7","80","70","63750","63850"
"Leaver CS","2021","Female","Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland","SEO/HEO","190","160","38500","37550"
