"Status","Year","Region_ITL2","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Shropshire and Staffordshire","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire and Staffordshire","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire and Staffordshire","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire and Staffordshire","60-64","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire and Staffordshire","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire and Staffordshire","65+","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire and Staffordshire","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire and Staffordshire","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","16-19","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","16-19","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","16-19","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","20-29","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","20-29","Department for Education","80","80","27340","25000"
"New entrant CS","2022","South Yorkshire","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","20-29","Department for Work and Pensions","150","140","24690","21260"
"New entrant CS","2022","South Yorkshire","20-29","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","20-29","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","20-29","Home Office","80","80","25190","24880"
"New entrant CS","2022","South Yorkshire","20-29","Ministry of Justice","150","150","23860","23140"
"New entrant CS","2022","South Yorkshire","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","30-39","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","30-39","Department for Education","60","60","33810","32870"
"New entrant CS","2022","South Yorkshire","30-39","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","30-39","Department for Work and Pensions","80","80","28530","27570"
"New entrant CS","2022","South Yorkshire","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","30-39","Home Office","40","40","[c]","[c]"
"New entrant CS","2022","South Yorkshire","30-39","Ministry of Justice","90","80","27890","23170"
"New entrant CS","2022","South Yorkshire","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","30-39","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","40-49","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","40-49","Department for Work and Pensions","70","70","29990","27570"
"New entrant CS","2022","South Yorkshire","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","40-49","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","40-49","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","40-49","Ministry of Justice","60","60","29540","28200"
"New entrant CS","2022","South Yorkshire","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","40-49","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","50-59","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","50-59","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","50-59","Department for Work and Pensions","50","50","26510","21260"
"New entrant CS","2022","South Yorkshire","50-59","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","50-59","Ministry of Justice","80","70","30850","28200"
"New entrant CS","2022","South Yorkshire","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","50-59","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","60-64","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","60-64","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","60-64","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","60-64","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","65+","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South Yorkshire","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","16-19","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","16-19","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","16-19","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","20-29","Department for Work and Pensions","50","50","25090","27570"
"New entrant CS","2022","Southern Scotland","20-29","HM Revenue and Customs","110","100","21250","21250"
"New entrant CS","2022","Southern Scotland","20-29","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","20-29","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","20-29","Scottish Government","90","90","24640","22000"
"New entrant CS","2022","Southern Scotland","30-39","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","30-39","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","30-39","Department for Work and Pensions","60","60","25950","27570"
"New entrant CS","2022","Southern Scotland","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","30-39","HM Revenue and Customs","60","60","22360","21250"
"New entrant CS","2022","Southern Scotland","30-39","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","30-39","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","30-39","Scottish Government","60","60","26420","24400"
"New entrant CS","2022","Southern Scotland","30-39","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","40-49","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","40-49","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","40-49","HM Revenue and Customs","30","30","[c]","[c]"
"New entrant CS","2022","Southern Scotland","40-49","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","40-49","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","40-49","Scottish Government","40","40","[c]","[c]"
"New entrant CS","2022","Southern Scotland","40-49","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","50-59","Department for Work and Pensions","30","30","[c]","[c]"
"New entrant CS","2022","Southern Scotland","50-59","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","50-59","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","50-59","Scottish Government","50","40","[c]","[c]"
"New entrant CS","2022","Southern Scotland","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","60-64","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","60-64","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","65+","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Southern Scotland","65+","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","16-19","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","20-29","Department for Environment, Food and Rural Affairs","100","90","27650","24640"
"New entrant CS","2022","Surrey, East and West Sussex","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","20-29","Department for Work and Pensions","60","60","24020","21260"
"New entrant CS","2022","Surrey, East and West Sussex","20-29","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","20-29","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","20-29","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","20-29","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","20-29","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","20-29","Ministry of Justice","230","230","25580","24950"
"New entrant CS","2022","Surrey, East and West Sussex","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","30-39","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","30-39","Department for Work and Pensions","40","30","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","30-39","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","30-39","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","30-39","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","30-39","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","30-39","Ministry of Justice","160","160","28180","27060"
"New entrant CS","2022","Surrey, East and West Sussex","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","40-49","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","40-49","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","40-49","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","40-49","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","40-49","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","40-49","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","40-49","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","40-49","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","40-49","Ministry of Justice","120","110","29390","26310"
"New entrant CS","2022","Surrey, East and West Sussex","40-49","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","50-59","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","50-59","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","50-59","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","50-59","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","50-59","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","50-59","Home Office","30","20","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","50-59","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","50-59","Ministry of Justice","130","110","29390","26510"
"New entrant CS","2022","Surrey, East and West Sussex","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","50-59","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","60-64","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","60-64","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","60-64","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","60-64","Ministry of Justice","40","30","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","65+","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","65+","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","65+","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","65+","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Surrey, East and West Sussex","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","20-29","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","20-29","Department for Education","40","40","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","20-29","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","20-29","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","20-29","Department for Work and Pensions","50","50","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","20-29","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","20-29","HM Revenue and Customs","60","60","22170","21750"
"New entrant CS","2022","Tees Valley and Durham","20-29","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","20-29","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","20-29","Ministry of Justice","230","220","22860","23140"
"New entrant CS","2022","Tees Valley and Durham","20-29","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","30-39","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","30-39","Department for Education","40","30","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","30-39","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","30-39","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","30-39","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","30-39","Department for Work and Pensions","50","50","25800","27570"
"New entrant CS","2022","Tees Valley and Durham","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","30-39","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","30-39","HM Revenue and Customs","40","40","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","30-39","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","30-39","Ministry of Justice","120","120","24450","23140"
"New entrant CS","2022","Tees Valley and Durham","30-39","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","40-49","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","40-49","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","40-49","Department for Education","30","30","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","40-49","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","40-49","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","40-49","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","40-49","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","40-49","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","40-49","Ministry of Justice","110","100","27060","24260"
"New entrant CS","2022","Tees Valley and Durham","40-49","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","50-59","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","50-59","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","50-59","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","50-59","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","50-59","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","50-59","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","50-59","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","50-59","Ministry of Justice","110","110","29500","28200"
"New entrant CS","2022","Tees Valley and Durham","50-59","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","50-59","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","60-64","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","60-64","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","60-64","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","60-64","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","60-64","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","65+","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","20-29","Cabinet Office","110","100","29830","28000"
"New entrant CS","2022","Unknown","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","20-29","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","20-29","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","20-29","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","20-29","Ministry of Defence","90","90","20520","16190"
"New entrant CS","2022","Unknown","20-29","Ministry of Justice","80","80","[c]","[c]"
"New entrant CS","2022","Unknown","30-39","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","30-39","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","30-39","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","30-39","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","30-39","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","30-39","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","30-39","Ministry of Justice","70","60","[c]","[c]"
"New entrant CS","2022","Unknown","40-49","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","40-49","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","40-49","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","40-49","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","40-49","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","40-49","Ministry of Justice","60","50","[c]","[c]"
