"Status","Year","Function_of_post","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Legal","Southern Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Southern Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Southern Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Surrey, East and West Sussex","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Surrey, East and West Sussex","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Surrey, East and West Sussex","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Surrey, East and West Sussex","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Surrey, East and West Sussex","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Tees Valley and Durham","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Tees Valley and Durham","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Tees Valley and Durham","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Central Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Central Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Central Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Central Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Midlands","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Midlands","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Midlands","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Midlands","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Midlands","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Midlands","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Wales and The Valleys","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Wales and The Valleys","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Wales and The Valleys","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Wales and The Valleys","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Wales and The Valleys","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Yorkshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Yorkshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Yorkshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Yorkshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","West Yorkshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Bedfordshire and Hertfordshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Bedfordshire and Hertfordshire","20-29","200","200","26210","27570"
"New entrant CS","2022","No function","Bedfordshire and Hertfordshire","30-39","120","110","27820","28140"
"New entrant CS","2022","No function","Bedfordshire and Hertfordshire","40-49","100","90","31620","28140"
"New entrant CS","2022","No function","Bedfordshire and Hertfordshire","50-59","120","110","30570","28200"
"New entrant CS","2022","No function","Bedfordshire and Hertfordshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Bedfordshire and Hertfordshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Berkshire, Buckinghamshire and Oxfordshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Berkshire, Buckinghamshire and Oxfordshire","20-29","320","310","25910","27570"
"New entrant CS","2022","No function","Berkshire, Buckinghamshire and Oxfordshire","30-39","220","210","28970","28140"
"New entrant CS","2022","No function","Berkshire, Buckinghamshire and Oxfordshire","40-49","140","140","30130","28140"
"New entrant CS","2022","No function","Berkshire, Buckinghamshire and Oxfordshire","50-59","130","130","30320","27570"
"New entrant CS","2022","No function","Berkshire, Buckinghamshire and Oxfordshire","60-64","30","30","[c]","[c]"
"New entrant CS","2022","No function","Berkshire, Buckinghamshire and Oxfordshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cheshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cheshire","20-29","150","150","24500","23140"
"New entrant CS","2022","No function","Cheshire","30-39","110","100","27730","24800"
"New entrant CS","2022","No function","Cheshire","40-49","60","50","29590","27570"
"New entrant CS","2022","No function","Cheshire","50-59","80","70","30310","28860"
"New entrant CS","2022","No function","Cheshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cheshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cornwall and Isles of Scilly","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cornwall and Isles of Scilly","20-29","50","50","[c]","[c]"
"New entrant CS","2022","No function","Cornwall and Isles of Scilly","30-39","50","40","[c]","[c]"
"New entrant CS","2022","No function","Cornwall and Isles of Scilly","40-49","40","30","[c]","[c]"
"New entrant CS","2022","No function","Cornwall and Isles of Scilly","50-59","50","40","[c]","[c]"
"New entrant CS","2022","No function","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cornwall and Isles of Scilly","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cumbria","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cumbria","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cumbria","30-39","40","40","[c]","[c]"
"New entrant CS","2022","No function","Cumbria","40-49","40","40","[c]","[c]"
"New entrant CS","2022","No function","Cumbria","50-59","40","30","[c]","[c]"
"New entrant CS","2022","No function","Cumbria","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cumbria","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Derbyshire and Nottinghamshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Derbyshire and Nottinghamshire","20-29","500","500","24440","23140"
"New entrant CS","2022","No function","Derbyshire and Nottinghamshire","30-39","320","290","26040","24800"
"New entrant CS","2022","No function","Derbyshire and Nottinghamshire","40-49","290","270","27960","26310"
"New entrant CS","2022","No function","Derbyshire and Nottinghamshire","50-59","220","200","28200","26130"
"New entrant CS","2022","No function","Derbyshire and Nottinghamshire","60-64","50","40","[c]","[c]"
"New entrant CS","2022","No function","Derbyshire and Nottinghamshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Devon","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Devon","20-29","160","160","23000","22600"
"New entrant CS","2022","No function","Devon","30-39","110","110","26400","23140"
"New entrant CS","2022","No function","Devon","40-49","80","70","28840","24900"
"New entrant CS","2022","No function","Devon","50-59","100","90","29750","27130"
"New entrant CS","2022","No function","Devon","60-64","30","30","[c]","[c]"
"New entrant CS","2022","No function","Devon","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Dorset and Somerset","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Dorset and Somerset","20-29","170","170","23260","22560"
"New entrant CS","2022","No function","Dorset and Somerset","30-39","90","80","26370","23890"
"New entrant CS","2022","No function","Dorset and Somerset","40-49","90","90","27530","24910"
"New entrant CS","2022","No function","Dorset and Somerset","50-59","100","100","31620","26740"
"New entrant CS","2022","No function","Dorset and Somerset","60-64","30","30","[c]","[c]"
"New entrant CS","2022","No function","Dorset and Somerset","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","East Anglia","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","East Anglia","20-29","450","440","23970","23170"
"New entrant CS","2022","No function","East Anglia","30-39","310","290","25960","24800"
"New entrant CS","2022","No function","East Anglia","40-49","240","230","29340","26310"
"New entrant CS","2022","No function","East Anglia","50-59","220","210","27580","24920"
"New entrant CS","2022","No function","East Anglia","60-64","70","60","27070","23390"
"New entrant CS","2022","No function","East Anglia","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","East Wales","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","East Wales","20-29","530","520","23390","21810"
"New entrant CS","2022","No function","East Wales","30-39","350","340","25710","23140"
"New entrant CS","2022","No function","East Wales","40-49","210","200","27870","24030"
"New entrant CS","2022","No function","East Wales","50-59","150","140","27030","22840"
"New entrant CS","2022","No function","East Wales","60-64","40","30","[c]","[c]"
"New entrant CS","2022","No function","East Wales","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","East Yorkshire and Northern Lincolnshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","East Yorkshire and Northern Lincolnshire","20-29","200","200","22710","23140"
"New entrant CS","2022","No function","East Yorkshire and Northern Lincolnshire","30-39","110","110","26000","23140"
"New entrant CS","2022","No function","East Yorkshire and Northern Lincolnshire","40-49","100","100","28390","25320"
"New entrant CS","2022","No function","East Yorkshire and Northern Lincolnshire","50-59","70","70","25650","24800"
"New entrant CS","2022","No function","East Yorkshire and Northern Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","East Yorkshire and Northern Lincolnshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Eastern Scotland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Eastern Scotland","20-29","450","440","23490","21640"
"New entrant CS","2022","No function","Eastern Scotland","30-39","280","280","25500","21640"
"New entrant CS","2022","No function","Eastern Scotland","40-49","150","140","27300","22000"
"New entrant CS","2022","No function","Eastern Scotland","50-59","100","100","24490","21640"
"New entrant CS","2022","No function","Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Essex","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Essex","20-29","200","200","25010","24250"
"New entrant CS","2022","No function","Essex","30-39","130","120","27980","25010"
"New entrant CS","2022","No function","Essex","40-49","130","120","29740","26230"
"New entrant CS","2022","No function","Essex","50-59","100","90","28170","26140"
"New entrant CS","2022","No function","Essex","60-64","30","30","[c]","[c]"
"New entrant CS","2022","No function","Essex","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","810","800","24940","23390"
"New entrant CS","2022","No function","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","460","440","30790","28970"
"New entrant CS","2022","No function","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","270","250","33660","29230"
"New entrant CS","2022","No function","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","220","210","30850","27570"
"New entrant CS","2022","No function","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","50","40","[c]","[c]"
"New entrant CS","2022","No function","Gloucestershire, Wiltshire and Bath/Bristol area","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Greater Manchester","16-19","30","30","[c]","[c]"
"New entrant CS","2022","No function","Greater Manchester","20-29","890","870","24420","23140"
"New entrant CS","2022","No function","Greater Manchester","30-39","550","530","26730","24340"
"New entrant CS","2022","No function","Greater Manchester","40-49","350","330","29050","26310"
"New entrant CS","2022","No function","Greater Manchester","50-59","250","240","28170","26130"
"New entrant CS","2022","No function","Greater Manchester","60-64","70","60","27900","26130"
"New entrant CS","2022","No function","Greater Manchester","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Hampshire and Isle of Wight","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Hampshire and Isle of Wight","20-29","350","340","24530","24430"
"New entrant CS","2022","No function","Hampshire and Isle of Wight","30-39","180","160","28800","25870"
"New entrant CS","2022","No function","Hampshire and Isle of Wight","40-49","170","150","28570","26220"
"New entrant CS","2022","No function","Hampshire and Isle of Wight","50-59","230","190","27770","23390"
"New entrant CS","2022","No function","Hampshire and Isle of Wight","60-64","70","50","26730","22170"
"New entrant CS","2022","No function","Hampshire and Isle of Wight","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Herefordshire, Worcestershire and Warwickshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Herefordshire, Worcestershire and Warwickshire","20-29","140","140","23730","23140"
"New entrant CS","2022","No function","Herefordshire, Worcestershire and Warwickshire","30-39","120","110","27370","27570"
"New entrant CS","2022","No function","Herefordshire, Worcestershire and Warwickshire","40-49","110","100","30680","27570"
"New entrant CS","2022","No function","Herefordshire, Worcestershire and Warwickshire","50-59","80","80","28440","27570"
"New entrant CS","2022","No function","Herefordshire, Worcestershire and Warwickshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Herefordshire, Worcestershire and Warwickshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Highlands and Islands","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Highlands and Islands","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Highlands and Islands","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Highlands and Islands","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Highlands and Islands","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Inner London - East","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Inner London - East","20-29","760","750","30700","30750"
"New entrant CS","2022","No function","Inner London - East","30-39","480","470","35860","31920"
"New entrant CS","2022","No function","Inner London - East","40-49","340","320","41430","36580"
"New entrant CS","2022","No function","Inner London - East","50-59","220","210","40340","33700"
"New entrant CS","2022","No function","Inner London - East","60-64","80","70","43550","36630"
"New entrant CS","2022","No function","Inner London - East","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Inner London - West","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Inner London - West","20-29","2710","2680","32470","31800"
"New entrant CS","2022","No function","Inner London - West","30-39","890","860","40800","36860"
"New entrant CS","2022","No function","Inner London - West","40-49","420","410","44400","38730"
"New entrant CS","2022","No function","Inner London - West","50-59","240","220","46030","38180"
"New entrant CS","2022","No function","Inner London - West","60-64","40","40","[c]","[c]"
"New entrant CS","2022","No function","Inner London - West","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Kent","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Kent","20-29","270","270","25330","25020"
"New entrant CS","2022","No function","Kent","30-39","170","160","27070","26740"
"New entrant CS","2022","No function","Kent","40-49","120","110","29090","26840"
"New entrant CS","2022","No function","Kent","50-59","130","120","27740","26130"
"New entrant CS","2022","No function","Kent","60-64","50","40","[c]","[c]"
"New entrant CS","2022","No function","Kent","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Lancashire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Lancashire","20-29","500","490","23330","23140"
"New entrant CS","2022","No function","Lancashire","30-39","330","320","24890","23170"
"New entrant CS","2022","No function","Lancashire","40-49","200","190","26720","23170"
"New entrant CS","2022","No function","Lancashire","50-59","160","160","27410","24800"
"New entrant CS","2022","No function","Lancashire","60-64","50","50","25010","21260"
"New entrant CS","2022","No function","Lancashire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Leicestershire, Rutland and Northamptonshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Leicestershire, Rutland and Northamptonshire","20-29","340","340","22760","22600"
"New entrant CS","2022","No function","Leicestershire, Rutland and Northamptonshire","30-39","180","170","25000","23140"
"New entrant CS","2022","No function","Leicestershire, Rutland and Northamptonshire","40-49","140","130","28130","24800"
"New entrant CS","2022","No function","Leicestershire, Rutland and Northamptonshire","50-59","150","140","27200","24800"
"New entrant CS","2022","No function","Leicestershire, Rutland and Northamptonshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Leicestershire, Rutland and Northamptonshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Lincolnshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Lincolnshire","20-29","120","120","23760","23160"
"New entrant CS","2022","No function","Lincolnshire","30-39","70","70","25880","24430"
"New entrant CS","2022","No function","Lincolnshire","40-49","50","40","[c]","[c]"
"New entrant CS","2022","No function","Lincolnshire","50-59","50","50","27200","27570"
"New entrant CS","2022","No function","Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Lincolnshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Merseyside","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Merseyside","20-29","670","660","23760","21260"
"New entrant CS","2022","No function","Merseyside","30-39","480","460","25690","25480"
"New entrant CS","2022","No function","Merseyside","40-49","330","310","28280","26310"
"New entrant CS","2022","No function","Merseyside","50-59","290","270","26750","23320"
"New entrant CS","2022","No function","Merseyside","60-64","70","60","25940","23170"
"New entrant CS","2022","No function","Merseyside","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","North Eastern Scotland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","North Eastern Scotland","20-29","40","40","[c]","[c]"
"New entrant CS","2022","No function","North Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","North Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","North Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","North Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","North Yorkshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","North Yorkshire","20-29","140","140","26170","26370"
"New entrant CS","2022","No function","North Yorkshire","30-39","80","80","34140","29180"
"New entrant CS","2022","No function","North Yorkshire","40-49","50","50","[c]","[c]"
"New entrant CS","2022","No function","North Yorkshire","50-59","60","60","34030","29550"
"New entrant CS","2022","No function","North Yorkshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","North Yorkshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Northern Ireland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Northern Ireland","20-29","170","170","24720","21250"
"New entrant CS","2022","No function","Northern Ireland","30-39","120","120","28360","26590"
"New entrant CS","2022","No function","Northern Ireland","40-49","70","70","28370","26590"
"New entrant CS","2022","No function","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Northern Ireland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Northumberland, and Tyne and Wear","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Northumberland, and Tyne and Wear","20-29","630","610","23350","21260"
"New entrant CS","2022","No function","Northumberland, and Tyne and Wear","30-39","400","380","25150","21260"
"New entrant CS","2022","No function","Northumberland, and Tyne and Wear","40-49","270","260","26520","21840"
"New entrant CS","2022","No function","Northumberland, and Tyne and Wear","50-59","260","250","26440","21260"
"New entrant CS","2022","No function","Northumberland, and Tyne and Wear","60-64","70","70","25530","21260"
"New entrant CS","2022","No function","Northumberland, and Tyne and Wear","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Outer London - East and North East","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Outer London - East and North East","20-29","240","240","28480","29020"
"New entrant CS","2022","No function","Outer London - East and North East","30-39","120","120","31450","31060"
"New entrant CS","2022","No function","Outer London - East and North East","40-49","80","70","31930","30830"
"New entrant CS","2022","No function","Outer London - East and North East","50-59","80","70","33060","31060"
"New entrant CS","2022","No function","Outer London - East and North East","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Outer London - East and North East","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Outer London - South","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Outer London - South","20-29","170","170","28690","28310"
"New entrant CS","2022","No function","Outer London - South","30-39","120","110","32630","31060"
"New entrant CS","2022","No function","Outer London - South","40-49","100","100","34250","31060"
"New entrant CS","2022","No function","Outer London - South","50-59","130","120","32380","31060"
"New entrant CS","2022","No function","Outer London - South","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Outer London - South","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Outer London - West and North West","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Outer London - West and North West","20-29","400","380","28340","27070"
"New entrant CS","2022","No function","Outer London - West and North West","30-39","220","210","32580","31060"
"New entrant CS","2022","No function","Outer London - West and North West","40-49","130","130","34200","31060"
"New entrant CS","2022","No function","Outer London - West and North West","50-59","120","110","32950","31060"
"New entrant CS","2022","No function","Outer London - West and North West","60-64","30","30","[c]","[c]"
"New entrant CS","2022","No function","Outer London - West and North West","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Shropshire and Staffordshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Shropshire and Staffordshire","20-29","320","320","23070","23140"
"New entrant CS","2022","No function","Shropshire and Staffordshire","30-39","170","170","24160","23140"
"New entrant CS","2022","No function","Shropshire and Staffordshire","40-49","150","140","28670","24770"
"New entrant CS","2022","No function","Shropshire and Staffordshire","50-59","130","120","27900","24800"
"New entrant CS","2022","No function","Shropshire and Staffordshire","60-64","30","20","[c]","[c]"
"New entrant CS","2022","No function","Shropshire and Staffordshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","South Yorkshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","South Yorkshire","20-29","260","250","24280","23170"
"New entrant CS","2022","No function","South Yorkshire","30-39","170","160","28690","27570"
"New entrant CS","2022","No function","South Yorkshire","40-49","110","110","29010","27570"
"New entrant CS","2022","No function","South Yorkshire","50-59","110","110","29640","27570"
"New entrant CS","2022","No function","South Yorkshire","60-64","30","30","[c]","[c]"
"New entrant CS","2022","No function","South Yorkshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Southern Scotland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Southern Scotland","20-29","130","130","22960","21250"
"New entrant CS","2022","No function","Southern Scotland","30-39","90","80","24570","22000"
"New entrant CS","2022","No function","Southern Scotland","40-49","40","40","[c]","[c]"
"New entrant CS","2022","No function","Southern Scotland","50-59","60","60","23810","22000"
"New entrant CS","2022","No function","Southern Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Southern Scotland","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Surrey, East and West Sussex","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Surrey, East and West Sussex","20-29","380","370","25670","24770"
"New entrant CS","2022","No function","Surrey, East and West Sussex","30-39","220","210","28540","27570"
"New entrant CS","2022","No function","Surrey, East and West Sussex","40-49","180","180","30320","27570"
"New entrant CS","2022","No function","Surrey, East and West Sussex","50-59","190","170","28810","26230"
"New entrant CS","2022","No function","Surrey, East and West Sussex","60-64","50","40","[c]","[c]"
"New entrant CS","2022","No function","Surrey, East and West Sussex","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Tees Valley and Durham","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Tees Valley and Durham","20-29","320","320","24300","23140"
"New entrant CS","2022","No function","Tees Valley and Durham","30-39","220","220","27440","24430"
"New entrant CS","2022","No function","Tees Valley and Durham","40-49","160","160","28200","27130"
"New entrant CS","2022","No function","Tees Valley and Durham","50-59","150","150","29790","27610"
"New entrant CS","2022","No function","Tees Valley and Durham","60-64","30","30","[c]","[c]"
"New entrant CS","2022","No function","Tees Valley and Durham","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","20-29","180","180","27090","28000"
"New entrant CS","2022","No function","Unknown","30-39","110","100","28200","27570"
"New entrant CS","2022","No function","Unknown","40-49","90","80","34120","27570"
"New entrant CS","2022","No function","Unknown","50-59","80","60","[c]","[c]"
"New entrant CS","2022","No function","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","West Central Scotland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","West Central Scotland","20-29","460","450","23460","21640"
"New entrant CS","2022","No function","West Central Scotland","30-39","300","300","26500","24000"
"New entrant CS","2022","No function","West Central Scotland","40-49","160","150","29700","26420"
"New entrant CS","2022","No function","West Central Scotland","50-59","150","150","25990","21640"
"New entrant CS","2022","No function","West Central Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","West Central Scotland","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","West Midlands","16-19","30","30","[c]","[c]"
"New entrant CS","2022","No function","West Midlands","20-29","920","900","24720","23170"
"New entrant CS","2022","No function","West Midlands","30-39","550","520","28090","27570"
"New entrant CS","2022","No function","West Midlands","40-49","400","380","30450","27570"
"New entrant CS","2022","No function","West Midlands","50-59","280","270","30210","27570"
"New entrant CS","2022","No function","West Midlands","60-64","80","70","32230","27570"
"New entrant CS","2022","No function","West Midlands","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","West Wales and The Valleys","16-19","70","50","19220","18310"
"New entrant CS","2022","No function","West Wales and The Valleys","20-29","460","440","22090","21840"
"New entrant CS","2022","No function","West Wales and The Valleys","30-39","300","290","24210","21840"
"New entrant CS","2022","No function","West Wales and The Valleys","40-49","190","180","24360","21840"
"New entrant CS","2022","No function","West Wales and The Valleys","50-59","170","160","26250","24090"
"New entrant CS","2022","No function","West Wales and The Valleys","60-64","40","40","[c]","[c]"
"New entrant CS","2022","No function","West Wales and The Valleys","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","West Yorkshire","16-19","40","30","[c]","[c]"
"New entrant CS","2022","No function","West Yorkshire","20-29","870","850","25160","23140"
"New entrant CS","2022","No function","West Yorkshire","30-39","530","500","28620","26590"
"New entrant CS","2022","No function","West Yorkshire","40-49","320","310","30480","27570"
"New entrant CS","2022","No function","West Yorkshire","50-59","240","220","30450","27570"
"New entrant CS","2022","No function","West Yorkshire","60-64","70","60","27620","27570"
"New entrant CS","2022","No function","West Yorkshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Bedfordshire and Hertfordshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Bedfordshire and Hertfordshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Bedfordshire and Hertfordshire","40-49","[c]","[c]","[c]","[c]"
