"Status","Year","Sex","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","AA/AO","North Yorkshire","100","90","22190","20920"
"New entrant CS","2021","Male","AA/AO","Northern Ireland","120","120","20210","20140"
"New entrant CS","2021","Male","AA/AO","Northumberland and Tyne and Wear","690","690","20690","21010"
"New entrant CS","2021","Male","AA/AO","Outer London - East and North East","150","140","26240","25110"
"New entrant CS","2021","Male","AA/AO","Outer London - South","130","130","23710","24120"
"New entrant CS","2021","Male","AA/AO","Outer London - West and North West","140","140","24970","25110"
"New entrant CS","2021","Male","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","Shropshire and Staffordshire","230","220","21170","21010"
"New entrant CS","2021","Male","AA/AO","South Yorkshire","220","220","21370","21010"
"New entrant CS","2021","Male","AA/AO","Southern Scotland","120","120","20480","20140"
"New entrant CS","2021","Male","AA/AO","Surrey, East and West Sussex","250","250","23810","23000"
"New entrant CS","2021","Male","AA/AO","Tees Valley and Durham","230","230","21580","21010"
"New entrant CS","2021","Male","AA/AO","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Male","AA/AO","West Central Scotland","360","350","20990","20140"
"New entrant CS","2021","Male","AA/AO","West Midlands","280","280","20560","20550"
"New entrant CS","2021","Male","AA/AO","West Wales and The Valleys","270","250","20810","21010"
"New entrant CS","2021","Male","AA/AO","West Yorkshire","440","430","20630","20190"
"New entrant CS","2021","Male","EO","Bedfordshire and Hertfordshire","170","160","28410","29290"
"New entrant CS","2021","Male","EO","Berkshire, Buckinghamshire and Oxfordshire","160","160","28070","27570"
"New entrant CS","2021","Male","EO","Cheshire","140","140","28770","27570"
"New entrant CS","2021","Male","EO","Cornwall and Isles of Scilly","40","40","[c]","[c]"
"New entrant CS","2021","Male","EO","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","EO","Derbyshire and Nottinghamshire","210","210","26480","27570"
"New entrant CS","2021","Male","EO","Devon","140","140","26500","27570"
"New entrant CS","2021","Male","EO","Dorset and Somerset","80","80","26810","27570"
"New entrant CS","2021","Male","EO","East Anglia","220","220","26860","27570"
"New entrant CS","2021","Male","EO","East Wales","210","200","25700","25030"
"New entrant CS","2021","Male","EO","East Yorkshire and Northern Lincolnshire","80","80","26780","27570"
"New entrant CS","2021","Male","EO","Eastern Scotland","180","170","26720","27570"
"New entrant CS","2021","Male","EO","Essex","150","150","28260","29290"
"New entrant CS","2021","Male","EO","Gloucestershire, Wiltshire and Bath/Bristol area","460","450","25410","26730"
"New entrant CS","2021","Male","EO","Greater Manchester","480","470","26560","27570"
"New entrant CS","2021","Male","EO","Hampshire and Isle of Wight","280","280","26980","27570"
"New entrant CS","2021","Male","EO","Herefordshire, Worcestershire and Warwickshire","50","50","26860","27570"
"New entrant CS","2021","Male","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","EO","Inner London - East","490","480","30140","31060"
"New entrant CS","2021","Male","EO","Inner London - West","660","660","28050","27680"
"New entrant CS","2021","Male","EO","Kent","240","230","28380","29290"
"New entrant CS","2021","Male","EO","Lancashire","80","80","27310","27570"
"New entrant CS","2021","Male","EO","Leicestershire, Rutland and Northamptonshire","130","130","27440","27570"
"New entrant CS","2021","Male","EO","Lincolnshire","50","40","[c]","[c]"
"New entrant CS","2021","Male","EO","Merseyside","150","150","26310","26370"
"New entrant CS","2021","Male","EO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","EO","North Yorkshire","70","70","26760","27570"
"New entrant CS","2021","Male","EO","Northern Ireland","60","60","26190","25560"
"New entrant CS","2021","Male","EO","Northumberland and Tyne and Wear","350","350","26150","25560"
"New entrant CS","2021","Male","EO","Outer London - East and North East","200","200","31030","31060"
"New entrant CS","2021","Male","EO","Outer London - South","170","170","30290","31060"
"New entrant CS","2021","Male","EO","Outer London - West and North West","330","320","30150","31060"
"New entrant CS","2021","Male","EO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","EO","Shropshire and Staffordshire","160","160","27180","27570"
"New entrant CS","2021","Male","EO","South Yorkshire","110","110","26850","27570"
"New entrant CS","2021","Male","EO","Southern Scotland","80","70","25250","27570"
"New entrant CS","2021","Male","EO","Surrey, East and West Sussex","230","230","27900","27570"
"New entrant CS","2021","Male","EO","Tees Valley and Durham","50","50","[c]","[c]"
"New entrant CS","2021","Male","EO","Unknown","100","100","27430","27570"
"New entrant CS","2021","Male","EO","West Central Scotland","160","160","26240","26160"
"New entrant CS","2021","Male","EO","West Midlands","270","270","26700","27570"
"New entrant CS","2021","Male","EO","West Wales and The Valleys","110","110","27210","27570"
"New entrant CS","2021","Male","EO","West Yorkshire","410","410","26750","27570"
"New entrant CS","2021","Male","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","East Wales","60","50","54610","52080"
"New entrant CS","2021","Male","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Eastern Scotland","80","80","57080","52580"
"New entrant CS","2021","Male","G6/G7","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","140","140","57090","55000"
"New entrant CS","2021","Male","G6/G7","Greater Manchester","110","100","57190","55000"
"New entrant CS","2021","Male","G6/G7","Hampshire and Isle of Wight","50","50","58140","54270"
"New entrant CS","2021","Male","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Inner London - East","200","200","60410","59160"
"New entrant CS","2021","Male","G6/G7","Inner London - West","660","650","58940","55500"
"New entrant CS","2021","Male","G6/G7","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Merseyside","30","30","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Northumberland and Tyne and Wear","50","50","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Outer London - South","60","50","62420","57460"
"New entrant CS","2021","Male","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","South Yorkshire","40","40","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","West Central Scotland","40","40","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","West Midlands","70","60","55930","51560"
"New entrant CS","2021","Male","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","G6/G7","West Yorkshire","80","80","53960","49860"
"New entrant CS","2021","Male","SCS","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Inner London - East","30","30","[c]","[c]"
"New entrant CS","2021","Male","SCS","Inner London - West","150","150","92500","84000"
"New entrant CS","2021","Male","SCS","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","90","90","35120","35000"
"New entrant CS","2021","Male","SEO/HEO","Cheshire","40","30","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Derbyshire and Nottinghamshire","90","90","34270","31810"
"New entrant CS","2021","Male","SEO/HEO","Devon","70","70","35730","34600"
"New entrant CS","2021","Male","SEO/HEO","Dorset and Somerset","30","30","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","East Anglia","80","80","33570","33000"
"New entrant CS","2021","Male","SEO/HEO","East Wales","200","200","34170","31810"
"New entrant CS","2021","Male","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Eastern Scotland","180","180","36300","36030"
"New entrant CS","2021","Male","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","510","500","35050","33180"
"New entrant CS","2021","Male","SEO/HEO","Greater Manchester","230","230","33560","31810"
"New entrant CS","2021","Male","SEO/HEO","Hampshire and Isle of Wight","230","230","34380","33300"
"New entrant CS","2021","Male","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Inner London - East","310","300","37820","36740"
"New entrant CS","2021","Male","SEO/HEO","Inner London - West","1770","1760","35120","34020"
"New entrant CS","2021","Male","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Merseyside","90","90","35180","34800"
"New entrant CS","2021","Male","SEO/HEO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","North Yorkshire","70","70","33480","31370"
"New entrant CS","2021","Male","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Northumberland and Tyne and Wear","130","120","33430","31810"
"New entrant CS","2021","Male","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Outer London - South","120","120","37530","36160"
"New entrant CS","2021","Male","SEO/HEO","Outer London - West and North West","80","80","35830","33970"
"New entrant CS","2021","Male","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Shropshire and Staffordshire","40","40","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","South Yorkshire","70","60","34710","36500"
"New entrant CS","2021","Male","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","Unknown","80","80","32710","31990"
"New entrant CS","2021","Male","SEO/HEO","West Central Scotland","130","130","34630","33150"
"New entrant CS","2021","Male","SEO/HEO","West Midlands","180","180","35610","36340"
"New entrant CS","2021","Male","SEO/HEO","West Wales and The Valleys","40","40","[c]","[c]"
"New entrant CS","2021","Male","SEO/HEO","West Yorkshire","190","190","32720","31810"
"New entrant CS","2021","Male","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","100","100","33590","27540"
"New entrant CS","2021","Male","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Inner London - East","40","40","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Unknown","110","110","[c]","[c]"
"New entrant CS","2021","Male","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Bedfordshire and Hertfordshire","140","140","24010","23720"
"New entrant CS","2022","Female","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","260","250","23620","21790"
"New entrant CS","2022","Female","AA/AO","Cheshire","150","150","21560","21170"
"New entrant CS","2022","Female","AA/AO","Cornwall and Isles of Scilly","70","70","21070","21260"
"New entrant CS","2022","Female","AA/AO","Cumbria","110","100","21310","21300"
"New entrant CS","2022","Female","AA/AO","Derbyshire and Nottinghamshire","440","420","21270","21250"
"New entrant CS","2022","Female","AA/AO","Devon","230","220","21120","21260"
"New entrant CS","2022","Female","AA/AO","Dorset and Somerset","150","150","21490","21010"
"New entrant CS","2022","Female","AA/AO","East Anglia","350","330","21980","21260"
"New entrant CS","2022","Female","AA/AO","East Wales","570","540","21060","21250"
"New entrant CS","2022","Female","AA/AO","East Yorkshire and Northern Lincolnshire","170","170","21730","21260"
"New entrant CS","2022","Female","AA/AO","Eastern Scotland","830","800","21780","21250"
"New entrant CS","2022","Female","AA/AO","Essex","170","170","23280","24250"
"New entrant CS","2022","Female","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","470","450","20990","21170"
"New entrant CS","2022","Female","AA/AO","Greater Manchester","600","570","21310","21250"
"New entrant CS","2022","Female","AA/AO","Hampshire and Isle of Wight","370","310","20980","20890"
"New entrant CS","2022","Female","AA/AO","Herefordshire, Worcestershire and Warwickshire","130","130","21510","21300"
"New entrant CS","2022","Female","AA/AO","Highlands and Islands","30","30","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Inner London - East","210","200","25270","24490"
"New entrant CS","2022","Female","AA/AO","Inner London - West","430","420","24220","23720"
"New entrant CS","2022","Female","AA/AO","Kent","300","290","24260","24250"
"New entrant CS","2022","Female","AA/AO","Lancashire","480","460","21510","21260"
"New entrant CS","2022","Female","AA/AO","Leicestershire, Rutland and Northamptonshire","390","380","21440","21260"
"New entrant CS","2022","Female","AA/AO","Lincolnshire","100","90","21520","21170"
"New entrant CS","2022","Female","AA/AO","Merseyside","770","740","21110","21250"
"New entrant CS","2022","Female","AA/AO","North Eastern Scotland","60","50","22520","21840"
"New entrant CS","2022","Female","AA/AO","North Yorkshire","80","70","21260","21300"
"New entrant CS","2022","Female","AA/AO","Northern Ireland","120","120","21210","21250"
"New entrant CS","2022","Female","AA/AO","Northumberland, and Tyne and Wear","890","840","21220","21260"
"New entrant CS","2022","Female","AA/AO","Outer London - East and North East","160","160","25630","25110"
"New entrant CS","2022","Female","AA/AO","Outer London - South","110","110","24180","25110"
"New entrant CS","2022","Female","AA/AO","Outer London - West and North West","200","180","25820","24660"
"New entrant CS","2022","Female","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Shropshire and Staffordshire","320","310","21580","21070"
"New entrant CS","2022","Female","AA/AO","South Yorkshire","200","190","21440","21260"
"New entrant CS","2022","Female","AA/AO","Southern Scotland","280","270","21710","21250"
"New entrant CS","2022","Female","AA/AO","Surrey, East and West Sussex","330","320","24070","23140"
"New entrant CS","2022","Female","AA/AO","Tees Valley and Durham","340","330","21880","21750"
"New entrant CS","2022","Female","AA/AO","Unknown","70","70","20810","21030"
"New entrant CS","2022","Female","AA/AO","West Central Scotland","700","670","21380","21250"
"New entrant CS","2022","Female","AA/AO","West Midlands","680","640","21190","21250"
"New entrant CS","2022","Female","AA/AO","West Wales and The Valleys","520","490","20680","21260"
"New entrant CS","2022","Female","AA/AO","West Yorkshire","610","580","21530","21250"
"New entrant CS","2022","Female","EO","Bedfordshire and Hertfordshire","110","110","28340","29290"
"New entrant CS","2022","Female","EO","Berkshire, Buckinghamshire and Oxfordshire","140","140","27170","27570"
"New entrant CS","2022","Female","EO","Cheshire","50","50","27960","27570"
"New entrant CS","2022","Female","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","EO","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","EO","Derbyshire and Nottinghamshire","290","280","26490","26590"
"New entrant CS","2022","Female","EO","Devon","60","60","26030","25730"
"New entrant CS","2022","Female","EO","Dorset and Somerset","50","40","[c]","[c]"
"New entrant CS","2022","Female","EO","East Anglia","190","180","26480","26590"
"New entrant CS","2022","Female","EO","East Wales","250","240","25740","25860"
"New entrant CS","2022","Female","EO","East Yorkshire and Northern Lincolnshire","40","30","[c]","[c]"
"New entrant CS","2022","Female","EO","Eastern Scotland","420","400","27230","27230"
"New entrant CS","2022","Female","EO","Essex","80","80","28720","29290"
"New entrant CS","2022","Female","EO","Gloucestershire, Wiltshire and Bath/Bristol area","380","370","24410","24750"
"New entrant CS","2022","Female","EO","Greater Manchester","420","420","26320","26590"
"New entrant CS","2022","Female","EO","Hampshire and Isle of Wight","160","150","25740","26130"
"New entrant CS","2022","Female","EO","Herefordshire, Worcestershire and Warwickshire","90","80","27020","27570"
"New entrant CS","2022","Female","EO","Highlands and Islands","40","40","[c]","[c]"
"New entrant CS","2022","Female","EO","Inner London - East","510","500","29650","30750"
"New entrant CS","2022","Female","EO","Inner London - West","1100","1040","27740","27680"
"New entrant CS","2022","Female","EO","Kent","70","70","27240","26130"
"New entrant CS","2022","Female","EO","Lancashire","180","170","27190","27570"
"New entrant CS","2022","Female","EO","Leicestershire, Rutland and Northamptonshire","60","60","26680","27570"
"New entrant CS","2022","Female","EO","Lincolnshire","50","50","26830","27570"
"New entrant CS","2022","Female","EO","Merseyside","460","450","26400","26590"
"New entrant CS","2022","Female","EO","North Eastern Scotland","60","60","27300","27570"
"New entrant CS","2022","Female","EO","North Yorkshire","70","70","25450","26350"
"New entrant CS","2022","Female","EO","Northern Ireland","80","80","26240","26590"
"New entrant CS","2022","Female","EO","Northumberland, and Tyne and Wear","410","400","26680","26590"
"New entrant CS","2022","Female","EO","Outer London - East and North East","130","120","30750","31060"
"New entrant CS","2022","Female","EO","Outer London - South","250","240","29690","28650"
"New entrant CS","2022","Female","EO","Outer London - West and North West","280","270","29100","28700"
"New entrant CS","2022","Female","EO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","EO","Shropshire and Staffordshire","110","110","26740","27570"
"New entrant CS","2022","Female","EO","South Yorkshire","190","180","26240","25120"
"New entrant CS","2022","Female","EO","Southern Scotland","120","120","27280","27570"
"New entrant CS","2022","Female","EO","Surrey, East and West Sussex","140","130","27550","27570"
"New entrant CS","2022","Female","EO","Tees Valley and Durham","120","120","26480","27570"
"New entrant CS","2022","Female","EO","Unknown","60","50","[c]","[c]"
"New entrant CS","2022","Female","EO","West Central Scotland","490","480","26820","27230"
"New entrant CS","2022","Female","EO","West Midlands","560","550","26680","27020"
"New entrant CS","2022","Female","EO","West Wales and The Valleys","160","150","27290","27570"
"New entrant CS","2022","Female","EO","West Yorkshire","460","440","26410","26590"
