"Status","Year","Sex","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Female","AA/AO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Derbyshire and Nottinghamshire","170","140","19920","20180"
"Leaver CS","2021","Female","AA/AO","Devon","150","120","20610","21010"
"Leaver CS","2021","Female","AA/AO","Dorset and Somerset","70","60","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","East Anglia","240","200","20200","20230"
"Leaver CS","2021","Female","AA/AO","East Wales","340","270","20430","20180"
"Leaver CS","2021","Female","AA/AO","East Yorkshire and Northern Lincolnshire","130","110","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Eastern Scotland","320","260","21810","21010"
"Leaver CS","2021","Female","AA/AO","Essex","90","80","22510","21720"
"Leaver CS","2021","Female","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","210","190","20110","20180"
"Leaver CS","2021","Female","AA/AO","Greater Manchester","240","200","20350","20500"
"Leaver CS","2021","Female","AA/AO","Hampshire and Isle of Wight","180","150","20150","20500"
"Leaver CS","2021","Female","AA/AO","Herefordshire, Worcestershire and Warwickshire","80","70","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Inner London - East","130","120","22660","22680"
"Leaver CS","2021","Female","AA/AO","Inner London - West","320","280","22580","22680"
"Leaver CS","2021","Female","AA/AO","Kent","180","150","21640","21430"
"Leaver CS","2021","Female","AA/AO","Lancashire","240","190","20650","21010"
"Leaver CS","2021","Female","AA/AO","Leicestershire, Rutland and Northamptonshire","230","190","20190","20100"
"Leaver CS","2021","Female","AA/AO","Lincolnshire","70","60","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Merseyside","230","170","20670","21010"
"Leaver CS","2021","Female","AA/AO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","North Yorkshire","60","50","20490","20920"
"Leaver CS","2021","Female","AA/AO","Northern Ireland","60","40","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Northumberland and Tyne and Wear","390","280","20490","21010"
"Leaver CS","2021","Female","AA/AO","Outer London - East and North East","60","60","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Outer London - South","70","60","23530","25110"
"Leaver CS","2021","Female","AA/AO","Outer London - West and North West","120","100","22650","23050"
"Leaver CS","2021","Female","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Shropshire and Staffordshire","140","120","20280","20500"
"Leaver CS","2021","Female","AA/AO","South Yorkshire","170","140","20700","21010"
"Leaver CS","2021","Female","AA/AO","Southern Scotland","80","60","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Surrey, East and West Sussex","160","140","21850","21010"
"Leaver CS","2021","Female","AA/AO","Tees Valley and Durham","240","190","20400","21010"
"Leaver CS","2021","Female","AA/AO","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","West Central Scotland","190","150","21580","21010"
"Leaver CS","2021","Female","AA/AO","West Midlands","320","250","20180","20180"
"Leaver CS","2021","Female","AA/AO","West Wales and The Valleys","260","190","20530","21010"
"Leaver CS","2021","Female","AA/AO","West Yorkshire","240","210","20110","20100"
"Leaver CS","2021","Female","EO","Bedfordshire and Hertfordshire","70","60","[c]","[c]"
"Leaver CS","2021","Female","EO","Berkshire, Buckinghamshire and Oxfordshire","60","60","[c]","[c]"
"Leaver CS","2021","Female","EO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Derbyshire and Nottinghamshire","90","70","25510","26890"
"Leaver CS","2021","Female","EO","Devon","50","50","[c]","[c]"
"Leaver CS","2021","Female","EO","Dorset and Somerset","40","40","[c]","[c]"
"Leaver CS","2021","Female","EO","East Anglia","130","110","26440","26950"
"Leaver CS","2021","Female","EO","East Wales","130","110","26580","27510"
"Leaver CS","2021","Female","EO","East Yorkshire and Northern Lincolnshire","50","40","[c]","[c]"
"Leaver CS","2021","Female","EO","Eastern Scotland","120","100","27730","27570"
"Leaver CS","2021","Female","EO","Essex","60","50","[c]","[c]"
"Leaver CS","2021","Female","EO","Gloucestershire, Wiltshire and Bath/Bristol area","160","130","24910","26030"
"Leaver CS","2021","Female","EO","Greater Manchester","130","110","26750","27570"
"Leaver CS","2021","Female","EO","Hampshire and Isle of Wight","90","70","26650","26840"
"Leaver CS","2021","Female","EO","Herefordshire, Worcestershire and Warwickshire","40","30","[c]","[c]"
"Leaver CS","2021","Female","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Inner London - East","110","100","29200","29190"
"Leaver CS","2021","Female","EO","Inner London - West","300","260","26960","27760"
"Leaver CS","2021","Female","EO","Kent","70","60","[c]","[c]"
"Leaver CS","2021","Female","EO","Lancashire","90","70","27200","27570"
"Leaver CS","2021","Female","EO","Leicestershire, Rutland and Northamptonshire","90","80","[c]","[c]"
"Leaver CS","2021","Female","EO","Lincolnshire","40","30","[c]","[c]"
"Leaver CS","2021","Female","EO","Merseyside","120","90","26060","26890"
"Leaver CS","2021","Female","EO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Northern Ireland","30","20","[c]","[c]"
"Leaver CS","2021","Female","EO","Northumberland and Tyne and Wear","140","110","26850","27570"
"Leaver CS","2021","Female","EO","Outer London - East and North East","50","40","[c]","[c]"
"Leaver CS","2021","Female","EO","Outer London - South","80","60","29530","29370"
"Leaver CS","2021","Female","EO","Outer London - West and North West","110","90","29490","31060"
"Leaver CS","2021","Female","EO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Shropshire and Staffordshire","60","50","26920","27350"
"Leaver CS","2021","Female","EO","South Yorkshire","110","80","26350","27400"
"Leaver CS","2021","Female","EO","Southern Scotland","30","20","[c]","[c]"
"Leaver CS","2021","Female","EO","Surrey, East and West Sussex","60","50","[c]","[c]"
"Leaver CS","2021","Female","EO","Tees Valley and Durham","70","50","[c]","[c]"
"Leaver CS","2021","Female","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","West Central Scotland","100","80","27200","27570"
"Leaver CS","2021","Female","EO","West Midlands","160","120","26610","27570"
"Leaver CS","2021","Female","EO","West Wales and The Valleys","60","50","27160","27570"
"Leaver CS","2021","Female","EO","West Yorkshire","140","100","26790","27570"
"Leaver CS","2021","Female","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","East Wales","30","30","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Eastern Scotland","50","40","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Greater Manchester","40","40","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Inner London - East","90","80","59480","55470"
"Leaver CS","2021","Female","G6/G7","Inner London - West","380","320","61050","58800"
"Leaver CS","2021","Female","G6/G7","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","West Midlands","50","40","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","West Yorkshire","30","30","[c]","[c]"
"Leaver CS","2021","Female","SCS","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Inner London - West","90","70","90320","84080"
"Leaver CS","2021","Female","SCS","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Bedfordshire and Hertfordshire","40","40","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","50","40","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Derbyshire and Nottinghamshire","70","60","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Devon","50","40","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","East Anglia","90","80","35410","33840"
"Leaver CS","2021","Female","SEO/HEO","East Wales","100","90","36780","37410"
"Leaver CS","2021","Female","SEO/HEO","East Yorkshire and Northern Lincolnshire","30","30","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Eastern Scotland","90","70","38840","37880"
"Leaver CS","2021","Female","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","190","170","35070","33630"
"Leaver CS","2021","Female","SEO/HEO","Greater Manchester","90","80","35490","34530"
"Leaver CS","2021","Female","SEO/HEO","Hampshire and Isle of Wight","80","70","35300","34160"
"Leaver CS","2021","Female","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Inner London - East","120","110","38570","38960"
"Leaver CS","2021","Female","SEO/HEO","Inner London - West","440","410","36880","36620"
"Leaver CS","2021","Female","SEO/HEO","Kent","30","30","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Lancashire","40","40","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Leicestershire, Rutland and Northamptonshire","50","50","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Merseyside","60","50","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Northumberland and Tyne and Wear","60","50","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Outer London - South","60","50","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Outer London - West and North West","60","50","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Overseas","60","50","35990","36960"
"Leaver CS","2021","Female","SEO/HEO","Shropshire and Staffordshire","40","40","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","South Yorkshire","60","50","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Surrey, East and West Sussex","50","40","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Tees Valley and Durham","40","30","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","West Central Scotland","60","50","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","West Midlands","120","110","37970","36950"
"Leaver CS","2021","Female","SEO/HEO","West Wales and The Valleys","50","40","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","West Yorkshire","100","80","36590","36330"
"Leaver CS","2021","Female","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Greater Manchester","30","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Inner London - East","40","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Unknown","220","220","[c]","[c]"
"Leaver CS","2021","Female","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Bedfordshire and Hertfordshire","90","90","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","190","180","24220","21720"
"Leaver CS","2021","Male","AA/AO","Cheshire","40","40","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Derbyshire and Nottinghamshire","150","140","21530","21010"
"Leaver CS","2021","Male","AA/AO","Devon","150","140","21230","21010"
"Leaver CS","2021","Male","AA/AO","Dorset and Somerset","80","70","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","East Anglia","250","240","22190","20880"
"Leaver CS","2021","Male","AA/AO","East Wales","270","260","20090","19560"
"Leaver CS","2021","Male","AA/AO","East Yorkshire and Northern Lincolnshire","120","110","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Eastern Scotland","200","190","21930","21010"
"Leaver CS","2021","Male","AA/AO","Essex","60","60","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","160","160","20990","20060"
"Leaver CS","2021","Male","AA/AO","Greater Manchester","180","170","20310","20920"
"Leaver CS","2021","Male","AA/AO","Hampshire and Isle of Wight","190","160","21690","19560"
"Leaver CS","2021","Male","AA/AO","Herefordshire, Worcestershire and Warwickshire","80","80","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Highlands and Islands","30","30","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Inner London - East","100","90","23440","23500"
"Leaver CS","2021","Male","AA/AO","Inner London - West","310","290","23170","22680"
"Leaver CS","2021","Male","AA/AO","Kent","150","140","20650","20650"
"Leaver CS","2021","Male","AA/AO","Lancashire","210","190","20660","21010"
"Leaver CS","2021","Male","AA/AO","Leicestershire, Rutland and Northamptonshire","140","140","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Lincolnshire","70","70","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Merseyside","140","120","20510","21010"
"Leaver CS","2021","Male","AA/AO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","North Yorkshire","50","50","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Northern Ireland","50","40","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Northumberland and Tyne and Wear","230","200","20600","21010"
"Leaver CS","2021","Male","AA/AO","Outer London - East and North East","50","50","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Outer London - South","50","40","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Outer London - West and North West","70","60","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Shropshire and Staffordshire","130","130","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","South Yorkshire","120","110","20700","21010"
"Leaver CS","2021","Male","AA/AO","Southern Scotland","60","50","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Surrey, East and West Sussex","140","130","21940","21050"
"Leaver CS","2021","Male","AA/AO","Tees Valley and Durham","160","140","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","West Central Scotland","140","120","23910","21010"
"Leaver CS","2021","Male","AA/AO","West Midlands","180","160","20430","20650"
"Leaver CS","2021","Male","AA/AO","West Wales and The Valleys","200","170","20610","21010"
"Leaver CS","2021","Male","AA/AO","West Yorkshire","190","180","20340","20780"
"Leaver CS","2021","Male","EO","Bedfordshire and Hertfordshire","50","50","[c]","[c]"
"Leaver CS","2021","Male","EO","Berkshire, Buckinghamshire and Oxfordshire","90","80","29070","29290"
"Leaver CS","2021","Male","EO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","EO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","EO","Derbyshire and Nottinghamshire","70","60","[c]","[c]"
"Leaver CS","2021","Male","EO","Devon","80","70","[c]","[c]"
"Leaver CS","2021","Male","EO","Dorset and Somerset","50","40","[c]","[c]"
"Leaver CS","2021","Male","EO","East Anglia","80","70","[c]","[c]"
"Leaver CS","2021","Male","EO","East Wales","110","100","26980","27460"
"Leaver CS","2021","Male","EO","East Yorkshire and Northern Lincolnshire","60","50","[c]","[c]"
"Leaver CS","2021","Male","EO","Eastern Scotland","140","130","29820","29190"
"Leaver CS","2021","Male","EO","Essex","30","30","[c]","[c]"
"Leaver CS","2021","Male","EO","Gloucestershire, Wiltshire and Bath/Bristol area","130","120","25260","25660"
"Leaver CS","2021","Male","EO","Greater Manchester","110","100","26520","26890"
"Leaver CS","2021","Male","EO","Hampshire and Isle of Wight","100","100","27640","26950"
"Leaver CS","2021","Male","EO","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"Leaver CS","2021","Male","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","EO","Inner London - East","100","90","30330","31060"
"Leaver CS","2021","Male","EO","Inner London - West","210","180","27660","27760"
"Leaver CS","2021","Male","EO","Kent","60","60","[c]","[c]"
"Leaver CS","2021","Male","EO","Lancashire","60","50","[c]","[c]"
"Leaver CS","2021","Male","EO","Leicestershire, Rutland and Northamptonshire","60","50","[c]","[c]"
"Leaver CS","2021","Male","EO","Lincolnshire","70","70","29490","29930"
"Leaver CS","2021","Male","EO","Merseyside","90","80","26060","26140"
"Leaver CS","2021","Male","EO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","EO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","EO","Northumberland and Tyne and Wear","100","90","26510","27570"
"Leaver CS","2021","Male","EO","Outer London - East and North East","30","30","[c]","[c]"
"Leaver CS","2021","Male","EO","Outer London - South","60","60","[c]","[c]"
"Leaver CS","2021","Male","EO","Outer London - West and North West","90","80","28720","30100"
"Leaver CS","2021","Male","EO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","EO","Shropshire and Staffordshire","50","50","[c]","[c]"
"Leaver CS","2021","Male","EO","South Yorkshire","50","40","[c]","[c]"
"Leaver CS","2021","Male","EO","Southern Scotland","40","30","[c]","[c]"
"Leaver CS","2021","Male","EO","Surrey, East and West Sussex","60","50","[c]","[c]"
"Leaver CS","2021","Male","EO","Tees Valley and Durham","30","20","[c]","[c]"
