"Status","Year","Region_ITL1","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","London","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Policy","120","120","53070","52300"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Digital, Culture, Media and Sport","Policy","60","60","[c]","[c]"
"Leaver CS","2021","London","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Education","Policy","100","90","50380","53420"
"Leaver CS","2021","London","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Education","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Environment, Food and Rural Affairs","Policy","110","110","37350","30990"
"Leaver CS","2021","London","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for International Trade","International Trade","40","40","[c]","[c]"
"Leaver CS","2021","London","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Transport","Unknown","90","80","42450","35330"
"Leaver CS","2021","London","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Work and Pensions","Unknown","490","460","32330","31060"
"Leaver CS","2021","London","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department of Health and Social Care","Knowledge and Information Management","30","30","[c]","[c]"
"Leaver CS","2021","London","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department of Health and Social Care","Operational Delivery","140","130","41130","32650"
"Leaver CS","2021","London","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department of Health and Social Care","Science and Engineering","80","80","38160","39130"
"Leaver CS","2021","London","Department of Health and Social Care","Unknown","180","50","47760","40230"
"Leaver CS","2021","London","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Land Registry","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Revenue and Customs","Property","40","30","[c]","[c]"
"Leaver CS","2021","London","HM Revenue and Customs","Unknown","600","530","[c]","[c]"
"Leaver CS","2021","London","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Treasury","Policy","50","50","[c]","[c]"
"Leaver CS","2021","London","Home Office","Commercial","[c]","[c]","[c]","[c]"
