"Status","Year","Organisation","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Planning Inspectorate","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Other","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Planning Inspectorate","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Planning","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Planning Inspectors","G6/G7","360","320","56940","58810"
"In post","2022","Planning Inspectorate","Planning Inspectors","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Digital, Data and Technology","EO","40","40","[c]","[c]"
"In post","2022","Registers of Scotland","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Digital, Data and Technology","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Registers of Scotland","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Operational Delivery","AA/AO","350","330","24740","25050"
"In post","2022","Registers of Scotland","Operational Delivery","EO","280","270","30800","30840"
"In post","2022","Registers of Scotland","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Operational Delivery","SEO/HEO","250","240","39970","37710"
"In post","2022","Registers of Scotland","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Unknown","SEO/HEO","40","30","[c]","[c]"
"In post","2022","Royal Fleet Auxiliary","Other","Unknown","1760","1760","37450","34160"
"In post","2022","Rural Payments Agency","Operational Delivery","AA/AO","1280","1170","21280","21300"
"In post","2022","Rural Payments Agency","Operational Delivery","EO","630","580","25430","25190"
"In post","2022","Rural Payments Agency","Operational Delivery","G6/G7","70","70","51720","49370"
"In post","2022","Rural Payments Agency","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Operational Delivery","SEO/HEO","410","380","32590","31040"
"In post","2022","Rural Payments Agency","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Policy","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Project Delivery","G6/G7","40","30","[c]","[c]"
"In post","2022","Rural Payments Agency","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Rural Payments Agency","Project Delivery","SEO/HEO","90","80","34290","35900"
"In post","2022","Scottish Courts and Tribunals Service","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Digital, Data and Technology","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Operational Delivery","AA/AO","980","870","22430","22000"
"In post","2022","Scottish Courts and Tribunals Service","Operational Delivery","EO","440","410","29460","30450"
"In post","2022","Scottish Courts and Tribunals Service","Operational Delivery","G6/G7","40","30","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Operational Delivery","SEO/HEO","220","210","37400","36360"
"In post","2022","Scottish Courts and Tribunals Service","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Unknown","AA/AO","50","50","24770","24020"
"In post","2022","Scottish Forestry","Unknown","EO","50","50","31300","31060"
"In post","2022","Scottish Forestry","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Unknown","SEO/HEO","70","60","41340","39520"
"In post","2022","Scottish Government (excl. agencies)","Unknown","AA/AO","970","920","24560","24400"
"In post","2022","Scottish Government (excl. agencies)","Unknown","EO","1220","1180","28980","28990"
"In post","2022","Scottish Government (excl. agencies)","Unknown","G6/G7","2410","2300","63170","62170"
"In post","2022","Scottish Government (excl. agencies)","Unknown","SCS","220","210","88590","83230"
"In post","2022","Scottish Government (excl. agencies)","Unknown","SEO/HEO","4030","3890","39640","39660"
"In post","2022","Scottish Housing Regulator","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Commercial","AA/AO","50","50","24720","26900"
"In post","2022","Scottish Prison Service","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Finance","AA/AO","40","30","[c]","[c]"
"In post","2022","Scottish Prison Service","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Human Resources","AA/AO","40","40","[c]","[c]"
"In post","2022","Scottish Prison Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Operational Delivery","AA/AO","1130","1090","24590","25420"
"In post","2022","Scottish Prison Service","Operational Delivery","EO","1890","1780","34260","35000"
"In post","2022","Scottish Prison Service","Operational Delivery","G6/G7","40","40","[c]","[c]"
"In post","2022","Scottish Prison Service","Operational Delivery","SEO/HEO","430","380","40920","40290"
"In post","2022","Scottish Prison Service","Other","AA/AO","360","330","25050","23380"
"In post","2022","Scottish Prison Service","Other","EO","120","120","34780","35000"
"In post","2022","Scottish Prison Service","Other","G6/G7","40","40","[c]","[c]"
"In post","2022","Scottish Prison Service","Other","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Other","SEO/HEO","160","140","42900","43110"
"In post","2022","Scottish Prison Service","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Unknown","AA/AO","170","150","25400","25930"
"In post","2022","Scottish Public Pensions Agency","Unknown","EO","70","60","29110","30040"
"In post","2022","Scottish Public Pensions Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Unknown","SEO/HEO","60","50","36750","36130"
"In post","2022","Serious Fraud Office","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Counter Fraud","EO","40","40","[c]","[c]"
"In post","2022","Serious Fraud Office","Counter Fraud","G6/G7","80","80","65280","66200"
"In post","2022","Serious Fraud Office","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Counter Fraud","SEO/HEO","120","110","38030","40000"
"In post","2022","Serious Fraud Office","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Digital, Data and Technology","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Serious Fraud Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Legal","G6/G7","60","50","58000","55340"
"In post","2022","Serious Fraud Office","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Other","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Policy","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Unknown","AA/AO","770","740","21950","21050"
"In post","2022","Social Security Scotland","Unknown","EO","850","820","27640","27230"
"In post","2022","Social Security Scotland","Unknown","G6/G7","170","170","62030","62170"
"In post","2022","Social Security Scotland","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Unknown","SEO/HEO","650","630","36340","34600"
"In post","2022","Standards and Testing Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Operational Delivery","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Standards and Testing Agency","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Policy","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Unknown","AA/AO","100","90","22910","23230"
"In post","2022","Student Awards Agency for Scotland","Unknown","EO","60","60","29070","27940"
"In post","2022","Student Awards Agency for Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Unknown","SEO/HEO","60","60","39880","39890"
"In post","2022","Submarine Delivery Agency","Commercial","Unknown","160","160","40420","37450"
"In post","2022","Submarine Delivery Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Finance","Unknown","50","50","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Knowledge and Information Management","Unknown","40","30","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Operational Delivery","Unknown","320","300","33300","32710"
"In post","2022","Submarine Delivery Agency","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Project Delivery","Unknown","500","490","45060","41590"
"In post","2022","Submarine Delivery Agency","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Science and Engineering","Unknown","780","770","41180","39860"
"In post","2022","Submarine Delivery Agency","Security","Unknown","40","30","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Policy","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Counter Fraud","SEO/HEO","230","220","38460","38510"
"In post","2022","The Insolvency Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
