"Status","Year","Sex","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Female","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Department for International Trade","30","30","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Department for Work and Pensions (excl. agencies)","100","70","25620","25810"
"Leaver CS","2021","Female","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","HM Courts and Tribunals Service","30","20","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","HM Revenue and Customs (excl. agencies)","160","130","[c]","[c]"
