"Status","Year","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Chinese","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","Chinese","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Heterosexual / straight","330","320","36170","32030"
"In post","2021","Chinese","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Undeclared","40","40","[c]","[c]"
"In post","2021","Chinese","No function","Unknown","60","60","40890","35610"
"In post","2021","Chinese","Project Delivery","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Chinese","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Heterosexual / straight","290","270","31850","28670"
"In post","2021","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","40","40","[c]","[c]"
"In post","2021","Mixed","Analysis","Heterosexual / straight","150","150","43160","38510"
"In post","2021","Mixed","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Heterosexual / straight","80","70","41050","36260"
"In post","2021","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","Heterosexual / straight","130","120","36790","32900"
"In post","2021","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Heterosexual / straight","90","90","34600","31000"
"In post","2021","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Heterosexual / straight","160","160","43180","40490"
"In post","2021","Mixed","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Unknown","30","30","[c]","[c]"
"In post","2021","Mixed","Finance","Heterosexual / straight","130","120","41840","38000"
"In post","2021","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Heterosexual / straight","140","130","40570","35060"
"In post","2021","Mixed","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Heterosexual / straight","260","250","46700","50520"
"In post","2021","Mixed","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Unknown","40","40","[c]","[c]"
"In post","2021","Mixed","No function","Heterosexual / straight","2540","2440","34730","31650"
"In post","2021","Mixed","No function","LGBO","280","270","35240","31800"
"In post","2021","Mixed","No function","Undeclared","240","230","34750","31650"
"In post","2021","Mixed","No function","Unknown","210","200","35990","31810"
"In post","2021","Mixed","Project Delivery","Heterosexual / straight","360","350","41910","38600"
"In post","2021","Mixed","Project Delivery","LGBO","40","40","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Undeclared","30","30","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Heterosexual / straight","80","80","33680","32780"
"In post","2021","Mixed","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Heterosexual / straight","80","70","36080","33200"
"In post","2021","Mixed","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Heterosexual / straight","2160","2030","31260","27570"
"In post","2021","Mixed","Unknown","LGBO","230","220","31770","27570"
"In post","2021","Mixed","Unknown","Undeclared","200","180","30440","27570"
"In post","2021","Mixed","Unknown","Unknown","210","180","28900","27570"
"In post","2021","Other ethnicity","Analysis","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Heterosexual / straight","60","60","45080","40040"
"In post","2021","Other ethnicity","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","Other ethnicity","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Heterosexual / straight","90","80","49370","51160"
"In post","2021","Other ethnicity","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Undeclared","40","30","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","No function","Heterosexual / straight","720","680","36310","32770"
"In post","2021","Other ethnicity","No function","LGBO","70","70","37770","33210"
"In post","2021","Other ethnicity","No function","Undeclared","80","80","37350","34000"
"In post","2021","Other ethnicity","No function","Unknown","110","100","36670","31650"
"In post","2021","Other ethnicity","Project Delivery","Heterosexual / straight","110","110","43180","39800"
"In post","2021","Other ethnicity","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Other ethnicity","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Heterosexual / straight","590","550","31560","28670"
"In post","2021","Other ethnicity","Unknown","LGBO","50","50","32480","30170"
"In post","2021","Other ethnicity","Unknown","Undeclared","120","120","37570","31060"
"In post","2021","Other ethnicity","Unknown","Unknown","100","80","29340","27570"
"In post","2021","Undeclared","Analysis","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Undeclared","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Undeclared","160","160","44560","41780"
"In post","2021","Undeclared","Analysis","Unknown","50","40","[c]","[c]"
"In post","2021","Undeclared","Commercial","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Undeclared","220","210","40190","36300"
"In post","2021","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Undeclared","150","150","34240","31810"
"In post","2021","Undeclared","Communications","Unknown","30","30","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Undeclared","420","390","36560","31950"
"In post","2021","Undeclared","Counter Fraud","Unknown","100","90","35070","32520"
"In post","2021","Undeclared","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Debt","Undeclared","90","80","25080","21440"
"In post","2021","Undeclared","Debt","Unknown","40","30","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Heterosexual / straight","70","70","42100","38630"
"In post","2021","Undeclared","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Undeclared","450","430","41770","39010"
"In post","2021","Undeclared","Digital, Data & Technology","Unknown","130","130","41280","39650"
"In post","2021","Undeclared","Finance","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Undeclared","280","260","40790","36790"
"In post","2021","Undeclared","Finance","Unknown","50","50","34860","31810"
"In post","2021","Undeclared","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Unknown","60","50","29130","26420"
"In post","2021","Undeclared","Human Resources","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Undeclared","210","200","36150","32300"
"In post","2021","Undeclared","Human Resources","Unknown","30","30","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Undeclared","30","30","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Heterosexual / straight","80","70","44100","38640"
"In post","2021","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Undeclared","230","210","47240","46530"
"In post","2021","Undeclared","Legal","Unknown","50","40","[c]","[c]"
"In post","2021","Undeclared","No function","Heterosexual / straight","1200","1140","32360","29000"
"In post","2021","Undeclared","No function","LGBO","130","120","30690","28500"
"In post","2021","Undeclared","No function","Undeclared","4300","4040","35210","31810"
"In post","2021","Undeclared","No function","Unknown","1270","1170","37400","33650"
