"Status","Year","Sexual_orientation","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","200","200","28500","27850"
"In post","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","770","750","56860","53560"
"In post","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS","110","110","84850","76700"
"In post","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","830","810","36130","35780"
"In post","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","AA/AO","170","160","21400","21710"
"In post","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","EO","520","500","25940","26410"
"In post","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","G6/G7","950","920","58760","58130"
"In post","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","SCS","120","110","89360","84800"
"In post","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","SEO/HEO","1880","1840","36710","36800"
"In post","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","Unknown","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","National Crime Agency","AA/AO","240","230","23540","22980"
"In post","2021","Heterosexual / straight","National Crime Agency","EO","1840","1800","33320","32770"
"In post","2021","Heterosexual / straight","National Crime Agency","G6/G7","280","270","65170","64410"
"In post","2021","Heterosexual / straight","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","National Crime Agency","SEO/HEO","1720","1680","44590","43710"
"In post","2021","Heterosexual / straight","National Infrastructure Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","National Infrastructure Commission","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","National Records of Scotland","AA/AO","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","National Records of Scotland","G6/G7","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","National Records of Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","National Records of Scotland","SEO/HEO","90","80","38440","38080"
"In post","2021","Heterosexual / straight","National Savings and Investments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","National Savings and Investments","G6/G7","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","National Savings and Investments","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","National Savings and Investments","SEO/HEO","70","70","41070","41060"
"In post","2021","Heterosexual / straight","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland Office","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Office for Budget Responsibility","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Office for Budget Responsibility","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Office for Budget Responsibility","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Office for Budget Responsibility","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","AA/AO","170","160","21280","21160"
"In post","2021","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","EO","150","140","26320","25880"
"In post","2021","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","G6/G7","490","480","73210","75500"
"In post","2021","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","SEO/HEO","600","580","43410","42850"
"In post","2021","Heterosexual / straight","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Office of Gas and Electricity Markets","EO","110","110","25430","25600"
"In post","2021","Heterosexual / straight","Office of Gas and Electricity Markets","G6/G7","160","160","59280","57980"
"In post","2021","Heterosexual / straight","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Office of Gas and Electricity Markets","SEO/HEO","160","150","36480","36000"
"In post","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","G6/G7","50","50","53060","49420"
"In post","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","SEO/HEO","80","70","36510","37270"
"In post","2021","Heterosexual / straight","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Office of Rail and Road","G6/G7","80","80","60530","59100"
"In post","2021","Heterosexual / straight","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Office of Rail and Road","SEO/HEO","50","50","39660","39430"
"In post","2021","Heterosexual / straight","Office of the Public Guardian","AA/AO","620","560","19780","19930"
"In post","2021","Heterosexual / straight","Office of the Public Guardian","EO","290","270","22290","22570"
"In post","2021","Heterosexual / straight","Office of the Public Guardian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Office of the Public Guardian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Office of the Public Guardian","SEO/HEO","140","130","28110","26560"
"In post","2021","Heterosexual / straight","Office of the Scottish Charity Regulator","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Office of the Scottish Charity Regulator","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Office of the Scottish Charity Regulator","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Office of the Scottish Charity Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Planning Inspectorate","AA/AO","90","80","21420","21270"
"In post","2021","Heterosexual / straight","Planning Inspectorate","EO","70","60","26630","26050"
"In post","2021","Heterosexual / straight","Planning Inspectorate","G6/G7","330","300","57930","58810"
"In post","2021","Heterosexual / straight","Planning Inspectorate","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Planning Inspectorate","SEO/HEO","110","100","36700","34860"
"In post","2021","Heterosexual / straight","Public Health England","AA/AO","670","590","21140","20150"
"In post","2021","Heterosexual / straight","Public Health England","EO","640","600","25680","25260"
"In post","2021","Heterosexual / straight","Public Health England","G6/G7","1150","1080","57570","54230"
"In post","2021","Heterosexual / straight","Public Health England","SCS","300","250","104980","101300"
"In post","2021","Heterosexual / straight","Public Health England","SEO/HEO","1890","1730","35930","36330"
"In post","2021","Heterosexual / straight","Queen Elizabeth II Centre","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Queen Elizabeth II Centre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Queen Elizabeth II Centre","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Registers of Scotland","AA/AO","170","170","24130","24130"
"In post","2021","Heterosexual / straight","Registers of Scotland","EO","200","190","30040","30080"
"In post","2021","Heterosexual / straight","Registers of Scotland","G6/G7","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Registers of Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Registers of Scotland","SEO/HEO","220","210","39000","36780"
"In post","2021","Heterosexual / straight","Revenue Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Revenue Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Revenue Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Revenue Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Revenue Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Rural Payments Agency","AA/AO","330","280","21000","21050"
"In post","2021","Heterosexual / straight","Rural Payments Agency","EO","300","270","25680","25560"
"In post","2021","Heterosexual / straight","Rural Payments Agency","G6/G7","60","60","53060","50260"
"In post","2021","Heterosexual / straight","Rural Payments Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Rural Payments Agency","SEO/HEO","270","250","33170","31410"
"In post","2021","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Courts and Tribunals Service","AA/AO","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Courts and Tribunals Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Courts and Tribunals Service","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Fiscal Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Fiscal Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Fiscal Commission","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Fiscal Commission","SEO/HEO","[c]","[c]","[c]","[c]"
